group,ASCL2,ATF3,BACH1,BARX2,BCL11A,CDX2,CTCF,ELF1,EPAS1,ESRRA,ETV5,ETV7,FOXA2,FOXO3,FOXP3,GLIS1,GTF2I,HIF1A,HNF4G,KLF3,KMT2A,MYB,MYBL2,MYC,NFATC1,NFYA,POU2F2,RFX5,RUNX3,SOX17,SP1,STAT4,TBP,TFAP2A,USF2,VDR
critical,-0.493143265168248,-0.089155599079937,0.314885555550865,0.0865335249869225,0.183446397057678,-0.381216248865884,0.0126074586381884,0.439992686596611,0.513060904298512,-0.539680329102353,0.425248973264189,-0.516709779116149,-0.137842902422178,0.23555018393546,-0.500117274653048,-0.220225836039272,-0.467837686306442,-0.506454113081126,0.204118075227729,0.180280831561968,-0.483237964027474,0.423059140381862,-0.500674063486699,-0.260459589000425,-0.448815726267029,-0.527805364677617,-0.466691567285637,0.571784540769697,0.500641641660663,0.0901977590843585,-0.337062204086286,-0.452603103539663,0.529223737391514,-0.281389625795267,0.547369680608768,0.510615192986381
critical,-0.443868068089091,-0.430367791924651,0.389848702541075,0.40874994134617,0.111180987620418,0.0403213737445577,-0.184384746444522,0.346451918197666,0.422922273607972,-0.273256847130441,0.391501534453145,-0.424646212319969,-0.0036355219053551,-0.293041138319372,-0.307925202612814,-0.437201957770053,0.454750175279423,0.0197104729234825,-0.208378947541329,0.350501408951466,0.0425477082826505,0.406081859272035,0.110320401665197,-0.0703212496295672,-0.2536456470467,-0.371152317723006,-0.371469891205324,0.393490034729693,0.25168238000032,-0.36124882824217,0.158748005937424,-0.460854126858808,0.424897271892939,-0.422034517661495,0.354627982796548,0.390300797914928
critical,-0.0773194615012066,0.108430393906771,-0.129478808637373,-0.2021760249865,0.0402380159170904,0.144407893047351,-0.109162594620051,-0.0462301767689043,0.168421020300839,-0.188221765016012,0.242084147341642,-0.0188941741160862,0.128484373952693,0.0321732813593025,0.0962103247966762,-0.0314558519995422,-0.244417851412144,-0.19951242735405,0.147508009644171,-0.0327941875641642,-0.0351533594855627,-0.00704508670072,0.256067016197971,0.051462292057124,-0.176557319519647,-0.108161708079811,-0.0152091458770052,-0.111391286252022,-0.002805198883436,-0.143026177243368,0.0293714781893193,0.164689301001781,0.182849746333533,0.0128800260196649,0.128101507260879,0.291778800760862
critical,-0.1971827244877,-0.3024684401489,0.201774070109164,-0.212029866191199,0.24925691028421,-0.230682397398947,0.179567881213819,0.21790407911968,0.151409798170707,-0.206447605705249,0.2822961423584,0.0166475467025389,0.058285164824539,0.022244344764107,0.0578807884638895,0.0232276958754809,-0.128959378004969,-0.274686016487354,0.183851704438573,0.102823640282009,-0.0439396116177837,-0.0705291323895461,-0.197250355817752,0.21975829421746,-0.253445670405789,-0.094794621543645,0.0060564172095685,0.285181808980796,-0.140157588228193,0.0049613374554329,-0.0435979575217959,-0.187552128433068,0.218706131914825,-0.217347753490391,0.144712737393262,-0.0057141521140257
critical,0.0316571609369994,-0.224338921480795,0.124156698055504,-0.21035704444886,0.141807845977867,-0.138152936373097,0.0594928664695919,-0.0137310432677867,0.0525661401942066,-0.256123078289392,-0.087965506299578,0.0257453489747081,0.233312619697184,0.0466809454838663,0.122526353778514,-0.232490793245701,-0.126529468167988,-0.0054430776440348,-0.100888708451653,0.0077778768180007,-0.214643173912751,-0.229516503315115,-0.242821219411821,0.186507761130789,0.003046246738827,-0.347664845477523,-0.0283682761415452,-0.0644011929953334,-0.0976517799304871,-0.160922416427696,0.24604927551567,-0.0957940611622539,0.0440541084382114,-0.290653323447582,0.208804897748223,0.140346603959741
critical,-0.225041953319638,0.0830585410259394,0.21835303118456,0.104557849688906,0.0004550532999394,-0.143639617279061,0.174013327028922,-0.0373204861555702,0.237073429139625,-0.106162739561765,0.10593401759769,-0.0725536203079363,-0.0515306026187735,-0.166802914368073,-0.0180594170530514,-0.188579035539335,0.0143813521582325,-0.0534651768005686,0.143076318557621,-0.0566259764659878,0.163608145543673,-0.130509953574688,-0.11813244822033,0.118371066273274,-0.207877187177109,-0.189916341840709,-0.0159179701370994,-0.0125618617065382,-0.0831246446757413,-0.230267477414275,0.0226661020173741,-0.0594797193964571,0.121102108820974,-0.0442126116884831,0.182858317829235,0.0590306704650447
critical,-0.351855271196847,0.0315898114674115,0.0496629268100566,0.004065285994814,0.0499983068404675,-0.268870033984209,0.319852713768903,-0.192731234754389,0.0372899953188844,-0.157715172214974,0.027270660535227,-0.217007540160848,0.286118551071649,0.0611787689087034,0.216489916128377,-0.0427632518753228,-0.0747100190203243,-0.226641768792342,0.0859267383891452,0.078625807483501,-0.200585280993781,-0.0594661859555447,0.305655171925758,0.178263358988749,0.288855658099436,-0.214013759531561,-0.184755969124485,0.126761267839864,-0.197857238291141,-0.173475990979468,-0.0739406365485802,0.0233387860865795,0.323941171242788,0.160277759067058,-0.0232670374847177,0.1314784192459
critical,-0.389209905795097,0.0615578394082602,0.240892182281426,-0.0723876317475886,0.106076289294801,-0.234193953023988,0.0952430662387974,-0.237965780957349,0.364659207163881,0.0904346717670976,0.0228093648672826,-0.1486279583216,-0.250520243579616,-0.030679919022927,-0.214709442717506,0.0300937565738237,0.137382559162171,0.189173148195699,-0.084517175604494,-0.111944285116803,-0.29227549623535,0.117886286398516,0.229027293710905,0.159176431893549,0.122382485652759,-0.0323021579079873,-0.169545037891234,0.277049485527746,-0.0392023093468887,-0.0633584755604389,0.0458583897994578,0.19292047100995,0.210982214100924,0.0311866848861151,0.276716215907855,0.132322252066024
critical,0.042525452321835,0.192114702469331,0.136522841959986,-0.0763547490864822,-0.263671470674368,-0.204838139616771,-0.0078213165919507,-0.0149419078692748,-0.0228936454410225,-0.083265418434108,-0.0855459787407831,0.106447501205764,-0.0193463261970757,-0.0439328162448826,-0.156971340417058,-0.0666457777088565,-0.10932267605509,-0.083349518612516,-0.0401542215103136,-0.0605570561986408,0.0261384011524933,-0.169507194744689,0.0672863845365742,0.0457945182411269,-0.0693100450795184,-0.18662979395878,-0.210116082844521,0.133000818472826,-0.0960844538312228,-0.0804017416560487,0.100878164000483,-0.176240465278485,-0.0618162592605085,-0.132331959241424,-0.0090197441342657,-0.140447626457803
critical,0.354701075031733,0.0922326422979634,0.0936187062847668,-0.0461580011391509,0.0033376682323733,-0.156008475621578,0.164082407312002,-0.0453897817125027,0.280286764740224,-0.0747739023635572,0.361283244459631,0.070806403168627,0.0301109325057698,0.155970881904955,-0.159212658918115,0.0122272201225796,-0.12050039301625,-0.133775333676025,0.194002647052292,0.200785316302181,0.0075563370412644,-0.0062852335502218,-0.394290527654806,-0.193141805425268,-0.329228335418911,-0.070732850244799,-0.0051111109513376,-0.125066667494788,0.127319021473344,0.332166093680249,-0.1405983208249,-0.0027911972501548,0.0729944664433922,-0.131223864473902,-0.115996229895612,0.0255250439142114
critical,0.0708820336815023,0.0894899500825329,-0.0797661871567778,-0.0424640086227867,0.0767387413272571,-0.194803372296435,0.0825292505785323,-0.178984011866586,0.188125146686891,-0.0416556481038627,0.213588503032998,-0.193825198504716,0.206781581165863,0.125388804887588,0.0774825481323098,0.0274238156310663,0.10332212516754,0.0543756079275829,-0.209526141930776,-0.157673062886,0.224212728591736,0.146391787424291,0.0108943643486324,0.10138962545292,-0.0869797563042871,-0.208607998981255,-0.119628311057412,0.0923821209320301,0.0166026395694983,0.109522982230558,0.379977139631934,0.098388083342978,-0.113040131711166,0.0013786535198129,0.256813176437071,0.265121280529329
critical,0.021866633908737,0.0880837390114043,0.144308027542875,0.103396260874915,-0.0382372187033156,-0.123264331469413,0.149686514109136,0.0665697927463566,-0.116680828787212,-0.150333108122567,0.324884101111799,0.0198974612314717,-0.0601626338860009,-0.127232067460917,-0.0809124235897217,0.0023512509579287,0.0408529853940113,0.0512572708828459,0.0229246968398049,-0.014313240206391,-0.0893181457643168,0.0701554504571979,0.0327117789521832,0.0840278311089773,-0.148775404362939,-0.0289497774194972,-0.0059075180317958,0.017281694540776,-0.0909346307978928,0.0536966937516969,0.133022022944817,-0.0464665970560661,-0.0153419125004848,-0.0482888165484609,0.0516687398004834,-0.149245654554525
critical,0.166369469499958,-0.225024229375297,0.0458184598418297,-0.0832576682728968,0.178492641753828,-0.208249519104234,0.189303010595179,0.0957374044165858,0.149481307082135,0.041069677127413,-0.0716207195051452,-0.115478077952967,0.0044246337236715,-0.150032360366402,-0.0289789197726182,0.15766606909845,0.141539656808878,0.0901620417757689,0.196677400134632,0.061572100792045,-0.199837852794397,0.201085826408766,-0.122171754611854,0.129837878242978,-0.22813605968645,-0.235915635464334,-0.0699351447532703,0.01962722138962,-0.36961088669718,0.0494327210886384,0.20531597073799,-0.0414586559163072,0.289286766790527,-0.110988614431146,-0.0014910853574277,-0.035867085825953
critical,-0.091631292565813,-0.14555932141146,0.0846778217977496,0.294981682138511,-0.0046356471787089,-0.234409225670048,0.173373204483714,-0.134279246609935,-0.0095803375026651,0.181871890978013,-0.081587390345277,-0.241517218010735,0.133815681892064,0.51625657413555,0.0050992118965798,0.0335311812593279,0.234718268815295,0.10213875950422,0.139223936933891,0.0491378600943146,0.101366151641102,0.211694554494374,0.135669940763548,-0.133043074028946,-0.0046356471787089,-0.376878115629035,0.148340709718685,-0.256660332127851,-0.185271365575733,0.169973729885994,0.110482924425896,0.127325775841872,0.153903486333136,0.0256505810555227,0.394339053335505,0.0616541074768286
critical,0.0511602913105667,0.0601521000863633,0.131311414363788,-0.129916133691682,-0.0187587734805411,0.147744720057485,-0.117978732385883,0.014572931464222,-0.267583826672843,-0.0928636802879681,-0.0474395428516164,0.0406181706768742,0.0641829109168928,0.264018109399682,0.359362288660284,-0.0655781915889991,0.069453971233739,-0.193168857493837,0.0440288567642453,0.0325565490158152,-0.205571352357004,-0.0430986696495077,-0.116738482899566,-0.198284886624893,-0.0382927028900302,-0.0818564660969067,-0.126195385232731,0.128365821833786,-0.301845718732344,-0.0365873598463447,0.10759164293798,-0.202160666269633,-0.258592017897046,-0.0544159462121482,0.0303861124147608,0.13828781772432
critical,-0.248034858526432,-0.0866235278225351,-0.0141847559288786,-0.159326679171724,0.23586018117369,-0.226041659831554,0.0658204477365646,0.260452917070099,0.222939945535167,-0.256066985905624,0.307107292987138,-0.0025929602573145,0.0091361291247668,-0.164460086897375,-0.152452676308219,-0.314320693576142,0.310405116687894,-0.226924648847523,0.0682646731408188,0.0658156520480735,-0.198960372667266,-0.0472469859948706,-0.186558276915291,0.226343616931906,-0.188325179830009,-0.199426171039425,-0.184271315838628,0.0517453417995438,0.294857015030825,-0.0601618778662177,-0.0338536556866985,-0.325966200958807,0.225412465501518,-0.261413253690446,0.301764964517862,0.201460159548181
