group,AHR,BCL6,BHLHE40,ETV1,FOXA1,GATA1,GATA3,GMEB1,HIF1A,HINFP,IRF2,IRF3,JUN,JUNB,KLF5,KLF9,MECOM,MEIS1,MNT,MXI1,NFATC1,NFIC,PBX3,PGR,POU2F1,PRDM14,SMAD3,SPIB,STAT2,TFAP2A,USF1,ZBTB7A,ZNF143
critical,0.0769610569348303,-0.107054014245483,-0.403214389270147,-0.240316359704995,0.183194454527161,-0.242492146812486,-0.145912235303993,0.125515351502488,-0.12699599905384,-0.0933605989314657,-0.158843409899064,0.328341154893246,-0.0331642971332548,-0.0209086748464439,-0.283522831081876,-0.228985077452146,-0.179240204667624,-0.192367607873257,-0.0153753663537908,0.147554240229154,0.138904986408503,0.0599468314865982,0.192062224872247,0.149919103633966,-0.153249796425065,-0.127647364078736,-0.263553572514731,0.0643016702428932,-0.302164638118196,-0.238246670190177,-0.115254720089722,0.175922629397074,-0.0971064226669894
critical,0.480013518785187,0.501064433861034,-0.457191928992429,-0.458760418412337,0.558236574294318,-0.408835496403026,-0.299661979413053,-0.0132453089197399,-0.309940712602961,-0.437000012749809,-0.391730356341486,0.34817512347824,-0.485243503103682,0.454799907020657,-0.500193392988089,0.248396651914203,-0.408357278962712,-0.449387312593011,0.332417097257133,0.382159904035638,-0.0219691893374586,-0.0041126589893974,0.483538647206601,-0.389757276381643,-0.221629507053068,0.121534588280912,-0.505018731780166,0.279202278999531,-0.527881176529593,0.445249744726936,-0.550600436477988,0.243907060585683,-0.502358100840251
critical,0.166415964908982,0.154275944737201,-0.063779154773414,0.0830951518368617,-0.018897763735726,-0.0437671099549149,-0.145631280207945,0.424349192304873,-0.217874788877158,0.381436437298334,-0.214975625683126,0.0306951349161206,-0.328377492929941,-0.0475183605672323,-0.223063233653592,-0.304260630770267,0.204368203904436,-0.426322867291777,-0.521250411051535,-0.352104591861913,0.457135577842197,0.148630214725939,0.407468270610358,0.444164045988133,-0.253726875096239,-0.186656358405809,-0.367845281851512,0.134389285934422,0.111213784692506,0.243318995965474,0.122455778966029,0.427656510915114,-0.160941979306393
critical,0.171682579052982,-0.0511444425059636,0.102231777687451,-0.0599777211315831,0.187261112073037,-0.321198306691645,-0.107401456175543,-0.0433573692331885,0.175730089260077,0.106580145994225,-0.0051750212556167,0.184937735814043,-0.137241478048365,0.0321800501037514,-0.103108178662312,-0.063618973117013,-0.0064040864650656,-0.216184963654754,-0.28393911410202,-0.214868293689083,0.256834277367169,0.423315225271805,0.0631404731943817,0.114583861213985,-0.221772126413007,0.178188240467953,-0.301396929218179,-0.157606569468135,-0.137447621561108,-0.126288347265179,0.0770991705724508,-0.0611007833386643,-0.141462368337779
critical,0.0998138043907253,-0.0558481708177851,-0.0500631876740391,0.0146069018364404,0.206542896766689,-0.168269748570273,-0.294191010522087,0.169259593839317,0.0707802298617077,0.185303562436082,-0.0962701419430803,0.350149925446039,0.0227547486361158,0.116313782511405,-0.10587553608761,-0.0648471162356708,0.0732421450719091,-0.0845574818375545,-0.100753677033516,0.0178605592071418,0.170930958486663,0.0692508142838666,0.0389359743866575,-0.140551250992634,-0.131547315759608,-0.298756691375201,-0.328075579065434,-0.0910892243306876,-0.024599416266012,0.0050102212496925,0.0646170634152603,0.19143865186301,-0.203287526474373
critical,-0.185345051615502,-0.122032777792032,-0.316358512119274,0.271681319847052,0.288532304336326,-0.447908086835856,-0.182341118800034,-0.0709642157103895,-0.186959496456318,0.148377194917461,0.0027748528395878,0.392960393182803,0.162129689941755,0.139953296941914,-0.155817428864107,-0.115183577879628,0.131426266248644,-0.437187616747902,-0.450518235185946,0.272145966824767,0.309783031717287,0.187570486341592,0.423251945702577,-0.108857793002108,-0.0883779771886459,0.457302509864005,0.129169330964317,0.343169500340286,0.157503450889611,0.115042292653323,0.271830356519625,-0.182843478487962,-0.237030815734392
critical,0.715644943213245,0.771392430781936,-0.745361600331049,-0.737150840941743,0.755528712800737,0.397490278496,-0.742353564285904,0.738870252090478,0.712909035989167,0.325657762600234,-0.713053074407015,0.530853462408531,-0.707306536421126,0.427422170525536,-0.758448528479238,-0.724551846098304,-0.787994946869445,-0.787767497803651,-0.714942154711397,-0.625768324621812,-0.110300329612898,0.745184590025811,0.707935343855107,0.615154288027852,-0.710465445747532,-0.756114739052615,-0.699375120430933,0.29290997013038,-0.655945575590715,-0.70879153706911,-0.789958008241693,0.843196657937465,-0.713213060839494
critical,-0.00188608745852,-0.48010906406041,0.0548012107430236,0.0930896624951789,0.245506366661209,-0.12574906334506,0.121924307776105,0.0507641851348543,-0.0375372300308088,0.0951948360033463,0.0061694631580706,0.540809531833606,0.331213316141158,0.0305883073938814,-0.380713618198491,-0.0394418180890768,0.132694577976771,-0.0486789728000991,0.408033161731633,0.516162838106162,0.26618370802693,-0.0759581071285287,-0.0311822740173699,-0.111551313612133,0.0887527324279367,0.0280094211605875,-0.32158959626698,0.18435945020462,-0.156482941247485,0.215612318615765,0.177139347724018,-0.309331488360264,-0.115640919872218
critical,-0.194186660183179,-0.385207607497911,-0.0768759143094516,0.254883423838086,0.242078054951758,-0.349906990179845,-0.143269460944273,0.315096215318605,-0.161109901528958,0.112876725871728,-0.407916142858253,0.250825754165765,-0.266346454806773,0.0333030906549111,0.175347619330318,-0.521824407805174,0.531589622641881,-0.0874195938228849,-0.377990095239581,-0.0492095993028603,-0.0191423387788582,0.291059691619918,0.125908752885548,-0.110778099899908,-0.222342491519794,-0.223849523472518,-0.0364440178863951,0.433634828602419,0.120406015352911,-0.211495514080363,-0.234553657372608,0.18724113767784,-0.230818200980809
critical,-0.0705057968012632,0.185969184755504,-0.256532879640096,-0.277725201449163,0.0386169393731063,-0.125715677532088,-0.319051446459905,0.308570270066655,0.258642101404726,0.0576026407726913,-0.143471450488624,-0.213714270948787,0.164441919828862,-0.253902034021924,0.0115606780403606,-0.448848127211296,0.105481109064066,0.214663366632512,-0.195720953519528,-0.0958581229526798,0.0384941088598762,-0.105630994756422,-0.34783545153161,0.118351257774105,-0.125161046360014,-0.207953682209368,-0.0240812738360968,0.0276455231341008,0.108128728893296,-0.207475346642428,0.271116162292366,0.0228334889748251,-0.388163901536201
