group,AHR,ARNT,ATF2,BATF,BCL6,CEBPA,E2F4,E2F6,E2F7,ELF1,ELK4,FOXM1,FOXP1,FOXP3,HEY1,HNF4G,HOXB13,IRF4,KLF3,MITF,NANOG,NFAT5,NFYA,RUNX3,SRF,STAT4,STAT5A,TBP,ZFX,ZNF263
critical,0.166562987255629,0.112193711579082,-0.0170333115799179,-0.0603228887234794,0.182014492876374,-0.0211373909753818,0.0701039168908486,-0.185904833865557,0.0623925704681542,-0.088627295785836,-0.0432587305252386,0.0700299281489973,0.117859566662081,0.121877300178882,0.0484789891037923,-0.0599855789490915,0.123359478648507,-0.0614341065623635,-0.22698689017977,0.12187360228258,0.153315951699782,-0.179208313451463,0.181046106282172,-0.165146723787596,-0.0355739165085142,0.176273508866831,-0.0649561678956253,-0.278142509074678,0.0048818702510776,-0.223208687895959
critical,0.261380878657122,0.18056053515936,0.275633472831252,-0.203810216616263,0.14291620302116,0.230907159631034,0.125393389812935,0.219383007947634,0.202460125118015,-0.19892406832102,0.219495812375027,0.177410127038831,0.189121468677833,0.217949247326997,0.144833995061616,-0.0079608279777131,0.106945545267654,-0.230656736137716,-0.0744293187472212,0.199138817122238,0.186035928941794,-0.0538211409651116,0.166208156944643,-0.184392849546724,0.223360006274481,0.244434056999743,-0.0009635086236255,-0.208600726375238,0.196586120659693,-0.291933595814816
critical,0.262440975067716,0.155762724340203,0.0038554019862916,0.0004657760777089,-0.188613307402292,-0.0642742502214862,-0.112499670657908,-0.258186231429476,-0.117219363389303,-0.200434959700885,-0.165547054248785,0.0582928547236633,0.16773452027876,-0.323278001825233,-0.0551591345906615,-0.0854642591984805,-0.0600156473219993,0.0579941295256693,0.0177855892336294,0.0366710679228074,0.0131074295042314,0.232001878962304,0.0606462689872817,0.248724333609409,-0.257681678964947,0.0592245906534263,-0.0557352671626156,-0.0757334076243282,-0.0147195899468046,-0.289543647937458
critical,0.119188836936517,0.191255718481522,0.11299679799949,-0.259515091918049,0.103385446955037,0.246364037035782,-0.0023272173314604,-0.12994222896566,-0.128351829501227,-0.247696737211173,0.237162204839065,0.129845341333496,0.218011773400661,-0.120763700548147,-0.136095005374973,-0.220933671126371,-0.290395448345298,-0.0381971198826611,0.0998797973504441,0.225908148808565,0.123192679941233,0.0766979679133847,0.011437192129156,-0.275507182415378,0.160368796041986,0.20676969199596,-0.150762185880981,-0.0216416877887136,0.126063474059443,-0.0768582676438804
critical,0.253094870805145,0.297176770397236,0.0349354013581154,-0.210042529476675,-0.0224770395777303,0.0080095863360013,-0.149726435814733,-0.283688222094946,0.0172990133296864,-0.306468631891773,-0.02240832382787,0.156444323117932,0.256565448100661,-0.162016345842603,-0.240083798799027,-0.188902659125083,0.109056214303991,-0.24531342075868,0.134022413204661,0.164337210477599,0.242988472444835,-0.0321288145369644,0.240347431681633,-0.175929596745173,0.0669908667403718,0.291974556205241,0.0662184231796565,0.216441340103666,0.258150386687724,0.285723386275094
critical,0.283503159625625,0.286231434106644,0.174146539665769,-0.255122193616891,0.039302965922824,-0.0505587286430458,-0.160706822062229,-0.0303896629636602,0.039260866928385,-0.300468745287645,0.160709727572859,-0.0070537143369641,0.295655550562209,0.117515726542875,-0.362023533456143,-0.339598369682705,-0.19035279794351,0.134063351409885,-0.0772884373236467,0.123601473104619,0.148622061521998,-0.214091870715193,0.202955790305153,0.15939408763211,-0.0884488745674738,0.294026610028485,-0.142940551853993,-0.274457995939386,0.181304357830391,-0.46440841157041
critical,-0.449441026800257,-0.297401670512449,-0.459741293592682,0.470184835649829,-0.411950406660274,-0.196407448338895,0.210062728046609,0.355944552808234,-0.273381970908703,-0.353509910125801,-0.151467227245643,-0.509276626534276,-0.41368545650782,0.311432667083508,0.508835460545029,0.229263946359454,-0.323785897992464,0.455367542352341,-0.17178218231777,-0.383429038415662,-0.45664956760664,-0.496496485881319,-0.462538433711051,-0.0669720817007946,0.34392187238564,-0.121997494686602,0.380027174294406,0.303365187501057,-0.327348339276081,0.316806558728967
critical,-0.290689437870497,0.285444502770679,-0.310937555857459,-0.007633785668138,-0.125032596295796,-0.394772326719344,-0.217056516272041,-0.0940902855647116,0.10327396851007,0.0137683854375672,-0.29190011048952,-0.50264281396516,-0.331184689157459,-0.329224669760822,-0.0910505569149158,-0.229778671813137,0.283949747963296,0.293639067663326,0.235552383811219,-0.265495237276497,-0.107132464368257,-0.268341967281862,-0.248774267985217,-0.201338450650932,-0.149119024058238,0.250853926847662,0.42422923716918,0.158718737244781,-0.301098563739299,0.132646688224707
critical,-0.0486450604082347,-0.350069877640714,-0.157437814251231,-0.214728905542769,-0.40579688274086,-0.184088655038991,0.0605047274556662,0.396827475387606,0.343000802012403,0.268459555904957,0.254769182066419,-0.555974235289728,0.358602726759535,-0.40520127607937,0.438257610780063,-0.314631446270051,-0.362802001205032,0.0113082771685674,-0.0738644653524794,0.235056746415031,-0.515589463832784,-0.356523548048151,-0.231552071427948,0.0583856216495227,0.325854589633264,-0.47643649274556,0.144841970770678,-0.102846916483778,-0.420189115509586,-0.237651017646408
critical,-0.352431839188515,0.259848255349349,-0.519673058837761,-0.439198270731277,0.28548386631318,-0.468629265421968,0.399450093405006,0.169192087243868,0.10751205680534,0.512502788704549,-0.0208110723163536,-0.451221439901936,0.349571257546415,-0.564806983297634,0.40514998639673,-0.158419502192434,0.0030383794715238,-0.400553967045351,-0.326323373261156,-0.509233162976352,-0.0116926615490934,-0.351993889320335,0.486491402573624,-0.0134379163164379,-0.169780565335732,-0.543284174271473,-0.507484090464204,-0.276520346906522,-0.150857640520799,-0.199501708631494
