group,ARNTL,ASCL2,BARX2,CEBPA,CEBPB,EGR1,EGR2,ELF1,FOXA1,FOXH1,FOXP1,KLF9,MECOM,MEF2A,MEF2C,NFATC1,NFE2,NFYA,NFYB,PAX5,RBPJ,RUNX2,RUNX3,SMAD3,SOX17,SP4,STAT5B,TCF7L2,USF2,ZFX,ZNF384
critical,-0.201631854432915,-0.0728402688891924,0.0223143467903709,0.208465388620242,-0.165298597696529,-0.0768203722635037,0.0230888375079914,0.195734656848683,-0.252143021086903,0.0383432452876838,-0.203484482506498,0.178796210459442,0.183918731722975,-0.149882591502136,0.249892088804347,-0.222872023399691,0.140129799276204,-0.220875831343982,0.0798944851382477,-0.145188132808018,-0.0453244267248886,0.0232449296979947,0.0957769428057001,0.224475757743434,0.0699765680391021,-0.0379585829050657,0.0998571171738007,0.1412341066664,0.198738395222385,-0.164283472586115,-0.188494930321496
critical,-0.134246542329938,-0.0496697237302824,0.201659442246311,-0.044429601483086,-0.0659085638193597,-0.0861617984532524,-0.0482257700047474,0.0146529992701082,-0.133901467408528,0.101245165614367,-0.124846751980693,-0.103151802131234,0.0669162376916614,-0.0486918392598789,-0.115443919553797,-0.109624482406103,-0.0517889612965345,-0.0642552807128561,-0.0655312887930075,-0.0296346003241607,-0.0252850032608763,0.0685729646596561,0.0179023973823627,0.200207912025495,-0.0081088588692992,0.143867141598456,-0.104574346517833,-0.0211026630706774,0.0142254438659856,-0.124431996261779,-0.0700000434638846
critical,0.0481630779061208,-0.102167711044387,-0.136761206026162,-0.172740003777092,0.408913336987847,-0.332225432804868,0.0632257977918109,-0.0243800053987738,0.0372480401706127,-0.241948363866624,0.233151203972089,0.009781795155229,0.180333283436431,-0.0298055137849325,-0.249732186364733,-0.222635939597511,-0.0556676581304245,0.304639729679397,-0.0783359969113757,0.237175493763048,-0.139711177559109,0.140580825447368,0.226347635411773,-0.0662271828077671,0.203134581955182,0.08478914905445,-0.200538692844352,0.282535508575499,-0.0293148056201406,0.0987835414705823,-0.0128108093298806
critical,-0.0902581569645858,0.160829181080755,0.197168261826856,0.200366984002338,-0.18188952760688,-0.0790271305671745,0.0835722223451949,-0.181826282520234,0.143002131007842,-0.198230930767741,0.195604421799578,-0.0521594860762531,0.198239953050267,0.131133106711014,0.16113424561634,-0.0072379200920597,0.0843771881644465,0.0818285604301387,0.0842696559230803,0.124725771265131,0.0355370109681539,-0.0255976189926225,-0.304055376576615,-0.0282501255008045,-0.027652382575522,-0.0214671289432258,-0.0895756714152806,-0.0287573337194551,-0.197732700277135,0.0368283335086625,-0.0560513423221454
critical,-0.204761953660993,-0.0617519717547985,0.0658111411915197,0.05825426956915,-0.232320035693218,-0.213717701930586,0.234117312158214,-0.254019079711345,-0.0685953840820517,-0.291693390870374,-0.0367912648752351,0.119938846402093,0.403120682806011,-0.0337452971832798,-0.303772634556714,-0.0914751745632635,-0.0345365198497676,0.136632521416289,-0.166116621495003,0.0981903951510439,0.0997225692136382,-0.12948119755795,-0.194202002024212,0.196703233372269,0.227266987531283,0.0004917944122784,-0.170665150329343,0.117336287024674,-0.293205770620256,0.0037873903812215,-0.376920239269525
critical,-0.0556220794537532,0.0952854910219773,-0.253578606836264,0.0788915667116037,0.0940936862887782,0.150260401928311,0.0279008895141667,-0.157365977949547,0.0443984179530258,0.0018856546810392,0.138406005638476,-0.319758899664334,-0.0726678761771496,0.231410419555695,0.081039863812614,-0.0341675102650795,0.21353108593881,0.0701783404207653,0.109326827561896,0.141360747748802,0.188359212528596,-0.0429264057320951,0.0355995693996803,0.182457528388883,0.155397856763937,-0.115348490045803,-0.115535394275295,0.263139124361786,-0.0481337040405446,0.0008350254585523,0.0056056978622982
critical,-0.123326900894131,-0.0025892622975551,-0.0111301371598756,-0.123344111164659,-0.123312439031824,0.0498124123545923,-0.0842427691544966,0.0799330687487475,0.034996856084931,-0.158256551854224,0.0076382190765219,-0.102089492500711,-0.0948251878188572,-0.135260162199222,-0.0486192105568361,0.134975898263198,-0.06705396238581,0.0597636787024366,0.190086979915143,-0.058684535845861,0.0590287412564236,-0.144187188416624,-0.0082896572632425,-0.195956598301308,-0.235930690798291,0.129997418523619,-0.0390919843345518,0.143654717042908,0.0869517835245478,0.117002290070771,0.212649382824355
critical,0.0525888209918109,-0.0960473739937964,0.0855442350532817,0.0342251068232354,-0.0105983032895226,0.0114247305309079,0.0319356529321008,-0.091772491263358,0.064067644942155,0.0684071392569198,0.0441828037844358,-0.0245048198695603,0.112807819314084,0.0695461062550472,0.057329007302399,0.0853153397506677,0.0226671462037163,-0.0567354822835859,-0.0010793640637486,0.160448595022474,0.0701576624136723,0.0161664194364803,-0.0590018963849607,-0.0293281497692816,0.0817857441324604,-0.0138038392561079,-0.15933517213908,0.0236668727332951,0.0311928701448436,0.0151191107323975,0.0465483891547768
critical,-0.0442345316930589,0.0093567666857769,0.0062795349686891,0.185205995731655,0.0137056151904256,0.0771357619109801,0.0570976839057235,-0.0456072844923558,-0.0355155961212971,-0.0386784563283214,0.0185304771903117,-0.117941445686149,0.121435357771589,-0.136282124294436,0.154571897776816,-0.0339584386606016,-0.0016296382691063,-0.0238094398828926,-0.0729463711848352,-0.0724208010438471,0.0870902424261169,0.050996822557768,0.0487384554157028,-0.0520038001146196,0.0385041652680964,0.0490297271295025,0.166713950225803,-0.192201236543396,0.0734887973277794,-0.100844740022215,-0.0450847484317197
critical,-0.0843128894687459,0.0437926474557241,0.0273702662332014,-0.114276163263398,0.144680741142286,-0.0395047442834251,0.146294241896945,0.0473706988890139,-0.0022812707993119,-0.0662770074915641,0.118255651912586,0.041532971210095,0.0717138516610895,-0.0016035340375746,0.112597325141186,-0.0157834039161135,-0.0612980786014153,0.0588717366978753,-0.106891933316887,-0.103621188993699,0.0852791073194253,0.0808422570973654,0.113589013491081,-0.0336825203866374,-0.081677246506434,0.0071793585397764,-0.1187888712766,-0.0662343720907032,-0.192083555008572,-0.0255452495937518,0.0553197094703058
