group,AHR,BACH1,BATF,CDX2,CEBPB,DUX4,E2F6,EBF1,EPAS1,ESR1,ETV1,FOXG1,FOXM1,FOXO3,GATA4,GLI2,GRHL2,IRF2,KLF9,MYOD1,NFAT5,NFATC1,NR2C2,NR2F2,POU2F1,SREBF1,TFDP1,TP63,USF2,XBP1,ZBTB7A
critical,-0.280609579374718,0.414712480966081,0.119872359657695,-0.367065162413574,-0.0158756521713286,-0.218973510675422,0.1814375470917,0.2204488680001,0.195689015027055,0.0833122898094272,0.0270459518723378,-0.181913917873387,-0.166325560411756,-0.0994169407084469,-0.307615133675003,0.19635992341876,0.0101158073095697,-0.193075728444633,0.0900010116879543,-0.0771258216536819,-0.0376459957656475,-0.261372617686872,-0.000861290483657,0.0704582038704741,0.120026470013389,-0.0861144446879345,0.0899406379469143,0.343188594487662,0.216579843222772,-0.0820593714303511,-0.0559703760039968
critical,0.122827382615962,0.109654976577414,-0.138159318473191,-0.323841930240807,0.270970952212558,0.162095720308929,0.105616910965654,0.261242950044008,-0.0030253323496229,-0.123026717908097,-0.116847543808101,-0.0929201601759243,0.0477861409348124,0.0433138268259517,-0.269121725581053,-0.0609085069414036,-0.0235593419465879,-0.181822160774779,0.0947428820872054,0.110559821331091,-0.341296498266781,-0.263979479923481,0.0699776303595093,-0.005513091784512,-0.110180726847235,0.149517415924512,-0.141424403063837,0.126129914747006,-0.148849628948599,-0.20176817250173,0.131161852378089
critical,-0.391199477087889,0.0389182720715145,0.294607938993495,-0.297588704912411,-0.205343108738249,-0.356539165939846,0.43075092662893,0.310251498019294,0.305926059788851,0.0468243772102492,0.174914876806894,-0.294710709536989,-0.437712265438549,0.0124924612249015,0.0357713758463939,0.375921875312228,0.301222143612456,-0.0667116958333947,-0.155570485805595,0.290651062990171,-0.0233374845878175,-0.218562442572494,0.377764770479339,-0.225543444756748,-0.0104737721273001,-0.167300276995537,0.0498690911124841,0.228577738751057,0.243548961621092,-0.117856385351639,-0.0669710170903234
critical,-0.319664200739673,0.187598081453984,0.131127165125701,-0.387152084899633,0.200312086237305,-0.252630908283122,0.338055161527717,0.0775493793284886,0.336533066758761,0.314096924267255,0.211942901618327,-0.291262735779626,-0.420464247037808,0.135785944728588,-0.15605645736526,0.264128826689115,-0.169770476518606,0.270818591622353,0.135368634080166,0.280471638714684,-0.0699150015037011,-0.346319198063563,0.389179783172681,-0.136395756270865,0.263365314011659,-0.151149400915159,-0.126930882807078,0.341792150402737,0.319331417393936,-0.240041416398291,0.255706283257096
critical,-0.21842615663977,0.236906387632768,0.191990258075574,-0.212041826325213,0.376350094091362,-0.317739318687888,0.268926052279287,0.169995632773679,0.328893370330996,0.220237908943544,-0.0543375990313174,-0.247780699834415,-0.24477521383316,0.146083049512118,-0.323456474903241,0.173272442200185,0.222367905824892,0.143685825496596,-0.0415312525243086,-0.0517762999387078,-0.0166085983614986,-0.0633381932169172,0.294510667079931,0.161431405304671,0.0144501508766798,0.154201302600011,-0.0465301427190415,0.218192668048454,0.44691325102959,-0.113766664435679,0.0507896896136192
critical,-0.239896445850181,0.361473085669794,0.310385134572118,-0.365300822099837,0.136218755748289,-0.142978148444612,-0.124649935804973,0.224692059825496,0.253872701142963,0.0053833540279573,-0.0153492698211822,0.173092094339591,-0.061638845528827,-0.213322338260592,-0.280766212897201,0.235528872944232,0.0586693050364425,-0.0320805716062966,0.196483652014545,-0.182664761968661,0.0594818639528137,-0.0917016009818559,0.184638315709716,0.146574400706437,0.25435276961629,0.017478924168786,0.106166062433689,0.32773704486238,0.335841025171434,-0.179610655525987,0.322517984111058
critical,-0.37385082996392,0.180312231947902,0.362453883890373,-0.347554357357426,0.293707285436753,-0.367082368373276,0.217497443246901,0.256310753534355,0.227530393619799,0.322883578772952,0.28653434646476,-0.239772242375401,-0.272933944827285,-0.123177317755111,-0.164851019175012,0.352647063651031,0.37111790205257,0.218629486263674,0.348223127892353,-0.116052098380291,-0.322665486290378,0.165853510447204,0.283619590433145,-0.190350625139576,0.282741461241121,0.0497370475704591,0.0265510193171472,0.304374640639982,0.260030413858882,-0.287597974515293,-0.275681112671478
critical,-0.480369758232163,0.336595759603962,0.2067995113225,-0.498821226264086,0.241798913868181,-0.411696463050354,0.09861559985434,0.237431840808344,0.528599424823642,-0.220613642518024,0.442868346165804,-0.345962956011079,-0.500595714915965,-0.264688551376839,-0.34324570939267,0.326854576565494,0.201989303061453,0.288054924448117,-0.234150205510592,0.27642579066779,-0.141316302627644,0.301661122972303,0.375067686457147,0.467849484431821,0.361330982181395,0.410521911286268,0.236397047069255,0.471525558754826,0.494684973078286,-0.332982503347941,-0.361908518828247
critical,-0.0257628009830064,0.121859487110458,-0.216832151458698,-0.367021162529705,0.145561472771045,-0.125524463521142,0.323156261523226,-0.121193424291784,0.170120663665459,-0.135797226700039,0.259361665011871,-0.293501135557246,-0.290200503989098,-0.314255091954772,-0.0345550258984557,0.168086269052301,-0.284074161256322,-0.107736476374449,-0.0204822471282036,-0.238195088895627,-0.20749846509418,-0.203532096888954,0.293554629338961,0.0918677417375867,0.0135417551322499,0.0257027835693747,0.397855761146186,-0.0202040142269653,0.345162429067122,0.0865017283046779,0.0701430689108876
critical,-0.317233750985201,0.129366047702284,-0.199270384902565,-0.0479686516716058,-0.164666736803756,0.0238568777332197,0.188440813858864,0.144098074235272,0.0338032415437328,0.259976270299849,-0.127689469265755,0.0141670336705811,-0.391163932920582,0.280180176939921,-0.131905809678601,0.0215303410325616,0.0773060684063526,-0.27669767783112,-0.215949039142524,0.126357081883335,-0.269775974085733,-0.14007385304288,0.27542752625251,0.012599773776395,-0.334732294292733,-0.11985425215663,0.352524157649522,0.282731303715195,-0.0192222044825949,-0.0293980289958479,0.161881278697618
