group,ARNTL,BACH1,BHLHE40,CDX2,CEBPA,FOXA2,FOXO3,GATA4,GLIS1,GMEB2,GTF2I,HNF4G,HOXA6,HOXB13,MAX,MECOM,MXI1,NFATC1,NR2F2,PAX5,PRDM14,RELA,RUNX1,RXRA,TBP,TCF21,TCF7L2,TFAP2A,THAP1,TP63,USF2,XBP1,ZBTB7A,ZFX,ZKSCAN1,ZNF263,ZNF384
critical,0.0982371225891452,0.106027529125324,0.442744633645713,-0.28657585828289,0.364921134980354,-0.210393079846645,0.159538076989252,-0.245970689884188,-0.230091071429223,-0.473812473724742,-0.309055604120396,0.248705908386524,-0.387196903568334,-0.240156281318609,0.356041410734582,0.231453023743096,-0.284823279562101,-0.42818471911503,0.237299885264738,-0.489158375032573,-0.381205105358516,-0.373823457201953,-0.466577250924065,0.357947084042594,0.401575260185191,0.283385196781575,0.33026572481536,-0.0150479593524948,-0.458824507680931,0.0143887177441142,0.465577074636903,-0.138837497477823,-0.230414826882639,-0.266976267635896,0.451401534108759,0.436887768277064,-0.442552982564819
critical,0.0531808809433364,0.370431194502359,0.354924679294908,0.0589339125194397,-0.391282032175208,0.0671158707400946,-0.450720613035231,-0.0129182631519122,-0.375257116530485,-0.211568262883986,0.272681222007415,-0.155098792953949,-0.288041316665828,-0.33832450461176,0.244759512668137,0.0584264867297224,-0.404311089633342,-0.198165571068137,-0.0896814005826962,0.0507005002979365,-0.0623164753726415,-0.343002737664247,-0.375305647635251,0.375849802647439,0.36678612249156,0.38371129012969,0.105723908752897,-0.341666588111669,-0.343928964828501,0.0455831710452839,0.339440664872394,0.291156572399939,0.108358596251859,-0.3674868454656,0.291654953756495,0.382403652601162,-0.092953996364417
critical,0.0399257831273089,0.03147645056493,0.119955904564819,0.0404021835514519,-0.124384073100553,-0.040173818648509,-0.091592899196056,0.0359493634254554,0.164606688390061,-0.141960234841251,-0.02289389810723,-0.121592618196373,0.0874403725856853,-0.101867209247129,-0.0604832676711581,0.0876997208229646,-0.0533378522717934,-0.150321513949371,-0.118728981409747,0.142680365200623,0.0520316556809125,0.125561777498355,-0.0765673328149561,-0.0688398190770363,-0.04351858356152,-0.108112588332159,0.0699329313740066,0.134503128786927,0.0664889691371664,-0.13583203523322,0.0073557137258825,-0.0120389249129258,0.131737254128806,0.238262685279699,-0.046668161910537,-0.166362185540447,0.0797451085309168
critical,-0.0055510255787558,-0.0184162841558877,0.113368018768729,-0.0280426673638793,0.0337613824823533,0.0449805026838651,-0.0373077444314307,-0.0139056028088299,-0.0157367433100642,-0.1004140018255,0.017377508093202,0.0325912565831951,0.0548893654032773,-0.071950458807632,0.0525454127260918,0.0575506109439569,-0.0397136711479834,-0.0300549836583378,0.0720635133389607,-0.0306894439318052,0.0103017831471408,0.063555569179481,-0.0796956037416755,-0.0520417168393323,0.104822710368916,-0.11338211138092,-0.0390638428181951,0.0062942958727585,-0.0315910365692925,0.0081190591533427,-0.0035162740129609,0.0097861482669674,-0.140153474580966,-0.0755004379998979,0.0077175451594264,-0.0291323775560854,0.0129467406390124
critical,0.0715955716125761,-0.0401899119981931,0.064916408053261,-0.057998092857551,0.0148157885167474,0.218931560335422,-0.101477763377819,0.0526874580546236,-0.0367920407532739,-0.0054931452622814,-0.116036493854319,0.102649022003058,0.003536102688888,-0.0270465366479893,-0.0744961093479748,0.164342277362801,0.0225761542266938,0.0033267700848506,-0.0134188642496474,-0.0343115917475952,-0.016191509803553,-0.077148130172997,-0.0408126652568756,-0.0039409822136619,0.0892372004394447,-0.0456473193749606,0.153960608926492,0.0610226268204665,-0.0226686831336323,-0.0950821053924762,0.110680680969704,-0.0028967167036142,-0.189765549802102,-0.0986899086189676,0.0550295257719497,0.0506999970713379,-0.186721685913689
critical,0.0110301255271879,0.025257775817196,0.0627622367498889,-0.0143185785703829,-0.064199014130911,-0.133274658418529,-0.0544275681614215,-0.160533353883924,-0.114766801160412,0.0755525569033712,-0.18966246342307,-0.0593674335477633,-0.0906919221213436,-0.158316030455988,-0.071703886157077,0.0843069327458724,0.005549278329279,0.0238914194873578,0.237100106585663,0.0439453338895981,-0.0427787433988325,0.0686804793779531,-0.113827061528405,-0.0289806394108258,0.0409292234831244,-0.0555383856218539,0.0384559189813804,0.112814634547649,-0.0136743420307063,-0.100377856814396,-0.0484544921873805,-0.0211782190969654,0.0273430459552739,0.0884069414197435,-0.106789323178499,-0.0747866588773087,0.0463998999797634
critical,-0.0453931094924243,0.0027540649219276,0.0952768352786327,-0.101736094211475,-0.120067171188246,0.101295375150386,0.0824550327053906,0.0114766906098495,-0.0426036903939037,-0.0785906177265111,-0.0231613095604523,0.14717911922301,0.172759582827485,0.0334044191884632,0.0300581718086044,0.0457096438288982,0.205105793010806,0.0245708983854729,-0.0787308898732088,0.0287177016705559,0.119327722052277,-0.0886203305619935,0.0437279659268877,-0.129714791852601,0.0634864359902732,-0.105521216639615,-0.0490581803281047,0.10155716138246,-0.079741090958697,0.196536474732534,0.159207360422368,-0.0206994252886045,-0.0931079582832958,-0.0431127015155336,-0.0379593215839297,-0.0164307263982543,0.0763599980954337
critical,-0.174370836680914,0.0804430649889979,0.152786119722741,-0.148983116777899,-0.258963342888928,-0.187710420439643,-0.130901872916799,-0.238707209382769,-0.136461498704595,0.104076605196268,0.0723855654951719,-0.208567568159107,-0.200176823386034,0.117575970782437,0.19000160389183,0.148897117996158,0.152924401854745,0.0961959895603416,0.177160422163646,0.0103819097480486,0.15506655332721,-0.237459249788637,-0.148864868453005,-0.0997009285457397,0.101157044282041,-0.0282706336091141,-0.0391499681288252,0.103937834434822,0.121896432306052,0.0993022069213029,0.150500799823855,-0.10200188458676,-0.0524045303646969,-0.112813788243515,-0.161044934546552,0.243833420855766,-0.101273338089168
critical,0.0684254035181193,0.0773020211218639,0.0918454372882357,-0.0020846601948188,0.0086302635822955,-0.0082553199784123,-0.101982035979045,0.011721334080451,0.0357456076741483,0.0504126929032182,-0.0421501561625264,-0.0984179395169359,0.001210119820407,-0.0817839585320621,-0.0812154744852295,0.0089756840677628,-0.0686819266136894,-0.0177965357811661,-0.110306243233762,0.116943696322977,-0.0792981119614347,0.139055199877967,-0.0993010087922234,0.0286954869964069,0.0561854466574938,0.170189296455535,0.0564478743767472,0.0113063702493816,-0.0343777031875402,-0.021588288289728,-0.0049884229083571,0.0116212835124857,-0.0166129867673335,-0.0633205283093434,0.0407852039877598,0.0629806844129103,0.0238963400805613
critical,-0.0078131413912658,0.0846803772973308,0.120781130681495,-0.0099010986229462,5.7018337926252e-05,0.0369185592595635,0.063661788842345,-0.0841357164121877,-0.0933080663732574,-0.0188290842786177,-0.138557276319741,0.0343418734170867,0.0865255993189823,0.0601217646048094,-0.02288118749391,0.0300812459945212,-0.0040542753424514,-0.207030326819482,-0.0716269791347475,0.0908926609723434,-0.0657752685681448,-0.0015661036817077,0.0150821649291783,0.094444631909254,0.0346242499477691,-0.0632805805259238,0.0469852825783907,-0.0399877749353652,-0.160995892904986,0.15349445176105,-0.0301073115204304,-0.0828682802148556,0.0381773069482592,0.0836252665298003,-0.0756388979975966,-0.0497286791803281,-0.0163946727650617
