group,AHR,ATF1,CTCF,E2F2,ESR2,ETV7,FOSL1,FOXH1,FOXP2,GATA2,GATA4,HNF1B,IRF4,JUND,LHX2,MAFK,NFAT5,NRF1,PGR,RELA,RFX2,RXRG,SIX5,STAT1,STAT2,THAP1,TP63,USF1,VEZF1,ZBTB7B
critical,-0.26721528356152,-0.0824565619158749,0.0560205742821205,-0.213505141502926,-0.236682791433386,-0.264035866091643,0.364880098705034,0.0712267451817003,-0.0833160576957885,-0.325729267208421,-0.0956611990856341,-0.170536807724227,0.20440614132346,-0.0451062302488072,-0.0649849073312891,-0.0891783763837682,0.0621984549135925,-0.0115057846970119,0.307453001062034,-0.234138751749241,-0.264477408882674,0.273868857164183,0.285470101728904,0.216595792302424,0.104162541364769,-0.29554553528254,0.0051044107697766,0.146200342229217,-0.292055880679491,0.242201079778559
critical,-0.232396295922334,-0.130984428832463,-0.0882892842847066,0.0315892923882763,-0.30616789730256,-0.212581112664431,0.223125794310293,0.278728026013218,0.156323796231111,-0.227505481605053,0.118188341226934,-0.157191180000836,0.258172551816509,-0.0463805610744895,-0.196385870528608,-0.191875728450334,0.0262011846566972,0.241512919310645,0.246941370473374,-0.23301373780645,-0.0436864245377345,0.250090528004083,0.109117738009402,0.265108480477618,0.171722420943653,-0.198258974150279,0.144921375761496,0.261733355641288,0.0878732288724781,0.260763349646425
critical,0.457668481378701,-0.109887843182664,0.0194318184684617,0.213398140282821,0.149660802844564,-0.476643660781385,0.157361474506162,-0.454205312525806,0.120292329791792,0.0978714021566726,-0.132117817253417,-0.135171727761882,-0.0611701102540443,-0.0026699835976509,0.213072282106874,0.0631740707100509,0.101498089200648,-0.171651096108215,0.231864671231109,0.108812225066243,0.0056074200060355,0.432363894033139,-0.131007526211249,-0.126612227927365,-0.0245395107242971,0.27283519335265,-0.316650410221963,0.154602788812063,-0.181078513135022,-0.114089410701819
critical,0.317026310174956,-0.0323691130640472,-0.337172460675276,-0.126615338673001,0.303095412886986,-0.433361373490454,-0.0978454094955783,-0.366230267896364,-0.0058361867045743,0.211779864096695,0.125298512250518,0.0150189087912485,-0.22700579591008,0.276785468051709,0.130355107379328,-0.0418920262474787,0.0205334254282172,-0.406756175533538,-0.325926654276116,0.429712105740972,-0.0323098624376048,0.187338772353677,0.179407146827874,-0.132127376117092,-0.103878077444167,0.377387219189414,-0.387489159328089,0.171735919888535,-0.245563575450277,0.142128356855014
critical,0.251728624401171,-0.0962015935663419,0.0522382318738861,-0.02652809357187,0.256355027737456,-0.229105862628343,0.242230140272698,-0.344006762421725,0.131534098891263,-0.168694417638114,0.461140835980946,-0.246210875808205,-0.233936027594721,0.114013059952738,0.0708952493585164,-0.0322950996200973,0.0752876102368089,-0.432971611036972,-0.454878745854914,0.0133827088479699,-0.190760042010941,-0.0675335553785654,0.02842594073123,-0.180799141298799,0.0986679893736545,0.228784259352733,-0.436588230804501,0.314033292384924,-0.165379263649809,-0.267517092817337
critical,0.361595974880204,-0.246306074436955,-0.023086467677491,-0.0623694635888856,0.471057826188375,0.184572344907873,-0.0932108615073652,-0.0966827312743496,-0.0215920268472371,0.156748933616829,-0.0241090001329965,-0.0502652700987411,0.091167725902874,0.140646610664136,0.284396042319536,-0.460744139394712,-0.0948603634587694,-0.206230519407218,-0.181485674968332,-0.259494648437327,-0.0775041566373227,-0.153982528559578,0.276820647830977,0.205382120645887,0.0286229710359018,0.174462392882703,-0.363902378140086,0.112134216453341,0.165645241594944,0.205267189100349
critical,-0.0362113224716053,-0.13829506560816,0.0411569980493774,-0.0432916333485755,-0.0309852668371302,-0.0270678843234886,-0.0149057404867369,0.0304398752341934,-0.0551989901439924,0.0007872233709832,-0.0387377277752884,-0.0663688489556058,0.0898579025394695,-0.0334226998963193,0.0880549603401943,0.0942130970827625,0.0297460695446168,-0.0770704127415956,-0.0159810916758995,-0.0012736176754654,0.0120391322467553,0.10756439529364,-0.0310407712922963,-0.137506826137311,0.0282219197460045,-0.0125166356774122,0.0883752858228694,-0.0207338352916639,0.131701657085605,-0.072723918553403
critical,-0.0369281162013397,-0.127169002066209,-0.0958948930742673,0.112003562599238,0.0304090336772249,-0.0354558762247413,0.177497725937754,0.129328026849409,0.0521507063243364,0.0524940987276372,-0.137498616792528,-0.0657779627500636,0.036179296067257,-0.0580044965962525,-0.0410146323407631,0.0356165819156175,0.0786368603558872,0.0046091759851301,0.0284898462624754,-0.0159767833956801,0.109096206149101,-0.190584737700536,0.0315901472350931,-0.0069318372620795,-0.0264338880469801,-0.059887048975088,0.0261725581241268,0.0205727707678813,-0.0726555801589903,-0.149116319381584
critical,0.0687099354898061,-0.0119058901300355,0.133283317213714,0.0594597279349652,0.168985930116028,-0.116481779531033,-0.142459546676358,-0.152981784612957,-0.0097444859584577,0.163403202848686,0.181500339154887,0.0767814036198626,-0.0070796379559113,0.021864781621188,0.0707793580511743,-0.0041264063284732,0.0078698287283161,-0.0437730990222972,0.131812593460435,0.198048845575319,-0.21349455468331,0.0012389693759536,0.11587620665243,-0.018374390483594,-0.0114528561495019,-0.0251142529541051,-0.0487289765261116,-0.137336072786681,0.0014032923949043,0.065682725770171
critical,0.0827068949081288,-0.0297234433360582,0.111120717881738,-0.0722228764491828,0.0506486041625149,0.252796349632178,-0.214182901514967,0.0639325942127899,0.0300447426541561,-0.0395393545980812,0.0168834107895063,0.196865845193096,0.0659162918608433,0.177763189620309,0.0813131505688124,0.227244370078046,-0.0198749679539578,-0.140234669437012,-0.0938383966212821,0.195004262995333,-0.254065264844531,0.105989155292861,-0.0435393140142655,-0.195952964360257,0.023267606530697,-0.0685154513783612,0.144883740313408,0.0186055100062705,-0.114807519009843,-0.0876604403072487
