group,ARNT,ASCL2,BCL6,CEBPA,E2F1,E2F6,EGR1,ETV1,GMEB2,GRHL2,HINFP,HOXA6,JUN,MAFK,MEIS1,MXI1,MYBL2,MYC,MYOD1,NR2C2,POU2F2,RFX5,RXRG,SPI1,SREBF1,STAT3,TBP,TCF12,TFAP2A,TFAP2C,USF2,ZBTB7B,ZKSCAN1
critical,-0.466953031230962,-0.607590394439988,-0.550837188651624,0.54199199642153,-0.599884472753181,0.624724682992717,-0.194091159851252,0.579897574072426,-0.731756600372917,0.347209585075723,0.594321014103674,-0.58272390890688,0.470946965124536,-0.3287518311131,0.546525481417096,-0.589920929041388,-0.678418349557353,-0.390363883233297,0.387963696166967,0.491339092511828,-0.669724649421913,0.574647931103573,0.575515343116758,0.546042289778328,-0.632302858546673,0.660055430657716,0.700619931136678,-0.579200400965842,-0.114810445767253,0.459497751444226,0.743489962160051,0.622076621412842,0.724764961978203
critical,-0.644232874359321,-0.661351184344962,-0.623381847393485,-0.70537511430456,0.65669020140031,-0.737857927070547,-0.561752132942536,0.642721510713951,-0.268496994089778,-0.0829832447807728,0.656783677595758,-0.58740876120723,0.673779389532363,-0.643642509977703,0.575440395042549,-0.680461451136315,0.254655140361202,-0.0816612007091059,-0.700113747739438,-0.672426076627354,-0.687457247038183,0.591043487829416,0.671414353706301,0.690436649378499,-0.709327098473489,0.662303287289766,0.671344824592725,-0.644134663798261,-0.645214209259239,0.6582365773309,0.615955444424011,0.703788496266271,0.567083083671997
critical,-0.0144991293040245,0.0312672511281755,-0.0860134795164252,-0.273729610792363,-0.218889216747677,-0.0962922521100368,-0.124903980688415,0.0068067223688984,-0.0390508464857945,-0.0121786731685919,0.0888926348672807,0.0866385285168709,-0.117825989775365,-0.0342028037963004,0.0630507546221247,-0.0620805166119064,0.0790574701312254,-0.140189269881132,-0.042042456215881,-0.171638472535159,0.0861759514259041,0.113488415111412,0.0519800377995869,-0.0732772129621607,0.0216274780026297,0.049071110109298,0.0407053379200173,0.0376506108303322,0.0509617387271405,-0.0585657643460631,0.0194594562450957,-0.117165043839946,0.115996266857621
critical,0.0414547267444243,0.0788519477561025,0.120303177395363,0.0337641079507571,-0.0560892481117121,-0.0077018895844056,-0.102654720183218,-0.0578364524120586,-0.0351025933518196,0.0355933888879579,-0.214584374200656,0.0470062337235251,-0.0879441051782718,0.0242854361404035,-0.119888749366565,-0.139361536794745,0.114209345246206,0.0627978966289282,-0.127445256283894,-0.112510004939425,0.162281079499038,-0.0933617320169185,0.0596001099601934,-0.191308358505549,-0.143842171185402,0.0477729002965237,-0.0704861348630563,0.0330952549878496,-0.0608530848199335,-0.0325047708876469,-0.0790085801470193,0.103951134987823,0.0265841718454846
critical,0.0603493583642588,-0.0340619230441823,0.192112050082766,-0.0200614598338251,0.0112386673503996,-0.0973151654080937,-0.106369274672199,0.151104524445249,-0.0355533590711788,-0.169915202038228,0.136476975899767,-0.0381368482460286,-0.101610639714957,0.0714157429040476,-0.144848278989651,-0.140195513626691,-0.179065994488009,-0.0372456913126463,-0.119898143807882,-0.139657807529413,-0.0285375783399552,0.164270530440926,-0.0656954716818094,-0.113124748726727,-0.148309145484971,0.0592490976874034,0.198055054064527,0.0622743627581683,-0.0221780987351667,-0.0931131364543632,0.0060974410641741,-0.192769028895082,-0.103085133594931
critical,0.0837883052565401,-0.0112769400927263,-0.0174691495996288,-0.0612382739703298,-0.0696977082554761,-0.114096713354334,0.173426212206279,0.0160474554694013,0.0299980975690356,0.0180417430883401,-0.0137961283184623,-0.0094316997024125,-0.0275100910052761,-0.0728719345073141,-0.0718100287845087,-0.0549916778437007,-0.0466098909171794,0.165619528920149,-0.0450910818075222,0.0288587118310504,0.0107384846668587,0.0586906373588906,-0.0289342395060349,0.0794750279536076,-0.176233510063695,-0.0344920500117573,-0.0114181221794217,0.0950478974121023,0.262991547881902,-0.0933229211778199,-0.121287851667456,0.151986672023164,-0.181118488356964
critical,0.0450565349939153,0.139215706478414,0.0914715427530739,0.0624452290989129,-0.0652417579227134,-0.0287581192331136,-0.071781000889056,-0.0538846599018282,-0.142267144550702,0.0464715974845808,-0.0239749461434742,0.0282257542653999,-0.0563012200162191,0.0342824516611274,-0.0394261766695123,0.0520430667267725,0.0552591004225518,0.053493002795407,-0.0642032151062737,0.0435870543925728,0.0385719656223373,-0.0786673828595406,0.0168946517504366,-0.0254128744599876,-0.0086685750951535,0.0496922937649604,-0.0525142432554856,0.0145901852795175,0.0080116616346934,0.0269097557297342,0.115479254730794,-0.0563389039191526,-0.0408644882121572
critical,0.138718366402985,-0.124009454781584,-0.0314415803035498,-0.0829828704305603,-0.0948933553187479,-0.11414529491167,-0.0624965616825251,-0.0138552540975947,0.0069941044019443,0.0070171629672425,0.032179945000865,-0.0414759810704526,0.0991268097859461,0.0857420485419895,0.0575114961081595,0.0323310521947342,0.0443332807363423,-0.0147226486390255,0.0057386391126222,0.0635925794458489,-0.0888515206028427,0.148369111891947,-0.143052886071277,0.0252589411569938,-0.0042457196615057,0.0152098221569218,0.0250514140693098,-0.032598433430639,-0.0242198338952571,0.00144680232052,0.0423198264388129,-0.188689711658627,-0.180607439217716
critical,-0.0552637163015619,-0.0761458603441771,-0.180651382686643,-0.0998124877635772,0.316140084288656,-0.0587318942017636,0.156496919309755,0.0501855480720241,0.154117978375362,-0.0789494358164643,-0.0044524083407486,0.0496898119370864,-0.212961133409536,0.254208947394024,0.0702227023016345,0.214400940749654,0.0522744866592184,0.0622017179722672,-0.151220588295866,-0.118800235088685,-0.0220503827829166,-0.0246357158531694,-0.149000638432639,-0.0201470983657786,-0.16895253658061,0.184245634251972,-0.108668586684138,0.0251623943497832,0.125598666957787,-0.119047773982093,0.13317789969812,-0.0558917804087739,-0.312372687167566
critical,-0.0518651036092699,0.090929625372968,0.0371978384314068,0.0286777545719511,0.0174023762906944,-0.0835250784552235,0.195135504089392,-0.0663338086664569,0.0181049736407795,-0.0222321875776923,-0.149420854767551,-0.123831691962822,0.126729906031923,0.0855674111250361,-0.0267592492301427,-0.042566598617383,-0.0407757390674379,-0.0271983725739459,0.0471722115263647,-0.0812312726655436,-0.0637983486639759,-0.0854113996016476,0.0628633705133192,0.0672196922817816,-0.0599744298564476,-0.0277853250185822,0.0137590162742206,0.0455662747261702,-0.108513651444391,-0.0876397460108848,-0.0354664378186971,0.0061019052469345,-0.0619289378574995
