group,AHR,ARNT,ARNTL,ASCL1,ATF3,BARX2,BATF,CDX2,CEBPD,E2F1,E2F6,EPAS1,ETV1,ETV5,FOXA1,FOXG1,FOXM1,FOXP2,GATA2,GATA4,GLIS1,HIF1A,HSF2,KLF3,KLF4,KMT2A,MEF2A,MYB,MYOD1,NFATC1,NFIC,NR2C2,NR2F2,PGR,RFX2,RFX5,RUNX1,SETDB1,SIX5,SOX17,SPI1,STAT3,STAT4,TBP,TCF12,TCF21,TCF7L2,TFDP1,THAP1,TP63,ZBTB7B,ZFX
critical,-0.412272356575472,-0.231153690299025,0.054592394751612,0.293075656876139,-0.135563383970303,0.134449401686333,0.184647303759889,-0.381810559389609,-0.335307149423043,-0.459813221145258,0.34223890232469,0.341931511675483,0.322518989991772,0.318357860603131,-0.381843867236657,-0.322356707255307,-0.285926643942676,-0.0614623540067255,-0.396171599297821,-0.319190854436582,-0.304274981401497,-0.364782778351051,0.0441737359139408,0.150973427583304,-0.192099510375237,-0.300149064866347,-0.20752583584019,0.338247288743856,0.126502310115654,-0.41126862653946,0.0966312732875725,0.193078177670217,0.203158876458398,0.377575462172626,-0.299498177742671,0.377995277967766,-0.475009100361914,-0.339889166172949,0.450845641435003,-0.0301459828362858,0.470643480437778,0.447957175413988,-0.371660982712181,0.357117359842582,-0.326325579821713,0.26802163720229,0.382367535648731,0.231914174824693,-0.421680945277559,0.111146678249216,0.27087539638715,-0.253976054454947
critical,-0.261207557307147,-0.286911481757206,-0.0209885271386461,0.230908387814665,-0.309646961100688,0.291980715915868,0.20138783591839,0.0170136274886947,-0.324760935980247,0.389245356822197,-0.332742235255169,0.234921628064685,0.217864419174474,0.334667650540898,-0.32700102001819,0.173093190230339,-0.331473078643414,0.235136059593412,-0.255651259611791,0.0824625764624338,-0.309806060799388,-0.0425116160250062,0.276416197610759,0.258811793883027,-0.328772135076018,0.126438913742708,-0.185032287592593,0.318234483187337,-0.328123268690403,-0.155437923145394,0.115359969813928,-0.310641389383896,-0.143426116558838,0.282184775347931,-0.0253424194827972,0.272575903808529,-0.201025613788824,-0.307561618621293,0.0834154644983742,-0.209376803313326,0.306701906518468,0.291027938212589,-0.304016630189085,0.319746095823984,-0.307733130744476,0.31064161004922,0.0589634295984565,0.191508594190593,-0.242069860574672,0.172358650532629,0.277254946507791,-0.298746866417117
critical,0.0898278563309785,0.0796594809681226,0.0352794566131834,-0.0813137449859751,0.0461635118818597,-0.0223727614687809,0.106270468881659,-0.0859752693956021,0.113078186751321,-0.232437380749882,-0.0496608399494775,-0.0517446642371591,-0.183659102670784,0.0460028075965159,0.193326662888477,0.199511619917777,-0.0766182010277919,0.122239177273349,0.104804751018492,0.0006462867968252,0.066258232983515,0.0811706428551081,-0.0231274538419755,0.0270354706388054,-0.0960888072772033,-0.238623776416808,0.10122195095077,-0.0426312333825163,0.1114223994701,-0.358830412602537,0.0457387752793632,-0.0852567968402733,-0.0153071889611819,-0.0717361419327483,0.143197504079024,-0.0009683723734543,0.0183671711906443,-0.0525552942262634,-0.0892809201560562,-0.029326627996046,-0.0622695678539138,0.13665652655028,0.0513943136624758,0.0543153404224623,-0.0148539334834032,-0.0276106718117818,0.103963401884796,-0.0407351089920926,-0.0123304784625139,-0.0510460787313594,0.0279964805726469,0.055110399274914
critical,0.163303985085685,0.101066586916261,-0.127740714446418,-0.24346571122686,0.177634936559117,0.196402735721969,-0.195999838821872,0.195057422615874,-0.101131119914131,-0.154833144743176,-0.120096516060405,-0.212546179016858,-0.127864735858153,-0.0079026652876339,0.276371616417352,0.158543635131563,0.14759462719781,0.007033406015646,0.252573822772789,0.0414993435766356,-0.0136598962094984,0.0704628749695938,0.0609640907437279,0.116306442649669,-0.0130615583100143,0.0768168320358869,0.242584541712968,0.227788965214003,-0.162783911499868,0.0723308572151022,0.113492360186607,-0.125489825249877,0.247533969373791,-0.336584419986398,0.0563942627962918,-0.132686583686988,-0.054313382360276,0.070978950565598,-0.0003762087482045,-0.0709849580162592,-0.207688077165217,0.0660375188844014,0.26945289619325,-0.0456255411780279,0.164570992014346,-0.103934987617881,-0.0526129179811161,0.102813708464494,0.223811823557415,-0.209448218345197,0.106811614549848,0.110770985037059
critical,0.0754590523320602,0.127966248463636,-0.0094861795148168,0.0407456177247826,0.14695267672503,0.162252143065327,-0.272932693911181,0.0039359424214633,-0.0347061006460405,-0.0987307590460889,-0.189295750945393,-0.140245469828357,0.155018537359044,-0.0235466554240803,0.0058845310203541,0.226105575921391,0.13868745208351,0.185661324134381,-0.0749641596212351,0.204927565467873,-0.0999001516817087,0.17121237278857,0.0324780731567488,0.0743116615801517,-0.0779451903550939,0.0886755988446845,0.0943279875409831,0.129738672320158,0.0203610221389745,-0.102763689363096,0.0811610575212179,-0.166408478505599,-0.0382239324406507,-0.157416293665537,-0.0207509194659667,0.204179202076333,-0.0043658023535637,0.0922207459030859,0.0655249024910678,0.0192309185814106,-0.0957101398888176,0.0166939666840913,0.158832122365991,0.343798216909632,0.0144624967231986,0.0569720817981791,0.107876059036059,0.0250974888803678,0.207629306984009,-0.16534333289042,-0.0841804792970627,0.148290076942051
critical,0.208721408999999,0.1279694702225,-0.0442122776740513,-0.0751352273172562,-0.122078615892057,-0.0312033053829861,-0.0794238824328008,0.0974693840150595,-0.0885671185161353,-0.0659029585939635,-0.087031818593317,-0.0957723275949714,-0.0099876316256671,-0.1753707250965,0.114201141041474,0.172771471258169,0.0209629430983473,-0.109807754695872,0.0094845556058658,0.0072633437870455,-0.115886881163399,0.01905204192621,-0.137531908586311,-0.0437472000083755,-0.0280923218850819,-0.1380540115192,0.0767986122031047,0.166036831577941,0.156896313625047,0.061243528297434,-0.173447675545453,-0.0790682511214163,0.294569010273797,-0.11911790617711,-0.117662818838329,0.259698891453728,0.130306341265192,0.180406755139245,0.153779727450111,-0.0781976727715695,-0.115484265025819,-0.192276386999095,0.161759381816459,-0.147695553026051,0.199702152948008,-0.0666797891796176,0.221285051675123,0.0414052810091508,0.149779083217223,-0.152861276721271,-0.0153264281163201,0.169056729970043
critical,-0.160216642559742,-0.150923115211808,-0.0759892634753654,-0.171024926559194,0.129698962645161,-0.0639953988046969,0.168542937122889,-0.107480092944385,-0.0454084713511862,-0.201328203100446,0.124548828202711,0.109922828113228,0.128117085649768,0.215743744329698,-0.139159431966869,0.0111548285616256,-0.116062971722558,-0.191169809444782,-0.0062341757119358,-0.0261691723279056,0.140823062177315,-0.16557539084823,-0.0512592022171104,-0.0263003591990647,0.0414915698430471,-0.247206962207019,0.0814449068195155,-0.146630785126215,0.0490946188429848,0.184140941585587,-0.11335041913345,0.197561765680712,-0.165735779840564,-0.0053324091203696,0.0465051096141202,0.0289693949017164,0.0321545256086565,0.195679596720299,0.124799686511625,-0.110550896392609,-0.0096482790422036,-0.154501933774584,-0.0616440236489402,0.104866916636921,-0.139058974125181,-0.0071659078788249,-0.12191643829918,0.109596069737732,0.0152637387880762,0.203592926210364,0.0651964394224185,-0.0989200541694831
critical,-0.180183480798783,0.286413856895546,-0.114597651166794,0.0764268226431679,0.135459795964097,-0.1774513293252,0.187272293015177,-0.201177289649543,0.0497308345256134,-0.23636438557142,-0.153683275660346,0.254333347394815,0.153170324255058,0.0713002453349785,0.238101470053639,-0.204923107497507,-0.212196934629166,0.132477042277244,-0.102411629089078,-0.256378300611697,-0.152152252763648,0.124768576931943,-0.0449894602288375,0.132484873596408,-0.087068117015647,-0.05977596972668,-0.125556603422891,0.145266565388088,0.209971861071497,0.213023138801042,-0.0739031800423445,0.240956475346618,0.181926438770376,-0.215126337454211,0.116466889159917,0.27678573944,-0.159004167575309,-0.272015487153804,-0.172684013783691,-0.151554135762444,0.235440289909985,0.106606279416669,0.165803220982609,0.0178921170040924,-0.129451216334984,0.0080315072608439,0.0232257348126984,0.119346367325287,0.156997881496804,0.213350585833616,-0.173282130784894,-0.158001758722228
critical,-0.0544017291721554,0.128733813298369,-0.0255977886201782,0.0441926836819243,-0.0476137146152825,-0.0169659418990125,-0.036735792720808,0.158988514670323,-0.0760635633979223,-0.129910734415139,-0.151504763834012,-0.107397245610023,-0.0722425823717232,0.108639678617513,0.136375447791313,0.0893808205433273,0.149110959347131,0.0078974584262031,0.112737774941454,-0.0942129776027777,0.0751365701442452,0.0524940229144115,-0.132038233066246,0.187947718403305,0.216318625357628,-0.229884500128313,0.0543588188837343,-0.0946908868455744,0.126806125913955,0.0747317066596004,0.0042867705692127,-0.160476944827464,-0.214675914697843,0.0683092484529407,0.0988623564871214,0.107350077048705,-0.0449231412634437,0.04044409329497,0.0567018516553076,0.0155174739952103,-0.23158486125193,-0.0557584804289507,0.204725968735407,-0.0367043470132628,0.196225473355133,0.0670933477611918,0.137141281793821,-0.0027220190593839,0.186341366842869,-0.224296663409416,-0.0101346894942648,0.129738765702002
critical,-0.0557974447326709,0.16480418755119,-0.105978822984382,0.0877542963441664,0.101062050164237,0.0330888603714338,0.0018465044568585,0.005239816087369,-0.238171385511852,-0.137083274714293,-0.0806592889221646,-0.065511002873705,-0.167385276109821,0.0700553258092846,-0.139506370683408,0.0899922532307207,-0.207261302672137,-0.0290950683147882,0.0643214435485132,0.0909809285073862,-0.132614419029376,-0.136082112050827,-0.0577823963040543,0.0019436889019564,0.023961666480152,-0.153655122857984,0.0514350033004866,0.162129172126626,-0.0130949253146052,-0.0763619990732862,-0.0022547877122416,0.17862283837035,-0.0044373657529859,-0.176352848622004,-0.052639764661783,0.0179557763590788,0.14056074047324,0.0423512437980752,-0.0752185887862694,-0.0143252043793631,0.143398091926208,0.0422660038099168,-0.204737764678759,-0.114372518633612,0.0392646875389629,-0.0019100272505817,0.0713398978601306,0.239870755976412,-0.0662168116928511,0.103031256769655,-0.191530452882951,0.0352594939552388
