group,ASCL1,BACH2,BATF,CTCF,E2F7,E2F8,ELF1,ETV6,FOXM1,FOXP3,GLIS1,GMEB2,HNF4G,HOXA1,IRF4,KLF1,KLF10,KLF4,LHX2,MAF,MEIS1,MYB,NANOG,NFAT5,NFYB,NKX2-1,NR3C1,PAX5,PGR,RFX2,SREBF1,STAT5B,TAL1,TCF12,TCF7L2,TEAD4,ZBTB7B,ZEB1,ZFX,ZNF143,ZNF76
healthy,0.0765402230756358,0.0886379902512589,0.0065434545308441,-0.0621218910934727,0.0187831539312759,-0.08124552145363,0.0831677647049137,0.0423676187738466,-0.0787071182022428,-0.122636690733628,-0.0560581533464055,-0.0582156194091266,0.021464166134545,-0.0418582237483172,0.0851861859116715,0.0194602644831011,-0.029600891848035,0.0018521192881259,0.166706413441862,-0.0176771112029189,0.0272472125300487,-0.135108116522286,-0.0582089649262407,0.0692466917761015,-0.0867819534652984,0.0578092523208895,0.0725520899730076,0.0834326883156727,0.134371070509349,0.11383628374112,0.113628626279129,-0.11194520753115,-0.155908593858623,-0.0627616087149115,-0.105785073772107,0.122701070035854,0.0975723365699227,-0.0028818046450624,-0.114318895412932,0.0374953643077165,0.0372444715049409
healthy,0.0409736255394054,0.106786099614465,0.0899191895712425,-0.0771607170319005,-0.0270597702408068,-0.0961214508897163,0.178357619996355,0.0410786603357015,-0.12832011364352,-0.189669983298263,0.0560555950877208,-0.119643168866859,0.0632318154263945,0.0473502214715662,0.0390544256905551,0.112433456027714,0.0438010291537496,-0.0213789936651004,0.0018608230715701,0.0513698278942818,0.0798542229823714,0.134177394973333,-0.123778733125981,0.115416820400194,-0.115203133906903,0.0552660980031649,0.128765571133597,0.106202331841663,0.0193807283669721,0.0641753201427095,0.109577478897848,-0.0757989539187646,-0.157058921526771,0.0875195206335503,-0.129850134977169,0.10860446027183,0.155087276617786,0.126706469565713,-0.0686165125108889,0.118460731690375,0.102176576687759
healthy,0.0088111082919936,0.0037247232286249,-0.0756409133440945,-0.0256984161863639,-0.0171880571698612,0.0865966856919075,0.127500014592258,0.102875906880302,0.0838125313913057,-0.0755294637221072,-0.121989901360171,-0.0810339770224491,0.0405761172022986,-0.0453607647669272,-0.0424680157115023,0.0174273169987385,-0.0943721360187932,0.0663770890014075,0.0067280434853712,0.0904230861126115,-0.0086862627548511,-0.0628865746828308,0.0172011236772667,-0.147340682568001,-0.0838713855759217,-0.0414775964106888,-0.0408475491880648,-0.0349137077872594,0.0103080469092875,0.0065254577192957,0.0574339980043609,0.0231350748806553,-0.04890607057454,-0.0827336112084017,-0.0795299012372446,-0.0572001185020624,0.0547521797113376,-0.110259252182442,-0.0152491631550314,-0.0605115448073766,0.0308706668698253
healthy,-0.0901239141593105,0.002716068408466,0.0023549298081421,-0.0099798760639635,-0.0972470837167064,-0.0142674791629413,0.0759098373402231,0.133301365835617,-0.0818160930148082,-0.0935401397180426,-0.0891515808335678,0.0896828198213202,-0.113141553252023,0.138377186285431,0.0388396506852184,0.0249986591603319,0.0126240776420757,-0.006412963495353,0.124286994192954,0.107886065726325,-0.0157748937074099,-0.0981084590119482,0.0917305267074949,-0.0106624553964158,-0.0137051601043994,-0.0955883599387199,-0.069250224394201,0.0239994146621839,0.0827391773394903,-0.0557672914626231,-0.0601173191482264,0.0099294137268059,-0.0889187914144669,-0.0187773249903316,-0.074847732698902,0.10578075648673,0.107662640772997,-0.0526071887094705,-0.0818542819906781,-0.0072232075630248,0.0268803256683253
healthy,-0.0235721616559326,0.0464720470241231,0.099128417704851,-0.083005236555307,-0.0709175292175051,-0.105208069902662,0.1356730569923,0.0853095360847515,-0.0390658106708489,-0.143898035107887,0.0823292799887656,-0.120260422219189,-0.0024970451112709,-0.0841152375061324,0.0434403391872752,0.011980474116314,-0.015232012462623,0.0559845333938044,-0.0691105363811183,-0.0231908077991652,0.0816183367195202,-0.0600507964660904,-0.0871608365913897,0.0352397759931344,-0.121389931053062,0.0460789788158832,0.0319532148629568,0.0418518899654753,0.126074144206107,0.0100968929943244,-0.0451001689799064,-0.0800642127124047,-0.110548635522761,0.0751718593472614,-0.109108552050207,0.145724824476639,0.165506226806879,0.0667732225859735,-0.0810639015156879,-0.0540320973825126,0.0983225448912804
healthy,0.298824985505668,-0.29661922059875,0.219375375052588,0.0986645338087593,-0.175354102719661,0.126204216609128,0.0989564894225794,0.223026649521165,-0.120365104332726,-0.26809427906653,-0.230640178748729,-0.144269610467785,-0.16900095831617,-0.167268981028169,-0.146246713396462,-0.165550906388446,-0.0887325550513982,-0.160344364608654,0.205166502654178,-0.179058060908025,0.0637509595340249,0.222389322855407,-0.169971582681414,0.249569731955561,-0.0158102379644382,-0.199131289865235,0.0505412485157437,0.218969271379229,0.186789030927615,-0.121260361709941,-0.0390741247012533,0.065972456385047,0.276860996382767,-0.0847494463199954,-0.151009833868045,-0.219850260249002,0.234780972780328,-0.128021073223452,-0.133947259981168,-0.0506085666021383,-0.137490605996015
healthy,0.135494479890766,0.0274379356503547,-0.0017148709781471,0.0199560816682625,-0.110499078500252,-0.0021952852307919,-0.0522663433476509,0.0671486782136675,-0.0525048738304671,-0.0607568660630765,-0.0807350794256209,-0.0498960165348111,-0.0145720440411348,0.0910547084300831,-0.127002615860535,-0.0364942696610078,-0.100402778410816,0.128832169254507,-0.231383510430409,0.0228441559958186,-0.173212028653901,0.0519652181739364,-0.0469799981488182,-0.0582723039393472,0.0489407768412088,0.0768103923062946,-0.135494703443233,-0.0519383918778371,0.259419225378843,0.0526519713540782,0.0229932654916372,-0.129954626193795,-0.0199113711747637,-0.032912735579285,-0.0214456117591756,0.0223615062184989,-0.0307811628017288,-0.110435813151951,-0.0023490893284279,0.0979128510278668,-0.0330186994488772
healthy,0.317340111733217,-0.114012595266174,0.0921727141568212,0.110612123820018,-0.0007253718697776,0.19367557279068,0.182415381861048,0.299726619476565,0.145860875372399,-0.114620521391939,-0.0689402773632344,-0.0701762922037883,0.169997259326863,0.220142634376424,-0.0169081225308906,-0.143980887761514,0.0861389123173818,-0.0486266026276817,-0.0722902086326633,0.234018667193742,-0.275110344510709,-0.15120053863646,0.0998893701770778,0.241131194286696,-0.0813193047977509,-0.344809687194872,0.0540279302555167,-0.0611138769592292,0.211409238356437,0.0093987614577148,-0.0757529862226135,-0.153499715564997,-0.120274229013395,-0.009707404166591,0.165268463680334,-0.0361466018030495,0.016437858219827,0.0188005178888654,-0.0309164689960623,-0.126746901424493,-0.0119816586376096
healthy,0.0592780980676093,-0.0412253857721032,0.0277872540168413,0.004930083043006,-0.0112703906690537,-0.0041209544111992,0.0014022403863459,0.175499993902217,0.125716436405268,-0.0695004995537092,-0.0610584155141537,-0.0654590702762649,-0.0363626297845671,0.0428472232509017,0.0667218090036773,-0.0496140834170862,0.118883960082906,0.035920995984005,0.106676566901633,0.0677995171409984,-0.0690092496736809,-0.0206331286275942,0.106780900075121,0.0559901931949837,-0.0949002252919685,-0.0540213283098034,0.0281803172875045,-0.0265266063885636,0.0723114437237262,-0.0151649994405933,-0.0375045283286561,0.0244252101748984,-0.0611241584036125,-0.0127476571576832,0.0341757836562655,0.154277302051949,0.059413322478313,0.0330005225759836,-0.0066314456555594,-0.0375863980281075,-0.0329071835146122
healthy,0.173798578778989,0.0522811454059406,-0.119215854573199,-0.114529663965758,0.148050988357591,0.0112110896970138,0.166685782280315,0.176278291541179,-0.0467378670791042,-0.193300940826926,0.182424466575698,-0.0060807498990278,0.111170657671472,-0.0113184496303844,0.171655128289396,0.0043853021747141,0.0502069802138797,0.0301034736819861,0.239824766531934,-0.142524191473465,-0.028044834773086,-0.125015174945082,-0.156764652023251,0.142603924240278,-0.123459252975384,-0.142824783477365,-0.0437196551247937,0.109980548634641,0.106885238836413,0.136879330281706,0.0523516822918488,-0.0698821536799068,-0.290125675159726,0.0161755347495091,-0.169072245121239,0.180187627831387,0.199232534328156,0.0231713011477871,-0.157475508109263,0.108684785777014,0.0716717142627348
