group,ARNT,ASCL1,ATF1,ATF3,BARX2,BHLHE40,CTCF,EBF1,EGR1,EGR2,FOXH1,FOXO3,GLI2,HES1,HINFP,IRF1,IRF4,JUNB,KLF3,MAF,MECOM,MNT,PAX5,PBX3,PGR,PPARG,STAT1,STAT5A,STAT5B,TAL1,TFAP4,TFDP1,TP63,USF2,VDR,ZBTB33,ZBTB7A,ZBTB7B,ZNF384
healthy,-0.0713090952809963,0.0599346072005934,-0.601061690146724,-0.103984453745044,-0.50067635229044,0.684890062108484,-0.506689740209723,0.680957526045819,0.671003982364218,0.331905959457495,-0.583507288721175,-0.731745772339927,0.455007053916653,0.710457808794472,0.756741762940374,-0.563814453576058,0.350012815025328,0.727692344817951,0.690328564422725,-0.503947309226486,0.735488334258148,0.398233624254789,0.664292232125342,0.690038756662403,0.675648020840777,0.754444566039999,0.615549279089467,-0.237802701123355,-0.709862202271493,-0.694018313269618,-0.473839128653626,0.517486258520938,0.556446417828435,0.555043187935463,-0.495406779235882,-0.34065512408149,0.308847886551783,0.591298042857528,-0.749632498931522
healthy,-0.28063981608417,0.266138475244942,-0.457121784474588,-0.617180602825132,-0.110441962272786,0.353409189927404,-0.288159453247166,0.39615161901539,0.457946607209548,-0.572672209596358,0.216789972347339,-0.196176250047256,0.223894453254731,0.600574610943376,0.527852965860704,-0.490373875897517,0.204594208361341,0.448900360150205,0.36856290994178,-0.155253584907295,0.629233697214268,0.564836748835056,0.399071146610028,0.417235459919167,0.142855603398537,0.572845686525815,-0.0477717745733867,0.358346500928636,-0.231431980629738,-0.460620128242643,-0.192972222871732,0.535993529010224,0.215923491898492,0.320194041469349,-0.285051077349575,0.503916637218126,0.456822494790632,0.474103147880546,-0.497393426737062
healthy,0.0042343870685829,-0.137432988852808,0.242732511436204,-0.555772165949795,-0.526868307321766,-0.277273647791476,-0.400104151135517,0.23288523816204,0.554893125762167,-0.0872710682297952,0.356481900000439,-0.227275093639126,0.54592886338846,0.55592409298588,0.316642887323989,-0.566063308193729,-0.585937104064034,0.7117751387534,0.174644902289226,0.355351570415229,0.743111342611297,0.630888314966534,0.403898923569505,0.525878654419626,0.62553106703449,0.275168413666061,0.116886346239617,-0.0126843475902039,-0.003353456065322,-0.48241163924799,-0.712038529371031,0.734325289610969,-0.502499569988695,-0.406397069183388,0.604107936834775,-0.23137816356202,0.445954255789789,0.582638198029714,-0.689447820518142
healthy,-0.625698559214872,-0.0240100077137007,-0.60213455718501,-0.754380120744806,-0.63373333331778,0.454090472639682,-0.46072243252364,0.839461272117908,0.772427716680783,-0.789699205850347,-0.293747224644419,-0.804450908491147,0.51270311796786,0.782877238979658,0.72175964388903,0.696003703070608,0.627658403739519,0.81373776721267,0.655901097902051,0.732630833059298,0.748721991632884,0.704948922510685,0.701704774643865,0.776464382705118,0.710074916677772,0.5897318078579,0.653583684594338,0.636200872167178,0.0517704255248792,-0.754094801448211,-0.811493682552382,0.625634203213866,-0.105027045723503,0.205919527198823,0.413824866656931,0.735751719026279,0.718516941690657,0.730939441699366,-0.716131032204695
healthy,0.493294877811795,-0.483250936908679,-0.565751187585653,-0.400628454516605,-0.250027212636285,0.580303976934575,-0.206981873785929,0.589996251795273,0.58045466346608,-0.478247090101454,0.0910261773644009,-0.347417808878284,-0.0642568010911532,0.613353594144327,0.618320167493698,0.182542361204698,0.386172873319595,0.525571618595788,0.632979037082292,0.0042080846707512,0.633694170112776,-0.187150523587101,0.252093318779542,0.530235931673374,0.580819776600549,0.395567826347718,0.449443098251866,-0.262093957480833,-0.135594682654905,-0.489227089709533,-0.350512906173471,0.599386383966071,0.523229718794353,0.595351272938847,-0.55348825201973,0.0673580126444106,0.618282445086826,0.483085884008561,-0.494572073635751
healthy,-0.114628715304213,0.0456200309284621,-0.59151842916959,-0.342215350855749,0.127077394847971,-0.0176316478996461,-0.32172130295184,0.508307455949745,0.367661619736368,0.101737651981358,0.260904150536853,-0.0043371305702561,0.176011057235373,0.455886393754974,0.228336564533859,0.346315717627433,-0.0245668099277767,0.441857165445262,0.230877263053963,-0.250541045081264,0.292271283916891,-0.524936131345425,0.31576681728521,0.528371152913349,0.487861185493979,0.326575845590127,-0.194455983474509,0.732062340160264,-0.057136873279933,0.149941558086764,-0.513208714315104,0.408480194080035,-0.597518922749247,0.252072046863959,0.661416481894835,0.159975530010705,-0.300596946639476,0.504037213806888,-0.110575064259601
healthy,-0.335428015973267,0.110913720526615,-0.194192180095487,-0.114669188120281,-0.146927193822695,0.147610830054191,-0.339575581746424,0.259188117945658,0.443813490891229,0.335421542145317,-0.196685467033211,-0.0285085803481681,0.229793054756901,0.134813798551602,0.478673328046659,-0.27088740402223,-0.162433522322265,0.42725689170394,0.469477039649735,-0.123804838328741,0.356772226723682,0.256112833875249,0.161129909167445,0.27597216428825,0.570534357122815,0.232955088121837,-0.0816638868781974,-0.194324246185662,-0.234816961040193,-0.0241098300505596,0.199542583101712,-0.163877185955066,-0.0409853731615084,-0.373264735014269,-0.0392139180401844,-0.11120612175568,0.35975061916911,0.111723380608867,0.236341115933835
healthy,-0.0687560097357351,0.479681250493898,-0.221748511706441,-0.387273656981104,-0.0974944425382409,0.0107964910462227,0.164474938314512,-0.302864146838013,0.435831804239388,-0.362555886720366,0.309685054956771,0.0519487162556348,0.408150929998913,-0.0511011888750765,0.273119361422678,0.164714018533966,-0.35155610346106,0.359726898422138,0.313707504346217,0.216697603845737,0.24794487289518,-0.161814832648348,0.268994653293201,0.227326539632458,0.625219942897934,0.216069399254582,0.195028706253329,0.263991786108668,-0.404351223935855,-0.285729656021487,-0.0834044849028247,0.303135594526852,-0.472910016740617,0.510321195543634,-0.0721037454415803,0.262991968253065,0.606029811458664,0.199320050692073,-0.27442074811371
healthy,0.523274849546046,0.261397210681491,-0.563291414625715,-0.221872386183868,-0.114047542570271,0.12145737620087,-0.0644441287828847,0.235909769210868,0.519078222476848,-0.279811946208084,0.262694254561616,-0.125391209872793,0.551427892548502,0.586695979588769,0.441767013219077,-0.405715883740927,0.581713823173601,0.627333786439908,0.344546467002384,0.165248279225252,0.345245015221593,-0.0848038993870845,0.0996082206056952,0.290141743542813,0.262781963563915,0.0068695680127035,0.448034537177618,-0.059144891586584,0.0752219335110996,0.192496876215758,0.147959658140003,0.170278869691828,0.103637527285652,0.285835995799247,0.105674062383985,0.0004857356088591,0.471102611345199,0.141761979904938,-0.458208690459858
healthy,-0.207607368708043,0.367246353922818,-0.606904584256751,-0.203979132695838,-0.579737298399673,0.632523986767006,-0.617990034646105,0.546950105801021,0.696163031000437,-0.636572846580731,0.492359087131347,-0.324933954269487,0.0068983905428705,0.592989321812232,0.431194847188226,-0.321104643786852,0.638683923388728,0.661500994954845,0.512010230513246,-0.486923837826815,0.661569580514406,0.517431465753577,0.597102866430659,0.642514653511696,0.488529952475726,0.534037317818981,0.684207927177166,-0.410711123823851,-0.0420490238110518,-0.45305414342601,-0.380990145956323,0.61251014481643,0.50390299017861,0.574246201225904,-0.366083505687522,-0.246117717577972,0.135343872698938,0.654762274876736,-0.604577292318813
