group,BATF,CTCF,E2F7,E2F8,ELK3,EPAS1,ETV6,FOXM1,FOXP2,GATA4,GMEB2,IRF4,KLF10,KLF4,MAF,MYBL2,NANOG,NFAT5,NFYB,NKX2-1,NR3C1,NRF1,PAX5,SREBF1,STAT5B,TCF12,TCF4,TCF7L2,TFAP4,THAP1,ZFX,ZNF143,ZNF76
healthy,0.0207578396973825,-0.0889796077549952,0.0093168582741792,-0.103127272758863,0.1475944031965,0.0234844917583672,0.0520383220998241,-0.0934830648388978,-0.139724232587493,-0.161609422797357,-0.086456141421645,0.141918037343826,-0.0376341450230941,0.0092803165496905,-0.0134174910658733,0.0127953701881075,-0.0904717149605838,0.0913250950166488,-0.12085103299117,0.0624089322071186,0.097371614270476,-0.0887896132464142,0.102004810329556,0.130993098787983,-0.121760328755441,-0.0500241940332634,-0.137546208413193,-0.127339580285369,-0.129901252933695,-0.126199890665631,-0.138803918819526,0.0467652693476756,0.0397354130805181
healthy,0.173195421354282,0.0451175742192635,-0.133392655640576,0.0238925944349402,0.177628512601382,-0.151319084061432,0.145112084405441,-0.0667294951448779,0.166984337539156,-0.156073835777195,-0.0508151738334428,-0.0639662321222565,-0.0330367632444702,0.111549255114946,-0.01647734241028,-0.163996182269962,-0.0102683006747211,-0.0087625634245284,0.001359300383136,-0.0808408578187345,0.0211770238512522,-0.113557146318162,-0.0085289758714099,-0.0050710764281358,0.0650684939740141,0.168515304353038,-0.0122926602615471,-0.0320334434414392,-0.139763087535509,0.0456005589737658,0.067631237957805,-0.0135641512232768,-0.0360585140162279
healthy,-0.132996826952778,0.0486662183262856,-0.20775324669244,0.141940842386287,-0.139196998242295,0.0586275027609024,0.223535885957848,0.086784107042526,-0.109874486430397,0.0402253019558773,-0.145671919766426,-0.143492882779574,-0.172437637085998,0.085174979442118,0.0901831544439742,0.0163127897706694,0.0436638194330758,-0.263581358397867,-0.181320136962423,-0.205371757097531,-0.212551941487387,-0.147803015051513,0.0423968300014892,0.0981675656943625,-0.195071800159281,-0.202624639825306,-0.185067579983726,-0.160533173434256,-0.189445485263783,0.0205151013478762,-0.153153135685236,-0.0637752670550465,0.0968678449804463
healthy,0.0808058731129969,-0.0279378316324997,-0.307979915544791,0.0363457224344976,-0.101794142903936,-0.126389037011105,0.201241862829272,-0.127572043705791,-0.107229718854911,0.0583225104042876,0.131186277691627,0.178783483591192,-0.0574491454471678,0.155584114501569,0.153845961002621,-0.204912989798668,0.0197021044263407,-0.071673254502942,-0.163204238771524,-0.208207507175835,-0.0218784837442821,-0.166467102132835,0.0905136018257087,-0.0837662555601362,0.159196504765278,-0.140097097220247,-0.100354416892608,-0.211346578752186,-0.267903162435061,-0.157389007979412,-0.132109664832617,-0.0149224654226108,0.0173021444527732
healthy,0.225200892102551,0.0218375181704213,-0.189334612953599,-0.107615999622059,-0.0973937071925734,-0.1607517202776,0.264514676047605,0.0152687416887563,-0.101385425323213,-0.279915446144194,-0.137974564883751,0.171227455644344,-0.0466332402581182,0.205755236909317,0.100150941279334,-0.0099412252203318,-0.194493120483797,-0.0622315976213166,-0.128755853145373,-0.0051457687077973,-0.0824510685157417,-0.201559090493401,0.0140171822020848,-0.177993526670741,0.0158803027379819,0.213175042618252,-0.0703558222636199,-0.125073932333984,-0.166897318499867,-0.194981282999769,-0.044600254301468,-0.166955299114507,0.0224756735442006
healthy,0.314774019266813,-0.122082796963068,-0.0457639296297987,-0.116437452515148,0.0681354300916567,-0.228644987523667,0.191485316967989,0.0524650637640089,-0.161094723885497,-0.167307092848223,-0.151471314726733,0.0208813714201229,0.0567504742595408,0.273144317310217,0.0541554655797944,-0.203561089367077,0.0653543776093733,0.182340001252073,0.218448150812915,-0.230288789457746,-0.154122883568245,-0.234462502526898,-0.109343243042882,-0.326175694140457,0.04126615173443,0.343055523046739,-0.0165458038000064,-0.162472799776564,-0.109905287417659,0.320551337425519,-0.067153275332948,-0.0281698063535465,0.124632272933972
healthy,0.252696427835822,0.114330992133494,-0.0300529070522149,-0.0188586215846986,-0.15805189268241,0.148992081276165,0.277759460149472,0.056560187702947,-0.0850225272740251,0.0923913945244171,-0.0531229942385765,0.0333616357918939,0.0053787527017827,0.0916299688595936,0.121170323433972,-0.197729855929513,0.0266557771630025,-0.118853168179453,-0.0134271765721102,0.142490024312208,-0.21802227448386,-0.196381194057075,-0.0435621704060347,0.0920639183448647,0.0164352107612827,-0.0822287461172192,-0.0453497897106388,-0.0458484070318987,0.111289644210631,-0.325737115558926,-0.122010134354539,0.135488043606062,-0.133084229096582
healthy,0.328388295269828,0.144724470795029,-0.0458963194594353,0.154219497318487,-0.0176409051052204,-0.100486953298265,0.103390861099774,0.0547129605686735,-0.0228538265062614,-0.197939688636493,-0.14676142974739,-0.10797829373988,0.0931720208775829,0.155588784102863,0.247458682009003,-0.217188301760804,-0.0453857920715574,-0.0838337270863,0.0617018085570862,-0.111136229091531,-0.22706148527395,-0.163658124781237,0.0271489626445304,-0.253531598950338,-0.0507999473814401,0.098921789228165,0.0784161208749859,0.0977829402498188,-0.0235405558911056,-0.188253883920472,0.0967219683306404,-0.0640059290874248,-0.16388799602136
healthy,-0.0049247527021418,0.121973262092341,-0.126664646807064,0.133347363238022,-0.184051795886534,-0.157745066735867,0.318178250111783,0.353831482868173,0.228096684473402,-0.133163933076721,-0.23755478694054,-0.0231440204631354,0.307958991644969,0.168915488540755,0.247625480374653,-0.166296219110981,0.234309254541398,0.0091794859372737,-0.109736698149731,-0.222545912401043,-0.0128088088000679,-0.315675238377203,-0.190548524365098,-0.183887731857801,0.144398025609909,-0.174902363994613,0.113562575078129,0.240980125963601,0.154447495467922,-0.0249920245284343,0.114402048205106,-0.186675541450722,-0.201644983377523
healthy,-0.0799141958459748,-0.1030574092264,0.0664504012936396,0.0677567151815198,-0.147140409308526,0.05524001337598,0.160254213605058,-0.0782827184750812,-0.164397164177854,-0.18322162888807,-0.03041405661185,0.142696710748439,0.0047377681911938,0.0772201809084016,-0.115377279050243,0.0593198427113039,-0.179996655257009,0.0928828911481398,-0.156535387611442,-0.147041976997159,-0.0939523290300544,-0.159943040070529,0.0726833183003301,-0.0189190257945869,0.0178886788186588,0.100664416460829,-0.149247766886967,-0.145320194933127,-0.207790269828825,-0.163199864825556,-0.150132619704291,0.0575213411537593,0.0128668030408693
