group,ARID3A,ATF3,BCL6,CEBPA,CEBPB,CLOCK,CTCF,EBF1,ETV6,ETV7,FOSL2,FOXA2,FOXO3,FOXP3,GLI2,HEY1,HNF4A,HNF4G,HOXA1,HOXB13,HOXC6,IRF4,KLF5,ONECUT1,RUNX2,SPI1,SPIB,TCF3,TEAD4,TP63,ZNF143,ZNF76
healthy,-0.53046674693786,0.466737380135495,0.525888573494505,-0.457583779922235,0.188557331395153,-0.51074336427219,0.456051233307693,-0.404032801083788,0.473306794659389,-0.425326380519863,-0.4986657941343,-0.313061933491341,0.0882217713700776,0.393326876911552,-0.518595041270581,-0.540921564263617,-0.517604049263753,0.0623440198594831,0.527145345025553,-0.0445485298789313,0.510013753225261,0.278195136010302,-0.423429737723231,-0.473211185806948,-0.509792328590442,0.484616999946432,0.46682408821124,0.504559332649616,-0.0354277407529817,-0.477301312950819,-0.54353709701152,-0.537435038044194
healthy,-0.598543283460222,0.320295798346391,-0.617441379273619,0.502637260227416,-0.203915659438563,-0.544521545988208,0.582596390583775,0.226723743965824,0.197990070154281,0.3368091026224,-0.600768503390232,-0.209974343454859,-0.419615142857873,0.35569686599663,-0.566880104833978,0.4287994542998,-0.540171201632614,-0.556302141081715,0.514202230231066,-0.350560933375654,0.119263276901769,-0.517817938161917,-0.206644521200198,-0.0047333549599494,-0.0459568812360391,-0.560017686206013,-0.580166588358268,0.548665435293704,0.106393190675893,-0.563375987246126,-0.595379878053887,-0.601576952177271
healthy,0.115641121855367,0.430638039101991,0.110832323928229,-0.52216777725932,0.530659429115402,-0.651487247160564,0.507796111615495,0.360574585847751,0.323047435738068,-0.0452967497325387,-0.551499034308282,0.55751780613744,-0.39124351578644,0.365447658616962,-0.318983658848015,-0.499486886884708,0.259071093593602,-0.276507156855074,0.240166444712594,-0.41350548542566,-0.118864316141665,0.33834966876455,-0.0985554510050187,-0.576136715536704,0.426800452942938,-0.432608913707961,-0.317559120399664,-0.154544982369153,-0.293746425673611,0.5395309641925,-0.275626686040503,-0.520870087102235
healthy,-0.418127559807013,0.195563991173876,0.593572638163506,0.402819621298547,-0.5019858081234,-0.532615560060773,0.517472743282767,-0.229673172854704,0.350826895217535,-0.379056665867412,-0.540955805269901,-0.493236663241773,0.318803667040474,0.435803502830338,-0.547433757978861,-0.499033082572556,0.0979458519517926,0.305949628642364,-0.0840478971066989,-0.19491207345718,-0.0219105416029293,-0.169638040810311,-0.558191509619494,-0.488734906291845,-0.508558666645141,0.309847891008699,-0.056809535319797,0.532104169166664,-0.109254909477713,-0.0626504697376307,-0.610767728687297,-0.57450508472109
healthy,-0.0810539012503405,-0.305192857005204,-0.232611660252014,-0.180362672524117,-0.246800834803086,-0.403498324041503,0.569296207097,0.05533529796334,0.422032459356196,-0.128277696217561,-0.516457156764847,0.48232641099194,-0.224336830151065,0.457292359449973,-0.529518139315142,-0.399648958126253,0.0734548764740161,0.103822490904534,0.486830101108829,0.0113668821796193,0.501323422271808,0.318658826620803,-0.322447780219046,-0.495227038937251,-0.549027350811223,0.231591590260012,-0.480876611615774,0.350133248161122,-0.372654072468467,-0.464787635427727,-0.317886233279621,-0.532091361861397
healthy,0.318545666802006,0.218159552368488,-0.341065211973487,0.0675080734959237,-0.205178549669782,0.196912897173728,0.0307187245243069,0.222699880199341,0.44743815226418,-0.316904699473684,-0.462502805138668,-0.365918388768956,-0.289624192208718,0.398909929062807,0.508386599413404,-0.535057533811739,0.156707960097911,-0.104876940987497,0.254454595732479,-0.551531205174347,0.430186603693577,0.454017579121629,-0.450056062649635,0.48851501897405,-0.468006286385239,-0.322743021500242,-0.277430613392834,0.0473048345015248,-0.0986390729404684,0.121865779210128,0.335158648900954,-0.133150302434304
healthy,-0.275158264443678,0.482242508289883,0.172288213762664,-0.121812535060341,0.0129005315499741,-0.314765375306455,0.344186345725747,-0.0359134159463898,0.150594875984743,0.288507346912529,-0.313037192112515,-0.0053042926121136,-0.41691977259742,0.301599251557762,-0.294472707353136,-0.532062944500321,-0.114884483806829,-0.272530390373491,-0.0179338381331752,0.0827096394440355,0.0085962550557024,0.256236492372294,-0.0394101281841171,0.0029435210131001,-0.319360055618336,0.4259701881554,-0.316184168400507,0.259966218074373,0.305911295167512,-0.240057590830818,-0.397731761067693,-0.272784979158616
healthy,0.141871198404232,0.113712853959917,-0.352658418146721,-0.124075508901161,0.403740117064442,-0.442046619551566,0.552186158299808,-0.183497886287126,0.0949087279322004,0.197074626445258,0.261135760810359,-0.371788652949361,-0.354386080174497,-0.111814329306406,0.144879411508749,-0.429394007358428,-0.391986166751998,0.166585701496337,0.0437256750196444,-0.0677983205120296,0.280464467760992,0.198706650312751,-0.43218022153166,-0.153453622645859,-0.0763641110000217,0.265391199634807,-0.0514661908598605,0.453631136196913,-0.411655935509018,-0.23340283776632,0.0017733376699598,-0.333053054596892
healthy,0.39585552691916,-0.60448955498645,0.458384311277622,-0.490176493943054,-0.594570205146145,-0.634675770073587,0.509894479996912,0.658335640917138,0.106348916207037,-0.524284484931511,-0.500334527545348,-0.618602497426079,-0.604022980538991,-0.247596190145525,0.298074625164831,-0.503817887472583,0.60086075986055,-0.615803744151268,0.464981895855877,-0.376341946057455,-0.193976788969971,0.281098321732576,-0.625818543377762,-0.594576415687381,-0.385137670306083,0.454311100674209,-0.258794338663646,0.612419873476851,0.296224758175839,-0.5336596285589,-0.588384234740232,-0.424575391012789
healthy,-0.286380691724866,-0.27787862428722,0.0379908168557873,-0.196473412889409,0.418084365625566,-0.435527480271069,0.340582316695072,-0.0851513453096118,0.217803386987904,0.115295670760408,-0.389902793195138,-0.148132669607645,0.171340367738244,0.437034313974866,-0.266087933584429,-0.222467776814979,-0.470634599168133,-0.508815011636741,0.285423263108634,-0.292972318682934,0.0154780882964441,-0.386535636166559,-0.236410192609376,-0.105702964140469,-0.137549642552929,0.306172427707505,-0.277345723565951,0.400252141546104,-0.395751574279719,-0.360515180922842,-0.507801892962807,-0.472111892589398
mild,0.0814249943818718,-0.315799714177425,0.512287200219442,-0.234787567597516,0.27235387231215,-0.475337280101665,0.492066913399595,0.0277909317159828,0.363864390202186,0.294962892129099,-0.446867685981589,0.0961522313192056,0.244224220289031,0.362353337455416,-0.322481548820056,-0.0242079242729874,-0.308073299447387,0.283187516138956,0.0670552397570251,0.298802927329614,-0.117441266233354,-0.145640007960389,-0.391211862423265,-0.366775547137768,-0.41617763112293,0.30852770484015,-0.268521803850749,0.430623722506392,-0.302981314626634,-0.402752202872687,-0.222810864076267,-0.546402986370974
