group,ASCL1,BARX2,CLOCK,DUX4,E2F7,EGR2,ELK3,EPAS1,FOS,GATA4,GRHL2,HOXA4,IKZF1,IRF4,KLF1,KLF10,LHX2,MAF,MEF2C,NANOG,NFAT5,NFYB,PAX5,PAX6,PRDM1,RUNX2,RXRA,SREBF1,STAT1,STAT4,STAT5B,TBP,TCF12,TCF4,TCF7L2,USF2,ZFP42,ZNF143
healthy,0.0094244675877782,-0.268973333856752,0.198631538589071,-0.0142910332215507,0.17007415641469,0.249249858483571,0.295553726748087,0.160168642073879,0.257615467473877,-0.119886514953948,0.262974318787503,0.227157100120952,0.10306146227696,0.0882962428742691,0.168585791541473,-0.0626839421800026,0.321702358683266,-0.0835675230226951,0.369000382422998,-0.229977215766904,0.255809778741699,-0.277411147780591,0.18457500592037,0.288876714799618,0.249835378990699,0.211162817882415,0.0991449376068729,0.265983158768416,0.199293607909423,0.0611277645182736,-0.252145268044169,0.119723116127091,-0.165658161425642,-0.28702849741675,-0.262312311522575,0.281259459749433,-0.221312541002434,0.204766813579679
healthy,0.0327494321987391,-0.109580803992593,0.173943389296859,-0.173412848971609,0.0140334585211607,-0.251075827073127,0.181283369781776,-0.112702934449467,0.150745656486398,-0.0275164372204972,0.249459979268776,0.18684329084038,0.246301372463219,0.175269604004203,0.228876294043421,0.144696230994814,-0.163639909640105,-0.117319710514788,-0.0077729329668618,-0.272205364523832,0.214730684360638,-0.228901473612475,0.246110416055747,0.106141002648307,0.0154120059004034,0.150266836357043,-0.0409928147895683,0.244713086079049,-0.172458611357365,-0.20800603810108,-0.195422990810298,0.155812398255997,0.0405403311283852,-0.255035892756373,-0.253086109424059,0.19738427508091,-0.0515710239605641,0.213250806229176
healthy,0.0222343060088344,-0.0510197136663388,-0.0267915399902663,0.0869651404693492,-0.0204277816123435,-0.21297620775243,-0.125372896850281,0.118026260570736,0.141889602417784,0.0390274621945775,0.122175094520644,0.211659721900242,0.0515134866279981,-0.0538638874190225,0.0196504003991766,-0.160905566801518,-0.0589228818659052,0.127623194509373,-0.0284037709503732,-0.0782552343868365,-0.225700405026181,-0.136676563254922,-0.0006895186714599,-0.0736263203389117,0.0704008210805432,0.0949993244778601,0.0234737176361254,0.167478556285253,0.0009759277359854,-0.173099788012008,0.0622087542048799,0.0144838339856467,-0.168148676733219,-0.0861851659107954,-0.143963345122938,-0.0042326508728117,0.0066062880385024,-0.0421586674146795
healthy,0.142531237405801,-0.134384263003962,0.106924932322775,0.140636847434223,-0.366452565408961,-0.243655560413609,0.113585980303735,-0.081982897806876,0.310642565968214,0.0747502936241643,0.259320242864483,0.18189599269372,-0.156661520658665,0.221424907870271,0.182655981227992,-0.165682526583519,0.0735314866741662,0.274284334321285,-0.0157142152545206,-0.0702363834336513,0.010208747607985,-0.236809505355876,0.200593843669771,0.0881239847542452,0.0500912429215576,0.0734418315063488,0.123855747941485,-0.0812395596210706,0.146229403109531,-0.19460167242019,0.147752199704386,-0.050586765656771,-0.265361788274287,-0.13070055548502,-0.252481225805928,0.0572005595305403,-0.0225831510206502,0.0536481294450512
healthy,-0.0527619880280513,-0.178030892328951,0.0870060557615178,-0.243316737135381,-0.125307106253588,-0.285124323585698,0.0455754754584659,0.0283158577437525,0.296148622816149,-0.212732848734184,0.264398477484866,0.199170988417187,-0.0068850079193657,0.0696248914431796,0.0558446817325585,-0.111838751036886,-0.216608759361833,-0.0933813143821805,-0.0854723849505014,-0.20227743440024,0.0767371614310459,-0.225434602503093,0.17552672035066,0.204926147683336,0.16497736642352,0.198796589227324,-0.238308660559047,-0.0327048153598088,0.156485893421087,0.144220069721218,-0.159813440586131,0.159319043369903,0.130136160614189,-0.242109415055802,-0.261011683313581,0.251107584765794,0.111220478780722,-0.0898516834551606
healthy,-0.0196575116209593,0.198898997849278,-0.066532508791425,0.0239068336553423,-0.159423880197211,0.100845120150326,0.115189363925962,0.0314161947770936,0.166375064619903,-0.330055445973029,-0.250572878807349,0.122278028525979,0.0529768915160035,-0.200369640894967,0.0231383086954154,-0.0057695010186381,0.377229094599197,-0.170003392641828,0.231997619757235,-0.145401620022255,0.315448446349347,0.0103451141266192,0.179271638538751,-0.174225792970469,0.141274343053904,0.129866001028498,-0.233473288187996,-0.167876936844254,-0.179716744073692,0.0791620193893073,0.19160357454916,-0.170606797806535,-0.049976377671992,-0.229049513500402,-0.319566031503631,0.205726342425555,0.0454933752317649,-0.301291218689602
healthy,0.174702620146824,-0.191617704854212,0.0243249941642928,0.116049023295273,-0.25056447189337,0.10593443205511,0.0540523193268838,0.177500043923463,0.205793604240521,0.0122707327023832,0.130609955791541,0.0728938881906095,-0.199782956091328,0.0708518061941817,-0.0046731415811494,-0.0236428350471047,-0.14551768180808,-0.0006366671915251,0.0385342982496387,0.127460244300709,0.0911315352585771,0.0068191737265559,0.153492614167784,0.0340400476225457,-0.328481152166239,0.0880016028658603,0.226316835979479,0.122251968231689,-0.0367550584903749,-0.166193652138033,-0.0077977995477023,-0.0346272670687849,-0.0494448883050254,-0.185875393136104,0.171595543600817,-0.133706703252977,-0.102215302306343,0.192751047176164
healthy,0.247552600002776,-0.0117633671076242,-0.0578119839417506,0.236896641725895,-0.165271925043139,-0.0855104952906909,0.0247031598787141,0.0412680892592675,0.0769078793562779,-0.0783830291274128,0.0570939786509053,0.0035943171140322,-0.106325166233107,-0.0906887984245796,-0.0917625098783142,-0.120952287135219,-0.299327834898846,0.171326150678759,0.178199526061368,0.0198291796402894,0.0399746123033064,-0.104324305985575,0.046893353564589,0.15941716276335,-0.188639067643676,-0.0087470332644474,-0.0503321604232362,0.0039195177322076,0.113551631522626,0.0022257012863575,-0.136107944070186,-0.254151268507602,-0.166662936021993,-0.0264853011264114,0.0665648252944711,0.122458988953459,0.0352695375508786,-0.175610950070739
healthy,0.0252741235712561,0.0194529531407677,0.0386501956326099,0.0097968968253536,0.071002684647804,0.0081376408484745,0.0176076329209772,-0.157286286038425,0.0577779464882292,0.0214742156591287,-0.0343209750347756,0.212987902916605,-0.0146193068396422,-0.0148486447161569,-0.0071758085044411,0.10343132040024,0.0861656977637292,0.0451890026306673,0.119794139891059,0.106005884921935,0.135891467282153,-0.0647269243867721,0.0327835538374838,0.172478953046334,-0.0069159500251131,0.0014727583785525,0.0977678294329674,0.0192765155788654,0.162610119222057,0.0434708103173212,-0.0528408211047459,-0.000865194086444,0.108948770592591,0.0116824262368828,0.0044565032740697,0.0679919169467533,0.029281515865389,0.0197903203314998
healthy,0.145118849559857,-0.210353758894191,0.108334604126439,-0.156060852717961,-0.0107878890510022,-0.189164375219471,-0.132572896711158,0.173239942129446,0.186977624544691,-0.0174574950167678,0.242951012419136,0.241114795534505,0.0296697089820576,0.247268793269195,0.0076121618592755,-0.139494065308948,0.322676775994661,-0.178105693729196,0.270545542986899,-0.208584465676629,0.164706278718521,-0.287327572975611,0.17926269150736,0.287040490986307,0.295310272875034,-0.061118956140419,0.123369720980429,0.0497269623665535,0.314685386585068,0.232729542919249,0.0606824526420278,0.0878502586918775,0.0468345368334228,-0.248352934361261,-0.239171292076806,0.138509236654862,-0.0463892256895274,0.0869899709327905
