group,AHR,BARX2,CTCFL,E2F3,EBF1,EGR1,ELF1,ETV7,FOSL1,FOXP2,FOXP3,GLIS1,HEY1,HNF1B,HNF4G,HOXA1,HOXA4,KLF1,KMT2A,MAF,MEIS1,MNT,NFYA,NFYB,NR2F2,NRF1,PGR,RFX2,RUNX3,STAT5B,TAL1,TEAD4,VEZF1,ZEB1,ZFP42,ZFX,ZNF263
healthy,-0.171277371617954,-0.138101345284569,-0.0290428581452788,-0.100813826853238,0.122212977094834,0.0902026884763111,0.116672375331647,-0.114019038717759,0.10458447255081,-0.14381417718045,-0.140656461449297,-0.0220688299586393,0.0737223351173979,0.155298656802837,-0.0600896434911724,-0.0792950072701219,0.140555124130312,0.0671475431658787,-0.112522266707536,0.0767252581470501,0.0570551967666911,0.104440585343736,-0.0988695603750662,-0.133725380746897,-0.0508092523317031,-0.0207357965633138,0.170547619382454,0.123568013177159,0.0059393268032562,-0.0987239975842135,-0.21787163615362,0.106616032683919,0.182727246175341,-0.0446569914897939,-0.0963454354103214,-0.120266999533227,0.0681923832511124
healthy,-0.141185959411508,-0.0854824628791082,0.113107305251197,-0.157093084310367,0.0036754082125954,0.162984129022126,0.195843743026648,0.0540056950612917,0.138497122822734,-0.0061112902361499,-0.173015273500951,0.116184814514901,-0.184437912185803,0.253603096926997,0.0923987860753718,0.113184021551649,0.119885957559194,0.146109193122012,0.105573206610015,0.187439681538333,0.101657397408638,0.165488776747723,-0.140434627861712,-0.149505284258869,-0.0727709903466509,-0.182311754789804,-0.0349138673043695,0.138348990620769,-0.0487845928787578,-0.141458232536024,-0.190655977563765,0.0440238582410312,0.164691275933472,0.10570969188273,-0.0505080594394724,-0.10678650977272,0.101443358930375
healthy,-0.0835154517943797,-0.129338158640254,0.0948493140819086,-0.0633219824867247,0.0928115217058875,0.211274729977591,0.161128981817412,-0.224935118447693,0.0980697667504808,-0.102429016173812,-0.121755146092668,-0.159404958569042,-0.003924648663271,0.0145506941451984,0.0365508446415443,-0.0532179544852218,0.156390788670182,-0.0038099206835264,-0.0532798186257873,0.126963837753765,-0.0341803514694382,0.0931818789353603,-0.0807934296094946,-0.158485789858465,0.220056127482219,-0.143692294479308,0.112154928065336,0.0617134113802798,0.0166585233492511,-0.0492400281758115,-0.0368543720469279,0.0096269085762714,0.0744247335869233,-0.173556639352766,0.109508839457667,0.0323220478624493,0.0482097522963926
healthy,-0.0571506014821698,-0.0854529425252242,0.0902818445217759,-0.110745987960856,0.078620932439093,0.141830588106179,0.0815451867298309,-0.0075554785844298,-0.096433847425446,-0.0602405731675874,-0.0855775061544845,-0.0689070637894924,0.0236299556350565,-0.0739877239459969,0.0066656165938768,0.167438680313869,0.104319959770587,0.0271900576481833,-0.0418983840135082,0.100622933300801,-0.096278491960988,-0.008300611600667,-0.0766285831196159,-0.0560233190095806,0.0595115636087305,-0.0779624280990635,0.0632058415948977,-0.0897458755182825,0.138733539442886,-0.019984011276597,-0.0983666781116854,0.0695230107267463,0.128347864968362,-0.0490474177222153,0.034398404221301,-0.0578626939038846,-0.0280490910591052
healthy,-0.0258001160176585,0.0014624421220186,-0.0187457930853141,-0.0687621248981971,0.062154542177784,0.0957188501737701,0.0915490659757471,-0.0440046571703147,0.0316088553669343,-0.0005423913144629,-0.0679593278721963,-0.0052179584895534,-0.0670646852788926,0.0542906087162446,-0.0296470108059562,0.0316772410628717,0.132063192804921,-0.0549764026246877,-0.113864052322021,0.066378105197004,0.0246068186656223,-0.0617949190986647,-0.0108507772881338,-0.0513453979008057,0.0691344862658965,-0.0838729709985838,0.0680134257202987,-0.0102438969635065,0.0639348718234039,0.0020410202026091,-0.115226376964832,0.0982120796209747,0.0615491886247755,0.0839793208962647,0.114647479857336,0.0292219302421384,-0.0339655868738971
healthy,-0.138782530049026,-0.0969545436265871,-0.120975926014282,-0.0885099384487273,0.188922714314208,0.0790584555137141,0.136652736238284,-0.0199651346022836,0.194799199201062,-0.0599667000642214,-0.134541857761131,-0.179031813629686,-0.0866315003208588,-0.202686893307317,-0.0434256045978067,-0.135573470954515,0.0296443290531848,-0.003348014045101,0.227313566369832,-0.147201672277825,-0.0927440631211498,-0.0751844496922966,0.0485927644751058,0.0042203019286465,-0.0417177682286466,-0.163030896439778,0.108139689636237,-0.137969898217566,0.0075203001269469,0.0735733725295682,0.0907193949143883,-0.273509903581887,0.146183518071802,-0.0591395179761554,0.0297538197341469,-0.103992502747036,-0.0035677229198556
healthy,0.120240198063148,0.204445045196285,-0.0915727013949066,0.0119772064227418,-0.0760460389502539,-0.0843237808488048,-0.116189968501583,0.0042487505004985,0.0099220228736188,-0.0800940329156592,-0.0260871715813298,-0.0659512044935315,-0.156827964804089,-0.193586083972359,-0.0148385459468608,0.0629175005055407,0.0317814585583462,-0.0329394973687952,-0.0146322004213696,0.0322730661537472,0.0446394898678002,-0.0155246504081094,-0.0211896510754407,0.0758607080286589,0.069950015343435,-0.137422319463664,0.178321209837945,-0.0601133922430964,0.0433222766108185,0.0950588900455129,-0.122704048590167,-0.040341332692184,0.0236128137523628,-0.0471431340064523,0.0641837421700934,-0.130570887914663,0.111149369841508
healthy,0.0298766636288563,0.153875097774557,-0.168244212964288,-0.0334794819887747,0.0169933057476889,0.116324723150807,0.0560932635584057,0.0087015590886656,-0.118658246485495,0.0467656972583503,-0.0100891433151935,-0.105116353200089,0.150481519155152,0.223157152524944,0.0669822901158423,0.155505787442377,0.149694796990937,-0.0882506992092049,-0.0767111622951075,0.116849989264936,-0.0827773492595235,0.008844886438406,-0.0730852852984821,-0.0141198037116458,0.0456447051123587,0.0018830506639845,0.0140564058357808,-0.056246060464288,0.0929352939826178,-0.0767028162456265,-0.110486394037285,0.0329149466418314,-0.0860155094575042,0.0782275752854185,0.120767228988954,0.159104165275969,-0.10416848808051
healthy,-0.0833157185495089,0.146042136786179,-0.0345230419125048,0.0760944618472055,0.0271956333094396,0.101918934618358,0.0128465755800539,-0.0866585169999675,-0.116870347108361,0.1397525412057,0.0744607217270576,-0.156563171144628,-0.105928332639877,0.142648998915156,-0.0773026079407679,0.154135169155501,0.203403142837373,-0.111809453415177,-0.151835020384977,0.121195209741437,-0.14443445733951,-0.0892338779376644,0.0600093623307207,0.0143196877640371,0.0746631931133128,-0.140455065685622,0.107663292543096,-0.0788524702400501,0.0625191101930666,0.0713210628852511,-0.0904308551711646,0.0365298728709118,0.0044738125873523,0.0954727204360949,0.139356094403664,0.108115870026469,-0.0617597231691815
healthy,-0.127466358406354,-0.0802974415873033,-0.0277179750240788,-0.150630745324731,0.121819106319983,0.155111822057623,0.0866020283501326,0.0183607291565332,0.0346844960406075,-0.117043258411876,-0.115320069608486,0.138959235110952,-0.137734997561654,0.0971603081276778,0.0402595487024089,-0.0022150448943217,0.175534011379251,-0.0459657590061406,0.0249061399606459,-0.0654181145239876,-0.0251992319251214,0.0643256452387061,-0.113178969721438,-0.127857972917098,-0.0381956526861642,-0.123711112218789,0.12824356749053,0.0699256537597079,0.0719479876508694,0.0355817852855953,-0.212262770608572,0.12385190043298,0.155478726285441,0.0554674634575946,0.0309580353746785,-0.102247055598727,-0.0253535268343848
