group,E2F1,EBF1,EHF,ELK3,EPAS1,FOXD2,FOXH1,GMEB2,IRF4,JUNB,KLF4,MAF,MEF2A,MYBL2,NFE2,NFYA,NFYB,PAX5,PBX3,PGR,PPARG,RUNX2,RUNX3,STAT1,STAT5B,TCF12,TCF21,TCF4,TEAD4,THAP1,TP63,USF2,VEZF1,ZBTB7B,ZNF384
healthy,-0.304471018974731,0.557112924205518,-0.238255770883302,0.545093484727277,0.270961508627445,0.403865572923642,-0.437925031214009,-0.253586829076188,0.403000386986705,0.579377130986874,-0.115763963004802,-0.423140938200162,0.581188682767722,0.216286219048581,0.512915169460909,-0.575977043359089,-0.426696452197005,0.559384941008222,0.553541192663792,0.535031238879373,0.591232169466062,0.35912820785084,0.0905986725091971,0.5019177579493,-0.526547836541391,-0.0644136981175969,0.527620571496716,-0.512193031093036,0.562082321033442,-0.274373086152031,0.457670639447486,0.427792450078061,0.605218764874847,0.461291181651099,-0.574976026430104
healthy,-0.152376237831777,0.250817132286398,-0.303361805949014,0.297053499484785,-0.0614945593424201,0.261416018445058,0.0699562979779553,-0.223134996183952,0.0675648091023167,0.219238583455733,0.0464370803922324,0.0049215607612991,0.292017815385832,-0.222654697162903,0.316721299675415,-0.27935195611167,-0.176883979342221,0.163605189454596,0.188367860919295,0.166151480588244,0.392770214279444,0.29247921375096,0.0993339340968351,0.13825940986467,-0.0143538382683435,0.305348598427288,0.169113193750991,-0.178888364472545,0.380796092851909,-0.103185089891154,0.0468150935106504,0.142548027553296,0.164263834803314,0.254493669564077,-0.191214077340325
healthy,-0.566262583134829,0.318001661929314,-0.394520952524868,0.0090323387475849,0.370898407470963,0.0959854104537123,0.13888784355646,-0.148762929239088,-0.314161542822071,0.508296012569786,0.243500586570385,0.0820814779642982,0.407260264235613,0.203143193533913,0.523277785654559,-0.333698027585502,-0.311073358643884,0.230137110311098,0.308910093786705,0.365314333064834,0.214595393853265,0.190586177805585,0.0114991422547928,0.0023958626272675,-0.0328935293055922,-0.332930253353076,0.494198072613039,-0.407018930849727,0.0725674324027206,0.152736194490414,-0.301698122977291,-0.346606387861302,0.222383819309555,0.319925417320389,-0.491282872826804
healthy,0.266066085844341,0.633235320835897,-0.492311569952404,0.235927475868805,-0.0742374642190532,0.345477604974138,-0.111332486161882,0.389136590035502,0.482739909181966,0.528852088855135,0.333205362022267,0.468673855349679,0.571189301276323,-0.481163543376348,0.496043692936577,-0.544699734789724,-0.582094133871216,0.464816792115066,0.574515786780918,0.492438552357488,0.376175232585821,0.311411808681319,0.287994783378995,0.406491544165028,0.0786125927177795,-0.613757229362513,0.562223327181078,-0.489435806418348,0.294185243926296,-0.115109932685219,-0.0567969786427301,0.0549362137758126,0.607581057067763,0.462677324364013,-0.427375799123963
healthy,-0.64468318503033,0.624795983884395,-0.355152000402559,-0.125083148530924,0.102765057664114,0.161604249449221,0.219904092946081,-0.493375460755138,0.458015775381574,0.501894290449322,0.339625111059137,-0.0054622865102546,0.666306636274825,0.35021215117653,0.282135385183478,-0.331269421552315,-0.516634898634353,0.409988770915968,0.576292056893957,0.545972183570192,0.321253103662057,0.209381604546894,0.39428676946805,0.319006721047911,-0.0088829048207543,0.492184314054763,0.602932707760017,-0.36095771450876,0.534353346727457,-0.588532026861528,0.542889989345877,0.491984721258732,0.205202256593126,0.371638983814273,-0.542011132519759
healthy,0.25217516620599,0.398953899204248,-0.386795574263216,-0.0583480903090363,0.137652082276732,0.261883560063998,0.247439841041893,-0.191560516505088,-0.0879409407698125,0.446702323947091,0.0155638499727421,-0.26866937875131,0.314157285417694,0.0044094495036483,0.271642772045719,-0.2134290121616,0.0787542322657172,0.393637897018152,0.533145018496128,0.531492541046743,0.320030154735658,0.239463527848035,0.280666365033843,-0.206983639366011,0.11894070697728,-0.0243322862278211,0.40742275728947,-0.437813061383885,-0.409019086042725,0.0766259123852087,-0.562462100677179,0.261740700723213,0.0209072157639137,0.515909856384793,-0.144046636948609
healthy,0.300476236657205,0.222665949259441,-0.330206179304731,0.0538489581109395,0.433965643687844,0.361015096149527,-0.231113703032057,0.0644489975148487,-0.300196583272204,0.46561373848623,-0.095504244560919,-0.201454327126541,0.338573565398946,-0.0155828354647001,0.257857844857946,-0.247491503337297,-0.20525883283464,0.185956650909143,0.251267041833399,0.553545561793474,0.343462054671805,0.322752240482084,0.468801656396091,-0.218042520866292,-0.304435379361684,-0.406049309869683,0.110550424308608,-0.378149964341266,-0.265774170079625,-0.180372512951165,0.0509947076355192,-0.424061688566227,-0.118826552795101,0.17828839827743,0.226338904621325
healthy,-0.0354462277122831,0.0087029845233303,-0.24863520484761,0.128422777932844,0.144878790296025,0.191401986853078,0.210479207677584,0.196263923335611,-0.298245592111194,0.2612401101341,-0.316278384275947,0.182215805651982,0.306867222885472,0.057403236441403,0.344505646363315,-0.257907976718506,-0.236605583082936,0.263239887950182,0.230980870945654,0.415976029695422,0.207490896256867,-0.0013609771861777,0.31872195223743,0.172308951564926,-0.348370286472831,-0.327059078218179,0.227165281598791,-0.209081364643365,0.230003433390921,0.0317072218500284,-0.318864593514448,0.379653525145041,0.140484184176911,0.1992167688772,-0.211827170337941
healthy,0.0507007753765364,0.0722759584465999,-0.142847722480658,-0.0651984200868976,0.0174690772947867,0.320981032596082,0.217480133471111,-0.177399461615936,0.253346583791583,0.308395695064184,0.0832637918954771,0.146080597501963,0.264994298322995,-0.0066007010693503,0.307099452492524,0.0257190007625717,-0.156382179415089,0.0262926123483337,0.177799356679102,0.189974976076542,0.0418620873833624,0.0834373844676471,0.401745395130856,0.363100100200973,0.0270128882761307,0.0261011709147624,0.162288851059432,-0.221116807994013,0.392767696734477,0.0098578393866225,0.0826344336054427,0.192499195522524,0.367237782347375,0.147356605166514,-0.284059361308079
healthy,-0.287760440661336,0.441922605584428,-0.260849040949189,-0.0075197174712996,0.372144517610402,-0.0390400312568457,0.328204329344257,-0.4074043003182,0.420224082869927,0.448710464251511,-0.18630642985348,-0.291627779343702,0.44356334399395,0.377313630787586,0.428497599825352,-0.416750879770285,-0.475919525854424,0.389814803323205,0.469807538078005,0.403767848112092,0.322697649664722,0.222609629020204,0.376885389201539,0.481870216983691,0.0977261978718058,0.0022822290383629,0.398224071705603,-0.430631174227367,0.414583643402517,-0.448880478400949,0.303705731835789,0.340557487180025,0.410234896165111,0.409605022342686,-0.392677467824591
