group,BACH1,BARX2,CTCF,E2F4,E2F8,EBF1,FOXA2,GATA1,GMEB1,HNF4G,HOXA1,HOXA6,KLF5,KLF9,MAF,MAFK,MBD2,MEF2C,MYBL2,MYC,NFE2,NFYB,PAX6,RELA,RFX2,SNAI2,SPI1,TAL1,TBP,TEAD4,USF2,VDR,ZKSCAN1
healthy,0.0262143583670266,0.188639626142685,0.132384827566741,-0.168708138704738,0.174738749476801,-0.184001111078261,-0.000924767979338,0.0605817286197622,0.171913998819661,-0.138432138812491,0.193807005034677,0.0823805747087808,-0.0428470208265833,-0.171779618109519,0.292424862638689,-0.0925891526116509,0.120971517998202,0.184847682326729,-0.139075209974829,0.201226477665199,-0.118575773624573,0.169405235733445,-0.0851127987653813,0.113044729467393,-0.0847906091099942,-0.180486740423576,0.0862440749082165,0.100382403756437,-0.0682734422126005,-0.0644541468057434,-0.119948187342547,0.281610479203036,-0.098804444725338
healthy,-0.126736692773577,0.258012965235842,0.271215100474312,-0.238300527266538,0.277115719526684,0.0228593324266372,-0.0313169909977494,0.22624271728528,0.27234740831342,-0.285030057272639,0.43003349261764,0.308876687359932,0.0114084688230523,-0.158259916018673,0.243031651247113,-0.0253403283941548,0.266411004060473,0.0811285881668568,-0.260617406792659,0.264969114178326,-0.205810035390958,0.264999825357924,-0.0099500216092953,0.220174054669758,-0.135681457358494,0.0855169486777401,-0.17966467351072,0.164322703452011,-0.0647332246479209,0.0741345175939126,-0.181778337064867,0.194017810349793,-0.218254138600817
healthy,-0.0782178673865601,-0.0005496684245895,-0.0006349251829941,0.0443372563633429,0.0442270192735909,0.0126920310234196,-0.0706174751554053,-0.0002048993980162,0.0308348310278284,-0.0473694842761383,-0.137953829299043,0.0691972371266085,0.0981839281745015,-0.0519381542692214,-0.0030903805060132,0.0641646611420641,-0.0164973344537057,0.402075828248349,-0.0361263124708731,0.0176965926282747,0.0696970460234477,-0.128381811320441,-0.0021759183357945,0.170167837568109,0.272811412265278,0.0240600033504775,0.0772815600682805,-0.0539280854416636,0.144203463208428,0.167674456640817,-0.0693690653976991,0.0487214562172446,-0.105359654772749
healthy,0.151744610232818,0.155228350502203,0.214886453494262,-0.119007430008356,0.0769779739641507,-0.164278417764705,-0.121496921091183,0.078075201005939,0.190336413898605,0.0332549419352226,0.0732478991466637,-0.0862479221562679,-0.182313675381332,-0.205435742490741,-0.0783639558975769,0.172323261851068,0.0963578461579193,0.223541192094249,0.0696877779041066,0.198951217778023,-0.233886827650172,0.167687968993563,0.0023837482406658,0.226863932761927,0.153908785560547,0.0610133190734948,0.008826977228884,0.0960272654665674,0.100037334608292,0.0611053874077515,0.185075001927997,-0.020477521863093,-0.216290142805131
healthy,-0.254776010694028,0.0837643094830821,0.107124296882024,-0.338521325596528,0.298620741018805,-0.264685383765891,-0.0021258707724618,-0.0363424530325256,-0.018771413848439,-0.276630781117384,0.247337085980503,0.405018442026633,0.16971926383281,-0.237009944066177,0.121437547232032,-0.296730371705067,0.156360980852358,0.0488945800452169,-0.312970771682186,0.136356273623306,-0.144146737990546,0.246308636335448,-0.172652387490475,0.0948849816215653,0.0655929878260209,0.335672451914141,-0.187961168769278,0.0270254041856738,-0.193969578823545,-0.163933986933471,0.0014162883116334,0.296895558517228,-0.212525123796843
healthy,0.393902574003539,-0.17360990215194,0.0068957564076909,-0.388842986951561,-0.169717223117828,-0.0568302476824621,-0.246774354145882,-0.0878792445029179,0.10210319759388,-0.092877207919933,0.17814533002979,0.273979039320132,-0.265166142966602,-0.0256669605157677,-0.181473722871658,0.190255449130759,0.236715012292152,0.0077122695709438,-0.282760049025338,-0.0825760291266701,-0.0853003670351276,0.0969812703530446,0.147697880204113,-0.164429055373373,-0.293181250595998,-0.158634642302163,-0.222066142741507,-0.156417266274356,-0.0341864280493305,0.0185945735729808,-0.261177445710571,0.111971936111563,-0.343072748637075
healthy,0.18249719201495,0.082091267832682,0.31168133812685,-0.0242756044005905,0.101677114043235,-0.0742567089236537,0.091577249394453,0.0722720039629895,0.151300689529626,-0.0953590778051724,-0.21567266841596,-0.0330441032161418,-0.276117338519069,-0.136879837392628,0.373017406148765,-0.104235584776069,0.295779010863171,0.0745703734237676,-0.0094220583677914,0.229139301564208,-0.0546968728403058,0.114327293706998,0.120606976028674,0.0447228707562212,-0.129406113892374,-0.0116377685260097,0.0199594662581241,-0.0422821068702333,0.0212608543176267,0.25659717890095,0.145034673545974,-0.150796577996415,-0.0371603160588167
healthy,0.123639174060435,0.318561684489132,0.272215908389989,-0.21809261372895,0.284511591630039,0.0373680045555925,-0.300163808697313,0.133981004307192,0.0219619905588428,0.181110309966716,0.227562218848269,-0.0767282760296469,-0.255780682276224,0.251555410764633,0.238515600865764,0.117713487769163,0.231619312321622,0.0478266381195279,-0.243446689213784,0.153350523379662,-0.126237839662113,0.156509522185186,0.018760726025355,0.397305650562343,-0.083248753544362,0.120372376828049,0.244504113183701,-0.0419646106771457,0.092456384022254,-0.064670571740641,-0.0109584830536282,0.116330638514485,-0.303923064122137
healthy,0.114277666955651,0.231192769796318,0.222091626745711,0.0115521099538712,0.225810264445321,0.169274815580039,-0.140278904219478,-0.0003521885839494,0.195760082618261,-0.174413041362294,0.219799095739137,-0.0692855753561092,-0.140979455911796,-0.141921930679897,0.20174523809049,-0.235790869030249,0.209597103231348,0.149201351654716,-0.232223628352258,0.198213681448725,0.095772954056853,0.122806121009783,0.0288737409723846,-0.106629684361393,-0.167145739494118,0.0789179086440829,0.220494934445538,-0.0795675356054572,0.167013010793337,0.0362954084312317,0.194503827041051,0.164285446703617,-0.234960649017616
healthy,-0.162496961222632,0.0503301165359566,0.107611383308269,-0.136318649079346,0.199800781318075,-0.0857614617619709,-0.0028271024373413,0.0135265472609376,0.130110780336627,-0.0542633054570397,0.196022755471089,0.113764591218139,0.215969085911929,0.146229591627068,0.0295180909901609,-0.0982682091747894,0.109073506690466,-0.0631663184486576,-0.0702834502530979,0.138049105083557,-0.0962824928954663,0.094093021779799,-0.0037812531030429,0.19619590363815,-0.034393775870862,-0.346952786748651,0.129435800385649,-0.139791444445596,0.0720082356940351,-0.0124189647414935,-0.0676501987650924,0.36232171177648,-0.0719842664582613
