group,BATF,CTCF,DUX4,E2F4,E2F7,E2F8,EBF1,ELK3,EPAS1,ETV6,FOXM1,FOXP2,GATA4,GMEB2,HEY1,IKZF1,IRF4,KLF10,KLF4,MAF,MEIS1,MYBL2,NANOG,NFAT5,NFYB,NKX2-1,NR3C1,PAX5,PPARG,RARG,RFX2,SREBF1,STAT5B,TAL1,TBP,TCF12,TCF4,TCF7L2,TEAD4,TFAP4,ZBTB7B,ZFX,ZNF143,ZNF76
healthy,-0.0498988404523958,-0.107793810703014,0.0051781783224712,-0.159858150616593,0.0862211203552966,-0.0980750382055708,0.148805181972169,0.163086279121179,0.0581491422185879,0.0148665362184315,-0.0787290596451597,-0.184758319352766,-0.0802827047034795,-0.141310015948024,0.0849389483001328,0.0365088205515078,0.0103942791160065,0.0116687416578222,-0.0594094359250609,0.0260964741540018,0.0763333905457062,0.0606247429071754,-0.120234054855283,0.140875493795086,-0.163607944988641,0.0523616367617955,0.150113655095974,0.0573388905136327,0.145251607149532,0.159799606709651,0.161276364999715,0.137239372735806,-0.139194994643113,-0.244062712318276,0.0507631259653772,-0.153799353636035,-0.174587878260754,-0.138198477869366,0.121587171909044,-0.0596592591091284,0.165535854320939,-0.150631409074362,0.105741749303536,0.0987747555190605
healthy,0.0454047344497126,-0.148620181155767,-0.156906465487136,0.118612339702801,0.046975366760333,-0.158940383066385,0.0450828027817492,0.18451632281052,-0.0359423114316669,0.108139737840881,-0.153081451605214,0.0113753599067862,-0.00206917329715,-0.165038630076086,-0.201532862164725,0.182826032725635,0.123743005771682,0.146009141365098,-0.0906853132099312,0.04900591090316,0.144784253214832,0.0125847699369982,-0.186413186266897,0.186258074337295,-0.174287005245861,0.127854695603667,0.194598267505604,0.186065523877989,0.112367910448145,-0.181876509591546,0.152088999839008,0.185801734378947,-0.151275472494796,-0.200326693279311,0.172070392933324,0.0373880604488592,-0.191467189339442,-0.184811002403859,0.0518053339669661,0.056101636760793,0.226289255295738,-0.140687313898967,0.182257311032365,0.169657459850186
healthy,-0.0870278799153944,0.004736924048077,-0.0780436977544561,-0.0654630273210902,-0.0989236632371368,0.225211919656417,0.100796887164189,-0.18708034581852,0.0382704868532574,0.267832016436105,0.192076228753079,-0.0300904556172713,0.0572404716926467,-0.141736537262632,0.0126130280745231,-0.165249202545931,-0.123794958420142,-0.109677446667645,0.0722688852587475,0.193744064752423,-0.132473551498732,0.059169808266298,0.106174512058624,-0.135219649679236,-0.186118023705071,-0.198832132749251,-0.178546140159837,-0.0498514919135914,0.0677260093003897,-0.0016929596059228,0.0503385184037582,0.0793915743595181,-0.0848223791838304,-0.0726464236579896,0.150596274477367,-0.147202241415926,-0.141550016479164,-0.105117072166184,0.0623688156657795,-0.170682255786396,0.0761183692269904,-0.0330661855170457,-0.126659538356183,0.0530134493251618
healthy,0.105806081513578,6.46930009548443e-05,0.131802800770895,0.0738133850195427,-0.2335474324432,0.0671869763325171,0.201795749908622,0.0518016975614973,-0.171108109630149,0.21815562661669,-0.15195039458155,-0.117128588331872,-0.0141624926802603,0.193610857115879,0.0925340308971216,-0.203657401129065,0.128562110761355,-0.0926773477786604,0.124431764996402,0.175284437039751,-0.0517475884106502,-0.189692591944999,0.0902842912557631,-0.0760039010262743,-0.147730548829689,-0.176634138871547,-0.184016823143791,0.0539341241660592,0.04276535107586,-0.0288833965290294,-0.141133609311109,-0.143692479485696,0.103359848276332,-0.17269005077644,0.0623720621324844,-0.104484394527629,-0.0789735094785159,-0.186327992258359,0.176308301024638,-0.23527086039044,0.159312266036126,-0.0927288474990075,-0.0158451439268876,0.0527233832064875
healthy,0.15596673729241,0.0362919164945737,-0.0673412814410641,-0.0862040998706929,-0.153462748307709,-0.0386339762997544,0.137224219738262,-0.0970555976849265,-0.158049957663886,0.249972670586454,0.0750313475177515,-0.0166386197859212,-0.195072803722929,-0.0833378735281184,-0.134267636454018,-0.169954022496051,0.146104089480938,0.0198003140935849,0.17685441988491,0.136645537080231,0.053601271645537,-0.0512796266669884,-0.0993775818165434,-0.0528357484680931,-0.0978377284222994,-0.0596208885158105,-0.0296565070563357,-0.0625230213219471,0.0616100431427085,0.0154164652933778,-0.0609298443130164,-0.175709461006899,0.0337747990040005,-0.196731831129233,0.160123375417644,0.155220688065344,-0.0343839179148129,-0.0582213679089254,0.135701433401653,-0.18133607605387,0.13825545293415,0.0291070134430291,-0.146993436349605,0.0059305180770834
healthy,0.136924228308575,-0.243032580361318,0.125762782681268,-0.18817277684643,-0.176119113671291,0.0980442013539566,0.141760367975027,0.102319722090153,-0.122072100752871,0.150319957639495,0.0756953093484467,-0.110064740284805,-0.148441492431006,0.0130573633946164,-0.17594850600446,-0.146259210229184,-0.144411376042297,0.0910239986123339,0.190938829332044,-0.060264041779659,-0.0679549214245022,-0.075469138433128,0.25094963092148,0.221428805765016,0.0044276073201984,-0.144564887324978,0.0028871518733431,0.0625823827053426,0.11873474409691,-0.0916790038300834,-0.158165417091029,-0.117814744924834,0.133651695442516,-0.0132140802493253,-0.141493236972682,0.0625410664436466,-0.127708564902348,-0.112967207668949,-0.0644533682457659,-0.0493918099842236,0.204664020232523,0.0359504902955702,-0.150327793482231,0.150236256592094
healthy,0.038249866187965,0.106762342412476,0.0652290036815073,-0.152839977430256,-0.183455862807945,0.0511200560898752,0.0196068906713241,-0.160964654849194,0.0159526647245358,0.24059973318724,-0.0176392977694482,-0.0295715711348546,0.159663850037094,0.0178400770140434,-0.160874861302373,-0.18610859576537,0.118837280464194,-0.121669163563696,0.0987652548508213,0.224182807423787,0.0605920736626962,-0.222438496772158,0.0779148000225489,-0.0176272816013821,0.082441399770935,-0.0981609508349887,0.0341953926066845,-0.150643858859341,-0.168616987625243,-0.166174646846866,-0.0819207719799989,-0.176369382309916,0.131343052760028,-0.192132410054791,-0.0731011230952748,0.118378918271419,0.04006474451751,-0.0882980800863453,0.242225193012907,-0.0243650747497111,-0.0342502300282225,-0.11838547254491,-0.0198456847021646,-0.285656430870968
healthy,-0.022800510754963,0.241298416463244,-0.0518068659207321,-0.176322115808054,0.144657119428127,0.182774525884719,0.0720973433393953,-0.119083914769355,-0.211142278546985,0.117727469367961,0.175233833065149,0.189005515365516,-0.105545582832214,-0.237395222838079,0.139096767989901,-0.201010820775807,0.107806993646214,0.149692509681211,0.0943143239220614,0.31117810860942,-0.18172126112272,-0.216894534691151,-0.147326199188723,0.147293032378613,0.0123341453337884,-0.349131737871901,-0.19525347391195,0.0056662795449344,-0.187869307867536,0.0353645612174384,0.0363471729606902,-0.146586913562435,-0.115758800646918,-0.0967022314071799,-0.0642076019817962,0.170158694061343,0.151724940951923,0.268246835338433,0.0225800157444934,0.095760602528514,-0.14648067692726,0.19766457245344,-0.0865187351680467,-0.192002200935744
healthy,0.0534925015313454,0.0855238937910535,0.139676215556528,-0.129735778973567,-0.0362563009358176,0.213947647598451,0.0012367250591216,-0.10944169951634,-0.286707533559494,0.261289117327126,0.295121589453107,0.169228735602906,-0.0886382781942469,-0.15321335931574,-0.183421922406411,0.0013688048585391,-0.117355582368801,0.315744558576918,0.100033176553635,0.179536747587059,-0.201791980560453,-0.12282687230708,0.240696914023751,0.100725773047951,-0.12637514616205,-0.169691014900867,0.0779834653529973,-0.133991087935613,-0.0154770658131566,-0.108980973740005,-0.0634707404738721,-0.118699409036491,0.0655212367141374,-0.191883193172971,0.072788824108978,-0.0588295489244139,0.177551346949044,0.194076247868327,0.104607993130092,0.0903825174457337,0.0595756657618061,0.209980653973464,-0.111077405482466,-0.157459529915279
healthy,-0.148236829636886,-0.142383250208911,-0.1248375339926,-0.0328012558777875,0.168001339840761,0.0503897533235951,0.129257651714389,-0.128261018155138,0.10090067551938,0.243775077484359,-0.0398941460911473,-0.224425355227392,-0.188547343570796,-0.0092812418274852,-0.179878565998464,-0.0430121293175788,0.183798555283191,0.0999879853522971,0.0657284660147973,-0.163106861652736,-0.0892790987079105,0.0977735719850583,-0.211514394071825,0.155350349895295,-0.160935053245621,-0.211451955543073,-0.105992190223115,0.106050254660037,0.0982133640688458,-0.360781146065337,0.147954263304658,0.0422757411652313,-0.0919508201117431,-0.382127099377657,0.100723642313175,0.0392967757170551,-0.194278037132325,-0.192425922610032,0.199707532036129,-0.202736009592424,0.228536740407916,-0.182943740226666,0.126254269693907,0.0701434066398379
