group,ASCL1,CEBPA,CTCF,CTCFL,E2F1,E2F4,ESR2,ETV5,ETV6,ETV7,FOS,FOXH1,GATA4,GMEB2,GTF2I,HNF4G,HOXA6,IRF1,IRF4,JUN,KLF1,KLF10,MEF2C,MNT,MXI1,NFAT5,NFATC1,ONECUT1,PAX5,PPARG,RARG,RBPJ,RUNX2,SETDB1,SOX17,SPIB,STAT1,STAT5A,STAT5B,TAL1,TCF3,TCF7L2,TEAD4,TFAP4,TP63,ZBTB33,ZBTB7A
healthy,0.161526035758922,-0.097112218335904,0.0629220344075738,0.0931200853707502,-0.0228649605768577,-0.231201522566691,0.105112654481161,-0.0924512839631346,0.171319956221348,-0.130554910201631,-0.037105453030989,0.0787164943982627,-0.0226241067071891,0.0704496679583449,-0.0523085178731577,-0.0744868930992788,0.0743412689517003,0.119634890700847,0.0883953659219869,0.0556043435986688,-0.113867795065953,0.16067208374348,0.200995501762339,-0.108854962565338,-0.0850926703251145,-0.086101309712481,0.141577259828462,-0.112848603872334,-0.122266137058573,-0.0641075713358293,-0.0915906399157628,0.110974690025739,-0.115623689396681,0.0182991702997856,0.05651879395395,0.0797782880156241,0.0108019670516882,0.190530711685579,0.129968922689149,0.0435229469856919,0.0839371553275055,0.122406761942141,-0.0337386825457163,0.0004965342785835,-0.084218951786226,0.216018863152593,-0.104443444701518
healthy,0.0397200719896529,0.195886426850898,0.175432275159646,-0.0944369729886686,-0.0220978761583407,-0.120293273852458,0.130206070629652,-0.111976769381519,0.0351999117109706,0.231630988353358,-0.131138837521412,-0.151845632713872,0.0390957125502883,0.247419468655651,0.13903960533508,-0.170871964836108,0.177154331576992,0.373607320171964,-0.195529799981886,0.269125553853407,-0.166836229281632,0.0969245044442099,-0.0132812674522142,-0.211740774220242,0.0104757502656022,-0.14210583539466,0.283515277445949,0.105327082213925,-0.2039494349602,-0.141757277897408,0.138802510135557,0.165481690104941,-0.191059827259274,0.229182360454352,0.149330744119924,-0.173740462485239,0.0949387173400672,0.266329942968712,0.119067582205337,0.154927870307675,0.111999074961994,0.250581219083384,-0.0842133413870864,-0.0011517552083098,-0.14616774720387,-0.111627621442431,-0.105000239855312
healthy,0.205812919319019,-0.0721941844090755,0.027477596160717,-0.0923033539943077,0.0677133779170067,-0.111349882489747,-0.132205207135293,-0.0392457212041819,0.33087625968805,-0.0740323422453223,0.231926020751906,-0.0557397210705643,0.248291623805962,-0.133781241667884,-0.0115153044522494,0.194591425534675,0.032941583073818,-0.116355226298891,-0.0296563689368345,-0.159913239235416,-0.0611702763608331,-0.077860892930771,0.195651644043103,0.0036108090723933,-0.151577621275906,0.0438589944452701,-0.15323612047815,-0.168960223986844,0.013526822210951,0.215093537817254,-0.183493192690165,-0.0075083548751074,0.193795074588485,-0.135361055427404,0.0185756755814045,0.187379013199074,-0.0180647047199711,0.129237254253825,0.0890153296629412,-0.0291553791106235,0.0548141011827563,-0.0221861939440341,-0.147469310894467,-0.0718134515218061,0.0080164186389031,0.0155773919812509,-0.16920713347953
healthy,0.0748419519751942,-0.121690225433719,-0.0735833095279959,0.0827252442229578,-0.132292256542382,0.049045429086573,-0.0912440614569557,0.0532616037298584,0.184172839504089,-0.269564781057534,0.116793340702481,-0.0602282230641224,0.0880925843891168,0.188217349233791,-0.112806925122107,0.0427325681671522,0.072132948143812,0.209008837190284,0.184604389171786,-0.127143394621585,0.0030729510358118,-0.0977949599929707,0.0044785944897714,0.0034953496383592,0.0259492467461856,0.107658812049735,-0.146730761792312,0.0473276463728483,0.0414782127054294,0.0670374605662189,-0.07869417941405,-0.069412773417585,-0.0865590527386408,-0.188114969974887,0.098226571492189,-0.0584127328064355,0.161544199646953,0.0066799065700835,0.122736689580557,-0.106266359320315,0.0239695869293283,-0.129050505453473,0.216690084637008,-0.217597194275216,0.0390583811587409,0.163591276432514,0.0695369448526555
healthy,0.110783200384225,-0.216687022231344,-0.178318965282211,-0.0580946606837918,-0.174067123402514,0.164212544317226,0.205620951593599,0.25753282078199,0.181359197734018,-0.166991296910809,0.304360615385907,-0.0509053737298573,-0.272618733015405,-0.231696540468231,-0.11760091182552,0.121246477489541,-0.120292918816369,-0.006190817740793,0.0314374208430303,-0.344678717770889,0.0390969664789163,-0.0439676436658783,-0.0896287608137733,0.021777625552789,-0.0761673649340744,0.0928584833820911,-0.282240293801562,-0.0903821670017224,0.189730839576563,0.219659604900562,0.20771978797373,-0.167590554180249,0.168190883044534,-0.199023892246918,-0.280147533364204,0.19934609938503,0.173907648657623,-0.187093730389644,-0.153970401524205,-0.0859585377523606,0.0738979306545568,-0.265471388283719,0.272148399321814,-0.0130773255711624,0.286728175877854,-0.0027459617913145,0.258792748421458
healthy,-0.0660868653562233,-0.14561886384586,0.0464142418502277,-0.153527576516066,-0.142167444893097,-0.224208234403269,0.203426826032337,-0.0181268280416974,0.220850792382339,-0.222120016952192,-0.0285239641084298,-0.231688154989065,-0.0331259751543606,-0.0928699336019483,-0.0908871275382889,-0.230344249131177,0.0323823782146462,-0.107462085561159,0.237126667926333,-0.150901939652529,-0.0078365326693304,0.0452897346088623,0.239605086174223,-0.0204215803467651,-0.191635401037798,0.0679256687448683,-0.181287933387509,0.164869127148712,-0.0622781196664511,0.283338662843414,-0.125280540628818,0.0386384547261886,-0.0903911580273213,-0.082434563574356,-0.101758078858294,-0.187304243658519,-0.0161983356420632,0.0673235731930092,-0.111091453228953,-0.0046363144126835,-0.0276124236023215,-0.111270831250931,-0.180920601501865,0.0673839614115636,-0.117732013309516,0.292768158106327,-0.140256461503576
healthy,0.076273309285295,0.107078240064246,-0.087296952992195,0.157598029361353,0.265745463222337,0.119800837740008,-0.178685380468373,0.393074142020518,0.25884213797677,-0.195428872289605,0.138414817789337,-0.216183425082211,0.342971279305095,0.0572021958979773,-0.130908609714176,-0.0512404517008763,0.0382517027795743,-0.139359676562502,0.145081928341613,-0.137601068004123,-0.0043692070234591,0.103787404466682,0.201508614575862,0.133558977905601,-0.0098272741918492,0.168477234666527,-0.0165846314308315,0.527708432142295,0.21421591620303,0.0994396119112547,0.0264313534558935,-0.0574711878382563,-0.0182337639842722,-0.349843575423514,0.15773940855336,0.0177300869555613,-0.0025212258382931,-0.0295397290452261,0.0661318105523237,0.0464599994852116,-0.135062797997396,-0.0438649155837062,-0.140412918765707,0.356920401563136,-0.0042689086476767,-0.0047787040958253,0.202861877846494
healthy,0.334616770798172,-0.008841317804738,0.107710804051709,-0.0022805144717571,0.178561033734868,-0.0142031489089378,0.122264563097076,0.0932071246694892,0.465012454883735,-0.252721875615064,0.125597432922177,0.0670886905401847,0.400021178327829,-0.0602060964995669,-0.161503344026603,-0.0110180508362019,-0.0564224047173393,-0.050881935150156,-0.068867515975582,0.0990163131000319,0.0440794475728097,-0.112902028337015,0.4299796307368,-0.357253303484271,0.0138624077208022,0.406162498863954,0.224372744205119,0.242151024621987,-0.0071535176690213,0.232855105262904,0.213564146048113,-0.0421682837403565,0.116275843798651,-0.0980317805189991,0.368322641354952,-0.289508590354634,0.222365253137998,0.203244113326014,-0.146805330354061,-0.0589703781867164,-0.0368022530836917,0.0944977521308207,0.105967779801077,-0.0828982732558281,-0.26851612996421,0.0194652931364977,0.230595063609414
healthy,0.311203162007612,-0.21111916186757,0.212153107517411,-0.251894208891514,0.256346283537138,0.0651982923754615,0.200367065421576,0.164174742164525,0.298952810644657,-0.273361614967904,-0.218416062872674,-0.0920151352664381,-0.225494324670556,-0.226431456369892,0.243775383545377,-0.251638192539729,-0.131049830357267,-0.172883554707754,0.0205239050382051,0.239682819240347,-0.272742639511563,0.276113542190026,0.226004741736954,-0.266674492715243,-0.256660338547313,-0.160335770755523,-0.0920007188116773,-0.252005843206072,-0.264322994952078,-0.229155389571023,-0.232864550747288,-0.233956006866444,-0.215963246016891,0.0193596209665509,-0.23239371679159,-0.216387257564562,0.253783851913261,-0.158473748915419,0.248614496503401,0.193882488144313,0.220979115895463,0.278672835749396,0.108092340759609,0.227781694065992,-0.205535271243449,-0.106821082865237,0.101973487812062
healthy,0.0891662513931837,-0.14958650645492,0.0512500541551116,-0.109711965623968,-0.0242946439469187,-0.198395812080612,-0.117521515752775,-0.0988169732764638,0.278948481131822,0.150149280596835,-0.0635410215282791,-0.132209181009995,-0.116967330636309,0.0359343368542658,0.0745195557219366,-0.194443153035797,0.0960431628805588,0.0603857812124512,-0.0867771155147813,0.0384159175975835,-0.190084297848403,0.31894818100611,0.0391814071314355,-0.128129642500143,-0.171038660509985,-0.092795418826069,0.0505628732455096,-0.0341957558736722,-0.166385371175277,-0.100373784835786,-0.143386839297059,0.0586404755417123,-0.197101688636235,0.0736632109143222,0.0466627884562367,-0.123391090897581,-0.0044586788951923,0.301735466556141,0.074930239352297,-0.0382832750469262,0.100068190842764,0.106521257146693,-0.0642739407973128,-0.112953756888544,-0.116343923077122,0.239996105956968,-0.0583822552899667
