group,ARNTL,ATF2,BCL11A,E2F4,ELK3,FOSL2,GATA2,GTF2I,HNF1B,HOXA6,JUN,KMT2A,LHX2,MBD2,MEF2C,MYBL2,MYC,NFAT5,PAX5,RELA,RFX2,RFX5,SIX5,SP2,STAT1,STAT3,TCF4,TEAD4,TP73,USF2,VDR,ZEB1
healthy,0.0338747926708554,0.0813224931530426,-0.0754046129899213,-0.0613175769481168,-0.0786327076928345,-0.0738807514234077,-0.000272083341038,-0.0342741902151334,-0.0356233615758,-0.0166507515644506,0.0380982294860246,0.0524640632081861,-0.0474580184966301,0.0330389865475571,-0.0106050172337384,-0.0492070217207264,0.0785970700456802,-0.0624567139146683,-0.084543486150907,0.0065015581496512,-0.0750323780001608,-0.0110002476618307,0.0734655657910458,-0.0665254978967482,-0.0556514610327449,0.098083984362834,0.0790053535250358,-0.065486301288521,-0.0818852416518004,-0.0737938758547023,0.0920320287037319,0.0258197218688171
healthy,0.0861518682110198,0.073924743711401,-0.0677225821278849,-0.0961168466204178,-0.0734222990763032,-0.0603504096017188,-0.0545601151911092,0.0477620163735899,-0.0616107897825091,0.0836323571937451,0.0620201582668035,-0.0792359145806263,0.108178224775429,0.0682183635933503,0.0510477918985977,-0.0878422310571551,0.0789229538319516,-0.0745916853468002,-0.0872469184953048,0.0891411326873831,-0.0744340597401823,-0.090234933627362,0.0633328026843985,-0.0492851753067605,0.0897685117530896,0.0730749813592111,0.0801912465266805,0.0345639431240907,-0.0599658197794951,-0.0744981927478948,0.053157726207527,-0.0749163066423318
healthy,0.0102859213350742,0.0483091915431532,-0.0779124915442713,-0.0338488026201847,-0.0281640472733112,-0.0403986718862148,-0.0053051695273789,0.0191945930279695,0.0111122222990542,-0.0092562795430305,0.0107111550955625,-0.0807184973288947,0.0237623164069929,0.0428604873136117,-0.0287572263995953,-0.0168985260066413,0.0724715987270924,-0.0198653980646068,0.0207964207755727,0.030870701656948,-0.0059181212912057,0.0324659385253703,0.0528547012182704,-0.0217809028398951,-0.0645466767786105,0.0060963191357273,-0.0009405428697828,-0.0049502384781538,-0.0034499590912642,-0.0487412602894588,-0.0158522849633271,-0.029184168906538
healthy,0.0228569670420028,-0.0378069911859118,0.0191476057733606,0.0201254260196801,0.0454142487656508,0.0230939825239457,-0.0082807940920342,-0.0483938578904367,0.0273835160438766,0.0767255508224768,-0.0187425346216059,0.0042819625569891,0.0834194480898366,0.0157671461854883,0.0060832276664336,-0.0628832521675542,-0.0404319310792647,-0.0109575811220621,0.0193529907246617,-0.0409956639945345,-0.0400531530113925,-0.0425847779124782,-0.0547592804727673,-0.0172506443492486,0.017519093286876,-0.0338691050814024,-0.0542298386000624,0.0350291868173701,-0.0423886062154294,-0.0002908662140168,0.0731874312687888,-0.0527182079861519
healthy,-0.0114520202732848,0.0791700605923363,-0.059504935752564,-0.16528157897962,-0.0419149654513619,-0.0731377789829439,0.0868590748440861,-0.0171978937771716,0.0180511969060792,0.134627538557378,0.0320627092136563,-0.0583459741372888,0.158652587732564,0.0745607681796332,0.0841661604546334,-0.113857760087364,0.0600410249496816,-0.0352373526461399,-0.131928181289778,0.0956572814337609,0.0043077813661147,0.0679354026818181,0.114061480242555,-0.050638048603527,0.058501385748637,0.0951385645315674,0.0615744038642671,-0.0221998626580241,-0.0883924276741447,-0.0021288625794842,0.0811294259159393,-0.0008950905410223
healthy,0.121652504964325,-0.0401113099348246,-0.0161639564547548,-0.0492893537638285,0.031899375982558,0.0172124772789828,0.0056128194544826,-0.0083437914682517,-0.0142875225734279,-0.0268152544527465,-0.0372649625945685,0.0293129400920803,0.0526935598255601,0.023081404601052,-0.0518123966177748,0.0192131615119111,0.0060920708106594,0.0312362848204404,0.0356319579735219,-0.0388282348754308,-0.0214230427653928,0.0529040247068441,0.034253793359331,0.111792352062244,0.024431676279169,-0.0743207281685837,-0.0083425236075211,-0.0259936806993006,0.0180403903360818,0.0038720466713327,0.027709096267838,-0.0672359224058439
healthy,-0.0466067727591509,-0.0263592140045506,0.107714401077149,-0.145261720526967,-0.117060367582183,-0.117073049313796,-0.0797168952257009,0.072871578317249,0.0485522443273413,-0.0545300368547097,0.0454640078326884,0.0855312343233903,-0.0083985941841655,0.0387243720210117,0.0995384417368562,0.0122420982504385,0.103980335657759,-0.0956742711449917,-0.126197320362485,0.100818357242245,-0.0969048688052184,0.155863648155454,0.0445429383625722,-0.118108724062193,0.13761557575184,-0.0494747228787479,0.0782373598708481,0.109900825545987,-0.0292431337121048,0.0072196628379178,0.111048287410083,-0.0987911589592148
healthy,-0.0299482868102862,0.0512070351636679,0.008821277598431,-0.0569925534188318,-0.0474252682227158,0.0592176182635395,-0.0633310469776559,-0.031027293112314,0.0155499493797002,-0.0363842735042916,-0.0031855984761355,-0.0468078116999008,0.0039087754029235,0.0607506669620078,-0.0497878312971044,-0.0686697216965721,0.0510421812652548,-0.0590206780168389,0.001091655727795,0.0729182833005916,-0.0464837601503688,0.0106247977584255,0.0509060199667526,-0.0344370846630226,-0.0370236351302644,-0.0258550149047094,0.0511635334799319,-0.0739457663318116,0.0099254799111333,0.028635420392855,0.0020837615032108,0.0459666763068122
healthy,-0.00189402770554,-0.0539482930092757,-0.0113103620628624,-0.0113211228969379,0.0432844273486809,0.0306921960401029,-0.0529263764968452,-0.0300883802493933,-0.0972497684209302,-0.00367210440121,-0.0335929058188205,0.0271062992197451,-0.0882776509669053,-0.0354453410870349,-0.1068728558824,0.0217497011068477,-0.0395924939947924,-0.0072461522132599,0.0296723349678891,-0.0310667697925296,0.0297909459592159,-0.0582055933309973,-0.0428761201950513,0.0374525389127399,-0.106418724502764,-0.080749540719217,-0.0110790645843627,-0.0986286060815736,0.0266625659494399,-0.0558842758768855,-0.0740480801633753,0.0104221700727636
healthy,-0.0391112651578906,-0.0367849216332149,0.0557489470039633,0.0286318632272885,-0.0057695637257891,0.0541892946213952,0.035286996031847,-0.0458629277656768,0.0549884744728981,0.0349850223996048,-0.0585644938194842,0.0486935087800533,0.0570714795075192,-0.03757586889169,0.0475314588410143,0.0521519575116174,-0.051082232746749,0.0440027327380666,0.0528920782247253,0.0041691723742893,0.0473587687190248,0.0106038271509778,-0.0558185000484925,0.030791593908948,0.0606268467055012,-0.0496351866902741,-0.0569791896663659,0.055645262264735,0.0592765247838491,0.051305979078718,-0.0102567685886776,-0.0216096203731195
