group,AHR,ATF2,BHLHE40,CTCFL,E2F2,E2F4,EGR2,EPAS1,ESR1,FOSL2,FOXG1,FOXP2,FOXP3,GTF2I,HOXA6,JUND,KLF1,KLF3,MAX,MECOM,MEIS1,NFATC1,OTX2,PAX5,PBX1,PGR,POU2F2,RELA,RUNX3,SP4,SPI1,SRF,STAT3,TCF12,TEAD4,XBP1,ZNF263
healthy,0.150687865781487,-0.100980097196826,0.0190951723838687,-0.0377567919890317,0.0971723727925403,-0.0603203866025469,-0.0850328949887778,0.0177002634436848,0.0702544002711538,0.029048036173289,-0.0141187404891586,0.0795286597112954,-0.0548538515666911,-0.0196606760082676,-0.147332544276721,-0.128124271167972,0.121903731299585,-0.0298208911266341,0.128878276000504,-0.0035626728337129,0.0799622124900012,0.0039019750083522,0.0083694536411033,0.056889664614527,-0.0387369982713231,0.123562541931155,0.055230853982957,0.036060281115835,0.078228001375178,-0.0090857582320086,0.0436945800452199,0.13097063941078,-0.0302355937845266,-0.0541186968549725,-0.0341375687928789,-0.0321206058658562,-0.014081040247532
healthy,0.0910601463548612,0.0560163672062805,0.0208153107426274,-0.0363977316870302,0.0867281820462362,0.0623690031063793,0.108047805918715,0.0214478390749838,-0.0741237728720089,0.208182169538841,0.0867914348794719,-0.0488294777218845,0.095469039784989,-0.186664239486488,0.0496500550179145,-0.0446069237193969,-0.0116265545631249,-0.0132386470426172,-0.0910857893953621,0.0224650130148543,-0.0102452494481411,-0.0742024115295451,-0.006284254458763,-0.0817312082206203,0.0537888417547658,-0.0275064347773386,-0.0068620776380507,0.0403040215233396,-0.0286005378387119,-0.0251865943800205,-0.0494295248696064,0.0635571306495894,0.0615022683374476,0.105490340012755,0.0456993172447368,-0.0331171320389436,0.0600166815244267
healthy,-0.169901640422042,-0.249785123517545,-0.146376171725099,-0.0691247191527833,0.209354963934563,-0.0567243279249827,-0.0999221897076053,-0.132836138415094,0.0946038599906493,0.166265639493103,0.0537938197135988,-0.171746775221803,-0.237954553330847,-0.0488825050260016,0.0378659648980212,-0.224658729038457,0.257409871734202,-0.111345744864945,0.088037350850326,0.0284232162168952,0.0625310756771695,-0.0231591551705203,-0.151667367106764,0.140216677614135,-0.0219109757471531,0.0855681263388821,0.142794439466741,-0.203358275835342,-0.191554839983935,0.016863989383103,0.108713714341757,0.087440395473933,-0.105783206130373,0.214022069604545,0.0975615025373238,-0.161435727811378,0.16840925198106
healthy,-0.219766574260402,0.152943075222114,0.0715968676477882,-0.14070452913882,0.150301306785585,0.0083299004755404,-0.205254239959389,-0.192787460705556,-0.0652575997987102,-0.0781912196286446,-0.169381965992085,-0.280604749938682,0.0616052588209732,-0.0097285914564883,-0.0391755524489227,-0.216403491365112,-0.0033679648882423,-0.0161990628661701,0.266042985459023,-0.0465540745478062,0.173335770034651,-0.0084611040361442,0.125140735605619,0.190058426644998,-0.227223208246528,-0.0913780928430002,-0.162794937000658,-0.0162118780976709,-0.265759219618648,0.0454672208667119,0.242575855584524,0.176748283108587,0.0700852805798091,0.186802747594668,-0.206745688806438,-0.143194345544695,0.25901840784921
healthy,-0.228743683694541,-0.0712653588804115,0.0898366282496712,0.118221983057971,0.161101987130083,0.27781411088974,-0.161403958989745,0.12577127954954,-0.0561667658972734,-0.171218044428785,-0.0549588784586224,-0.0445408493002572,-0.0315560593347585,-0.0895346563900085,-0.0706614151610859,-0.273284532994798,-0.0510332442830065,-0.0860619800038867,-0.250183685730597,0.0051335216142669,0.0551098643884538,-0.129696913725156,0.0033216904562903,0.0776067679333294,0.176653537902715,0.0810794443194512,0.117920011198308,-0.167141424323338,0.112333531794547,0.0416721166334609,0.252146502818405,-0.0386523980368333,-0.298952141066133,0.0763988804946784,-0.0013588733684824,-0.182089031376645,0.0957250795130951
healthy,-0.0468432859612158,-0.211276580964936,-0.0028621079363012,0.124267066856354,0.223763825352854,0.197009026634163,-0.233238513076905,0.127813358291821,0.190217341218359,0.021195360023898,-0.206705805337001,-0.173621413722885,-0.176673373624924,0.274282358801736,-0.219533350418221,0.0066412366882384,0.112019824010028,0.194913490785932,0.126684992835081,-0.0939158271263406,0.180696086031014,-0.145369291953664,0.216144671935441,0.0429065442565912,0.0976233136270563,-0.0843193475752129,0.188712853942706,-0.179872200141966,-0.118399566481308,-0.044550733922126,0.1342575787892,0.177038749106153,0.002528971468121,-0.0219941711250184,0.0215750639553722,-0.182379678934721,0.0333709606190018
healthy,-0.0299006914370784,-0.0980464533169314,0.0040562953499912,-0.0597241201055855,0.0013907298342827,0.071815743386988,0.033184359101357,0.0293212206727939,0.0175000170813908,0.151589551936816,-0.0167273893956782,0.107472511082625,0.0938356324297977,-0.0596854887212999,-0.086572932184099,-0.0778808707198321,-0.0202814767499563,0.0874614540226686,-0.101870960361209,0.108476927074052,0.0643985176041469,-0.157886467575374,-0.105038733872631,-0.0681071304955674,-0.0719316375398449,0.0215563124313821,0.0961535154869355,0.0737859439855552,-0.06030359086987,-0.0038245070442774,0.075485724894123,0.0217881007370959,-0.021981257658524,0.0137527728056846,-0.0458168217627584,0.0920585887526587,0.0362748698442075
healthy,-0.223320372212698,-0.210525200986654,-0.0404684485288833,-0.0065463666737899,0.0898637607038438,0.14104444560802,-0.180471426711527,0.0673978205278829,0.0877808258530925,-0.0261854666951598,0.0196391000213698,0.0438904129265462,-0.0008926863646077,-0.150863995618705,-0.0712661281078496,0.0229122833582648,0.116198008459772,-0.002975621215359,0.0739441872016728,0.103849180416031,0.218559378268123,0.0534124008156952,-0.17228846836929,0.0557928977879825,-0.180025083529224,0.0346659871589331,0.0294586500320548,-0.0782588379639435,-0.0252927803305521,0.0718612523509215,0.24935705784709,0.0306488985181984,0.0104146742537567,0.0999808728360646,-0.0075878340991656,-0.0913515713115234,0.214691070688157
healthy,0.0241082158784677,0.122469119689721,-0.0509928097851659,-0.119800711918144,-0.111795488603413,-0.0138510414963941,0.0189873408486205,-0.0162418114651481,-0.0673734401517256,0.0329926255688052,-0.0282573585984344,-0.060833527463005,0.0550802552156163,-0.021254716238342,-0.0799134142458998,-0.0347355739976387,0.108494683614294,-0.0474143669932245,-0.129934491721185,-0.0673580158293465,-0.0804069925620296,0.0036555644038367,0.0086067718875144,0.0381597735657896,-0.0750084797293593,-0.0305093096657768,0.0780470712380338,-0.0117224850080841,-0.104206721992916,-0.0171364221631335,0.108695199805222,-0.0650289431501088,-0.143430773802861,-0.033748417365379,0.0125862470613114,-0.12560025713267,0.0136351009830873
healthy,-0.0332756816870558,0.228053163286287,0.19678549687345,-0.029259651138618,0.0992533264113904,0.179860796705034,0.258747111049347,-0.0261041985648455,-0.199367230797446,0.087778953415854,-0.284277590964416,-0.168386423709498,-0.288867340162631,-0.142282225144652,-0.0679856599985536,-0.21313647839209,0.188179717126798,-0.102408778985163,0.102408778985163,-0.0395865868346008,0.269647765395107,-0.185024264553026,-0.0972453111371716,0.0424551800834849,0.177565922105927,-0.0235224646408498,0.123349509702017,-0.217152508940528,-0.0740097058212102,-0.014629825569309,0.169533861009051,-0.059953598901678,-0.180721374679699,-0.0091794983964291,-0.199654090122335,0.162649237211729,0.266779172146223
