group,ARNTL,ASCL2,ATF2,BATF,CDX2,CEBPD,E2F4,E2F6,E2F7,ETV6,FOXG1,FOXP3,HEY1,HIF1A,HOXA1,IRF2,KLF9,NFYB,ONECUT1,OTX2,RUNX1,RUNX2,SPIB,TCF3,TCF7L2,TFAP4,THAP1,TP63,VEZF1
critical,-0.117386621402243,-0.116170807138954,-0.0543865442204758,-0.104863943350939,-0.146333714187417,0.119211092238062,0.0813663055367103,0.152985935778687,0.0564351593107359,-0.0383030145164075,-0.0258452552460987,-0.180649027465879,-0.0633601405266964,-0.0369925004113496,0.0121507465113624,-0.180164397216993,0.151611694626503,-0.0602108179216592,-0.174261039073482,-0.159881860802927,-0.0030574608099016,-0.13087509532296,-0.0198518659089596,0.0940043483407651,-0.0306948872182327,-0.0715903037601009,-0.0681860975383882,-0.0642170708930076,-0.06297084898722
critical,-0.119120673365651,-0.0967234908000183,0.125560036067406,0.0287313225019142,-0.0266120838287015,0.141793908677802,-0.0059021371957563,0.14209566322011,-0.0228297650459125,-0.160022375914155,-0.186688665409919,-0.191790954990809,0.114368063480122,0.157825452113816,0.0064411019210187,-0.10872052865996,0.187668425595318,-0.110335490369899,-0.131494445442839,-0.152340341048255,-0.178268042096564,-0.151198446978132,0.0566104275644568,0.166437003053044,-0.0908593265581932,0.127572989118928,-0.14981209597812,0.0921073130034225,0.0105727139059991
critical,-0.192735012313661,0.306920639200726,-0.0705220106962063,0.0997021366108396,-0.183085018070482,0.141964716419302,0.0701441454241799,0.15227701432374,0.253407579492037,0.101731358722169,-0.195301928147029,-0.0422826347937734,-0.112710484888213,0.212581010003771,0.0334530606509269,0.0741445035613321,-0.135703280974781,0.230779808595436,0.132571523817306,-0.0989082526800967,0.164839750610413,-0.159586689610271,0.187333250934624,0.180038616887077,-0.0978860598616925,-0.137765642726472,-0.133782404698732,-0.15600687473218,-0.0094232750799624
critical,0.0777997833141668,0.0477520096292675,-0.0605135472562581,0.043352962642116,0.0622665882658272,0.0976825170188734,-0.0539484670620134,0.005472901050681,-0.0777191136002694,-0.0521871163502809,0.0697939975735129,-0.0225440251607423,0.0585060325517516,0.042449020120192,-0.0665100251461492,-0.005109723330863,0.0212091589787309,-0.0920778415859896,0.0683120277955709,0.106420977946335,0.0266805730300774,0.0619124856154773,0.0847796051169174,0.0506611270185098,-0.0967236429921214,0.0601943016197202,0.0236311528800961,0.0007686693177576,-0.0916075124435376
critical,0.0130029113568063,-0.0623023864185523,0.0104834840629854,0.0332952787319727,-0.0068626677882592,-0.0055982442542594,-0.007545239117215,0.1907765126491,-0.0923130623541804,-0.147820893197766,0.0837301988812704,-0.180939370014383,-0.0038577598252235,0.109223730799159,-0.0138579370130354,-0.0926094229418056,-0.0880603966114612,0.189496147958798,-0.0822273826007457,-0.0606626211134281,0.0253138316104781,-0.0930644704944428,0.09845765351081,0.065715967661345,-0.0841040914563672,0.167929937275453,-0.0886502193946566,-0.0226328189595902,-0.0228646903239913
critical,-0.0342689856180077,-0.0524210915565479,0.0499968366572134,-0.119159620431809,0.0260144783019747,0.0549246313802856,-0.0031110457650133,0.109201818517824,0.013483318496494,-0.0076854604798782,-0.113055125011671,-0.0527126411572916,0.043240755244546,-0.0841105066583865,-0.0176120513508613,3.50569535140816e-05,0.0577691259628838,0.0809040527287462,-0.0209048903473886,-0.0821134436651645,-0.0365599649261347,-0.0800518877110474,0.0441003162439989,0.100354893063293,-0.113009713683701,-0.0373418681171702,-0.134717955569212,0.0437001936311061,-0.0257153847998419
critical,-0.0576323563688956,-0.057518544879516,-0.0088750426517128,-0.0653182392807698,-0.109771993821951,0.0169906840363772,0.0585746770688366,0.130260525059937,-0.005551921853293,-0.0860118757676899,-0.060386227559806,-0.0602384560496507,-0.0866281872558423,-0.0108085103160332,-0.0382407477772834,0.0891556757773942,0.0929947478173839,-0.0979157889143522,-0.019343288932422,-0.0237598210787712,-0.026618786654963,-0.0233977206103352,0.0658349591647851,0.0948112071385169,-0.047209337708448,-0.0315540126988808,-0.0401075531785995,-0.0910429375492496,-0.0738788897031097
critical,-0.104109904422181,0.0743956501192485,-0.0283471617481594,0.0275962578975342,-0.0481044959582491,-0.0522299555778638,-0.0730385281094759,0.0725383766982748,0.0247720220738659,-0.0192528065868296,0.068235297007769,0.0649938322240801,0.0733156731680189,0.0884952188708246,-0.0325026683495403,-0.0367949654144574,0.0489588949682911,0.0520222434096183,-0.0717255291449995,0.0571449379916351,-0.0191793132935907,-0.0254849837147833,0.0599034404032414,-0.0564756933557198,-0.0816560566187234,0.10267414594211,-0.0324361679724782,0.0489449542515258,0.0895612551052888
critical,0.0135007962047385,-0.0007315149889133,-0.0577570890693614,-0.0944731401404385,-0.122425165524675,-0.0340235485675653,-0.0415654888627256,0.117184748837614,0.101309231693302,-0.0803692680212415,0.0631447901106933,-0.091197862860811,-0.0199493867464476,0.0621767789922422,-0.104861391696408,-0.0064889501753067,0.0433932653221432,0.0584938074044901,-0.0370076002211934,-0.0653501461750101,-0.0954309063285174,-0.0934305027923294,0.0670767135064882,0.0669280272143769,-0.0922214122860162,-0.111242419618347,-0.0986824045855443,-0.0942838246112987,0.027852919163058
critical,-0.136114700808608,-0.0388390091889002,0.0354649137529829,0.0218846119058433,-0.0970997788890106,0.0206399311732939,0.0104170919487713,0.0746877214505462,0.0136565396394812,-0.0679743570558273,-0.110139221644416,-0.0626210543903207,-0.027249840444816,-0.01207656870568,-0.0791576315011456,0.0829148913502043,0.0108518375937753,0.0386651694627929,0.0169310820784892,-0.069048368539878,-0.113809561630421,-0.0878654214179749,0.0805732985299546,0.127759004624356,-0.109297679333942,-0.001849510307109,-0.0933313979800325,-0.0614669273759302,-0.105322997885803
