group,AHR,ASCL1,ASCL2,ATF3,CDX2,CEBPD,CLOCK,EBF1,ELK1,EPAS1,ETV6,FOSL2,FOXA1,FOXD2,FOXM1,FOXO3,GATA2,GTF2I,HES1,HEY1,HIF1A,HSF1,IRF3,IRF4,JUN,MITF,NR2F2,NRF1,POU2F2,RARG,RFX2,RFX5,SPI1,TAL1,TBP,TCF12,TEAD4,TFAP4,TP63,VDR,ZBTB33,ZBTB7A,ZEB1,ZFP42,ZFX,ZKSCAN1,ZNF263,ZNF384
healthy,0.115231876119936,0.184860538105299,-0.0416415448303369,-0.060439055631812,-0.0826714915018834,-0.0938261050826201,-0.134392828258151,0.120818278049073,-0.0748262240396682,0.105082288988638,0.258009411373808,-0.0999407126419506,0.0900022198691438,0.058402050895821,0.0448845370553525,-0.0401823798120448,0.212081825514317,-0.084152521841934,0.0005656527309827,-0.137980621096998,-0.097380837273582,-0.0404788046353885,0.0503795700555002,0.0069441645463673,-0.106925906294234,0.119483091027662,0.14604010313123,0.119354052611756,-0.113066776974458,0.0019380633324327,-0.164793008494779,0.128269378581003,0.0641759050419174,0.0463384101915067,0.0065397689888362,0.148586181482704,-0.108304990748757,-0.0407413586899538,0.0610748791284087,-0.229219200046305,-0.21266208992158,-0.132804509092396,0.016525459813353,0.130583428777792,0.0204531789251944,0.0318441254206574,-0.0904024037057281,0.0473569397904567
healthy,0.109212777262827,0.016756673005816,0.00980372106315,0.0076800316072128,-0.0478469206241074,0.0053125870020984,-0.07305688392519,-0.0180181389589436,0.0047664279499571,-0.0329438803923875,0.0814717454668717,0.0024035634118572,0.0305715809162377,-0.0186531353804979,0.0661644844511223,-0.0257575600959998,0.0927266348762218,-0.0868413045199632,-0.0156905011101855,-0.102722543516633,0.138120603035388,0.0106221710733023,-0.039615978643059,0.0174367691481284,0.011669879324864,0.0071087777704991,-0.10399659868005,0.0158243027896795,-0.0175685635634701,0.0085164753067314,-0.041565155597744,0.0581319987651445,-0.0164572481377447,0.0424368458999391,0.0226220701138943,0.110886019119225,0.114522791462064,0.0338851040771962,0.0273968656471535,-0.0020212114521551,0.012527538691327,0.0256856888878753,0.0692606894062446,0.0258108203013777,0.0264248519640065,0.0461338003233483,-0.109361561735459,0.02596470258773
healthy,-0.307771877394987,-0.0247129512857481,-0.306952415930723,-0.189996351771926,-0.300295091076238,-0.348488828655152,0.138949738673087,0.12233583253525,0.191932409435515,-0.399918100723018,0.226668599178308,-0.0225751030073838,-0.152125166004706,-0.378533747471816,-0.316561115667581,-0.40555743069573,0.0163691548619286,-0.303638241860345,0.277389165221053,-0.333973512714634,-0.305459460514578,-0.207596705735979,0.14649287093416,0.202077672053708,-0.198148676510692,-0.0890355033504394,0.209508964931903,-0.276906837088913,-0.147036474083721,-0.426244598848548,0.322278146161552,0.0659268370881959,0.198687498502488,-0.36777449511999,0.150249133067001,0.146687712503699,0.0737146186700736,0.126579064440486,0.232215053417459,-0.309513538871859,0.194280746708832,0.172610500614283,0.181374335967841,0.271894198309352,-0.245127865865761,-0.350806794039634,-0.0097413701572725,-0.0837109946402799
healthy,-0.173702249468686,-0.0711238100041793,-0.429853778801582,-0.0327834730098086,-0.130110561412838,-0.127146397164239,-0.0579861215378443,0.0900430611402747,0.480431103667451,0.18795173258105,0.0745104260108593,-0.102401952106907,-0.156076579815745,0.348954869770658,-0.105739588417955,0.082013114243333,0.18139702594305,-0.204099879470008,-0.0993198395986405,-0.478296189319584,-0.2185285053295,0.463172932392149,0.169550602556239,-0.14136751845654,-0.392887720766444,0.0808841895099668,0.39670212944234,-0.170474685644961,-0.305642698186092,0.116894499407076,-0.0243342382231594,0.467468068268361,0.14601344823868,0.165613089268528,0.31192513511799,0.033959912266429,0.332148698524141,-0.173524530462327,-0.410518859391859,-0.0165038749229452,0.339687586683923,-0.033033128590059,-0.0056389324702685,0.0650732620250094,0.349028068125388,0.0176643592433385,0.139186377731828,0.346324749758157
healthy,0.0175915687528352,0.0516031568061473,-0.158282969127801,-0.328282529511096,-0.0219169240026897,0.04381315884611,-0.0618402877950959,0.114494826425768,0.264823709626839,-0.025542413326144,0.326895125901822,-0.151631729668045,-0.0148576736307588,-0.022333881938349,0.0731661805178534,-0.005800441909386,0.0722214769626774,0.0047797929995269,0.127640144106448,-0.130101552411043,0.0539143750018704,0.20098112015781,0.0828555227785949,-0.318334436223023,-0.198113323837856,0.138992178566559,0.141105580959166,-0.311736616931777,-0.169027327525088,-0.151872406819895,-0.0804778879192054,0.19983062618206,0.122211720765628,-0.0123116327002898,-0.0252677707866275,-0.0144236808287967,0.0063835658300959,0.129851799469613,0.0594976750933925,0.128928979490242,-0.0023835425590156,0.0519420225455081,0.0938716686602617,0.0415970477320424,0.0404713567702808,0.0513993045373109,0.0322763739012974,-0.127946760599371
moderate,-0.0081602762949733,0.289919123211102,-0.260807892693031,-0.213910986471683,-0.314437626690365,-0.206785178983975,-0.300489195205195,0.318838764633553,-0.201534984329258,-0.300573937517673,0.0393923108067787,-0.231826991767584,0.18206421284731,-0.187659145355139,-0.0273441491045556,-0.258087715512064,0.134274194121861,0.264727786190596,0.360647354436851,0.0272771720479462,-0.167198267156012,-0.08308677440982,0.281714944272315,-0.236417115277516,0.213086893007625,0.0363636409786387,0.31018973960384,-0.0791497793010015,-0.223926864162002,-0.087981714996744,0.131705685260395,0.190059752128809,0.311780291549555,-0.120268485001389,0.0042559529210862,0.315419361275468,-0.183175051834977,0.385989645082657,0.182820104064699,0.0480211712500883,-0.0516094466381,0.334313374536706,0.364657401502993,0.329783489538054,-0.0805943804808273,-0.25097849913975,-0.265286830205024,0.157283467645637
moderate,-0.0516736837768581,0.330101582932651,-0.156831909531596,-0.268867563290761,-0.128660901032292,-0.0198343059514402,-0.122524733421367,0.267153743770766,-0.0220152985990567,-0.19570374023224,0.300797028599226,-0.183240875443948,-0.0132273478946023,-0.0724938683298585,-0.0512543155105608,-0.134608188368558,0.235724992537373,-0.192037023406646,0.235079858473481,-0.0814766033885001,-0.130743448501674,-0.164473977870538,0.213689868210394,0.0886723971161065,0.0128009899254578,-0.0511790673752265,0.0949442376936823,-0.163914870095858,-0.120651377543716,-0.12732163760106,0.0159157993864038,0.0015055723670717,0.214433593984929,-0.207221606821805,-0.0265801745924523,0.0881713001315291,-0.0604687022634722,0.16284204001871,0.225799374908503,-0.314804633760444,-0.230131944624899,0.167574564061636,0.211259657092752,0.135699125359172,-0.0715599424194073,-0.0591839895322575,0.0345980557762158,-0.0718184266577212
moderate,0.0290941460238163,0.273438081894258,-0.051587300735375,-0.252276499254887,-0.110949479215782,0.0829133506403622,0.0185867341217808,0.0899960345708847,-0.157068435198085,0.0098372959996493,0.319364841480463,0.0174936451569567,-0.0669868607340052,0.167576271675354,0.044512948092446,0.0812329459544655,0.346476453480318,-0.0374237433272109,0.130454345262923,0.142035652124904,-0.0726376366528133,-0.234074950999795,0.0943764894030244,0.133632627338739,-0.244558819003526,0.100976607532255,0.0042903888067421,0.129485488613484,0.130938505224053,0.140799160872378,-0.0124622604164561,-0.0896137165897323,-0.0106857415108031,0.194099478478066,0.0228099919765679,0.152613351255156,0.0030640232729828,-0.0341355202985756,0.306824723579275,-0.134195982597127,-0.28406834023403,0.141932760723125,0.0913613083035583,-0.0324825527857631,-0.0779647981245891,0.132541805445443,-0.0023568491625126,-0.252908259190929
severe,0.154898011807929,0.219489094184746,-0.14112166098122,-0.264969778325791,-0.022088156021097,0.0516426126539387,-0.164901506701405,0.210933071222066,-0.292154099992024,-0.139791616331344,0.172684889131653,-0.116219685421101,0.163882794532737,0.106999672667528,0.0193669829459183,-0.146405607022423,0.0134742876852223,-0.068040473553815,0.258892001337554,-0.0951045988705526,0.0125878102743448,-0.239372414553142,0.395731110034305,0.109051716748272,0.134854742529311,0.346713574389325,0.0116218042753302,-0.192483659041785,-0.0329939918030485,0.346664998355851,-0.139024326202599,0.0877933426323167,0.217733457774925,-0.0142516919542702,-0.0013890164238472,0.209736598930902,-0.0182708072572029,0.199056465704484,0.0123972608097025,-0.0450049206131937,-0.15464546336723,0.0713105558072507,0.172439028695562,0.110113654546727,-0.0062172394843415,0.0602227124332098,-0.120736669867119,0.155742366523113
severe,-0.0304102018862518,0.120209541300927,-0.0877221592790255,-0.0503269316597704,-0.0316413690860361,0.0084248653395308,0.032709804160872,0.0107285116530415,-0.0556904595592909,0.0817706281248452,0.148142850247605,-0.0283537272297206,0.0236246281513215,0.136354800405286,0.0255285616609078,-0.0762571472632698,0.0817330994439426,0.0046205570745816,0.064168544450619,-0.030102693169028,-0.0029595894215286,-0.0625101649824559,0.0374114037748166,0.178771268472381,0.100044831062651,0.0658099389554425,0.008714580285637,0.109047993963505,-0.0575139975757367,-0.0909722724544384,-0.116160487802333,0.0104009445029215,0.0528449120344706,-0.062297610298378,-0.0686527365338173,-0.102517679963335,0.0161565824132522,0.0016245713030396,0.0074813101856296,-0.0421037829800912,-0.22460527292495,0.0221168486914358,-0.0422985438930515,-0.112053685428384,0.241199096823029,-0.0714537996308435,-0.0260256549213122,-0.0652245238856725
