group,AHR,AR,ARID3A,ATF2,ATF3,CLOCK,CTCF,CUX1,E2F1,E2F2,E2F6,EHF,EPAS1,ESR2,ESRRA,ETS2,ETV4,ETV5,ETV6,FOSL2,FOXA1,FOXD2,FOXK1,FOXP3,GATA2,GATA3,GFI1B,GMEB1,GMEB2,GRHL2,GTF2B,HES1,HEY1,HIF1A,HOXA1,HSF1,KLF5,MAFF,MAX,MITF,MNT,NFYA,NR2C2,NR2F2,PBX3,POU2F2,PPARG,RARG,RFX2,SPI1,STAT4,STAT5B,TCF4,TFAP2A,TFAP4,USF2,VDR,VEZF1,YY1,ZEB1,ZNF263
healthy,0.172471383907826,0.0588188846147075,-0.0360226368032468,0.0313655482987426,-0.0809127649745825,-0.0743926469411362,0.0479745947568746,-0.0471093332668252,-0.196379293742315,-0.0733963803188274,-0.0981591474288246,-0.0540969874235774,0.0372165835018452,0.132818372950519,0.0038964351746007,-0.0139578743778638,-0.0103189759055759,-0.139246703398435,0.345807591724031,-0.126710178388257,0.0859048387270943,0.116292554525841,0.0104854490211196,0.183002024317888,0.29086271650753,0.099280789723635,0.0326572461959041,0.0919987431222782,0.185328747207479,0.0219339959740339,-0.0115356916264499,-0.0643991260957887,0.0916346717639,-0.162236852171771,0.0160864761997686,0.0062999530788221,-0.248691932230773,-0.0989107968055274,-0.0384326684231703,0.283491447572141,-0.151935352255138,0.0666711467304449,0.161050450063092,0.0632493558239766,0.0028938253229543,0.0884075558274018,-0.0947025102460149,0.0766507286106255,-0.143526062313607,0.0069335349651844,0.188572941331404,0.376553653949034,0.0415475202251778,-0.0225973277310129,-0.022964892923289,-0.054200788614931,-0.131798387128596,-0.0069783933374289,0.133741179271488,-0.045335188508913,-0.100130526725327
healthy,0.206498799845834,-0.115124163644303,-0.102819943475087,0.181997703555051,0.177199745654048,-0.083402817782584,0.11334468826031,-0.158135202019811,0.154934852602483,-0.162164660809737,-0.103929668246118,0.136414665682108,-0.0891124215934576,0.219458609239445,-0.149315610408992,0.14499641899909,-0.153676784376893,0.0500480727246301,0.140759390930334,-0.118886096990317,0.166557135098075,-0.109804393285877,0.135028085563958,0.203862197289591,0.222901636461693,-0.0716634359728068,-0.191988167921876,0.0874166023351225,0.0452434534733809,-0.161103038210638,0.143529722099209,-0.184886574655424,-0.111885912749216,0.121002648735376,0.133396789107199,0.194859274083971,-0.0280431810014877,-0.148651718573957,0.143746115660686,-0.0851183562427939,-0.176136533961758,0.122856751306439,0.183977091677952,-0.0537904473832332,-0.108431292369822,0.0250490966829719,-0.107981875948422,-0.102261565822815,-0.161322774485823,0.0532777882631058,-0.0917282616038111,0.302871407008815,0.209542178156175,-0.133714411115255,0.169420103176856,0.127718140510664,0.218898702686906,-0.16846349315282,-0.111009860921687,-0.0229778501453138,-0.121246289627078
healthy,0.194727410400966,-0.203647311714514,-0.22969370724151,0.199898467015917,-0.0298112940400115,-0.199542064750494,0.214345068676591,-0.214984609731715,-0.0919211668264491,-0.216731923580757,-0.110405971948067,0.163829495808511,0.102384488251545,-0.113008038989431,-0.165694133078889,0.195008674529921,-0.217147708163436,-0.232682469115431,0.223479271887438,-0.244898262415667,0.159497886268523,-0.0624240951850883,0.202199705188582,0.260701852969418,0.03219977437257,-0.171299677539217,-0.198780502785981,0.0210055140538669,0.206755152472434,-0.193293934265855,0.17154701897763,-0.11142117659506,-0.0483801988266322,0.0782797482102357,0.0475185700722119,0.0977917157137169,-0.230287752555942,-0.235696419711333,0.0419342645428734,0.0716875958064255,-0.234531924884628,0.088034502054493,0.224336560748051,-0.0379819270457851,-0.217162082368516,-0.132779457372847,-0.247815126173713,0.0936486179405411,-0.131878319872311,0.122342104875361,-0.0910550247991937,0.0700572694568513,0.0585979342759777,-0.202489313183282,0.197840197879292,0.130951283879396,0.136298726565355,-0.166622935370657,0.0823426636008332,0.0515576187559199,-0.267287536168228
healthy,0.143865806505106,-0.166694571649989,-0.123059962841811,0.180470227215157,0.193782860126497,-0.200512224529056,0.126916293266583,-0.241992293218008,-0.225649172462408,-0.194947774489053,-0.189022342063889,0.154102523462357,-0.154404311300081,0.135902771170933,-0.185069778909084,0.185556205641135,-0.198508041433844,-0.209883882896212,0.264889319627546,-0.146848465336522,0.142420130165729,0.0147067144120386,0.239273975699161,0.164521115439754,0.0143137943453357,-0.283140776405187,-0.194828451499618,0.14555201173627,-0.127707226339143,-0.187277883741745,0.180035973807078,0.121913949446464,-0.212410778497093,0.135011941628147,0.180577530565712,0.171453097152141,-0.162346203563912,-0.220655797054817,0.180805257162045,0.0036307778744776,-0.11377885821834,0.135564659750095,-0.264666980884439,0.028405896489951,-0.206929981967697,0.0140312515412386,-0.108026835267096,-0.137901547508171,-0.203451943115502,0.114847812079237,-0.226222235874326,0.232818888944803,0.170650080164557,-0.0384255718145291,-0.205976089965999,0.223309354468368,0.0716980004138186,-0.173020607031508,0.267753615830734,0.200668082834784,-0.158366421352706
healthy,0.353924160288033,-0.35661969030589,-0.356815825624918,0.381655145037449,-0.160666398591401,-0.368963221714956,0.285078601489883,-0.396211335868443,-0.400194244268423,-0.370232806615884,-0.376660154548024,0.37052198849645,-0.370175923080689,0.395127468203302,-0.376086552767297,0.360910450396581,-0.357576570344113,-0.364023504450678,0.313995419448427,-0.264989928034637,0.304775956258319,-0.358774058283424,0.377815812237231,0.372108203946873,-0.331360084419163,-0.444901115321205,-0.462716213371652,0.375172245857019,-0.395668125353597,-0.389643830909116,0.355772335816979,-0.122406450524259,-0.440397251602984,0.371382418969855,0.415080517520695,0.393219366453877,-0.403745262620284,-0.408421436186212,0.369006962540104,0.288367114837859,-0.399925077830017,0.361087902560353,-0.333674805025041,0.384408432695265,-0.370159653166321,-0.145590664799736,-0.328516098939326,-0.392517204547331,-0.33102269554967,0.412261467380567,-0.352197990211272,0.199198053116392,0.365409934694243,-0.393089407315599,0.406858848254632,0.351581172513092,0.444298676980017,-0.372575009253468,0.389819557105212,0.396154074221772,-0.31769135235951
moderate,0.233579154788337,0.0667226234235176,-0.12149420411005,-0.0511361873151693,-0.26648399005738,-0.116151064487617,-0.0204600673653457,-0.0371567822441058,-0.132154009055217,-0.0859593318701155,-0.180626861297739,-0.0188893102231941,-0.250021131492647,-0.0026250089062191,0.159070829754262,-0.133263056462852,-0.0307265032101076,0.0432858391588301,0.278415228376372,-0.151713847617159,0.126706973198491,-0.116079234992304,-0.0065250939678115,0.306303594306309,0.363335546596782,0.0268366795049885,-0.0433221643607456,-0.173767914097068,-0.0307368671801456,0.0424531300810212,0.0187810016056184,0.357079351475354,0.0128747187399296,-0.15281566076848,-0.093607582610713,-0.162256827018876,-0.187590987402261,-0.107198441418915,-0.202930637887426,0.112778618375882,-0.1676721552841,0.196170764083505,-0.257806884409987,0.209761571584925,-0.16802293975514,-0.127063914483415,0.0919828507335118,-0.0045425485903861,0.0352358050055203,0.176052502502285,-0.0717251373178198,0.137664152254253,0.0499417654216763,0.127146980164066,0.297370673042036,0.120900020263463,-0.0310449131014743,0.123700600978941,0.07401434333345,0.185599463337921,-0.197489707537802
moderate,0.173777324996901,0.0429324642141296,-0.0198974753544609,0.0414477090438113,-0.252314768005426,-0.0888192166809278,0.0853738131408686,0.0085528747911206,-0.145462438208857,-0.0710452242108628,-0.193576384181855,-0.0224212452831927,-0.087919459780895,-0.100157655078121,-0.0156225373727362,0.0128790132662311,-0.0527478615833878,-0.169191519657334,0.345745382745976,-0.223557605209478,0.0827967341848451,-0.02773633562092,0.0391525317164664,0.187615129811594,0.375858198439146,0.0506626215472478,-0.052890591372407,-0.0472686227950375,-0.057538522658199,0.0013246582014686,0.0368873168602183,0.135527616747882,-0.0784582660012702,0.152997528737215,0.076165316558807,0.0342201881305678,-0.158804698847246,-0.152391032238009,0.0276530286398089,0.0335577170989434,-0.1626432918119,0.117333138962486,0.325171373374192,-0.0055906792674965,-0.03266295035998,-0.0854684853455314,0.0474256134128143,0.0471242317694632,-0.159638577234337,0.0780201532994767,0.0519766435338277,0.0625128240258797,0.114098263017107,-0.0533879118353054,0.147117923337212,0.109542550251953,-0.105549005313217,-0.117499743247602,0.0577997217311287,-0.0896437416073115,-0.0539552999228728
moderate,0.189874686341359,-0.0190349967459828,-0.0130841028297521,0.0835239133142308,-0.225087498914549,-0.107568214006015,0.0900327745722451,-0.089905957970954,-0.174657690212442,-0.155136721133377,-0.065474444137427,0.0554111757249742,-0.155928505579732,-0.0731616925159882,-0.0894127724818062,0.0238509832897529,-0.0810091404319289,-0.190717774159417,0.321010425881682,-0.180623066668078,0.143266942685014,0.0558908506033182,0.073897731635959,0.21453129401945,0.142091262506108,-0.0099250055445771,-0.0687878852909708,-0.0291793448881944,-0.196788343813083,-0.0234135591919252,0.0651540049003291,-0.0660885744939197,0.0158623326227295,0.105236067311131,-0.0012118343163776,-0.161621958903654,-0.189520912362979,-0.143220225852413,-0.013394268540561,-0.0269118434939937,-0.171919839634989,0.137478794598449,0.118072360477441,0.105144826509632,-0.135145700072367,-0.062913709474495,-0.081334800773083,-0.0442925053061349,-0.0368026869531078,0.0706370637957217,0.0707446105068114,0.132779439486826,0.162206224544945,0.0474500442925607,0.149724604993406,0.109958090046825,-0.097779174043529,-0.011879329052552,0.121914619147199,0.202057875617513,-0.111860282838916
severe,0.274883872860801,-0.198596053150746,-0.14781740175513,0.151271331052167,-0.355633483653058,-0.229342334379267,0.258308474040634,-0.132331127541245,-0.396687126019605,-0.214827205115818,-0.242980292093947,0.104995503039608,-0.271284113823258,0.0130372353974685,-0.165380688591023,0.141329369627779,-0.102808245586282,-0.191120840461131,0.115864322827649,-0.239699405913958,0.249689875064126,0.27005904024317,0.0873380541477898,0.111665397870513,-0.06107825412733,-0.0389164490366187,-0.127692826820025,0.123094332146989,-0.356308347093192,-0.0302235674464958,0.157961954269538,0.328807838771113,-0.23085215797821,0.144821807974985,0.169849153317561,-0.320938291521224,-0.323967795904028,-0.175450864164688,-0.101624510870216,0.364273589214842,-0.302799349802491,-0.107115811813552,-0.360651781211036,-0.157353473546015,-0.212454925000137,0.111838488151126,0.014580191400262,0.343258636932993,-0.0260702024923769,0.26806758232662,-0.140525891148073,0.210897136056403,0.129499403564913,0.0886186628247224,0.282964359151572,0.223863366707969,0.0914703369887114,-0.176314806333698,0.0756166821914932,0.0981013926244978,-0.270632289784236
severe,0.0019167101984092,-0.0273378310060485,-0.0956542714025003,0.0807445009039467,0.0108504469312152,0.0017285381784257,0.0201024797800857,-0.0695465726504827,-0.0948029018519324,-0.0154305893713443,0.013620300366756,0.0135116217536722,0.128350893250135,-0.0854937885445579,-0.0554714023022584,0.0079743335460864,-0.0782890737228769,-0.076038265473563,0.0682238862066742,0.113628166061933,-0.037200012032826,0.0179505142456388,0.046250812078835,0.0274963340871485,-0.0755400207934011,-0.077692147572081,0.0259859593560558,0.0506550370606934,0.0127848939952612,0.0154102725979784,0.066244935734303,0.0485798237811841,-0.123131578670148,-0.208670515599963,0.0656496220258377,0.0949944600008102,0.032048903763424,-0.0550884472487359,0.11722874978621,-0.0432550554727742,0.17956577028802,-0.0628138196989745,-0.0046983344629636,0.0204812424835486,0.0053408927317161,-0.0107328998853129,0.114032082865754,0.0594515549511634,-0.17905656100001,0.0178594112539588,0.0599304503233579,0.0580630808602656,-0.0124014552090396,0.0089397027694292,-0.0142128729232592,-0.126730549952094,-0.15845099921277,0.068560886653774,0.0336374819475519,0.107665354323297,-0.0476309014696136
