group,ARID3A,ARNTL,ATF3,BCL6,CEBPD,CLOCK,CTCFL,E2F7,EGR1,ELF1,ELK1,ELK3,FOSL1,FOXD2,FOXH1,FOXO3,GTF2I,IRF4,JUN,KLF1,KLF9,KMT2A,MAF,NANOG,NFAT5,NFIC,NR2F2,NRF1,PPARG,RARG,RXRA,SP4,SPIB,STAT4,TAL1,TEAD4,TFAP2A,THAP1,XBP1,ZBTB7A,ZEB1,ZFX,ZNF143
healthy,-0.0582768384682066,0.0447553397176098,-0.0442944724581009,0.185070654977595,-0.0187784392127551,-0.0794210694544701,-0.109256077541168,-0.103020980212592,-0.022349052311621,0.0762571851320942,-0.064214456785424,-0.0981989240796721,-0.0173791136897258,0.0812308685196932,0.0042835772136747,-0.0320949792970132,-0.103972769342564,0.0164655781530298,-0.0622301838758514,-0.0581063000899666,-0.192233495023089,-0.0502374791968994,0.0821396161140617,0.0274727329194798,-0.101245586678888,-0.0338007705880182,0.084634641466043,0.0036366226821365,-0.0453526201988401,0.0192433236671187,-0.108523029722329,0.0551513700614764,-0.0652901580444548,0.0599974850937875,-0.0086312581416851,-0.118319705718053,-0.0280844873344748,-0.125510310834513,-0.0010996114575108,-0.169206450553788,-0.0771856168677389,0.0047584870607926,-0.208695800620943
healthy,-0.0036293773412182,-0.0143886564409706,-0.0285830422582588,0.0741158037347654,0.0234232536631333,-0.0344400787336213,-0.0605524247310279,-0.0864660914945694,0.005081436840449,-0.0255089619444828,-0.0232784130323132,-0.080040767979894,0.0280428496169268,0.0107460132999375,0.0647897226370077,-0.0266954456471786,-0.0698119729864479,0.0377373194574798,0.0057923142408333,0.0059718681802981,-0.0099389018946894,0.0001066499959205,0.123833011755109,0.0174067917713151,-0.0096539410035168,0.0248119139105823,-0.128071688600811,-0.0316974955289284,0.0480661655208163,0.0197504257314397,-0.0101944613928406,-0.0199591492421757,0.0007631891774186,0.0452244105701135,-0.0013885962966213,0.0944586259675497,0.003139793786134,-0.0955141783444438,-0.0167235890916053,0.0231199948413934,0.0564109771249457,-0.0056140992718228,-0.0932201742235182
healthy,-0.0936510362958702,0.0545693074140237,-0.150270458480589,0.177638515374932,-0.126560826794615,-0.116990207178803,-0.151353372544216,-0.208806184499687,0.143787580583147,0.0633613587886998,-0.149327047943214,-0.0025986322327746,-0.0402652372148282,-0.111874883633407,-0.0670442216651431,-0.111933984048161,-0.139166201177927,0.0688776511025359,-0.0777631149103543,-0.134149513219283,0.0204176096241239,-0.185955691436762,0.0889177691703613,0.0661592046901214,-0.0320749816273729,-0.0817386092844068,0.120234308964617,0.0434143132173666,-0.0883959933914295,0.0196357391412434,-0.131115476095822,0.114625769714725,0.0276202952845989,0.0372222754053452,0.0362489612343934,0.076195645433081,-0.0644299469506403,-0.185436446297337,0.0315498820234172,0.167409201051643,0.183595290045928,0.0080789668031691,-0.156304128980184
healthy,0.133726745739418,0.0709799000892236,-0.0388500096711483,-0.130375809154865,-0.067499969334139,-0.0382041961127551,0.0492321593593813,-0.0858193724626146,0.0731045230134354,0.0314095538334319,0.0770154827030213,-0.123283319305687,0.105558388641191,0.150787071260073,-0.0473334530513212,0.0440525024255414,-0.150814993411662,-0.0547112928433559,-0.0687774096503808,0.0221712605543232,0.0518729056868082,-0.04671631782243,-0.187929175992354,-0.0017850839930109,-0.061179804241635,-0.0535054486557712,0.0975459688591607,-0.0485027787364166,0.0098115325682611,0.016580524991813,0.0737222526508353,-0.0076354744976566,-0.0197294416870927,-0.0115159237251854,-0.0115090203099111,0.0434058800201269,-0.0530172775007785,-0.0967282245206847,-0.052947276493689,0.0734188861108402,0.0037614847600602,-0.0035403422223734,-0.0534947568267741
healthy,0.0139918753333869,-0.118432880325373,-0.325376906665942,-0.151374537148007,0.0420166574230917,-0.0006283783072008,-0.0944671669408198,0.0025412240607986,0.100407321018977,0.0898590230325345,0.180623221359545,0.0488406560597889,0.178173582476893,0.0205853943898227,0.12932312833302,-0.0012622316218948,0.0389185904088855,-0.360591950271762,-0.296245879520386,0.0980671533767252,-0.126283218262746,-0.0056615936136516,-0.0776496807134722,-0.0876061130442289,-0.0033306458662277,0.013069745750882,0.0916051723760243,-0.405220980167405,0.0679469111283368,-0.0806735260176495,-0.202941869248644,0.0086645573904688,0.124843249039759,0.0470827094316723,-0.053529352850456,0.133912216457711,-0.0080768213403535,-0.123085337992519,-0.167991284960898,0.106120853818254,0.037667137569005,0.0008034473424962,0.0882461285221087
moderate,-0.0527598977093879,0.011592108700132,-0.260800139969516,0.24258696954023,-0.0248153246214922,-0.179500030656908,0.0039866286148343,-0.207899764370747,-0.0222193708999348,0.15752001895445,-0.257215833080072,0.170260019553151,0.178386427832102,-0.010962998734264,0.168774295960621,-0.0827611509042033,0.0795353717964608,-0.0466563403766551,0.0403632988628291,-0.0595901176783519,-0.176611725532968,-0.0714559768526253,0.0965288527882248,-0.208775438838712,-0.144155405317586,0.0718443989832859,0.116609270244789,-0.0378451215500159,0.127086447482383,0.065466426857546,-0.0059517349211826,-0.123201612958362,-0.0039879572525658,0.0227396347747217,0.0365960998794981,-0.0497290195365671,0.181832351991664,-0.0910946222634637,-0.117942098295294,0.100505107808463,0.215532072717931,-0.0673124667825709,-0.215142628558246
moderate,0.0496999619270882,0.036204694660068,-0.0610170902708601,0.0655139452721878,0.111659164932989,-0.022282493264838,-0.12313170741912,-0.0688887634272124,0.047771112743196,0.0785068736124726,-0.0117824215129087,-0.0436123750447573,0.127288298548979,0.11716846366271,0.121351814416887,0.0562277671797012,-0.032354900690141,0.0038088158790917,0.172603858178506,0.0101253264078887,-0.108155822192289,0.0319174699596956,0.0756927619355407,-0.0492324148072514,-0.011728125891544,-0.0792819534597635,-0.106739214714243,0.0118202382741294,0.101223320574708,0.0289714586770546,-0.0161334977695097,-0.064622862668241,0.0112027373927382,0.141912728539789,0.0162466527523416,0.0237424380188958,0.0467933029699847,-0.0943491457032801,-0.0413843893413783,0.0162919454567607,-0.0374343530885563,-0.00299945214233,-0.100793174647288
moderate,0.0753512055508725,-0.0011668740052913,-0.151614389544834,0.0719263243901749,0.0213208094680463,0.0121364788379977,-0.0129798900129585,-0.0376947149162652,0.0954267140843769,-0.0158708616775516,-0.105294047405913,-0.0119346050912744,0.0655303155759752,0.0464334869776852,-0.0090679367675544,0.0341576700576331,0.0114606577756961,0.109345596081786,-0.134603723698318,0.0269755985541665,-0.0552928267711933,0.0133674165141679,0.005649441064386,-0.0888436290572748,-0.164794504666237,0.0376314474170431,0.005872706898046,0.0293132791702049,-0.0062201594258699,0.0399213657758196,-0.0199947574263875,-0.0111349994417061,0.0534868038526346,0.0741134400995861,0.0769178381491893,-0.0193234560456115,0.0881049747712001,-0.0219594436844851,-0.0481260916247899,0.0829211734938941,0.0732583919510174,-0.0480565593001078,-0.0702873768874466
severe,-0.083900035491061,0.104824955188461,-0.151049504919297,0.182575533946223,-0.0444846397679421,-0.150583744624017,-0.178225959655311,-0.185694409704801,0.0315992421837093,-0.150609871949794,-0.147684484733868,-0.103584745082244,-0.0429054588823187,0.117882339965949,-0.13694967052582,-0.165456683518974,-0.118535711925726,0.123652112607317,0.186249975306838,-0.143890051210427,-0.165639834420533,-0.153446893576101,0.191738035427457,0.0858496013120158,0.0095638049321633,0.109197659361271,-0.0428646039582724,-0.191153510269207,0.0013746702461888,0.174309929038464,-0.003982847653228,0.0646379654867623,-0.0648336490080031,-0.15545116864832,-0.0888812443731502,-0.0889895771873458,0.0534736907368613,-0.0291330067253786,0.0554558744116763,-0.0274486320809601,0.0518133428473123,0.0581207200293655,-0.21698621327463
severe,0.0642648390625346,-0.0592901631898399,-0.0446783279772814,-0.0764855200985394,0.0475204447313188,0.0389552323440375,0.0140004044432305,-0.224092777394667,0.0864154407813442,0.0048006059370411,-0.0888692601347331,0.152726532659556,-0.0263728096929165,0.109042427384519,0.055564742715812,0.0080292389109901,-0.007538766506251,-0.0515060795184586,0.111246395658175,0.122266398951974,0.101184343749795,-0.048773424416981,-0.187950029434226,-0.0325088154060827,0.0077018255064399,0.0211076394345824,-0.102351988685606,-0.0290528389998942,0.13716435656109,0.0871831296789565,-0.0973437942299531,-0.0121967160588172,0.0619347308076008,0.160070502763397,-0.112420031838283,-0.0798516278402742,-0.14638520538508,-0.0059988547964233,-0.0795454266790456,0.210005095095328,0.0494980411258641,0.0067207187714404,0.0715187785764001
