group,ASCL2,BACH1,BACH2,BHLHE40,CDX2,CEBPA,CEBPB,CTCFL,E2F3,E2F4,E2F6,EBF1,EGR1,EGR2,ELK4,EPAS1,ESR2,ETV1,ETV4,ETV5,FOXD2,FOXM1,FOXP3,GFI1B,GMEB2,GRHL2,GTF2I,HIF1A,HSF2,IRF4,JUN,JUNB,MAFK,MECOM,MYB,NFAT5,NFATC1,NFIC,NFYA,NR2F2,NR3C1,NRF1,PAX5,PAX6,POU2F2,PPARG,PRDM1,RBPJ,RFX2,RUNX3,RXRA,SMAD3,SPIB,SREBF1,STAT1,STAT2,STAT3,TBP,TBX21,TCF4,TCF7L2,TEAD4,TFAP2A,THAP1,USF1,VDR,VEZF1,YY1,ZBTB33,ZEB1,ZFX
healthy,-0.24449372417295,-0.0010380970655959,0.159592682434368,0.270667591448646,-0.144871908435317,-0.0798327632177334,0.179055581279595,-0.0426218709737232,-0.211710113188601,0.0341312414536437,0.182857300088449,0.134691042393279,0.132234507126924,-0.141549186040146,-0.0387822525926224,-0.120462845988997,-0.207675120691836,0.193828909185781,0.120316851695547,0.139152969731422,0.183537557081933,-0.224097125934454,-0.224294920885438,0.137163836053165,-0.045965171603519,0.178021978754549,-0.315041095593409,-0.185929243683333,-0.0746641198594037,0.0646937904845177,-0.139039288030862,0.199993965638854,0.140295150237206,0.292695263217351,-0.0384771286485701,0.193414877147084,-0.161133443152289,0.201272128117317,-0.30567113110883,0.178029290040224,-0.17428200145604,-0.308736690232686,0.0738288057545842,0.281706026491141,-0.0415671479650923,0.234256798890536,0.144401331627885,-0.160654611228354,-0.0767471125220236,0.354553445573023,-0.201134315203586,0.171549450124476,0.141824665528454,0.123565366526333,0.319397339970371,-0.230311667710062,-0.0898421867007571,0.234595265473622,0.113322778258955,-0.167304983904651,-0.159919812837818,0.104226258127463,0.0894823024181282,-0.300227019606313,-0.0925562698041139,-0.0349096534499323,0.176074137674986,0.184177951970321,-0.0254703888675057,-0.160931383946401,-0.190521440095061
healthy,-0.299032366626748,-0.023761038387692,0.157750446760453,0.400439948062985,0.0979551798189039,0.0486725829330961,0.0680952192109602,0.163319351184134,-0.228448880683647,0.168635751951802,0.344192665196556,0.277703944952386,0.27705097120604,-0.254996978945438,-0.139456707454356,0.0302898489475499,-0.239360902976029,0.31315093433069,0.209239790263941,-0.161714109305481,0.19435373842753,-0.348071358926674,-0.283504794071668,0.245643777767574,0.0692937373836146,0.217207604730755,0.101209526404676,-0.106708869299376,-0.223506861449348,0.11316493582864,0.0470071440364542,0.18726670117244,0.117036560427053,0.277144580512827,-0.0444933854664027,0.249704132667826,-0.248489379758824,0.0946500285730253,-0.0687384425679921,0.28072318423158,-0.251925833064955,-0.214950908750276,0.223151590838159,0.199493204039958,-0.157913959715144,0.230964166854473,0.28172377069461,-0.180457062692222,0.303294018732078,0.124126378392927,-0.227410410517055,0.215140900118379,0.169460723997761,0.199902079912672,0.19706752915827,0.269172791897125,-0.171520824919293,0.34332561650116,0.146314604593391,-0.292882214086799,-0.298965856321187,-0.03186295153805,0.195948028522512,0.0182861689303875,-0.0755838881694703,-0.298712055795766,0.233977721390162,0.365616987578866,-0.207884346914931,0.237447117566103,-0.271196206531325
healthy,0.209384312354337,-0.56456846011245,0.147164512415368,0.0995898885014417,0.13722962305515,-0.0340326756502109,0.3476477694546,-0.276951130368571,0.0259724398810496,-0.174409515082996,-0.055389884274973,0.0453036337888239,-0.0726250429399419,-0.0255215334100507,-0.339251799461114,0.52869811799515,0.133132736554405,-0.16840726667796,-0.15882191742539,-0.079580727683057,0.267009758618434,0.193887907458051,0.0197894881603418,-0.150888398985775,0.232532278515503,0.0584674015676132,0.0160206588056136,0.12020332056455,0.169154514800496,-0.215095003218743,0.23201909288516,0.0106805302786421,0.527997784160646,-0.0458905257997482,-0.103018917405441,-0.0575317944804849,-0.3020744736025,-0.119538543442353,-0.0695282284832622,0.0294541100770675,-0.0725140012078363,0.209568996178859,-0.0630543835329569,0.187889543129619,0.0729622022185798,-0.0953009518239943,-0.174504886575009,0.0480808557078109,-0.171431585514489,0.221050026609618,-0.196430552579529,-0.0084896432064871,0.004186938147146,-0.244256286063931,0.330098552391431,-0.514814344203524,0.157767762962953,0.111749164424858,-0.234914208583117,0.0848420764218001,-0.526710236874395,0.288900612581886,-0.0435887362865108,-0.31110898043238,-0.378693177680412,0.258560381232302,-0.041366540878252,-0.0110761810722667,-0.0407242485415834,-0.0330719318907692,0.143559296439252
healthy,-0.182148097537248,-0.276402400811541,0.194937070188612,0.343196620242143,-0.230054064023652,-0.107747829126,0.468046366752691,-0.19357710044243,-0.369501685319831,0.310105846154383,0.397181470886413,0.351421120819741,0.382705309408303,-0.434254165797352,-0.171383316640328,0.34853088990682,-0.364454959548715,0.372151912089908,0.320334565943309,0.362224088709291,0.265038447369706,-0.30060306907988,-0.384011944067498,0.387793580918039,0.370977063227603,0.375948314677563,0.0339411740852225,-0.392607897210792,-0.155508582328757,-0.106335326493323,-0.120756147383212,0.291552013352185,-0.313642043391449,0.469665653431159,0.169591403163232,0.281153268293333,-0.302358137563301,-0.365092633968697,-0.374798933806613,0.197873663791713,-0.311233642584029,-0.148865713738257,0.0657050523284372,0.247441028733871,-0.384010047275677,-0.0267046921242528,0.108747041063527,-0.327838761701539,0.282116145046845,0.104867250859198,-0.049675440841297,0.372830112629192,0.398935575979523,-0.20603678478579,0.341039416898466,0.133229472883556,-0.333632381114909,0.393971911696843,0.275709048429299,-0.34782712766117,-0.0591074968199951,0.267769745121389,-0.17111751088069,-0.440384030921133,0.356503544512799,-0.287081792339154,0.36315228341158,-0.150242585923801,0.0847469566558606,-0.246320695767691,-0.0531138483388177
healthy,-0.234974409306233,-0.120848521875235,0.120662390102299,0.0648935172013858,-0.319443860411444,-0.283210949724868,0.0021663649489711,-0.134765519972428,-0.233623610504714,0.101121185915272,0.191958996716998,0.267497356662545,0.320241534427469,-0.276389295602886,0.25964697089262,0.17912879401302,-0.151906781652884,0.184985962508587,0.176155703527704,0.227637846708454,0.142366092569423,-0.203748503069232,-0.216320027822492,0.320379693142712,0.181296165174686,0.169300213856101,-0.334399120616567,-0.267172468598268,-0.0377554928437473,0.0490527458846345,0.235068257314359,0.17017801140272,-0.0855419178538819,0.395139987037975,0.065081738293696,0.0638214327256607,-0.291364508698188,0.215145593061059,-0.182264141787943,-0.0669672842187018,-0.416381046968234,0.123239212937129,0.0319880398539466,0.300333530561326,-0.252368102948993,0.140318429960951,0.352668540062338,-0.194278310389656,0.125448333137784,0.289904254606905,-0.0957900755230783,0.161845188387658,-0.163225182736149,-0.0457489255892825,0.247010464132563,-0.109494338726087,-0.149004279844234,0.283111567546916,0.265300603211376,-0.211067116414338,0.117995875928382,0.148775594940943,0.170352180668825,-0.371981079118813,0.291386493786498,-0.224905249845293,0.286213101741927,-0.109248071464272,0.136292322510797,-0.120086423409824,-0.306215542404411
moderate,-0.312548622346754,0.0716626965966755,0.0292007026495434,0.408445954595228,0.294469665625886,-0.309440867737622,0.0181214300989053,-0.519400507755911,-0.309746961937999,-0.193722966069804,0.117687298275914,0.24512989427145,0.035036606051595,0.0677863882539423,-0.0967562950596057,0.126291935008795,0.369755259689599,-0.257845259722002,0.085004391224083,0.500343795494713,-0.0253582913296671,-0.373749237667401,-0.235280103495642,0.128924263452464,0.0175481926445968,0.0427017745440585,-0.192651789517684,0.544302108172207,0.133789915624968,0.134579297649723,-0.0750540324738348,0.39701898231164,0.3911926252097,0.52761063215048,0.226105496491379,0.155684993053105,-0.509116028501749,0.26958741305848,-0.139041861128735,0.236058969275353,0.500839233155597,-0.474083251180145,0.10711806360986,0.334894264720275,0.0995287550209593,0.510604485573196,0.229887311777925,-0.536077026205805,0.519500463133553,0.466150326836952,0.253428538903419,0.326269361243307,0.183253942030058,0.218128975676017,0.508023360011944,0.205979445468457,0.131867433721699,0.347594366300595,0.128562320843946,-0.115307614961942,-0.294164796619106,0.271521330101989,0.202889456166485,-0.496672860228717,0.308535858067128,0.26584393612158,0.264244241681451,0.153470659825027,0.0513980965977988,0.164854903481911,-0.433001284671104
moderate,-0.262919450719559,0.0388810600778922,0.105968640919024,0.0689119327812574,-0.031022238888772,-0.0253767244485793,0.363028599216175,-0.299937835433366,-0.0934000728529245,0.135411021976323,-0.147116136341243,-0.0140537843637711,0.0981019728177341,0.187529674061736,-0.112928343447041,0.205424487135877,-0.095893663938367,-0.1986196436176,0.0419752681034822,-0.141680792594457,0.26747564587016,0.0541603246274561,-0.0537913516609002,0.0458352112019523,0.369495477330093,0.0963975975843763,0.121021020606006,-0.0197285750990061,0.0033669045511423,-0.223623684170769,0.523532636243567,0.0724200282181453,0.339550231151596,0.0992414089188619,0.0968794872851462,0.161947026252343,-0.152274724667124,-0.531119010372346,0.0257931514799708,-0.188937891262328,0.290169076464565,0.18514565602014,0.153845237724492,0.17535570535635,0.033133032566407,0.220843737001108,0.183790706601546,-0.0523249341193855,0.158464851642802,0.0489073859889643,-0.0235319281384334,0.121432361973214,-0.0083074131728106,-0.0059873085466823,0.305317416746038,-0.491572513084615,0.0381654835725278,-0.151027542078592,-0.0027971099479491,-0.0491285770489919,-0.104867844088368,0.111150148995051,0.0079084711902173,-0.15203006995855,-0.390475561579519,0.187877439273311,0.0190310446714994,0.108241242229674,0.237956310683759,-0.0592914171760925,0.0235344763238562
moderate,-0.270202945325013,0.304841212241391,0.257902798781063,0.197571583250949,-0.136124358687399,-0.0403225696681962,0.0996101489161518,0.0280585576740747,-0.34836794055952,0.0909517383012952,0.353581928066248,0.163878906156173,0.28543959013987,-0.325425810296917,-0.128093247684707,0.189619279373259,0.187427940581148,0.218959728540874,0.266519174676878,0.213722331714133,0.417738334921972,-0.145616303748019,-0.268655171476411,0.278978211183094,0.179732007028964,0.362726496677853,-0.376100434152561,-0.238632272060893,-0.287100408041312,-0.135192801700683,-0.0349167230104244,0.234696588106968,0.342509534976708,0.296088462704739,0.066624567235545,0.234441908100209,-0.393149802306489,0.0712493271679355,-0.325281782382506,0.149456556451525,0.0411957947117199,0.356459719653485,0.145459175863316,0.100141483073387,-0.171425661105688,0.40944884434696,0.265336366160108,-0.296985870468835,0.339049412634552,0.143380681794004,-0.0970155734243409,0.332019648052524,0.131828381697802,0.143052911447819,-0.213904591130404,-0.466705378048559,-0.249269766867024,0.366079825957254,0.304168202264229,-0.25334393736022,-0.323476896700645,0.129718249964386,0.341174406415823,-0.320341666378883,-0.367315664238126,-0.115662946597198,0.371770866064458,0.0258376383038826,-0.245687965494652,-0.0279644898411356,-0.242888861434393
severe,-0.662859192275787,-0.3350936152574,0.42547086107374,0.643649446621491,-0.636759107342409,0.243932372879823,-0.136599330467204,-0.300740100249532,-0.554033440867961,0.539620671240632,0.385732759713054,0.447432735419121,0.60343995729908,-0.523215441144416,-0.315219942896449,0.207317518817027,0.634272830857678,0.521253690218251,0.505541172626183,0.438228271392886,-0.520111009013266,-0.541867042619277,-0.621568065468912,0.500698800903902,0.374561805778507,0.567863432992816,0.515851062888845,-0.522222108257968,-0.547960622929756,-0.598619919789687,0.0275353161748272,0.529429677817169,-0.0290355324684834,0.233535046050528,0.205336577359199,-0.553276517501759,-0.557749412838771,0.335577695245567,-0.565731899820146,0.62864787019262,-0.586423468886896,0.303386704476782,0.562721801586079,0.629384453472085,-0.550303463093481,0.528667898167283,0.535376701585724,0.385483963150366,-0.461820355596643,0.553950016013938,-0.60800373786795,0.51197722650782,0.510435157025306,0.518225949832827,-0.323940936902516,-0.361388866490164,-0.545333678440322,0.592224123795987,-0.621793002898714,-0.540963539250842,-0.427966122856303,0.539689668005448,0.514321192766312,-0.627219465900698,-0.574979953098005,-0.51089465061105,0.529079955010947,0.516718226240721,-0.582733092111739,0.51939786258115,-0.554356372002841
severe,-0.14133364700049,-0.106672977391413,0.203115495461069,0.174488517245629,-0.294889664178561,0.17563090346834,-0.259945335356185,-0.147104182721005,-0.125903683624376,0.200199795180945,-0.0771809758038301,0.0408002690527569,-0.0059802530330217,-0.181140220858111,-0.213772492996563,0.15542765136121,0.398423662580691,0.00351159450681,0.168329221487765,0.236764549458006,0.124269858218238,-0.0745261709640534,-0.128341183227328,0.290517566765158,0.0470988920166981,0.242319555838876,0.0348429412378846,-0.174298334802109,-0.168943843357446,0.176683203270436,0.128035406021871,0.0249626565510993,0.25006408199821,0.169349070805016,0.0163316348082568,0.123951811177715,0.13937983721145,-0.149585918308273,-0.0669624634267425,0.203145685713139,0.21110364242454,-0.0967439362547608,0.184648586460956,-0.107062383209556,0.0114895704227919,0.0254854161029844,0.0065252920222631,0.446877564146175,-0.111629990758021,-0.104407739814977,-0.141282953208244,0.185766271568337,0.202659412776055,0.0060901972130197,0.0950424653105619,0.122825892365224,-0.153344362523185,-0.0641986830781571,0.138055179359932,-0.222354758289539,-0.213230682911286,0.0412505397106344,-0.0687438497440677,-0.019384563506881,-0.0565797612830499,-0.310212750833444,0.189538761515495,0.0342899914339296,-0.0843116873194746,0.167350379250866,-0.227034247360381
