group,ATF3,BARX2,EBF1,ETV6,FOSL2,FOXA1,FOXD2,FOXO3,GATA2,GATA3,GFI1B,HES1,HEY1,HNF4A,HSF1,JUN,KLF3,KLF4,MAF,MAX,MECOM,MXI1,MYB,NFAT5,NFATC1,NR2C2,NR2F2,NR3C1,NRF1,PBX3,PPARG,PRDM1,RFX2,RUNX3,RXRA,SP1,SPI1,STAT4,TAL1,TBP,TCF7L2,TEAD4,TP63,USF2,ZBTB33,ZBTB7A,ZBTB7B,ZFX,ZNF263,ZNF384
healthy,-0.0397961129449849,0.177180321556681,0.0724883079604524,0.247612423060984,-0.110943474233133,0.100421401771413,0.051950306182156,-0.0559362574287645,0.208626128470319,0.037706873125517,-0.0044625415726284,-0.0433574650624701,-0.114771320850895,-0.132089697701779,-0.0044825978677715,-0.0650535758918048,-0.0104231711626351,-0.200660238549044,0.0875225549639722,0.000888520228833,-0.0845436532880874,-0.153622710275543,-0.018536368528495,-0.156616097558341,0.108571144851328,0.0788148047681762,0.0593156920427381,-0.0315977762881768,0.106604106893132,-0.0321920405873604,-0.087047815096991,-0.0494325913795193,-0.142467559312739,0.0340651901843095,-0.0596753978793463,-0.132058369396175,-0.0080114493814766,0.0446362401732946,0.0403337252532657,-0.035865851541455,0.0385294674852444,-0.0949147946315991,0.0479809363662343,0.0258743008015702,-0.173084455996635,-0.161722186527388,-0.107791282577616,0.0515103331349048,-0.129994904233299,0.0516852043539367
healthy,-0.0456042209457005,-0.0288553950001713,0.0046973749238235,0.151693668700202,0.0403813767865286,0.033722383234338,-0.0187006435927588,-0.0039041826790559,0.212871057338342,0.0619936509461316,0.0244673922612167,0.0236571631703135,-0.100077818395892,-0.0089238632471622,-0.0365318166974164,0.0347172607322091,-0.0982981312290488,-0.112047117777496,0.157761307090033,-0.052566038045139,0.0145015924228941,-0.095527386269988,-0.0106543537239331,-0.068160433871612,0.0224333630412651,-0.0585122089960936,-0.146507970778957,-0.049612662410653,-0.0322638909605522,0.035613944625336,0.0564622376991999,0.0058883080040183,-0.069585236021895,0.0805881578642313,-0.0772037148620437,-0.083763539905537,-0.0660313155566366,0.0591142721199082,0.0296690002953391,-0.0005844069739381,0.0094612351008591,0.115433442663954,0.0936462411683604,0.004960367251764,-0.04501659359231,-0.0325080284862146,-0.0432542788942751,0.0022237479265785,-0.103670990731797,0.0025868437120898
healthy,-0.0920214878954898,0.0140291493087087,0.036615739575596,0.124308335755298,-0.0498241204575237,-0.0138722698439637,-0.0701026661028211,-0.0463039798790359,0.0436844163810155,-0.0180880172372273,0.0074010054501264,0.0286483037037862,-0.0906703517369795,-0.0054661569146871,-0.0644854462862848,-0.0318043436772656,-0.0659491586379207,0.0411087990447064,0.007985653887875,-0.0562965373424278,0.02287441003124,-0.069821815392431,0.0061575920364463,-0.0496907290853655,0.0395018098693676,-0.0107624539605484,0.0612816942647914,-0.0828218713398341,0.0133968753950449,0.0028141126473053,-0.038228675171979,-0.0428884725035982,-0.0141345562498929,0.0888048366312581,-0.064998488776719,-0.0459240149369014,0.0987959277797247,0.0132695819451039,-0.0011098056112745,0.083028778656239,0.0364610081810554,-0.0371927588471277,0.0777350571303205,0.109162081725225,-0.0169536467928858,0.0819070315060705,-0.0159073634591896,-0.0114595054472247,-0.072410294096185,-0.0448196309033214
healthy,-0.121017233465522,-0.327664616156035,-0.0095906744471233,0.322214778508768,-0.0749894095108092,0.101309979045251,-0.0555340249346567,-0.463331234545401,0.235640429920163,0.366322009959318,0.154125155982783,0.0457168489642034,0.626979572552219,-0.0938156357034107,-0.492114881435855,0.271317881379588,0.0514170209156731,-0.146718323398564,0.433320582386346,-0.189611723687016,0.132774329469429,-0.340080973132819,0.117439819674245,0.305519585121767,0.310012195719592,0.0786485485657997,-0.312631395060457,-0.456503720999097,0.191313454823659,-0.0041585124035672,0.349241396053776,-0.0481099897981435,0.22036680109137,0.300751906388548,-0.349051191840699,-0.100242463437061,-0.0767902561822753,0.372352784780693,-0.233622396333015,-0.391700032055727,0.448911440996597,-0.391942114240781,0.302670569143283,-0.32670621023243,-0.326909310728163,-0.0122725493462583,-0.0750020354783702,-0.333195334332343,-0.0538601512703017,-0.404704185452155
healthy,-0.317269475587403,0.0384911316245838,0.151211506163972,0.168833917280498,-0.0296634300878568,-0.0494801201556808,-0.0087759007469988,0.0524332788896473,-0.0303703594320857,-0.15489229043558,-0.0881362495354736,0.214840317842587,-0.115506757602114,0.129364634774229,0.117617027787317,-0.204525523558519,0.0778394421330754,0.148195870209832,-0.125501960311541,0.073609965277686,0.0795933562990491,0.0860696544383324,0.0342190272221109,-0.0126996341174477,0.0119654017008818,0.0152815523693198,0.104156153011263,0.0181805963424405,-0.35265193219713,-0.0589261925030074,0.0300932055516865,0.0448938696048076,-0.141335077626474,-0.0804864285380332,-0.24242330251004,0.0740385748217055,0.129528455441813,0.0187939036660481,0.0243189273854773,0.0184537052405097,-0.0970591857252031,0.0922589241158355,0.109724865220132,0.123012375314523,-0.0912040682185905,0.0640038737867539,-0.0378672662493616,0.0477646858105694,0.0687657761876533,-0.158295496449846
moderate,-0.14793547862815,-0.0270889135202924,0.164222630291752,0.140209973643432,-0.0629222206342377,0.0644360273789786,-0.0515046520664392,-0.083971436035516,0.208430877824725,0.0060426804828453,0.0006991586381875,0.174310681631561,0.0542994869168774,-0.0935241530675972,-0.11914306973943,0.0875060513763274,0.068134415630184,0.105007950680478,0.0957969199873508,-0.133288472811593,0.0749866022129769,-0.114748762314199,0.134385108560407,-0.158550122864457,-0.0402064294719609,-0.157811422195471,0.134912215657566,-0.0121919033425625,-0.0664055187491235,-0.0871779913548788,0.0896711960978221,-0.0453491559586631,0.0659886562735931,0.123971311102123,-0.064813759184239,-0.104952571269334,0.102444043346705,-0.0221072861005492,-0.0485473812273245,0.0150218580981182,-0.0452258506402565,-0.0540678395192872,0.151005873612592,0.0881519902461452,-0.111550639885669,0.0303146999443608,-0.10737008567504,-0.0907240219503551,-0.119594075138823,0.0141427292287284
moderate,-0.229364844379119,-0.076447280408438,0.139229543410588,0.307177638702811,-0.227464050913328,-0.0149497994083435,0.0149714333523317,-0.0096950198116588,0.291635808838376,0.0821380477192609,0.0265297375718178,0.123828571676184,-0.0042450951137354,0.0027244991550377,-0.0658651305784085,0.167299445812181,-0.019013449024465,0.154097264212288,0.227588031414755,-0.0419264815894581,0.10149285565474,-0.191871880259489,0.036571025935643,-0.137897100683736,0.0147192017443862,0.373894922797293,-0.030604282967233,-0.159653256029956,-0.0623526013161395,0.0696191779447162,0.0632592262232247,-0.0905610255061883,-0.0239812167250002,0.0800548566350121,-0.0906183050103633,-0.0659697952498838,0.116120771741037,-0.0104549527041302,-0.166292008677529,-0.100383783908866,0.125408303131377,-0.0848027487531623,0.0957425282529921,0.133754175213094,-0.188644100534158,0.042664479247449,0.0109395200254558,-0.0156859796735079,0.0609973827436116,-0.0660282166557463
moderate,-0.160837565996995,-0.0349674490509613,0.0589809494537791,0.285802255971073,-0.0192411989217201,-0.0028927873541162,0.0614571693730197,0.0339246211825105,0.273641970615983,0.101268229536919,0.0386391179727728,0.0507506421962094,0.0681144127272153,-0.0598487526425673,-0.149826150885519,-0.128304267806355,-0.0208549145497164,-0.0617717773218731,0.0091650231206616,-0.100253224907091,-0.0223470857086712,-0.0224174209231818,0.0285413519827856,-0.193364188220973,0.0172006965564422,-0.0477941311699587,0.0076568183674669,-0.135634978489874,0.0523180045502507,0.028601403470604,-0.011507852555227,-0.0036958924534405,-0.058424935651321,0.0065594392346362,-0.0188736905808218,-0.0504915760351371,-0.0052164827756661,0.071791622137644,0.0828348870056337,-0.0335771729537425,-0.0077548238129208,-0.0369496313311138,0.174143307108528,0.0164757461693718,-0.163393567341718,0.112095818000624,-0.0811293345575918,-0.021947445755007,-0.0408738031898361,-0.125570439325519
severe,-0.197674153841357,0.160374102416328,0.231399102548497,0.248271834478914,-0.0292282967669312,0.0668718291273887,-0.007074509960963,-0.0497398774637387,0.113727115078643,0.142510348955352,0.0744484279536622,0.127161653955842,-0.0040972571545175,-0.0517656719887319,-0.177922083413589,0.111836810484503,0.0582091812535624,0.201503104966196,0.0706272617026011,-0.148638653649995,0.164319140443151,-0.105228967030051,-0.0558525887485965,-0.13418226135612,-0.112744422653159,-0.149532234116067,0.108161261598874,-0.215770388715297,-0.0780200523236938,-0.121291314896225,0.13427265107597,0.0947007652550061,-0.185513305498204,0.175932279140923,-0.157497319439851,-0.115627192173908,0.116012247648021,-0.0611897704344839,0.0425525933130368,0.0580551637963634,-0.006340531238447,0.0394204475468703,0.0671621883557324,0.0108831115677204,-0.203831018848005,0.106093253654978,-0.151426845236127,-0.0788019234003918,-0.0085906200447106,0.0579555458066863
severe,-0.118052689150461,-0.0518892044205388,0.308078520337483,0.283255997618983,0.0143864801749967,-0.0588929657724485,0.0516872769966905,-0.122736306019066,0.13503092155261,-0.0532367345068288,0.326836753489488,0.334731646915259,0.232020753510267,0.0812828207994785,-0.201824277574217,0.333306999630269,0.3475917885726,0.421535218450986,-0.137895736565095,-0.308160164331913,0.485206217117281,0.199265182944836,0.0679054927298954,-0.0920080932559243,0.117073607902402,-0.0298015130085389,-0.252979171058711,-0.105297957165138,-0.0762139412799286,-0.311503526321653,-0.0279607238588692,-0.371677251943362,-0.0147804730748514,-0.292514264916101,-0.0447890869880738,-0.427629417203559,-0.0627688729456597,-0.0564767885511403,-0.304854795092058,-0.100434238494958,0.407371844637006,-0.301662595745472,0.0248794310076874,-0.25249674397083,-0.466689197509216,0.516768977007649,-0.442221704913031,-0.0189435084344154,0.0393071373580895,-0.427508972102865
severe,0.113102254534717,0.0680085674196245,0.024205917695269,0.441253248706209,0.362839069948863,-0.314697138379014,0.349588369215974,0.133219963706063,-0.32863507578296,-0.0347800849641179,-0.0258265653673124,-0.0961244928178963,0.130286998648345,0.351047350163884,-0.116862996086176,-0.104126536382041,-0.170895658916641,-0.172579687293033,-0.325957929944964,-0.203099180464881,0.102344528172841,0.29815783641401,0.315500419914553,0.152623951032797,-0.0930762483631395,-0.307617789271643,0.110214298962695,-0.0942446578693775,0.0953167715711836,-0.0091102873292986,-0.152412222737838,0.0758186317488604,-0.315210920127302,-0.173022739849512,-0.319655224106087,-0.187156330732097,-0.338880398237946,0.020594289201865,-0.0882648261983012,-0.161063688881315,-0.138250156466344,0.0177758380737413,0.0633320206183862,-0.158185837479551,-0.339691334447923,-0.134635925383631,-0.230056188153218,-0.0768616576878016,0.386121068439449,-0.123674125401234
severe,-0.145956624578566,-0.224442280776463,0.105753141662561,0.198397139797705,0.129167235493112,-0.0867304947448009,0.082780677298974,0.176990084115846,-0.125321726077941,0.0512392650524951,-0.0045875640269242,-0.0473836588902039,0.214450892649686,0.0601077747895298,-0.15392325833122,-0.126191059758407,0.154103535938719,-0.084841877552106,0.0111438060703608,0.0928919502224094,0.0341175466027287,0.06518504981896,-0.0441805503187431,-0.0287069287808362,-0.0631006533215153,0.002393792358076,0.242660678621586,-0.0143906421897576,-0.200731890582473,-0.0080705664395506,-0.225410517537454,0.159346863047178,0.0565143087085984,-0.0867534657828581,0.120039701027918,0.188154834367965,-0.0080262383416002,-0.171536489433536,0.234655722271127,0.0649558649196497,-0.0657030992752784,0.100489095578599,-0.205251592457751,0.151545793426665,-0.13172906925214,-0.213114781470396,0.11098701010829,-0.174098811139451,0.0886365654222942,-0.27521563162078
