group,AR,ARID3A,ASCL1,ATF1,ATF3,BACH1,BATF,CEBPA,CEBPD,CTCFL,E2F1,E2F7,EGR2,ELF1,ELK1,ELK3,ESRRA,ETV6,ETV7,FOSL1,FOSL2,FOXD2,FOXO3,GTF2I,HSF1,IKZF1,IRF2,JUN,KLF1,KLF9,KMT2A,MAF,MITF,MXI1,NANOG,NR2F2,NRF1,PAX5,RBPJ,REST,RFX2,RFX5,SP1,SP4,SPI1,SPIB,SREBF1,STAT4,TAL1,TFAP2A,TP63,XBP1,ZBTB33,ZBTB7A,ZNF143,ZNF263,ZNF384
healthy,-0.0238699631670588,-0.105184592739373,0.108264197285304,0.0189641198368233,-0.0115901674859043,-0.0700949997355994,-0.14514467912555,-0.11707165006876,-0.0366942050279279,-0.155519710600424,-0.0133150773962384,-0.0733023758064148,-0.0122509386272143,0.0490211059732004,-0.0762816083856395,-0.129965613350725,-0.0080957998294292,0.187622600791633,-0.106607021198653,-0.0215588266669569,-0.101749409172875,0.0607817709500937,-0.0621734728106358,-0.173491577765657,0.0334714106043601,-0.0958623783335785,0.128767728913362,-0.0392428792835812,-0.0517088291839521,-0.210485795355791,-0.0741345218874863,0.0901315969425893,0.0188161465579866,-0.146840151934954,0.0262341302645165,0.0838031855331531,-0.140312053390045,-0.060667653799446,0.0529407513689132,0.154715373856323,-0.100717683792855,0.0969196087543105,-0.166607189614241,0.0435743035559144,0.082919112192639,-0.0752489737734502,0.0114188129783264,0.0082232240071929,-0.117333411313064,-0.0559174469520103,-0.0149893665717577,0.0004113055310342,-0.0731505737633998,-0.212420393955459,-0.229268375241522,-0.0166527983119479,0.064274948999436
healthy,0.0155535599970893,-0.0021181900496251,0.0283737848101232,-0.0149422567577651,-0.016492256399261,0.111382419412501,0.112007999372913,-0.0681746078119251,0.0259910175779435,-0.0631590874039369,-0.0497990703566505,-0.111447476830042,0.0136203064360284,-0.0672088151008503,-0.0229540492621211,-0.0680273457828305,-0.0006029545822906,0.0984667404263456,-0.0152818603789444,0.0179127543163958,0.0211709481092708,-0.0047697147647339,-0.0070968680769801,-0.0684667431270432,-0.0006259263281577,-0.0117991287186248,-0.0029773771386754,-0.0173401288086311,-0.0167092856509854,-0.0250740268878111,0.0723636390422678,0.121826633155007,0.0297543787742554,-0.0852785735368323,0.0317980440213008,-0.127286571248896,0.0062138811444648,0.0056951815115302,0.0460611014991843,0.0189889786196474,-0.0422043165613618,0.0358262929367666,-0.063897045782129,-0.0081693539973254,-0.0594673327624195,0.0011585165020508,0.0336927432691943,0.0368320453381824,0.056536866556422,-0.0054097983768263,0.044501598641504,0.0035116235077644,-0.0020150839361997,-0.0030989641609942,-0.133952450357274,-0.100760025343082,0.0012026604740046
healthy,-0.0196697925871271,-0.0102342133292951,-0.0214634640482594,-0.0163739553480279,-0.0816779860747957,0.0873898104596293,-0.0321724526831884,-0.0864823113293516,-0.0106785655550361,-0.092075765794927,-0.0939762110305341,-0.0975467591654537,-0.0342261960497632,-0.0212038383551568,-0.0864978803767751,-0.002998568427882,0.0157867345327563,0.168857910077083,0.049932074756121,0.0186898242720188,-0.0369989434013241,-0.0216213802081418,-0.0233905314947924,-0.063933938425339,-0.0559575326553337,-0.0129418244313451,0.140316378595999,-0.0195639649978548,-0.0622110158123054,-0.13014912399794,-0.055894122118607,0.0384937332355531,0.0284353813286748,-0.104080254005801,0.0497870449935709,0.0039335983219221,-0.0341811393555447,-0.0424791782057324,-0.0152246252577179,0.0617794693431124,0.0164442418556299,0.0999392260824318,-0.0787171575339694,0.0311527069572076,0.0623996507349564,0.0117605713425542,0.0193243650995218,0.0466851165844164,0.0003533571647288,-0.0100056988507782,0.08916016060594,-0.0023252823915457,0.0261191253289191,0.0302912429626647,-0.113811188200236,-0.101895103793172,-0.0695978998166602
healthy,-0.0144023701538837,0.0773264986418699,1.03374992403366e-05,-0.0999645728104049,-0.0092319922553701,-0.048915918267851,0.0548786171612501,-0.0551379834754023,-0.105101061460772,-0.0755795816049114,-0.170045823207873,-0.0877461714119991,-0.0004146657116158,0.0228360735674078,0.293751389976625,-0.135443772713177,0.0170037271926217,0.163137064512224,-0.0216110178598697,0.0593916105818809,-0.130086563976265,0.208250512870345,-0.0321071369821476,-0.150153458782091,0.240370818976661,0.0724821186140891,0.0418067798033702,-0.220246404204163,-0.0157783518461474,-0.0040488701644501,-0.0173481663497401,-0.0745427781889231,0.0140767483289583,0.0210425870176837,0.022691863760799,0.200562880577877,-0.0483476002394072,-0.0439570510940635,-0.0409142651636102,0.0806141016741943,-0.0100397386492677,0.349550706410886,0.0511519919303766,-0.0383979997701289,0.0547369231010915,-0.0544442052842974,-0.146101595293016,-0.150714703388901,0.100915822044794,-0.01894921521808,-0.227656732797475,-0.0477843550689027,0.183325474760194,0.0439665124065731,-0.126361589586485,0.0504751846865513,0.159441320163039
healthy,-0.313112020272438,-0.0857567214002996,-0.0152768539002373,-0.0481353751480615,-0.297935152430384,0.244626466243109,-0.0617999841970026,0.0205381287541323,0.0043198177970638,-0.144134833999277,-0.0913671068495102,0.0374469652539448,-0.0361862072057549,-0.0010361038180289,0.242448388290578,0.0277455839783297,-0.0615583435009351,0.286188732156349,-0.0918522437576638,0.0497248287027198,-0.162381989558122,-0.050394014708089,-0.0278247820794056,0.0318044403257289,0.195811049990021,-0.159898896543151,0.144473259381658,-0.259287913214022,-0.0013797868635159,-0.0922308285961339,-0.0373727093120623,-0.0580665072555058,0.109234764152963,0.0406244404608878,-0.0610056291847735,0.162802633495122,-0.313334450530962,0.0277586431927343,0.0439756458014091,-0.0302091223696705,-0.122801630972247,0.217868376417026,0.0274931058331736,0.0969195896085983,0.153236559271676,-0.0329546021177166,-0.0186895163141224,-0.0530595241426852,-0.031486482983901,-0.0967201580408928,0.0538514411701336,-0.0446103734843301,0.0096306863359372,-0.0153284443057827,-0.039317643110961,0.0124891517859027,-0.080978869143088
moderate,-0.034353096166559,-0.189592426319928,0.265624168809135,-0.0894024750478187,-0.218354944173874,0.198576653272276,-0.0654476175888911,0.126806045344542,-0.182815802176246,-0.0399327460052061,-0.0861123405049437,-0.23478263645234,-0.201513910454863,0.127780109421261,-0.213002800650724,0.155878696947986,0.075174010485821,0.196190211604604,-0.126779490174158,0.0618655293747042,-0.204400406407909,-0.176130589099846,-0.185088720490529,0.115407289525078,-0.0809890310558092,-0.0357204321031303,0.252740519356518,0.217777982029658,-0.185585659650147,-0.0900143674546159,-0.185255966996309,0.22768193709471,0.065821483747309,-0.179420110831097,-0.209929754625734,0.21840795237937,-0.0955424900491921,0.16933072918208,0.107092099663488,0.0128939140473228,0.0830259658271264,0.167288125903238,-0.216594489580357,-0.0203219058799293,0.207521404942496,-0.162010745398244,0.18606309097306,-0.147524797818798,-0.150352719194095,0.0622223389429142,0.176199070798855,0.0074573557229342,-0.083196123188122,0.0761233067593943,-0.161956205163687,-0.209423776494658,0.114815313496069
moderate,0.0875330824803817,0.0167556098589134,0.201609517003978,-0.094331986288125,-0.206853009245722,0.206118105666319,-0.114197646708919,-0.0978914993118023,0.0548795108270158,-0.171907777404519,-0.0927543232046751,-0.186578845419875,-0.0647314876154316,0.123106489800311,0.0109913935873191,-0.0540896873566216,0.0655419093888278,0.176981978346629,-0.173533424368567,0.118624604028952,-0.157409720153796,0.0539834696658424,-0.0409070997980297,-0.120467345336184,-0.0629072130881073,-0.0496323162409399,0.0801558446669271,0.147284103737842,-0.0234979202304242,-0.0837144042834369,-0.0970167626811625,0.195820845999043,0.0763928000787969,-0.209520738804207,-0.121044357840378,-0.0410303386423597,-0.048994062039306,0.162852415641258,-0.0432946164627255,0.110265796620093,0.0656480682273127,-0.0401083222185694,0.0085299723515353,-0.0325110538674677,0.151429859445542,0.0038006148227642,0.0846750802443264,-0.016190160225485,-0.136320018685116,0.0314003141865101,0.0722906100494569,-0.0520030739123049,-0.0727213285905427,0.0963685849126693,-0.129778558353522,0.0748117995352398,-0.0506179102632325
moderate,0.0783323784831001,0.0828063357604416,0.395935756242155,-0.119169507411403,-0.397954014650331,0.306636399959935,0.333031570922827,-0.169279840211415,-0.0655058304867552,-0.183643744996839,-0.346899417667681,-0.194725240636653,-0.0864745164728065,-0.0881903556636577,-0.072687256946861,-0.0677218793982962,-0.016605740332028,0.418877326996071,-0.319320037723519,0.133381537203732,-0.147476602771879,0.18907882020625,-0.0534022406072393,-0.0212043197310459,-0.320560131028551,-0.11953797898288,0.265539117671035,-0.37954141691185,-0.0375363041727951,0.0111128922226777,-0.0892759761872654,0.186568241066479,-0.0167245054769518,-0.186138713500612,-0.0590149933821605,0.159514028735781,0.172231366029551,0.0105378646043972,0.115550286243484,-0.0187649805534078,0.045797119651991,0.0247563888675462,-0.224689278704745,0.0881517155544429,0.128214799185019,-0.0430728046884721,0.333855699348294,0.0662871272795093,0.115057901762482,0.182456173234359,0.329084884989374,0.0347925217341655,-0.241009445600203,0.230163854640363,-0.21150537543974,-0.070556409117548,-0.18903117549332
severe,-0.0488493182754191,0.0013953553404481,0.250314796273811,-0.0814995765992406,-0.229751684714322,0.192997895901704,-0.103497937629989,-0.111525674606992,0.0354531321358301,-0.152332251579576,-0.161313784668132,-0.140291667535313,0.0048552730420051,-0.114090122872061,-0.259318401453575,-0.0484373920030172,-0.0284177704680966,0.23236687530822,0.0133512436049382,0.0294426199285796,-0.0943539163806271,0.0921508164257673,-0.0987259515108709,-0.0761580835650662,-0.227948700114973,-0.0666292565383503,0.0741532332549586,0.128587354148696,-0.0902126050463487,-0.196906698887962,-0.0923504514464571,0.160022802141959,0.226951910387461,-0.176833681677077,0.0234329999973566,-0.0051688845847401,-0.153830218663192,0.102947145030563,0.160902492381329,-0.0821886954638846,-0.146566622179991,0.058278069501361,-0.18831539567577,-0.0014191650218147,0.166935053198839,0.0004542859027622,0.0317090714813953,-0.081362353938583,-0.0243788595484534,0.136997760136776,0.0073787235717027,-0.0267387183127845,-0.117040316152407,0.0594526804487834,-0.223827558915107,-0.0971491354035572,0.117322322339008
severe,0.207214886245644,0.143032915886666,0.163208767560584,-0.156031932812564,-0.128670694087324,-0.137487150606066,0.108047056721668,0.18705065279508,0.0957046307794398,-0.0769173181604439,0.0416476193443586,-0.175992524626021,0.0918420556071367,-0.129731986517798,-0.194230230734725,0.069562982777861,0.13256876938654,0.304339199373161,-0.197066690875041,0.0509776981538404,0.110605486322573,0.168934292574732,-0.0001641074048641,0.0171935182848338,-0.184267765573559,-0.0517228780905783,0.172726835678489,0.186694521976461,0.236461181709942,0.0300668324886186,-0.0139026565200367,0.0324934275273074,0.105638050382222,-0.0046503552613361,0.0248044227664668,-0.0896783228718143,-0.0386564109235464,0.0844877202245538,0.181130522539765,-0.103280357862587,-0.177778665102364,-0.0701526076130365,-0.265357800924151,0.0982177170364247,0.112357901678349,0.0512310399686257,0.267030986451227,0.169158427466921,-0.11834661172429,-0.168006286984394,0.113196511494553,-0.032013853085561,-0.312138577255857,0.0622423725158451,0.0346537716141518,0.0052562778820487,-0.194510036280481
