group,BACH2,CEBPA,E2F2,E2F3,E2F6,EGR2,ELF1,ELK4,ETV5,FOXA1,FOXP3,GFI1B,GMEB1,GMEB2,GRHL2,HOXA1,HSF1,IRF1,KLF10,MAFF,MAX,MECOM,MEF2A,NFYB,PBX3,RBPJ,SETDB1,SPI1,SPIB,SREBF1,SRF,STAT2,TBX21,TCF12,TCF4,TFAP4,USF1,ZBTB7B,ZEB1,ZKSCAN1,ZNF263
healthy,-0.27414145961893,-0.218392278492211,-0.318433028741667,0.279992657764165,-0.301353032620129,0.252791698706546,-0.0954836523825878,0.239841750581518,-0.351892235274836,0.322231407165549,0.312671095710895,-0.250011910626394,0.296348635924173,0.326248661735344,-0.236306359068107,0.281852349539382,0.244277092665337,0.151043344499903,0.368830686059014,-0.352042822371762,0.270936522808682,-0.270707610094127,-0.28471841150078,0.313587184421232,-0.249527726726944,0.345268956391176,0.257148151409782,-0.110810864107399,-0.340307807233203,-0.24913260603088,0.0608523803997468,0.259573191934821,-0.0772227986048292,0.250776206444995,0.281440397626599,0.148368584210284,0.0754859901385689,-0.306704174159651,0.0269223433222431,-0.255385997431569,-0.280080778337743
healthy,-0.309032433623161,-0.135475299771787,-0.3259315100512,0.338592442976596,-0.215518281823213,0.356416258221937,-0.367714330098607,0.294416343282119,-0.0341409832637289,0.279319199913031,0.316567291137646,-0.353094428720449,0.237594721717445,0.18804834616288,-0.33047226341233,0.2734747579147,0.341368694101083,0.221536827415994,0.346565315425317,-0.317225046736444,0.299480448606707,-0.342345523715583,-0.335464308741069,0.336011945634469,-0.269865598468917,0.283389474979968,0.31215914915144,0.146383024482941,-0.286356719070898,-0.27209169717707,0.252373101040481,-0.357287495482734,-0.257589492864873,0.12217708911439,0.362627370473234,0.296502113165839,0.0705517789042999,-0.359791493904655,-0.0955301665903495,-0.0093591163362268,-0.18706683521186
healthy,-0.186439666088972,-0.0372865018366709,-0.188652877453656,0.174548279630962,-0.188226472879776,0.178456304187785,-0.167419223711619,0.176954807922264,-0.120474461649427,0.146334099903626,0.20991490129832,-0.11884545550699,0.109702766100746,0.0555461018399447,-0.20365006587475,0.0715926782534192,0.0679426456586086,0.0897700006670777,0.300594842963172,-0.159019935075135,0.158432988339567,-0.172694099211416,-0.192734797648989,0.161575760495011,-0.155274614773676,0.197892700125418,0.126096618751558,0.0025998022979455,-0.223793852724194,-0.10627589054428,-0.0449904278839776,0.232174219017266,0.14970475565952,0.0426486014530541,0.148164035903019,0.165655985351382,0.263476635708442,-0.191373778457444,-0.0945949299874106,-0.150086453715778,-0.108283783484696
healthy,-0.49946174410336,0.0521324835624991,-0.681982858785047,0.697249977689556,-0.68080076235139,0.6614619329235,-0.687394284603863,0.410767467168913,-0.69095366628196,0.652209371016613,0.69827632024035,-0.67548925737467,0.659932774045625,-0.676382315848913,-0.700988817620335,0.48730682095711,0.231059183481299,-0.655228381621209,0.681339658703135,-0.651089505589615,0.65030658218806,-0.72433407580467,-0.655563135955088,0.680260282456181,-0.663267754105944,0.568759294709185,-0.651508878182067,0.303696029491006,-0.650418345833883,0.23503037651943,0.658299033754605,-0.15587050971366,-0.509463933721854,0.656680596047109,0.658033343680106,-0.689725403177118,-0.665974431400826,-0.656361725930016,0.702650352476376,0.70826078317798,-0.657697613703333
healthy,-0.288470104652705,0.547810675052896,-0.496633996592094,0.542402895526277,-0.60322907380282,0.390490179631754,-0.403765486455282,-0.486015102580066,-0.648889808507085,0.495430157672678,0.624985588628594,-0.637559787246955,0.585544213395481,-0.677977243384728,-0.548992342487065,0.509672423355394,0.655418145036169,-0.578624550151779,0.535554460933838,-0.529650533816869,0.639721412289815,-0.476045233618198,-0.536442347372777,0.485051442996565,-0.610203028534355,0.557614751554602,0.0936112262415797,0.661247702908785,-0.0612189529698709,0.502706164729872,0.547105502810076,0.516360608358983,-0.584689099320919,0.467981444598349,0.520795319746382,0.501580338142793,-0.397456638814448,-0.490444689841899,0.575449097581214,0.56772869990778,-0.441930015550259
moderate,-0.298361683385976,0.285356036003122,-0.435712774177854,0.462184829423221,-0.443968529843696,0.0806988922791943,-0.242100250603076,0.339870561159152,-0.516498100528191,0.378349855816158,0.528806710478493,-0.480442329413503,0.287371027095774,0.395269797489921,-0.378323154682544,0.314057457216939,0.362091316027601,0.365791082281332,0.545979827910553,-0.512505693934359,0.2823528987516,-0.251833605138978,-0.515754450982849,0.254211078160225,-0.330382724312634,0.568160097121342,0.39063794214177,0.236098417780003,-0.483670103353169,-0.212866746761114,0.443148861200934,0.236332244150844,-0.37228966850796,0.0465905680893362,0.474741356591165,0.206362238294526,0.131644604159922,-0.464598550637328,0.159676761204449,-0.259280413458537,-0.14319695427807
moderate,-0.280934993204867,-0.303976882850932,-0.355305743629274,0.31091036328568,-0.372162867372466,0.272231785699853,-0.286244248146322,0.223698826744805,-0.387484661287888,0.362334649701321,0.389032711257046,-0.332448005384948,0.27870725983404,-0.170756585291295,-0.313800846583664,0.334198708876825,0.288516343865089,0.341788772577444,0.150456550758907,-0.368758655561808,0.343387052358955,-0.194491909641072,-0.351693012968606,0.167861123571038,-0.33093150893184,0.345806651068071,-0.238600026791646,0.187516706202238,-0.380744168179706,-0.314179060283596,0.14155240690752,-0.0615227910628849,-0.324966092805818,0.233244735068316,0.341270618088156,0.311061303834399,0.126543362415987,-0.354067493857674,-0.0714178952637852,-0.267346619887604,-0.329114146513544
moderate,-0.411236462306205,-0.0208508054088351,-0.509150586244751,0.499416468484396,-0.533221202920082,0.482032967583128,-0.532732863868395,0.31665382487169,-0.509043087570237,0.382706400172112,0.620858024760063,-0.466590619991694,0.127229547301664,-0.437335493764536,-0.482273789482124,0.394001986593444,-0.0692344707075972,0.253678133112446,0.571128972142807,-0.512766007299251,0.359513802254626,-0.522933339855867,-0.510842524676849,0.504657497136169,-0.429316421032069,0.674336483211132,0.382246826799695,-0.161369116156988,-0.3721145885312,0.0296804581592464,0.516860075228661,0.674493566615693,-0.494314581551388,-0.233974575365418,0.545383226904476,0.559908563855827,0.488163970802918,-0.576404305999229,0.276710339851223,-0.37286250416277,-0.635732630779197
severe,-0.476862846164368,-0.5159780436936,-0.528127037252944,0.427888361206165,-0.520196391149534,0.461447081382631,-0.539252068096577,0.469902652588036,-0.501600193670624,0.55043654167824,0.408186552248692,-0.455322040689024,0.453553343709067,-0.252760792686667,-0.383818171796841,0.496048499875475,-0.100516849301715,0.425755668319915,-0.0535868193507823,-0.496407970161082,0.309675115682524,0.212945155698769,-0.54149567386286,-0.450629745848048,-0.48524014523583,0.107788701036298,0.499216997127419,0.465502623737915,-0.465109504407309,-0.424307962125325,-0.504743553796268,0.504868254577668,0.269019823640027,0.461138659160414,0.471962044488453,0.481118899309751,0.374615896626996,-0.477125801140414,-0.0992435788184508,-0.415388080996548,-0.518943450786141
severe,-0.0042876001205127,0.0320482182714859,-0.166710956560909,0.210317712558064,-0.21433646071691,-0.0289079563964999,0.101513468822799,-0.0042471191112876,-0.146818814418195,0.100423223315383,0.167586378545266,-0.161466811158667,0.0530720546043685,-0.0038926280424561,-0.0509791380437556,0.225960477684593,-0.0378318416651933,-0.113079909215608,0.150346145704098,-0.15751031666341,0.168401482213089,0.0026704563774854,-0.108191222555725,0.195520371536546,0.110849099177355,0.326552721309409,0.066934300440679,0.329133990443462,-0.089308847738741,0.21357215990927,0.181331697163696,0.137701233165122,-0.0919370490388679,-0.0540048918846787,0.0877057352618594,0.203392718238915,-0.205053246011749,0.113190707834483,-0.0008004272859922,-0.129759536526631,-0.176492845690468
severe,-0.0529863491021066,-0.283757152154668,-0.117207887928661,0.3073618389498,0.228518691821414,0.0137426461766064,-0.14575429172095,0.0591777448649252,-0.403796300559019,-0.386915551773995,0.121230453816078,-0.403505503458132,-0.185012970009501,-0.374946110830544,-0.326729414860329,0.194732744679038,0.0940500170678409,-0.0933620672264358,-0.083788684371219,-0.163585364820433,0.0375186327878676,-0.274485721517714,-0.216891239270913,0.209877268209054,-0.351359761214659,-0.0749275481199091,0.250197210746507,-0.47759229190958,-0.166806595974769,0.172635526827811,-0.332306667928211,0.0670335452640352,-0.0013436568093013,0.178649204761764,0.214940621828546,-0.0585993596695191,-0.245684125314242,-0.086098404907167,-0.111750132145538,-0.0637268934163754,0.380700164868329
severe,-0.660762836160349,0.702218615307795,-0.589920510556423,0.293174961931242,-0.538298548590251,0.331755691739091,0.0883549119478454,0.668832561239829,-0.544549807106853,0.639816495645443,0.464983503779629,-0.627167710649571,0.651110791570413,-0.55670571158396,-0.509322499702631,0.728961784169725,0.263144567920589,-0.268927336343614,0.419087250067466,-0.30919122925474,0.812747892113911,-0.463893803728343,-0.503816603629131,-0.246006490215398,-0.236175731684337,0.364171611051107,0.496792944354042,-0.422917665648681,0.0709146018180119,0.655256977381076,-0.0567007272450743,0.636872079041551,-0.686192129365794,0.518657655236275,0.479772082407816,-0.426731522592613,-0.472665182415575,-0.401215893249082,-0.0882217342592474,-0.331684869999901,-0.119510920351459
