group,AHR,ARNTL,ASCL2,ATF1,ATF2,BARX2,CEBPB,E2F2,E2F3,E2F4,E2F8,ELK3,ESRRA,ETV4,FOS,FOSL1,FOXA1,FOXK1,GFI1B,GTF2B,HNF4A,HSF1,HSF2,IKZF1,JUN,JUNB,MEF2A,MEF2C,NFAT5,NFE2,NFYB,NRF1,PBX1,PBX3,RBPJ,RUNX2,SETDB1,SMAD3,SPDEF,SPIB,SREBF1,STAT3,TFDP1,TP73,VEZF1,XBP1,ZBTB7B,ZFX,ZNF384
healthy,0.415735044954885,0.396587489044993,0.25075565770834,0.439498318824589,0.430351771785583,-0.199648111067154,0.554792506458509,-0.448300508197743,0.382953164436928,-0.410777920221387,0.473451159380052,-0.490214588274395,-0.417771487040461,-0.447386000301578,-0.525474284083444,-0.453553637003725,0.494023801218032,0.443389033301249,-0.360740473869309,0.438079007711979,-0.47879237509462,0.469198540595612,0.466520413801606,-0.457722484686907,0.375896378465912,-0.413217757088184,-0.373613768716032,0.445618106407826,-0.423944939369504,-0.468814043767675,0.489654436841201,0.0179053096637207,-0.418628306865312,-0.329723464932959,0.503625432964952,-0.479621283311324,0.33428950973026,-0.479151972423699,-0.455341307429874,-0.446678891491047,-0.44932644713291,0.42075202529939,-0.450380788546877,-0.395985893618027,-0.40980519483914,0.422527088398695,-0.4132786080443,0.349460516818384,0.494794398989316
healthy,0.202561408265153,0.443195799545768,0.342437244011154,0.479241816662351,0.449500013169447,0.468314092131721,0.328959855012916,-0.453990196867638,0.471307640585036,-0.400252414415208,0.469651077018358,0.0683621841251793,-0.451746165250993,-0.467439785538603,-0.453802869280275,-0.475218218631203,0.457715075398744,0.456491519500618,-0.45888419808929,0.460168747135097,-0.456543776650585,0.477683056560999,0.467437474470116,-0.44607207120067,0.511734407144799,-0.463575798156612,-0.478416499161873,0.355159084363392,-0.413322011011025,-0.441243431125557,0.467665607108623,0.45782659835139,-0.416203969006257,-0.322963791795904,0.386543747819286,-0.457554261564446,0.411024558768353,-0.477016277564505,-0.461551631747909,-0.453955427596733,-0.386379538858603,0.387494319672455,-0.433355591574303,-0.459283703206606,-0.464176409912232,0.462974630473865,-0.437059821383537,0.459440458772875,0.41767877616957
healthy,0.761422800314714,0.780238460684648,0.7758492991226,0.795191814985311,0.766105965603915,0.767220357451234,0.803819953645713,-0.777206018264905,0.77043835964429,-0.757278139530658,0.765535394194316,-0.82825427101644,-0.831800913476184,-0.780239451064835,-0.756214663931795,-0.784589184788603,0.818974280176771,0.750589893340871,-0.780627599797282,0.759029313718173,-0.80344124832219,0.779412103516324,0.762593301214716,-0.800223235422321,0.796950494648625,-0.77735268554058,-0.79638995016925,0.769567494254995,-0.751037331049414,-0.773314364821642,0.794006747466441,0.795902993614518,-0.750455142747885,-0.794834191376267,0.77703962903998,-0.821765953142796,0.810345450926941,-0.774707883279675,-0.753041073598395,-0.75895340776855,-0.835363434139368,0.765644496617146,-0.792112904997846,-0.787199023952183,-0.787030113272834,0.797126894743555,-0.808219559703686,0.802871297907736,0.784444107474634
healthy,0.566320328990229,-0.0664107340624924,-0.177742598975438,0.563293097446866,0.622515642176528,0.516443822682062,-0.393119143087671,-0.589263146768314,0.640603804378415,-0.513982165382975,0.461402310778142,-0.422703051132338,-0.683277726376265,-0.542672588190496,-0.609698780601962,-0.448211726813068,0.592122591772952,0.52407692622404,-0.5898312950234,0.612542204543682,0.371939350364537,0.022211978551525,0.429879187200574,0.437737960677212,0.428486208983576,-0.64686483651609,-0.605172107206706,0.565780326250727,-0.31200795977579,-0.489551209669467,0.596982245501146,-0.294253017698241,-0.506567646689134,-0.612999636613262,0.674207833979148,0.508542463751466,-0.631498722593335,-0.658596623271585,-0.337866993172482,-0.608429868207323,-0.101432833802197,0.58480767643192,-0.500384205803088,-0.531237786830742,-0.627548279172696,0.597775629068981,-0.607242634758336,0.424362812268888,-0.149862562444714
healthy,0.550158834776599,0.431453655985038,0.257614921880257,0.454055307319566,0.551045688611395,0.515315044804749,-0.164806136417637,-0.531666186857115,0.635458885637657,-0.327989128592693,0.292931791342035,0.469588966063073,-0.554946117041392,-0.566640598371107,-0.577999660711295,-0.24326785360386,0.597786585276187,0.566821612704916,-0.496663742499678,0.503049694076987,0.365521025346468,0.430408005008871,0.427625365346939,-0.450762311338201,-0.0804732757577472,-0.597195165634007,-0.500324784854008,0.370216741855315,-0.393033769938925,-0.367831483781789,0.324666050673325,0.327952620448178,-0.476672571744352,-0.395186876360655,0.61469742443934,0.347336229176544,-0.20874157226128,-0.563205780009182,-0.159436386396426,-0.207055879022984,0.499724042161026,0.503986253279446,-0.325708317239295,0.176544560173835,-0.59699404030463,0.568452362536407,-0.560067344616775,0.496928831205152,0.265603594838097
moderate,-0.170514972284931,0.486456538667062,-0.102500231484023,0.498222563908848,0.498650315452156,0.546170490809965,0.633604345368973,-0.59348265909422,0.410511349574383,-0.474536753535036,0.603055424275366,-0.146617633618706,-0.490176629844887,-0.597638207671121,-0.518044678613918,-0.47661662014194,0.654111872980052,0.566263739367289,-0.55644964311381,0.585574154630131,-0.513220251550006,0.493866509985533,0.35006238126848,-0.533505942372877,0.634304812761415,-0.404822846021412,-0.548134718548205,0.034952996277035,-0.385172148333041,-0.585329098210307,-0.0574857860866017,-0.211384841019293,-0.592916457307892,-0.507898414047937,0.113493425734177,-0.537257061102399,0.478692863465668,-0.560873212581363,-0.517634890390014,-0.580934821201101,-0.178010269370571,0.161335001619277,-0.564063079643825,-0.441375343207765,-0.516883748065276,0.463578465280542,-0.477992242976754,-0.0783193071191377,0.589466020049757
moderate,0.642433874923934,0.679968114388606,0.331204333734632,0.495622947793879,0.540549910006287,0.653990147921037,0.115972092694573,-0.599746804960092,0.542535081712063,-0.430054867216196,0.586248656819914,-0.62578569003861,-0.657356108710975,-0.550705674618604,-0.443318898742313,-0.466214250374318,0.565802464334265,0.514695529717385,-0.502054768904975,0.545233357688157,-0.59242236417704,0.66519411884409,0.61596164280266,-0.714583258462862,0.516120907049487,-0.546745333487619,-0.527475484838865,0.738437382427386,-0.3242774029406,-0.558139094532693,0.406281279666059,0.307390728515091,-0.532816328725108,-0.533468893663434,0.603629390699583,-0.57563545828005,-0.400424359983457,-0.519657433326054,-0.585004719062416,-0.621800313291245,-0.63898267786571,0.660606748398348,-0.596446569474146,-0.567127894716479,-0.604321454069077,0.613966340609344,-0.601089357383364,0.6666313884412,0.568749271661593
moderate,0.478711894549075,0.492725396551931,0.138846879404866,0.507756276302583,0.491170873426556,0.399231868307199,0.336710006821608,-0.521340541455244,0.423281062464555,-0.489849951675206,0.519023610217885,-0.469332310771156,-0.514309618752539,-0.51742175515818,-0.528038715004946,-0.395391713709216,0.505986111337412,0.518511002900155,-0.494542646557614,0.519578930166241,-0.4843143453673,0.227373525235106,0.507247467963934,-0.540865501957678,0.100256770262122,-0.529208689061301,-0.524414042960425,0.472958965930543,-0.0331481313423232,-0.513483097890873,0.141117912284907,-0.140311334072335,-0.532130741119533,-0.548352310114358,0.438504933538223,-0.488474100031365,0.344107160664852,-0.486647364524456,-0.514819876596834,-0.606263318036264,-0.205412766068109,0.515083790160335,-0.470934468474896,-0.505199929739986,-0.317011432178764,0.533591500344039,-0.45299669276075,0.521266489238283,0.508906459031863
severe,0.431057602454873,0.456431282337334,0.178682546333918,0.486226270840304,0.493972699155483,0.434696833394585,0.491523208225266,-0.497255498121832,0.402973285785117,-0.40019650674043,0.519582976527958,-0.470520216214039,-0.484989216022083,-0.447052235210867,-0.483277465655073,-0.469793987826792,0.518843665056831,0.468844713961147,-0.448810104620873,0.553688184670397,-0.510761883070096,0.246770502140116,0.434750830423571,-0.528627115464219,0.632422605492293,-0.411468685482817,-0.481393689147518,0.489452751585366,0.410067248046175,-0.546439546595086,-0.247890301577546,-0.454038742680851,-0.496332015281756,-0.624520516614613,0.0955319985430125,-0.531435570577581,0.4541689404672,-0.429961929349544,-0.488213000432653,-0.455890632102248,-0.448131894433957,0.435352394371774,-0.447333451175116,-0.461092189585379,-0.391408308563361,0.535744125523581,-0.189034923318969,0.407342824783393,0.519513387651696
severe,0.0381439705705838,0.0347543452601378,-0.0194203029563796,-0.0297190217796951,0.176793436534612,-0.0507809905181218,-0.129610142545136,-0.0716956964486285,0.14107906035143,-0.0048485432706165,0.154403521796618,0.0018990934287504,-0.118909152699967,-0.12547146084917,0.233683978682954,0.206848598173787,-0.0192790080826251,0.181862954664867,0.0759801892928529,0.153574140243142,-0.0957974405189926,0.070299199853918,0.020598566715257,0.219619332105734,-0.0612311658328248,0.0367677972111393,-0.0560755158959657,-0.047462657826625,-0.0808656692370879,-0.245042892945982,0.275145636762962,-0.0464813358952068,-0.136207774412778,0.146182127949426,0.348633810302954,0.157969281812704,-0.052086032554135,-0.0748974124806225,-0.120794858600725,-0.0117031188984073,0.190768241508314,0.0991646457524387,-0.0992543260604381,-0.09325106817657,-0.0307396998175016,0.0913003601820645,0.0152533945447659,-0.228172026946867,-0.0831500976583036
