group,AR,ARID3A,ATF3,BCL11A,CDX2,E2F7,EGR1,EGR2,EHF,ELK1,ELK3,ETV7,FOS,FOSL1,FOXD2,FOXP1,GATA2,HES1,HIF1A,IKZF1,IRF4,JUN,KLF1,KLF3,KLF4,KMT2A,MAF,MEF2C,MNT,MYC,NFIC,NR2C2,NRF1,RBPJ,REST,RFX2,RXRA,SP1,SP4,SPIB,SREBF1,STAT1,STAT4,USF2,VDR,ZBTB33,ZBTB7A,ZBTB7B,ZFX,ZNF143,ZNF263
healthy,-0.0095703671100679,-0.0962378013607537,0.009965705695451,-0.082493106197281,0.0768236301104321,-0.105380475301807,-0.139487744043497,0.0146636434975343,0.0282725381121046,-0.0049652447434392,-0.151744380485453,-0.138871121743028,-0.0787504675027863,-0.0805217995888364,0.0410063359011174,0.150754041657174,0.20831410427378,-0.0677495686984961,-0.101813318278992,-0.0707758912137779,-0.0682471590908847,0.0096650689030125,-0.089896504669362,-0.0716285672021941,-0.0006459742980591,-0.0720158251638457,0.123330619979194,0.0644381013595183,-0.160610512814036,0.0727569802933858,-0.0805904304543568,0.250087669669937,0.0593284356655728,0.140640059782422,0.0445085992466104,-0.114442631803897,-0.0754057207378349,-0.184996824441465,0.0900331670292198,-0.120325622700956,-0.0149482932383412,-0.055069989362006,0.019522330817267,-0.0726105194180118,-0.0971333822408534,-0.118432929983606,-0.220560355435314,-0.0813549404315815,0.0391319990695011,-0.204269870709774,-0.0747297583981956
healthy,0.086093456254971,0.0425931501482306,-0.0966246452884183,0.0601924374995866,0.0224665845688071,-0.185116945679883,0.031381801448451,-0.0453381976726257,-0.0602390439905187,-0.1157891197336,-0.312212224544188,-0.100842268508645,0.0904093652724015,0.0751298219080944,0.0261325350561015,0.0669933553486777,0.277715572210796,0.0549037348456791,0.187710251802483,0.0192602604175185,0.0947477320660749,0.0034878857264131,0.0382847202816212,-0.169885927371284,-0.0999188616561229,0.0891951373308578,0.215312781434432,0.0002023598067822,-0.0387918107720501,-0.0346720912619745,0.0820893709201995,-0.109321552514314,-0.100307797822601,0.0079415940329672,-0.0287442423285745,-0.023469721607936,-0.126982624155062,-0.0848739441307819,-0.0866599084402867,0.0107262404091555,0.122835695169118,0.0557964324675199,0.0982824478449936,-0.0691682680189287,-0.0919588176962115,-0.0931168951000144,-0.0846981678274616,0.0067107940816964,-0.0500848529355272,-0.254773951816438,-0.136709629690734
healthy,0.0562440874409707,0.0422650266164836,-0.0872361665481154,0.0206303249923541,-0.0389559678368855,-0.0660362201918625,0.075038719299817,-0.087864171647434,-0.0529486511631958,-0.105162103224534,0.0097874347626815,-0.0397727300044226,0.052369389771541,0.0584790041865411,-0.0260745057077496,0.0707947275866627,0.11455934427457,0.068279307110554,-0.066198264732076,0.0165276279092665,0.105187340351283,-0.0064357280121882,0.0078653807361008,-0.0218813044055052,0.0491600703355033,-0.0287043141541756,-0.0072988654801095,-0.0075274916619702,0.0083402602621975,-0.0215595449060089,0.0682980768769097,-0.0678332644684062,-0.0328468914441479,-0.0635850573230916,0.0161290865316194,0.0198770938247693,-0.0292438450977199,-0.0130458584367651,-0.0360409188453621,0.0706395885899222,0.0367950485655916,-0.0156684951018974,0.100530879694489,0.0279961548309781,-0.0632101667385122,-0.0523913100187744,0.0577372101520016,0.0171114153438723,-0.0461951904985485,-0.0920548880633523,-0.0199198860078173
healthy,0.0529122975691402,0.0754563499558959,-0.0369012359662364,0.0886880192009792,-0.0713554839500252,0.0033447854304355,0.0249993877229905,-0.0566784669410313,-0.0428727309010676,0.0340561590724284,0.0013484969580565,-0.0807389847029422,0.0510807983009179,0.0597585752147928,0.116243125524883,-0.0032051035613359,0.120651511269561,-0.0022769116089417,-0.0098536287865195,-0.0223570931638469,0.012666783003517,-0.009879504047408,0.0379566655496326,0.0100012010935367,0.0330729913097654,0.0118593320295914,-0.0881334385240701,-0.0338975631901017,0.0674613013420424,0.0243779399043136,-0.0837320831403787,-0.0322122501227709,-0.067961916031151,-0.0276809002543428,0.0452574055419275,0.0010416645128686,0.0044741509128774,0.0376660209809703,-0.0610110430476347,0.0094048682891752,-0.0323345922265979,-0.0385832431128631,-0.0036500935428481,0.0317947902823138,0.016114812222353,-0.0307378709228047,-0.0073801550421475,0.0149140565149965,-0.0099124288674286,-0.013382413085784,0.034544467750089
healthy,-0.332905778423716,0.0325710728071151,-0.326452682416109,0.168458962907914,-0.181053934504382,-0.0384380889736169,0.0906086023484142,-0.226701826474941,-0.0127922332486004,0.120633949728144,0.168284624244983,-0.17792998060462,0.112091330182119,0.266640205839335,0.0379785902388712,-0.209682127856738,-0.0750165017474178,0.300034827076419,-0.0117958954681601,-0.104787873525386,-0.357429503588566,-0.329446872283766,0.0902167265457341,0.116297173529306,0.116467855359151,0.0474358372818913,-0.135341308613814,-0.212419867779499,-0.0104228218575321,0.202985890042584,0.0135464864004076,0.0564493133900326,-0.434057454338944,0.001519551990092,-0.0916637160310949,-0.130694170953283,-0.234971400205547,0.111314422892389,-0.0267319624920937,0.223988087224902,0.0202792765966079,0.0743642229746691,0.0521474172271441,0.158803312734023,0.0028398874602711,-0.0459845211136467,0.0789034214031716,-0.0208609203915973,-0.0102962931543877,0.0950226687333867,0.0900223675760626
moderate,0.0974131840765811,0.009349971593141,-0.0999977434058148,0.147156426516302,-0.0799286020088547,-0.0882449956676707,0.0295664311085386,-0.138064702462664,-0.0837391024303295,-0.0940531340498931,0.110233867946423,-0.134980105791269,0.124250462882186,0.14047891352872,0.0343901510301256,0.0405647946623886,0.111917740222925,0.0988412133530552,0.0174839942914106,0.0666898488758091,0.0326954850430958,-0.0001176086973814,-0.0127327311593053,0.0450425280707794,0.0309924298850124,-0.0171901595676938,0.0276374561083249,0.039557666662277,-0.0956138939053292,-0.0097356597247627,0.0997963498663188,-0.121066906052886,-0.0363554078592907,0.005822565619066,-0.0667761451258187,0.0777810276533536,0.0017466040396671,-0.0277923084504473,-0.124250516316396,0.0547511500850128,0.137209755094148,0.026918231634561,0.0548658733350256,0.108939370762069,0.012972650764595,-0.129842513317016,0.0858238915884552,-0.0026290165923965,-0.0689454672050064,-0.12494767246121,-0.0698427344682637
moderate,0.0874974685005862,0.0211199970445827,-0.129721135754233,0.0127024954730477,0.0330000768527035,-0.108037819063512,-0.0302798354627914,-0.0246308269210436,-0.0576954156859734,-0.114153355531257,-0.0824690283662802,-0.130442525172201,0.13969477878231,0.0541680848003733,0.0587237134457014,0.100514963068362,0.276329774130862,0.0138440781963531,0.0289210615625842,-0.0630959250651453,-0.0133556265818647,0.129104870655548,-0.0227484028035533,-0.0674480645615317,0.0600376015835197,0.0572074222479523,0.0850294671232445,0.0470196588237516,-0.101236880554123,0.0474615106742968,0.0358807942729379,0.110112786017104,0.0099721974979637,0.0428360572666168,-0.01198806412482,-0.0713210391146348,-0.0100615252682937,-0.0881167655515352,0.0013066782374286,-0.0395392135505588,0.0083677112131123,0.0056767165694646,0.120692115037832,0.0013114730042364,-0.0607279625811159,-0.173852069608741,-0.070438418174397,-0.0647450452817364,0.0324008386121785,-0.191986527776216,-0.0103054415568107
moderate,0.0257025330322633,0.0194549048899949,-0.262927873234245,0.0450299660200306,-0.049497730104118,-0.146322979143235,0.084034497103756,-0.0493520607133592,0.010605483300319,-0.0743319574028921,-0.0859922035822625,-0.187180188643587,0.0425207381613563,0.06268089538291,0.0695280563391016,0.142065263048135,0.189809282391178,0.0333620080752924,-0.0013668046593672,-0.0675273413126003,0.19010398083419,-0.281545376395636,-0.0477133675161391,0.0143736568552695,-0.174816520456717,-0.0461185858267828,0.0777255083642634,0.0881347646559331,-0.111011195993691,0.0570984802165676,-0.0636591751206248,0.0258654969516843,0.0429686713345702,0.0625030692321317,-0.0414420427783896,-0.0257213406288141,-0.0722259133278878,-0.122111598919507,0.0579055148353422,-0.0174655378726581,0.174422650988813,0.0067110417896329,0.0948515333261766,0.0765351632137105,-0.0939663723417994,-0.122346490507051,0.0464543486069005,-0.135903310341365,0.0153939282942798,-0.160933951748581,-0.0698802757662012
severe,-0.0242610430062126,0.044622562489931,-0.198993772850345,0.0375905011862953,-0.0720815270008335,-0.0670379437071784,0.115883266767536,-0.0653156384130977,-0.0351485446198294,-0.301986022933182,0.0278763684645232,-0.0313476823869455,0.157050652085829,0.0809067279579188,-0.037076133290184,0.132757168233966,0.055997346164639,0.16566380418446,-0.0565680851101568,-0.0026595994985255,0.005658309826496,0.107821895920539,-0.0286858356964589,0.0422594010798875,0.236710092880162,-0.0733697656519652,0.0762296282042983,-0.0880257603717076,-0.0916103662377844,-0.250074597692319,0.205557533693071,-0.189485975381934,-0.0799841361264108,0.189673066065843,-0.0578996658785802,-0.203048352618153,-0.151497458249257,-0.125079756430445,-0.0413091257559229,0.0695235292665055,0.102074080916359,0.0326338411901982,-0.103264757967564,0.0099729901106497,-0.136179737215871,-0.174270788458347,0.1806602962989,-0.218696147900545,-0.0779944149889623,-0.0977645643924565,0.0035921363497761
severe,-0.176904360795517,0.0179239978392725,0.0671707016188559,0.0386851884213578,-0.450584287392152,-0.457544234981175,0.304672334925586,-0.295868538919258,-0.0053996550132369,-0.113188300893111,0.181365748323933,-0.102092850702468,0.352178970091533,-0.186676005616529,-0.0312385380680442,-0.31831831679505,-0.377091679685884,0.252796488308812,-0.32222942621488,0.281066923991935,-0.241570455341584,-0.0405989860606631,0.139582365039355,0.513432519330022,0.0869143598267043,-0.0360196000783119,-0.279218009159018,-0.401648923023575,0.471455304790088,-0.509946988821614,-0.101840347085668,-0.0953218313859509,-0.234134918416065,0.311747829477118,-0.165571769667672,-0.434398887271661,-0.351685566584012,-0.392579385346751,0.319750478085676,0.207883694503532,0.438573286870562,0.333504652443375,-0.192818135666091,-0.366691145597916,-0.312363480690377,-0.262677633080152,0.323793314311423,-0.0972807364674806,-0.134242526416894,0.312266238197175,0.0719480046756048
severe,-0.335704281304344,-0.238243151725246,-0.0397992700637307,-0.101085157906424,0.218789120414056,0.232248720720925,0.296628771321089,-0.285212059569393,-0.31033746687554,0.0371218036772167,-0.0836171230259594,-0.339925369413376,-0.188271416047744,0.170244915772699,0.510201345210774,0.215784908718213,-0.229999636655253,-0.101139589830896,0.340530117320007,-0.537627962069586,0.174509057381314,0.0641933829269753,-0.260673717482548,-0.237802468404523,-0.352244820793811,0.0644458609495248,-0.311151024255144,-0.0087586194399937,-0.119704258850718,0.22279786251265,-0.387937709572395,-0.408711791933274,0.0911281135530619,0.152780263667201,-0.352245282081306,-0.122184909239142,-0.483268921022165,-0.451958878501042,0.162692101846002,-0.0915169789117878,0.378121972955161,0.0564126929774902,0.111135382333883,0.0562426316541407,-0.217847325110697,-0.127248308315,0.0461186012273989,-0.318666473894703,0.0342407557426785,-0.0519043765212454,0.360522163613475
severe,-0.0174770175142658,0.304402560036377,-0.334240842987259,0.308980106383904,-0.137084091990539,-0.242099991745292,0.256897700458359,-0.332374362452262,-0.216164721098887,0.19214598608629,-0.312089004375283,0.199065007124003,0.193542727495353,0.329701253829465,0.238723729963281,0.0551652178004739,0.0889647720492366,-0.114798760513076,-0.0769414541415322,0.0755085324231315,0.165649939548137,-0.203247405516257,0.34248927300882,0.092551537449211,-0.18677145217226,-0.394970985545883,0.202612983602995,-0.214360166735985,0.0014411256129944,-0.088586636778606,-0.297548640871893,0.103516855402046,-0.393026889362956,0.0775748930996823,0.0807228446538048,0.163730303825127,0.342915724303832,0.184423928527535,-0.288613843539963,0.355430066096255,-0.0113761931899095,0.0263022531571042,-0.357255678382146,0.175462667019497,0.21717920638704,-0.509592209243234,-0.321480195327194,0.131349796505291,-0.344859480233067,0.274913793239963,-0.122721794586396
