group,CD47,CD33,CD11c,CD45RA,CD123,CD4,CD5,CD183,CD32,CD95,HLA-DR,CD1C,CD1d,CD366,CD58,CD39,CD244,ITGB7,CD54,CD2,CD303,CD98,CD304,CD49d,CD305,CD319,CD371,CD85j,IgLambdaLight,CD328,CD101
healthy,-0.545667058543117,0.257135521634175,0.468946472465009,-0.505708941917739,-0.27047010302937,-0.205250911929062,0.435911379045718,-0.207526980384592,0.453493770258689,0.0996208594066136,-0.332678948958019,0.547289386833307,0.160359454173142,0.542633046541209,0.207237481418475,0.513503704954053,0.10542078156471,0.223594274441824,-0.180157052250076,0.18640730034693,-0.697085908240573,-0.250490920400871,-0.423835805036601,-0.263062518876472,-0.556839944606018,-0.0487301906613498,-0.087133796436122,-0.128700862838352,-0.114330317055054,0.392340180371349,0.38896033864458
healthy,-0.408963585434174,-0.0767991086120013,0.050735821847999,-0.190537790265822,-0.19083591421363,0.18266113401136,0.108642153195772,0.0212467774059911,-0.13388808227385,0.284176534078746,-0.0549019607843137,0.234859000270247,-0.0105300423142598,0.0251421457889456,0.0955077655540431,0.404845231732791,-0.212903435205077,0.358943056622041,-0.0700280112044818,-0.0085494064439998,-0.224273327007882,-0.312752269664243,-0.219549767076509,0.0196078431372549,-0.0067226890756302,0.0621300667333652,-0.177871148459384,-0.176547902507019,0.0763969709462121,0.36978729031157,0.227251090243496
healthy,-0.099095740013278,-0.168390293329997,-0.356926803273108,0.57268267983874,0.378957596761925,0.297237603362893,0.0019862226221494,0.219849463767027,-0.280814965729501,-0.42067808167319,0.378919567827131,-0.134299274776292,-0.162367288947021,-0.195473967953973,-0.0529131604072412,0.0969514719266067,-0.384219754554083,0.111373800202963,0.397070828331333,-0.338003243417454,0.45255805745563,0.458179690277618,0.471932527005536,0.251188475390156,0.442917373999041,0.166543553481617,-0.351836734693878,0.0283643846734069,-0.162505985677085,-0.239217481308842,-0.443392171212671
healthy,-0.626640076857325,0.496266650239021,0.546083342117665,-0.872310296434586,-0.722872184670898,-0.421651606140501,-0.178274489526525,-0.220558512299277,0.59611666267132,0.493262865676231,-0.515725806451613,0.744955367869599,0.718190732424592,0.345164688156368,0.583388496847957,0.425556047061304,0.340025492246144,0.256970221345747,-0.357661290322581,-0.433064516129032,-0.767641961401353,-0.194032641489054,-0.708971798543479,-0.515322580645161,-0.778539797106492,-0.51557381516217,0.258975414374284,0.0874338815329518,0.244948974278318,0.370716928420371,0.311111745968908
healthy,0.34874937461301,0.229343629343629,0.281925858983841,-0.0619925982211237,-0.0376765359878381,0.300599677513616,0.262943841888794,-0.162412338919472,0.329107407850552,0.238350851781217,0.2002574002574,0.325343992678797,0.101257916803332,-0.0288499644280456,0.0656177723089525,0.466492396658023,0.149602110986312,0.0814988899027704,0.260489060489061,0.387487139516603,-0.160766871984548,-0.380360468306785,-0.168148093554353,0.193050193050193,-0.304470037608533,-0.184458832066481,-0.136199798541052,-0.219905908404538,-0.115752147828875,0.179281940860277,0.315647200016094
healthy,-0.298455339414409,0.602420777831839,0.652858927214899,-0.679034327050611,-0.377750649560946,-0.338414045919352,-0.0614322227016518,-0.562498445487071,0.611896723624191,0.60288655820949,0.0775779598227511,0.615058925917167,0.677247056948571,0.588250022906547,0.644331157347761,0.536964914624757,0.516998886155992,0.270446758453981,-0.0935022755510181,0.287659462036928,-0.731952943576173,-0.302845739274206,-0.516869972408205,-0.135346324522477,-0.530955490146347,-0.60101343714348,0.45697469584144,0.280660168970839,0.0770911657047301,0.508470447703384,0.76165016205258
healthy,-0.227238242092757,0.293782181253838,0.442618939103226,-0.522338184061245,-0.510539160373059,-0.406286283281539,0.340089200723968,-0.33300579145543,0.270925983339805,0.178466683854296,-0.0340518816222141,0.427547647919164,0.214444254819828,0.669672459589895,0.0639771618874851,0.460413732070245,0.352964881820256,0.387373761358448,-0.109028462932216,0.31827495844135,-0.73647652971075,-0.555617595450153,-0.666047363381403,-0.49539641943734,-0.635458340272945,-0.183686630749333,-0.0972267894981995,-0.357813459543975,-0.167822409486413,0.267325577131426,0.35396111697805
healthy,-0.401540511871153,0.653823459939081,0.711766082351582,-0.557419215264528,-0.61523036448901,-0.464447299119355,0.170801361910817,-0.575154215078412,0.346206449987155,0.285540669428755,-0.349103277674706,0.491638227545443,0.529708273417851,0.514135391193021,0.376373283104899,0.539857307722324,0.517810024372366,0.289116114462012,-0.311806777387939,0.391672449613449,-0.786065237929657,-0.592964457311466,-0.539167988609783,-0.378829670154768,-0.631811476341022,-0.38337469447186,0.543487007558109,0.0941842541868991,-0.09041940093,0.390165835327868,0.69380532443796
mild,-0.259283342844725,0.0631497641605615,0.151536289235885,-0.258603145590282,-0.121202533049538,-0.0649048141570347,0.236036954776365,-0.273641881031579,-0.0492425288141767,0.0194277257706535,-0.111111111111111,0.143423173127209,0.0750511115593081,0.378638242745998,0.0911383825034873,0.0853670695960761,0.175175352316681,-0.0328869831169891,-0.0556776261527846,-0.0112829733103507,-0.21918862883118,-0.176550025817864,-0.179079814008145,-0.196419932268989,-0.194543230465687,-0.0524949942226699,-0.0074265465571963,-0.259928179068438,-0.216611463402448,0.160328107730725,0.134689924638844
mild,-0.220959559726344,0.298474860892188,0.226130872774491,-0.484243587787325,-0.520913015888661,-0.408749530568504,0.0672865127812528,-0.247440812125869,0.4669454704404,0.15608601794141,-0.231780877350498,0.391617025293964,0.190756987075878,0.0748872799706716,0.0657431757916914,0.123809405742246,0.0921074318323213,0.0137741680286178,-0.277112397718885,0.0440484152421103,-0.453259138449349,-0.220514586460124,-0.423104840923295,-0.141783164832718,-0.466657296571656,-0.339621805561679,0.152578597568349,-0.0934347681550267,-0.0881555575843149,0.236989045443103,0.253059016646912
