group,CD47,CD52,CD33,CD11c,CD45RA,CD123,CD49f,CD4,CD183,CD32,CD27,CD95,HLA-DR,CD1C,CD141,CD1d,CD366,CD39,CD244,ITGB7,CD54,FCERIA,CD303,CD81,CD98,CD38,CD304,CD49d,CD305,CD328,CD101
healthy,-0.238018241549667,0.0259411184968637,0.410464200809155,0.430315766447055,-0.488560981495128,-0.401418164438403,-0.62633472197586,-0.245451570954341,-0.255562370864104,0.327634265737555,-0.0324150801279838,0.49031634711203,-0.139232860163093,0.407634120803096,-0.4439663774836,0.6646426826055,0.273516181971988,0.178493057999142,0.364900358346071,0.268035372467529,-0.499697976442163,0.374557873585414,-0.370837812592799,0.383726415167892,-0.345966737032589,0.297692282342674,-0.40751873843269,-0.281787979462398,-0.291367058085556,0.397069038502677,0.369239260632179
healthy,0.194957983193277,0.186690414953558,-0.212566454183857,-0.361878154727993,0.262025935158817,0.298190050224443,-0.0745468220101672,0.364901066330149,0.322510045719242,0.107399953564537,-0.261944251916652,-0.256370013002223,0.0448179271708684,-0.57932825981479,0.327601048611126,-0.373325100181557,-0.713584946773893,-0.360775624778329,-0.321178436508318,-0.0860548467090675,0.148739495798319,0.101262371685155,0.574200640285035,-0.18272856707429,0.361563317530916,-0.232212885154062,0.560642285206573,0.158543417366947,0.248179271708684,-0.515555236683434,-0.377295982437745
healthy,-0.0132548442055977,-0.234350074799648,-0.217701454902423,0.119680831651188,-0.260806610846051,-0.497129813867934,-0.0313084510671141,-0.564640949139175,-0.367743022834109,0.190830593008203,-0.334254322863253,-0.0175568979403519,-0.418295318127251,-0.0993099958711603,0.209889559952077,0.268210646750783,0.123333045560514,-0.0061709539565418,0.27251168670157,-0.0992626866532719,-0.442016806722689,-0.0569160812437824,-0.407556974819329,0.107234390788869,-0.224355827331967,-0.411764705882353,-0.383315599630077,-0.229675870348139,-0.563883414619221,0.0366767051218328,0.117168801190445
healthy,-0.144500578109451,-0.171778099423716,-0.466195999207865,-0.441277424660477,0.182870852972716,0.158531678892669,-0.0101543704092837,0.0390493090139716,0.335097482205768,-0.572596413395853,-0.0557925122773783,-0.293257754246248,-0.0512096774193548,-0.419947314450025,0.0798468630998896,-0.431994425518551,-0.175095679186119,-0.32441119839422,-0.542489650894509,-0.163232656326544,-0.100806451612903,-0.552371623303864,0.379420805684455,0.43710780493813,0.0260446498643026,-0.0564516129032258,0.428782258982118,0.0048387096774193,0.192819701045027,-0.668547138710635,-0.410101846959015
healthy,-0.35081603757368,-0.127616437821353,-0.514285714285714,-0.558187454134216,0.156584752403356,0.0814988899027704,-0.258373582567322,0.0395968580797101,0.202642918284846,-0.624364503513112,0.143075269308596,-0.230868986478668,-0.445817245817246,-0.285005555985235,0.125733006059502,-0.295389336916728,-0.0158674804354251,-0.489784666116676,-0.241835064629178,-0.123985196442247,-0.236550836550837,-0.334536360247253,0.323902939977289,-0.119172555848649,0.312926597735179,0.0056701078008008,0.156869867767171,-0.306306306306306,0.197931636798686,-0.248885517900149,-0.372182949019385
healthy,0.373359249651892,-0.370319896625467,-0.196311408634131,-0.421866191154648,0.400540175022036,0.593488671699909,0.0139548212415238,0.388803138465496,0.547602586735244,-0.591191632359408,-0.104526678884035,-0.153985986161095,0.1285623558016,-0.656861252790752,0.617338020285125,-0.389628636884178,-0.347583158860425,-0.498568706030977,-0.31874511521472,-0.0230794181660908,0.100609413262721,-0.206984901697553,0.627388237351006,-0.123155349967526,0.522778433925327,0.409286770853431,0.591241429872444,0.509839861084314,0.612382287383723,-0.416407644338585,-0.423298559277961
healthy,0.251327619134329,-0.354633389550638,-0.685552717036938,-0.714701459149195,0.632112029491537,0.612478001920147,-0.0234860849555278,0.56753623442067,0.570055949908357,-0.716641716052768,-0.0972755725050337,-0.527995582764677,-0.309645597369383,-0.660256632491548,0.359653293265765,-0.590842719306784,-0.599028143553291,-0.639827953832464,-0.572032935666246,-0.53044521528747,0.367130695557275,-0.522199853507658,0.789984540885463,-0.0870962396403444,0.618062633177376,0.130300539504104,0.720893328549585,0.369565217391304,0.564996351599687,-0.601862791984553,-0.801318108387321
healthy,-0.418410832329066,0.133090117768919,0.245697087909483,0.40390873722814,-0.482234446463008,-0.755785243035374,-0.0823552127210996,-0.762383070041791,-0.344617851113559,0.311565734322112,0.0784339821875137,0.179193818937676,-0.611267779839208,0.188721124590095,-0.363026636303677,0.420582848542134,0.326080102104973,0.166426112550154,0.419003786668544,0.0122165353292426,-0.736891579754852,0.118475495558473,-0.718304073823549,0.439335327727957,-0.700422251555339,-0.133048759475452,-0.559989551172343,-0.66399089666052,-0.634904770293302,0.17629604443737,0.428494328142391
mild,0.217065040133707,-0.171909558961302,-0.293761453524231,-0.165952889708353,0.271721884745147,0.419088500771902,-0.194530934819752,0.0771906569364484,0.427103206204694,-0.27390895169619,-0.165001017896455,-0.136290363794127,0.229398484115465,-0.241221622991729,0.139314340925766,-0.0116951844246007,-0.195838988440604,-0.311260098224524,-0.334616895371489,0.0527024311722889,0.185256113086202,0.0355639512663671,0.379519282352854,-0.0159764233963794,0.229918826678211,0.358409933881632,0.224907900070539,0.0184647637477826,0.290684719048523,-0.245332078095579,-0.159554510846977
mild,-0.224711296643627,0.0333418321247055,0.262272978356481,0.221745396513072,-0.077645836686023,0.102307207826587,0.0871750710158951,0.0256664047398664,-0.0475094006670106,-0.146301075116435,-0.0692269277743557,-0.0271348711410893,0.217415495896508,0.182480828532029,-0.130539269893737,0.129047133730849,0.109742003431136,0.264888730717423,0.0110569634289663,0.0624227995435836,0.0850522967760259,-0.11164425876679,-0.135314610331854,-0.0533834503322965,-0.155358804449713,-0.0052743751410651,0.037294486949956,0.10904354534004,-0.0540124393049045,0.218961998962059,0.105933745918195
