group,CD47,CD33,CD11c,HLA-ABC,CD45RA,CD123,CD49f,CD4,CD183,CD32,CD27,CD1C,CD64,CD141,CD1d,CD366,CD58,CD39,CD169,ITGB7,FCERIA,CD303,CD98,CD18,CD38,CD304,CD36,CD49d,CD305,CD99,CD371,CD328,CD101
healthy,-0.445696363080255,0.262352325807288,0.333057283060676,0.147782866168542,-0.539848972213666,-0.304610133325297,-0.608985619648752,-0.214808049735072,-0.223617074506091,0.468400207302096,-0.192024115975556,0.641771074487518,0.0676759528000855,-0.149926905773227,0.451111813823918,0.46496233929237,0.219119302765625,0.532482519127874,0.062894795181545,0.1752954422125,0.440863498794933,-0.533908777420323,-0.453510129000657,0.261784695911785,-0.0214265501839291,-0.426283365027188,-0.567967046757139,0.008607671398369,-0.414844606171918,-0.180078060056237,0.0394140742977952,0.375285282192788,0.374093679835231
healthy,0.0324929971988796,0.045208981669222,0.296986758275994,-0.187666479155996,-0.049312230558842,-0.526335457778715,0.122916897360276,-0.616639277923053,-0.210864243689648,0.0059344987818679,0.662060906723229,0.436045954310986,-0.255134976337522,-0.419205133293858,0.397052795529689,0.455101088381925,0.389824722610048,0.187898066950536,0.0,-0.199412809234467,-0.259186790684442,-0.645023796182261,-0.341526683684411,0.173791212959997,-0.0198879551820728,-0.572937072162857,-0.184033613445378,-0.352941176470588,-0.382352941176471,-0.146654020477786,-0.226890756302521,0.158762763296488,0.160893208343504
healthy,0.192365174881238,0.38574998770667,0.63735211873704,0.114307279929381,-0.588762859080247,-0.397939900466844,0.129568820570057,-0.305500875995577,-0.383101200121845,0.412895032127287,-0.247654038370616,0.369050039629159,0.449287364160329,-0.214919928471349,0.261489666058812,0.287552368231873,0.267092696038462,0.175245450250231,-0.112775327480206,0.0699053474088196,0.500079461920561,-0.501016096574773,-0.384632408107241,0.526970233549809,-0.157262905162065,-0.526192624248798,0.462855400735949,-0.112509003601441,-0.304794052289704,-0.161400241365443,0.5815606242497,0.635216710222379,0.704120444802918
healthy,-0.772957003015637,0.525530035470684,0.524636571363877,-0.198553473526843,-0.813530379407642,-0.789431286496064,-0.351806624804975,-0.522208635052128,-0.38242763505969,0.530016651776473,-0.102548209185885,0.617822880096643,0.386874021085914,-0.240864017969833,0.532723894930329,0.422659187317689,0.474600471119948,0.385887328179552,-0.244948974278318,0.355960322335855,0.29808289646321,-0.779208135729706,-0.165166487889452,0.289329077150152,-0.324596774193548,-0.780840172642407,-0.117386052309839,-0.560887096774194,-0.763614422757818,-0.425676508625877,0.388463121561426,0.241280170361733,0.505859618120874
healthy,-0.009816649063181,0.231917631917632,0.350926891136963,-0.049433741021564,0.031797927535835,-0.0697416729987642,-0.282758237950182,0.203936759260206,-0.0402305793653738,0.356651007881846,0.173306654664596,0.207756131467498,-0.0848003176200505,0.175118289621167,-0.0813933063731245,0.111465771653813,0.0151319810356075,0.310951797273018,0.136111069438647,0.0232472243329214,0.372680721816277,0.117105974119271,-0.326859215621874,-0.321669922071767,0.0425258085060067,0.168148093554353,-0.0007749986102511,0.322265122265122,-0.197931636798686,-0.0142083078546041,0.0823892921231315,0.0532572824320235,0.245975582223884
healthy,0.175302223658204,-0.6308101305807,-0.551623962201219,-0.145178805495906,0.564980325349279,0.26547422587097,-0.330203692234498,0.307415267862885,0.432493554104752,-0.446481749952738,0.0631789022578545,-0.155687703425922,-0.693255978750601,0.347077110772301,-0.662581876949781,-0.266400577148565,-0.62033065351714,-0.444587678454291,0.11525707664774,-0.232639240336177,-0.61049587597387,0.537206037186549,0.204807595300309,-0.53110930621714,-0.0526400411602032,0.405001933725058,-0.376285099173895,-0.0299054601582095,0.185844879448515,-0.0518722157281245,-0.661000211131244,-0.345072048833615,-0.590642772602366
healthy,-0.373897884081413,0.284894099823972,0.430284139363286,-0.258909040809675,-0.799732247561151,-0.772211603880192,0.0388114258726748,-0.549317036632171,-0.425318138589494,0.414419045954351,0.240494194694552,0.365669044757449,-0.0095387949836037,-0.282127205798419,0.341618628395109,0.494788778171203,0.223775670363599,0.41049203062143,0.0221249019248006,0.250189333765809,0.241475432506546,-0.695088405404526,-0.704432676059851,0.0918085225065484,-0.520380014960095,-0.694085877308326,-0.545928252954277,-0.50825721592985,-0.764458544646679,-0.386129500271578,-0.144725784743468,0.246667288023611,0.417322357730795
healthy,-0.387089838968958,0.46711600358777,0.566811499942445,-0.122770916175028,-0.688427213892657,-0.796798503553872,0.0322188057751208,-0.74868956571715,-0.449155637557275,0.326969970728657,0.0019492593638756,0.28516928098821,0.0786827153653689,-0.453521870982102,0.466826921523077,0.36682760412139,0.214371128103038,0.317445236463398,-0.0538940801408978,0.0606720368032131,0.259709451494122,-0.790427800241916,-0.678066893851052,0.386110910792644,-0.148614214643323,-0.585247381350274,-0.0938748004420368,-0.615035436477923,-0.760245041239673,-0.440841181624959,0.381313954424486,0.329531470931879,0.531932601826914
mild,-0.245156759719623,0.603800376622912,0.638461019800363,-0.223457776000875,-0.705542190172599,-0.646769947314911,0.151182115513945,-0.688168851473217,-0.508949246297022,0.525309423781481,-0.353978561657606,0.399445543665399,0.437048084190996,-0.433586958735074,0.473192210100391,0.349481073251119,0.461120733135875,0.461855450643489,0.225750738010459,0.37840845130814,0.0695002617425114,-0.628805739467305,-0.332180649293022,0.174442401692123,-0.253830027414933,-0.678080534541029,-0.0453355012508672,-0.209724238026125,-0.372215284513396,-0.474124356023579,0.561672945054047,0.360409316030088,0.659680959821636
mild,-0.300531871776019,0.519753783357638,0.437191423945436,-0.145460868317824,-0.620551216537176,-0.479297838055399,0.218206099122686,-0.537182902361577,-0.396867595779757,0.455002525532936,0.0032035227651087,0.395941945416005,0.196929868865077,-0.018570153354962,0.382076716855835,0.311639232521003,0.277677238896702,0.34549045581978,-0.0776473853166599,0.261761615638042,0.26716477528186,-0.663184970345641,-0.38582637329079,0.0378772516200434,-0.185197603874043,-0.526525519709186,-0.11749087088397,-0.141960204103826,-0.439123040115634,-0.23435406502246,0.342843413185075,0.332861392188443,0.469783760331341
