group,CD47,CD52,CD3,CD33,CD11c,CD45RA,CD123,CD7,CD4,CD44,CD183,CD32,HLA-DR,CD1C,CD141,CD1d,CD366,CD58,CD39,CD11a,CD370,ITGB7,CD54,CD62,FCERIA,CD303,CD81,CD98,CD45,CD304,CD36,CD49d,CD305,CD319,CD99,CD328,CD101
healthy,-0.351338589820923,0.151435490445977,0.408527105869094,-0.274902898165792,0.0259810434591339,-0.0010912338450752,-0.073736229817229,-0.0206002965874383,-0.0283680122178379,-0.10566284644263,-0.0334720936104181,-0.0440277753910926,-0.117336152219873,-0.0327699856693698,0.203501894262829,-0.394943744345927,0.0791877132497935,0.0112645838745709,0.0967381661734479,-0.613566023061926,0.0955835374140585,-0.274053437825176,0.0297493204469949,0.17230839200297,-0.192791644662321,-0.157868831183937,-0.183272317692128,-0.0087844849874907,-0.0363197040316236,-0.14562981943991,-0.242720960152624,0.0617638175777711,-0.0872871777387107,0.254161386586648,-0.35052036426736,-0.180781920692746,-0.0128945510081081
healthy,0.0392156862745098,0.160673833390352,-0.112409480743173,0.240646567021883,0.287456272403995,0.0875365039506072,-0.347221300093563,0.475523944224409,-0.208635238386534,0.137544646320914,0.0629385670328416,0.0441468811821884,0.0142857142857143,0.329112552268324,-0.0388152901198017,0.350018606525995,0.272891155417095,0.275187063361946,0.221623361018581,0.311764705882353,-0.0169808902702831,0.0167249452906327,-0.205322128851541,-0.37264834144804,0.06311366656277,-0.294715713249746,0.587298170429407,-0.164963263623481,0.19343091300324,-0.186880761735524,-0.1296918767507,-0.038375350140056,0.0408963585434174,-0.3792235184318,0.117941636950509,0.23164673648242,0.202595826267915
healthy,-0.310590616788309,-0.115124474245327,-0.20244296111235,-0.209645671081185,-0.206231854942525,0.213757197509789,0.192724477252788,-0.0765289287448515,0.0722075509704909,-0.271467543078726,0.346355338907485,-0.0685020519804302,0.240336134453781,-0.120502083945616,-0.169646611797901,-0.0311872845059049,-0.303926142339868,-0.213522543190634,-0.0546225846309525,-0.0531572629051621,0.406229122554937,-0.163790699646028,0.271548619447779,0.197077885947962,-0.219505870581407,0.362010056948895,-0.121505696403395,0.0535127095734676,-0.0650246535395727,0.352512924339142,-0.386599722458519,0.0392316926770708,0.0469061802325373,0.248365612660782,-0.0799748349965376,-0.4659777867238,-0.408718296631035
healthy,-0.711806618703956,-0.110217228817433,-0.148107122298467,0.376387679014142,0.410118908659691,-0.631475914171411,-0.794675336942896,0.153628251702264,-0.618921431470151,-0.445408904870891,-0.296286756865552,0.39619454382985,-0.731048387096774,0.346538555381124,-0.0498491465761742,0.249019863556127,0.402133617269555,0.337954577121403,0.364287606903625,-0.333467741935484,-0.142886901662352,0.0800001632491478,-0.644354838709677,-0.589017494493947,0.109788148731203,-0.782728275742683,-0.079201708044617,-0.15236120170617,-0.598245793946623,-0.812403985591261,-0.270673680755677,-0.743145161290323,-0.699475651908112,-0.524387042771779,-0.438875780211176,0.143260101152279,0.496162628636129
healthy,-0.227074592803582,0.0431415893039798,-0.0064130274021852,0.344916344916345,0.365345017258511,-0.490062177316987,0.160058475579539,-0.0337383491443663,-0.244310026321872,-0.261432864524716,0.103928996693882,0.348928503200174,0.252767052767053,0.134461455645208,-0.0412690391880204,0.0695261365057276,0.155396399305609,0.259719819956608,0.240298579915104,-0.0913770913770914,0.237285917182807,0.189718727314646,0.122779922779923,-0.219343766373214,0.234020812869419,0.01421517604916,-0.244330947835814,0.0822024455315029,0.107474316042453,0.030758797601406,0.0503749096663237,0.0965250965250965,-0.205243095677793,0.0406147887118858,-0.247741222410279,0.0951776186037647,0.432582188842946
healthy,-0.463395425748453,0.157275275883983,-0.219493659962946,0.568817054169922,0.627857056468062,-0.700499707979109,-0.687910248642625,-0.12110674773043,-0.506174030484276,0.208174859680847,-0.58006528580819,0.710649043644075,0.0696352630035927,0.771168547238552,-0.568570595204091,0.63131338743694,0.609225426793821,0.604244178540493,0.652606211496886,0.139145255241254,-0.264877665269423,0.14349377381526,-0.152514029854068,-0.0108623142302482,0.555929473206203,-0.736315205174167,0.139848698983265,-0.37878061306044,-0.354749501575664,-0.678124699929935,-0.131366375689679,-0.216830664351405,-0.694018242566977,-0.632829456167324,-0.0939131168782215,0.596054343376076,0.699957112145232
healthy,-0.354714246437365,0.294847733146926,0.0727187426518626,0.283869958753864,0.474292351848257,-0.832068729160772,-0.777412756782852,-0.0771186519129526,-0.599022370618848,-0.232223987646989,-0.372939989805584,0.361184729482166,-0.139057362075265,0.419962031974635,-0.200278970812804,0.262148775396511,0.580419940433239,0.175759106491379,0.525604728988184,0.173579392628868,0.302626569143692,0.168272383703384,-0.309803062065101,-0.152144450259135,0.212121767545888,-0.692724597681948,0.207973550911351,-0.638387273479168,-0.433671327286724,-0.665601633788318,-0.451144974594659,-0.506868834490318,-0.826605029587767,-0.157866642810998,-0.453579593816517,0.230725942840693,0.369533260794107
healthy,-0.261227838612438,0.181741008624152,0.193402635566571,0.170127089878652,0.306438418247722,-0.591721154393305,-0.675337848918174,-0.0258064341304816,-0.580873010685316,-0.0832860964353784,-0.247317231754363,0.430371534815911,-0.539863945578231,0.282172045567506,-0.331118728760909,0.371276003761145,0.163002518812373,0.125180220790095,0.194074445099903,-0.178079655640896,0.0851441379171588,-0.0369447533748838,-0.590484200634241,0.0073575896922674,0.168669407079896,-0.546034975008416,0.241653680045657,-0.58160428574337,-0.319252682226878,-0.422431260708015,-0.0247510605140684,-0.535529196444136,-0.595520951692877,-0.314857657705539,-0.491303278457387,0.143031901733248,0.307587505643883
mild,-0.178237117372713,-0.0370260305867004,-0.0442276025503388,0.220811118677483,0.524586074495364,-0.425129140737353,-0.574838074120597,-0.197476888269383,-0.470580109616757,0.117912338735333,-0.421987828698923,0.236088011978249,-0.0972423802612482,0.313566279878117,-0.0633162851782218,0.607476485939691,0.287765064486958,0.424599576248196,0.312151194984399,0.307472081736445,0.121032760304364,0.169014115765792,-0.392605882314132,0.0402457703628956,0.110964410873436,-0.544722917596582,0.379956939950364,-0.287082309823978,-0.189538383872794,-0.599559801096544,-0.335474599148859,-0.369053378487341,-0.484178546196345,-0.0732850909445193,-0.220861614528516,0.360691252913553,0.45104521365828
mild,-0.43090472965161,-0.240155255178064,-0.209864269951497,0.375581819972807,0.412576987819207,-0.631684510717627,-0.511355215889712,-0.298681871446565,-0.641799472125554,0.163101887658746,-0.421801268497353,0.576326009923299,-0.184309361524551,0.478346432370373,-0.0280779348236003,0.255063130623817,0.180484466305338,0.151853345131265,0.444506413158315,-0.219618309816459,-0.318383151540519,0.188356177837578,-0.430092707280641,0.0314412578509706,0.204213554676007,-0.672594264441564,0.0753370394281813,-0.4565518706071,-0.467818935695262,-0.537695021542614,-0.31428776183124,-0.160789595152338,-0.615627294070318,-0.337089204476208,-0.196987339910422,0.308050411926071,0.496416211717455
