group,CD52,CD33,CD11c,CD45RA,CD123,CD49f,CD4,CD146,CD5,CD183,CD32,CD95,HLA-DR,CD1C,CD64,CD141,CD1d,CD35,CD366,CD58,CD39,ITGB7,CD54,FCERIA,CD2,CD303,CD98,CD18,CD304,CD305,CD319,CD99,CD371,CD328,CD101
healthy,-0.156152057445407,0.350206332316818,0.418650808159281,-0.447561767030157,-0.271561336874446,-0.0925285457445744,-0.406557608255645,0.010786856886853,0.129722457888021,-0.321801882429984,0.472472584432511,0.243616808467476,-0.196013289036545,0.484046377106907,0.135894398207787,-0.538241744825767,0.369126410085182,-0.143157413912076,0.493633752710399,0.255073385543365,0.331860317476665,0.282694762441285,-0.327091513138025,0.175028474860232,0.279610950520395,-0.610985288139582,-0.34064280673714,0.289138776259479,-0.334295902047637,-0.450343440780443,-0.217109455125186,-0.0911447725021482,0.258079130172153,0.429008211455255,0.468148051894373
healthy,-0.160959729891047,-0.154440620609143,-0.198458352863996,0.444393651722582,0.510039357239124,0.0961710909902157,0.112320451352104,-0.0169808902702831,0.210722028681733,0.367008013494054,-0.328858078839122,-0.285093232575774,0.166386554621849,-0.561294695306936,-0.115820028168784,0.4816201198065,-0.466129873111233,-0.100621836314482,-0.117800840381913,-0.453732737839831,-0.533086370941113,0.0078621537691008,0.199159663865546,-0.123422281278306,0.0163980418679997,0.47139283333745,0.39711704375479,0.114646138871998,0.388866547445912,0.397478991596639,0.0844508684857224,0.0142825702674149,0.294677871148459,-0.531657509829163,-0.476762361676373
healthy,-0.230151302626154,-0.0566834243421648,0.0660191972105588,-0.114596092187161,-0.363712741454866,0.188118300001549,-0.0351189086889081,-0.17784591821765,-0.200414707020296,-0.183103602552668,0.0165582831777925,-0.397938725907071,-0.120672268907563,0.17593899818254,-0.389266041382319,-0.0444007017262282,0.0419215126614257,-0.139630339887351,0.162726419737984,-0.0912208734814425,0.141546256378179,-0.1452849181421,-0.0482593037214886,0.0724605919821182,-0.435756491975835,-0.345695648284252,-0.0204530493091162,-0.209642924358703,-0.196130111323626,-0.455701230496843,0.0309659671167073,-0.261973189849602,-0.417238895558223,-0.12938588667472,-0.0305804310546374
healthy,0.051194950813472,-0.558829749699817,-0.570969689313097,0.368599063023131,0.271480457747497,0.075100031151994,0.146485490808888,0.0,0.0592716730642314,0.409879123714965,-0.548670642581154,-0.258365896800518,0.178225806451613,-0.551590955014925,-0.36344103406052,0.289389735875843,-0.575923337482184,0.284559913661972,-0.419308073840442,-0.239130314497455,-0.331057266479121,-0.301010715255632,0.279435483870968,-0.572351451841344,-0.266532258064516,0.632619448046447,0.377430384283518,-0.640165874197959,0.583687740992645,0.536103311064522,0.516518089548914,-0.0552719497634376,-0.533279591593151,-0.292384650889739,-0.618991162109568
healthy,0.14828306742805,-0.124581724581725,-0.220391356429377,0.279501110945239,-0.0945921541822319,-0.367326298107759,0.0949806987925073,0.171259025735119,0.147388305074477,0.219405659687085,-0.279425961065134,0.0285914138347424,-0.100900900900901,0.0788313239959159,0.0120732655594648,0.219276161552348,0.0504354719364369,-0.121570485757938,0.191983399648449,-0.0782736109932787,-0.244180624824879,0.230868986478668,-0.0223938223938224,-0.0909794569855779,-0.0751802290623575,0.178705070332298,0.173043114152757,0.285352350224954,0.180891023989221,0.390379679438042,0.217966032753787,0.203566301625965,0.0705458313804313,-0.0959685683428542,-0.0607855889055881
healthy,-0.160574639479537,-0.661420419088826,-0.712585618443455,0.76690823022665,0.504085754383449,0.181811385318139,0.422728149720239,0.0085656850783033,0.193350246782682,0.568302693897265,-0.705230888920581,-0.534148047575937,-0.161828428106941,-0.681170214613978,-0.509004210445256,0.481333249142798,-0.705576050029936,0.0124273025994524,-0.704294502745867,-0.763526122536172,-0.57313010141393,-0.21036905843117,0.0610216914387126,-0.639197223678895,-0.234292628865033,0.731175510816135,0.295317564824598,-0.497201182844866,0.623958654106973,0.626605027703391,0.616126046179806,0.0034547101926285,-0.407246894069717,-0.536978531699871,-0.767152994911174
healthy,-0.641844132148812,-0.633028910727114,-0.69152085933986,0.564526891926013,0.661616691978856,-0.0004980735798072,0.424468933030342,0.0818520396953291,-0.364917579470899,0.606725385597183,-0.786535154065123,-0.616925151612923,-0.241103397880892,-0.645008389273104,-0.367069541266855,0.599532480529744,-0.525465670965122,-0.558510992091488,-0.350825913314274,-0.370443747179386,-0.627412385914608,-0.463162261291514,0.384266871534222,-0.491701580227779,-0.553251969522643,0.699901977494139,0.564986286789265,-0.389983755988121,0.70015628986177,0.463708387637348,0.434302341552104,0.343044638756088,-0.13803938772048,-0.595778896963053,-0.702947285397288
healthy,0.0304624344629108,0.0684924828249562,0.0386097470919753,-0.080418990624133,-0.10754420544611,-0.243155084938177,-0.055200779628464,0.0704573422500647,0.253050065520151,-0.0115243110964813,-0.222276357496554,0.251548045444024,-0.17012987012987,-0.0516205087303791,0.151691474802992,-0.115846335711076,-0.0438745211356399,0.090747329155543,0.20111025327415,0.0516655521357286,-0.134820724095316,0.240288470630323,-0.178052498617112,0.030133715048328,0.246188583445963,-0.222728906583887,-0.181154436036372,0.226771153195184,-0.209286448843109,-0.192662720523785,-0.0137158621656734,0.0764406623642335,0.265354962101814,0.0107642296363202,0.22739070240712
mild,0.304031824037912,-0.306885696008343,-0.359362114024383,0.38528097055445,-0.0036192137456258,-0.0116867753769003,0.209586778467236,-0.228042920875649,0.59654489628665,-0.0353762251603888,-0.220064317385361,-0.154532955966571,-0.300596677955168,-0.375563511488661,-0.251068017256093,0.369992970551685,-0.389895572831652,-0.0364866197468458,0.0044545675617176,-0.275759410959333,-0.289962885663499,-0.597127703582395,0.0038704215138793,-0.28943522352136,0.470123887931278,0.0737635664593161,-0.230210725315551,0.0344246027132111,0.0711746177380919,-0.0371327327859818,-0.101767523453453,0.0133487789000752,-0.318130651977292,-0.20675371454138,-0.460521293744116
mild,0.295627521816346,-0.446841564879822,-0.517625621503136,0.734209293489942,0.59825370020448,-0.190193898030416,0.555007498348247,0.17712632579974,0.133411092060788,0.4101390011304,-0.435167766809967,-0.182830942966002,0.183196550285158,-0.598622845972045,-0.138050088979095,0.0639847996132686,-0.441497230563816,-0.0108440102155821,-0.214051108145053,-0.1525165158667,-0.241002840902494,-0.187229081310022,0.401636548507993,-0.104547194009842,0.0002660387460696,0.684817385533792,0.397196502169694,-0.0474549674337311,0.522499702330574,0.63392408740847,0.341180329306584,0.202189633088564,-0.326137542701213,-0.122749775774769,-0.541640650595018
