group,CD47,CD33,CD11c,CD45RA,CD123,CD4,CD5,CD183,CD32,CD95,HLA-DR,CD1C,CD64,CD1d,CD366,CD39,CD244,ITGB7,CD54,FCERIA,CD2,CD303,CD98,CD38,CD26,CD304,CD49d,CD305,CD319,CD99,CD371,CD328,CD101
healthy,-0.386988230843339,-0.114467268378166,0.075443496458593,-0.207022649465708,-0.396429666860916,-0.0250305990157393,0.142584902321899,-0.288212342877073,0.0703829707822703,-0.160301969208036,-0.497885835095137,0.12541410403371,-0.211165247514495,0.0109108972173388,0.326307990805184,0.200391689738167,-0.139152358173244,-0.11526909800417,-0.0614617940199336,0.0483893246332751,-0.130239230868939,-0.342172994556711,-0.155458764627108,-0.320562465340414,0.616866056899348,-0.353672418639782,-0.134551495016611,-0.324868122781047,0.0350347775996633,-0.244053160339374,-0.411960132890365,0.0737236734900519,-0.132586324483371
healthy,-0.271988795518207,0.0853635430275993,0.239523534635995,-0.114672820175295,-0.672857414384685,-0.532679740537355,0.237882566980676,-0.233914992762185,-0.237814182892904,0.473016424466557,-0.28515406162465,0.28938235546196,0.209468793802402,0.38806715942152,0.459621024703533,0.384014903043705,0.42047727190041,-0.126795098058045,-0.565266106442577,-0.20168322781614,0.271618847351995,-0.678531525854067,-0.575638931785679,0.133053221288515,-0.286689580525556,-0.654433945701657,-0.461624649859944,-0.235854341736695,-0.449407482704675,0.154752385062403,-0.217647058823529,0.483633186412076,0.120035913755399
healthy,-0.119827675822033,0.260567989417858,0.704284910082341,-0.586876912132169,-0.505883311431343,-0.307038229043518,-0.112536467103734,-0.411428504897001,0.498920864846897,0.153728621423502,-0.099639855942377,0.617647625495547,0.144421350226208,0.497014104552243,0.485867667575175,0.259035434441401,0.522575555100886,0.111180022386168,-0.106266506602641,0.636504267344589,0.245248194392047,-0.492282732828645,-0.354397465650287,-0.257911164465786,-0.0416893535890928,-0.635423649703575,-0.0685234093637455,-0.441860062559373,-0.403137459541853,-0.262843532673022,0.409939975990396,0.493373647653775,0.781847713656752
healthy,0.785873255807543,-0.474268657202806,-0.480731389726407,0.866187388410946,0.85235989185804,0.579265138378242,0.0170004023517563,0.296286756865552,-0.508929531736399,-0.493470555303884,0.638306451612903,-0.598342902131432,-0.280276903637063,-0.504893484824807,-0.396269168684374,-0.42597142631661,-0.256345749256397,-0.30787941614066,0.597177419354839,-0.241170657598874,0.403225806451613,0.78624841575566,0.152578240455039,0.385483870967742,0.237942589922127,0.780354575520117,0.607258064516129,0.793465171455165,0.517147605806743,0.531683158545306,-0.331181955142192,-0.164623449569724,-0.411313970644608
healthy,0.121158116069261,-0.546975546975547,-0.224510821035533,0.304084382653616,0.0622598076962148,0.255956161051198,0.148035312559439,-0.158314779910036,-0.269901538624406,-0.373291636702198,-0.237837837837838,-0.377546675458701,-0.22508016507288,-0.538537328221545,-0.148970725410272,-0.146482494595529,-0.383892025670093,-0.480175426738618,0.35032175032175,-0.581186049582091,-0.17378991307223,0.181751179485689,-0.0342742400012707,-0.352319880167946,0.294547343415459,-0.0552193652177622,0.0803088803088803,-0.0109671883186607,0.0517838556076544,-0.326791080655895,-0.323635438121176,-0.128133857732492,-0.576690396439033
healthy,-0.394840943358123,0.319106624889125,0.540350508854131,-0.600379038362615,-0.603944212587944,-0.387709820567239,0.0857175732320329,-0.570614120255307,0.554651338896792,0.284071419595981,0.0051129100981626,0.820273299225923,0.198901755999348,0.424741083268948,0.635218095499811,0.639139246545889,0.268951295227839,0.110574042714398,-0.086845363757704,0.334650301203003,0.22714700946566,-0.737222210060878,-0.415768356018334,-0.438131069522156,-0.433510081538637,-0.650963963896757,-0.413370634767509,-0.77164801863304,-0.621649660593668,-0.196402852592869,0.0961264783924927,0.53093037167768,0.5614180502947
healthy,-0.324657440128657,0.318032378735324,0.477913746108716,-0.744060550584961,-0.821594391367546,-0.574791020300343,0.296629606565339,-0.40402620818953,0.466754892950212,0.330770911288249,-0.102411399342346,0.471829162316159,0.0674678272927889,0.4113290257623,0.484444697195286,0.463230398224743,0.238332973983642,0.350361636789322,-0.406152947035695,0.215334055409507,0.295382792056937,-0.805241845276646,-0.729557802832925,-0.547364577053135,0.0110402712027783,-0.739422944490693,-0.632334672999635,-0.849903092907857,-0.229312409248411,-0.58212847804506,-0.199751543850679,0.266054890196556,0.449539310851426
healthy,-0.378701727442474,0.422107721086603,0.524878476746808,-0.680182044079851,-0.834263447009563,-0.622033928156177,0.134146534252833,-0.422722427986448,0.441843175038863,0.233086647415981,-0.562547928262214,0.309945554575078,0.112340467535397,0.521276197968341,0.273084579064892,0.325104054344215,0.337666950658696,0.0389337901144138,-0.588678381815992,0.343889082395904,0.288995577484948,-0.7813751112117,-0.671755687424331,-0.231712463377364,-0.311134872974155,-0.576969747907036,-0.587020247667013,-0.735919377598946,-0.430500590925315,-0.466025314741031,0.29832788084081,0.323324598361451,0.455180828581333
mild,-0.0633678157325994,0.431651221961193,0.486600762014535,-0.467109106032922,-0.585037676494633,-0.190349735167891,0.205647717212565,-0.574093270677738,0.165131912684414,0.525437446006302,-0.39622641509434,0.115262458768899,0.287594380647563,0.272523038498429,0.416947523776769,0.303329337061632,0.478577043216754,0.206064008138096,-0.602576249442085,-0.0073243835560023,0.30218745909461,-0.594885964735365,-0.378689832175876,-0.180696661828737,-0.0641493941937247,-0.572169978959466,-0.137639090469279,-0.546577681943223,-0.539191158481166,-0.282063743243103,0.422183027110184,0.351716262123234,0.39507964665561
mild,-0.511693821242026,0.4968479573993,0.515521606880606,-0.736479719575881,-0.505646367782231,-0.603907953578199,-0.101167437388139,-0.384950415464893,0.392183687561517,0.207209298455989,-0.195386891589423,0.449368184193615,0.0942627059175735,0.366447817210731,0.240539677712336,0.315580481459016,0.191569207579421,0.291288923505288,-0.343965400062093,0.158684731307427,-0.0338629318211564,-0.684530626094679,-0.422540354656293,-0.20277885434426,-0.332911588902483,-0.504888892691366,-0.196134221062742,-0.585688243496834,-0.27673537245475,-0.219618635614321,0.332637782995464,0.162692055232768,0.519396212627759
