group,CD47,CD33,CD11c,CD45RA,CD123,CD4,CD5,CD32,CD95,HLA-DR,CD1C,CD141,CD1d,CD366,CD39,CD235ab,CD370,CD54,CD62,FCERIA,CD41,CD2,CD303,CD98,CD18,CD38,CD45,CD71,CD304,CD36,CD49d,CD305,CD319,CD328,CD101
healthy,-0.168691067306073,-0.260688996940498,-0.150205274575693,0.209205117155859,-0.0989904988032566,0.145935977291765,0.289954006536888,-0.0828306140865582,-0.174579877396606,-0.147689519782543,-0.339797187852017,0.538989302804692,-0.484305529302019,-0.0341326350214627,0.032809528956364,0.204821865887268,0.36825130872062,0.203714889761401,0.0118441738382456,-0.537795278835639,0.0102288362106728,-0.271773545476954,-0.010085769308994,0.0096718067033988,-0.273924989998683,-0.385677903310723,0.0716577944407708,0.0564303551717489,0.0870923429983776,-0.218600564737457,0.122168529145273,-0.131007603912414,0.184834993336405,-0.258226662876302,-0.370301164832847
healthy,0.459383753501401,-0.12958972074749,-0.0270497613719995,0.344310248872388,0.382815414430038,0.186592349808683,-0.474306850025837,0.196127947547099,-0.400291677035652,0.259943977591036,-0.16230208057068,0.03524428342878,-0.164268660102453,-0.519510180964841,-0.27603728085946,0.17014996424588,0.135847122162265,0.315126050420168,0.614179673868066,0.0880786280031545,0.584201769567859,-0.118710610787998,0.470631294026727,0.539181297267979,-0.251997258791995,-0.103921568627451,0.299600813116532,0.204292435890458,0.450691761854657,0.55406162464986,0.28655462184874,0.0910364145658263,0.392109754495016,-0.262156306653275,-0.127502936559432
healthy,0.0147114204919271,-0.320669019017518,-0.636005769485842,0.505632302816282,0.197494641655319,0.270910432416898,0.261551608219139,-0.517651517537811,-0.0779483962773453,-0.144969987995198,-0.565982605154779,0.329694459176374,-0.179387326382802,-0.297569265333235,-0.195156418875636,0.29985114163531,0.451246219601788,-0.169075630252101,-0.336400755725422,-0.616421918067733,-0.163968311019485,0.0483960281702511,0.282136167687428,0.203850468433825,-0.311793929273445,0.0876350540216086,0.271729039994637,0.46143436844263,0.482950407013447,-0.113806203196138,-0.0268427370948379,0.246497744275291,0.277359963893654,-0.355500999712704,-0.602891994288197
healthy,-0.739253655886757,0.317255459201196,0.326557433930312,-0.810673022329943,-0.780556739586042,-0.696413065420156,0.0606500840657252,0.344693308347362,0.516731793601037,-0.764516129032258,0.453780960389602,-0.020733715832568,0.462317111155911,0.228294605637404,0.283080962491243,0.679265072574048,0.183711730708738,-0.621370967741936,-0.475173777070747,0.118668072525638,-0.279819659929133,-0.531451612903226,-0.682907162517548,-0.139772954271757,0.128073640444788,-0.449596774193548,-0.635547941530083,0.632060193254277,-0.664296863292794,-0.315046415305788,-0.742338709677419,-0.755546652839616,-0.337735472325402,0.0833589477465015,0.259798509945465
healthy,0.107724806824908,0.132561132561133,0.347064893068691,-0.158722428204084,-0.0390125833632934,0.210018629618855,0.09666291825341,0.354720381711428,0.0860414509793183,0.299356499356499,0.0928047693864964,0.0163700522112481,-0.0937764401477996,0.157232306132848,0.497031149948257,-0.113110278149411,-0.0279379023370651,0.415701415701416,-0.0530080768735268,-0.001546393036582,0.208465811654945,0.18074150959512,0.0890140785935498,-0.342185095297239,-0.441517909166247,-0.0345361111503327,0.330412645483034,-0.360238502154362,-0.112342846477516,0.0723332036234392,0.333590733590734,-0.289847119850319,-0.0632913790760221,0.0337471888678169,0.145267254842168
healthy,-0.424186903027326,0.449691210038931,0.583861516471689,-0.677501085555718,-0.772133651857627,-0.442279246253778,-0.0901472211687744,0.651371850895366,0.30071063273371,0.0482350009260629,0.719889295328409,-0.606069053533332,0.578531660304727,0.528496017388168,0.603685400042243,0.0,-0.170424444519422,-0.351755078238018,0.257797610143294,0.550256887921437,0.0255374507083064,0.266447916162212,-0.728540877573782,-0.401760451505935,0.302728122327414,-0.357900829635346,-0.381149913177696,-0.486178730025635,-0.705246579402265,-0.0408788452060331,-0.290886873753939,-0.727338712252535,-0.66521993109021,0.466362176846189,0.632632130661199
healthy,-0.297163333505222,0.2774325005989,0.401496812399433,-0.72480994341045,-0.76227871620688,-0.493837112373513,0.320345673944408,0.266134146132744,0.360085013402188,-0.119620021921812,0.362049512276304,-0.0948730849393208,0.116548248138768,0.600680967982118,0.442587200224009,0.0872300065077762,0.138531337188904,-0.353282911558847,-0.0150983042241889,0.0932301937429708,-0.12598988447416,0.309893471716734,-0.735230158366118,-0.717788868258172,0.103809155360251,-0.511811457328656,-0.329880333887563,-0.215673022617721,-0.694574057338848,-0.458247313722417,-0.46525392765802,-0.787042280553653,-0.343292318585176,0.239158683408468,0.38614108163356
healthy,0.307725399141456,-0.65670781100896,-0.619087753258465,0.486020364189073,0.592461996669338,0.545389887690527,-0.0678773085073011,-0.311540645989203,-0.393865057573371,0.472158317872604,-0.243967110226741,0.444817145097982,-0.536464016976801,-0.320118731300299,-0.487292287666983,-0.0354209120724178,0.303188032032714,0.430310545179995,-0.0376506591688196,-0.425581348181511,-0.0764958875351458,-0.37625718860218,0.733148697118164,0.536923985787454,-0.678422859708979,-0.0689804551358361,0.32005693865447,0.131003983902389,0.565071712157001,-0.0421657488627942,0.448440920763069,0.530054478486831,0.415025486506836,-0.367828917863281,-0.677329094045349
mild,-0.108492158400782,0.250894609566387,0.405527632391275,-0.265244507287433,-0.175243974660361,-0.280392030274911,0.172677475910469,0.0183665846639113,0.151400817171302,-0.0453959038864699,0.0371546789440654,0.168935994810314,0.116531154158791,0.412168987665108,0.251021957256938,0.0383757595206321,-0.0573449334918002,-0.0678936440559662,0.13648941905868,-0.101646167349411,0.177296054300089,0.0821694795427713,-0.281677453266922,-0.392749616541091,0.491466136607759,-0.168359941944848,-0.106070458436478,-0.118691222267527,-0.29389327802858,0.0621234238965372,-0.196742460893404,-0.238698893148148,-0.0557174592145565,0.0045109901354483,0.219002739761535
mild,0.42553062001334,-0.344133976786943,-0.41665826919544,0.624544978085937,0.656840431008848,0.659459377459894,0.16832191227147,-0.491620541636879,-0.133885982136683,0.239494682532657,-0.404193944343221,0.202866933606513,-0.308434160262948,-0.024014432592775,-0.162216232977704,0.289140229783268,0.302653315928604,0.566707563752705,-0.129886860732891,-0.0550470889180604,-0.208526309373835,0.0620250333693909,0.679942475068857,0.404002101049385,-0.0084681801601713,0.208103823011858,0.54943894797843,0.48708372648781,0.477307760863425,0.199733209369233,0.231200642404262,0.57965717253558,0.3310499249647,-0.135134873319438,-0.41866213578971
