group,CD47,CD33,CD11c,CD45RA,CD123,CD7,CD49f,CD4,CD183,CD32,CD95,CD1C,CD1d,CD366,CD39,CD244,ITGB7,CD54,FCERIA,CD303,CD98,CD45,CD71,CD26,CD304,CD36,CD49d,CD305,CD99,CD371,CD328,CD101
healthy,0.272302577171225,-0.0623748325046146,-0.235950292639073,0.327993715719767,0.264390371606808,-0.312471825464905,0.42441044766869,0.24514816975415,0.140582793163756,-0.494294378867188,-0.0946722662276205,-0.418659536542323,-0.356525092172199,-0.3520970928214,-0.391255553737249,-0.129394020521117,-0.0987579956126761,0.242524916943522,-0.390177212549319,0.427742784694071,0.369658226847336,0.128515875804207,0.0796762925260812,-0.335762537299645,0.4517787815958,0.616207837587473,0.106010268800966,0.22113776191198,0.142640779149809,0.119903352461492,-0.355051971171859,-0.0846489348532275
healthy,0.350980392156863,0.353107418938178,0.0026629298759999,0.0808253719810606,0.519473941762045,-0.385184322252757,0.0554833217251244,0.467533878753134,0.0916016724013013,0.482286583931317,-0.185173096399699,-0.13821036548597,0.0303265218650682,-0.224866832000007,-0.227433180584925,-0.0619916458238763,0.0534626456298858,0.72296918767507,0.564656936848248,0.680816143786236,0.528033094977442,0.279431333411632,0.246118324575552,0.0519747268950692,0.753494800606578,0.555182072829132,0.701680672268908,0.429971988795518,0.118972337897642,0.552100840336134,-0.213001999155786,0.102425010915698
healthy,-0.0083510373749553,-0.129234301665556,-0.514545833466999,0.579084973425636,0.665118283961204,0.050897230122174,-0.021675081508002,0.317223192986129,0.417571775812095,-0.353130733077411,-0.370492852319594,-0.43386705842363,-0.408480898458736,-0.187287080899976,-0.027335397604369,-0.485017699962919,-0.0492680099201452,0.380168067226891,-0.452287332631889,0.543348651399757,0.33839073140837,0.184308607778464,0.345467194692148,0.0286862456839234,0.529865250918102,-0.239510099448071,0.246770708283313,0.472329855866164,0.118656738259676,-0.426170468187275,-0.468757076963073,-0.65692544884458
healthy,0.774369718164752,-0.507770187881813,-0.476684829206824,0.684541117042958,0.786204178528784,0.07958220245838,0.201606562500987,0.579872122456179,0.367281986146435,-0.536504996404188,-0.352656987755048,-0.572301247377939,-0.345387850787188,-0.462034770675332,-0.509254967005523,-0.157971027009913,-0.346263332851109,0.566532258064516,-0.330171711993102,0.780213890019128,0.31535730210693,0.609940521297114,-0.333849372390526,0.236485798555256,0.777926589908667,0.194433255028668,0.523387096774194,0.677692673128967,0.50569709261175,-0.36425981180682,-0.281912421273344,-0.488081804065508
healthy,-0.0338416059809662,-0.371943371943372,-0.418383124062777,0.0855070320291362,-0.0355388601871097,-0.106112549728249,0.25577947029255,-0.181162095789524,0.120319232731627,-0.410965957476266,-0.315039971132349,-0.329562391287274,-0.0327637081121611,0.0405210864012095,-0.104815212563939,-0.466238231108646,-0.123717986967156,-0.0947232947232947,-0.334020895901725,0.201043204123835,0.106723853012087,-0.207989863420287,-0.0013604173042083,-0.182525348446282,0.146763405698137,0.18935799377136,-0.0046332046332046,0.0772925652934184,-0.207957960417388,-0.0303810514704047,-0.456641649367647,-0.449967897534163
healthy,-0.0594332230972107,0.169467054674323,0.118710432809596,-0.0427966032261929,-0.0770171227260181,0.0217681172810758,0.159664902776396,-0.0403241366004245,0.0058556134403731,0.0917216192477309,-0.0338971054332206,0.186163157567456,0.160541728180597,-0.0942598396909626,0.181197770913298,0.227240887576491,0.282067391163135,0.178916564068131,0.0640905445383967,-0.0346821392394918,0.0172048005115483,-0.119975561129333,0.1884487346753,-0.033285077217736,0.0093255746036663,0.263087099131342,0.135410637340022,-0.174132034479377,-0.0454784237298269,0.402373826819771,-0.0094808994942442,0.135037259122335
healthy,0.209958324214913,-0.683394705496354,-0.767478225249592,0.7174160461558,0.64991879212919,0.0547816637128864,-0.0058619429008087,0.589611250397106,0.468043945592087,-0.746852752194155,-0.529400533254593,-0.699089595334478,-0.706788066711566,-0.633886025046642,-0.751271573919015,-0.535399544644259,-0.455733836892292,0.300522489147948,-0.543208954592707,0.792606218541413,0.586356194306579,0.288645292151618,0.223778510208786,0.169856193219946,0.737979629617846,0.348124447246662,0.344428206065035,0.599943446579821,0.467080755162104,-0.148854543560941,-0.626082855076475,-0.760852727544645
healthy,0.399201519233961,-0.533083903863391,-0.567819684827825,0.602901045664906,0.645089075091984,-0.0242436740325542,0.0889045242065363,0.532475688490053,0.45484675855561,-0.243469726722008,-0.206945045012571,-0.311660130296092,-0.485216156322531,-0.511626986478777,-0.299536367318754,-0.494766873529779,-0.348017266942289,0.526371448275393,-0.365692295321979,0.756093094808234,0.62751641153197,0.429757515378116,0.166252692774852,0.370597082922293,0.57790459357311,0.108908678862903,0.482813640279854,0.69500128519819,0.355280184913176,-0.485832352499006,-0.387773059872672,-0.616722778385255
mild,0.301098028895026,-0.551303406686467,-0.629146923989499,0.583783892391505,0.53506785034764,0.166892723958025,0.0086200329021108,0.551327194726194,0.565834709403361,-0.328715844429046,-0.359476416056994,-0.414551911367687,-0.449717703233746,-0.494699975763113,-0.38989938728354,-0.540923314142143,-0.252688591797625,0.430785977872921,-0.189538770021439,0.624410501051335,0.345364737746216,0.217468656794424,0.429924140992781,0.423034244538704,0.595765118811123,0.0024330322674884,0.143847766489276,0.46246396984976,0.603688413044611,-0.442848200138905,-0.376667676309933,-0.628417994752127
mild,0.400206395821678,-0.573700689776719,-0.536713850548502,0.649738501280521,0.414718108332771,0.313284921303907,-0.172244064996352,0.396942477647697,0.463718516369554,-0.585612044179543,-0.235675364960294,-0.551382397992131,-0.351816506904677,-0.364029720620376,-0.40504734408079,-0.329240489859531,-0.240294358520177,0.323805792469382,-0.25996522583528,0.687003926257036,0.460341913566734,0.381732660145011,0.38868269901436,0.330543972888787,0.524589701139896,0.231994578005337,0.136560506335045,0.548471191678967,0.0940241871105379,-0.307901460008005,-0.301334453433133,-0.589769294885638
