group,CD47,CD33,CD11c,CD45RA,CD123,CD7,CD4,CD44,CD5,CD183,CD32,CD1C,CD141,CD1d,CD366,CD58,CD39,CD11a,CD244,CD235ab,CD370,ITGB7,FCERIA,CD303,CD98,CD38,CD26,CD304,CD36,CD49d,CD305,CD319,CD328,CD101,CD224
healthy,0.319329763200796,-0.543530510152333,-0.504774558634602,0.750924775961082,0.507735519058593,0.0297786465521385,0.254857008160255,0.173184738776841,0.179211497142761,0.361498610992515,-0.579506949388518,-0.658309198096359,0.634593662109392,-0.662491238083771,-0.274274684972465,-0.325901385521831,-0.36766650130258,-0.137094956525593,-0.38003730730252,0.0331025237797605,0.128243742988141,-0.225291677491417,-0.463373722595856,0.581789640139863,0.406127149371161,-0.0003799033720554,0.116061680440786,0.294319088868054,-0.0075850300047694,0.400785261250378,0.449805579650011,0.328689913480477,-0.447923643980568,-0.614842532186615,-0.46979185409096
healthy,0.564145658263305,0.112039650223724,-0.0012613878359999,0.567820122292939,0.532339284293301,0.18961393183061,0.359706245455114,0.654107432096402,-0.189394626124844,0.244738822761464,0.170363538201429,-0.142718756612933,0.474788628745414,-0.0974379915479505,-0.215544463336691,-0.266259779638052,-0.35028960897566,0.396078431372549,0.0793829672767284,-0.112472010264226,0.22075157351368,0.0254447885618173,0.290042361004018,0.709373867938343,0.564942683642057,0.247619047619048,0.147337051893848,0.738741056259037,0.40672268907563,0.626890756302521,0.639775910364146,0.420183340204166,-0.228256784241214,-0.0364897906838596,0.012427360369542
healthy,-0.0909874653527109,-0.241868806366136,0.137183371916769,-0.331082949753378,-0.393120559111709,-0.302192495802466,-0.49305794784441,-0.103973465585767,-0.267752498356581,-0.415524018840397,0.189189247153845,0.156881007970384,-0.0936777810986895,-0.0086067234760481,0.20154189600576,0.0627175091359945,0.0455107854294962,-0.686818727490996,-0.158969173482422,-0.0175624025103158,-0.253830478730728,-0.226284045562437,0.165727656412133,-0.322042788138488,-0.121305936950998,-0.501080432172869,-0.368255956703653,-0.495863836270031,-0.256879727284799,-0.263385354141657,-0.513132465515164,-0.166137632564357,0.0581665742933533,0.0013965866150936,0.0233937762194091
healthy,-0.767911591768799,0.513219232028398,0.56105561604012,-0.829041746400863,-0.759580537798717,-0.136327772906964,-0.619933071600046,-0.275681270527248,-0.0376765673741626,-0.310485802721729,0.587600710347444,0.686105329174699,-0.158370297529615,0.552246719929725,0.440671422257887,0.476633892161593,0.482463005038267,-0.348790322580645,0.37145642010083,0.459468457007919,-0.163299316185545,0.430303908385568,0.339455268687285,-0.790271432913348,-0.186002207780894,-0.304838709677419,-0.160247050355718,-0.765301064729125,-0.241226320554239,-0.519354838709677,-0.836224352021636,-0.528793656576584,0.247982397316226,0.499394958464377,0.0353773160656776
healthy,0.303282789478277,0.230888030888031,0.116632341661808,-0.0967298299829603,-0.0154981495552809,0.0391800183611995,0.330491423318888,-0.0201499638665295,0.409296934987331,0.0335254828044782,0.0754231290576548,0.71396396448475,-0.335104598206726,0.153112289484784,0.147659363390815,0.180620828179569,0.298529253561736,0.332303732303732,0.253412967131597,-0.01515742920446,-0.0152727199442623,0.183840118862643,0.227577508550327,-0.439655087806164,-0.141834050086559,-0.227577508550327,0.250156343078023,-0.126111070165765,0.02505828839812,0.0491634491634492,-0.195320401484719,-0.293103391870776,0.428958408499516,0.303284029391229,0.116735052364754
healthy,0.334376341118228,-0.621958575018414,-0.673823028138281,0.760890257359196,0.72519631599411,0.070098520530131,0.429931185285227,-0.358805710713821,0.190863426888371,0.571230500617452,-0.698490446437186,-0.532233197515467,0.594782423824248,-0.729350438750443,-0.485703603902093,-0.711584251527238,-0.633901195352464,-0.306138855996473,-0.554231083373455,0.0,0.15249969367896,-0.215483431601215,-0.698807715066254,0.733291855551795,0.356350778227702,0.231847707248055,0.399645320391828,0.702798616068802,-0.191605493526781,0.171297189529873,0.594925643439334,0.69137976895426,-0.57071745679663,-0.695712991788017,-0.708089638960545
healthy,0.0897677089755826,-0.519093216677598,-0.450449974407569,0.373968573166142,0.31588084939154,0.0083463477414225,0.235972418297779,-0.188551686300241,0.0135066380383307,0.393190981385993,-0.528037998481131,-0.166922056444326,0.412979248457392,-0.357746223029248,-0.118557653411589,-0.494720779976171,-0.333256079753332,-0.154101957624407,-0.26202920128746,0.108248198355048,0.282057162815359,0.053503226735399,-0.211604847659788,0.269903863596143,0.31907749593786,0.0194208459748826,0.336528059512666,0.297726142962108,-0.196888555820018,0.0895506028498356,0.146199010551065,0.238345782016359,-0.453442707425233,-0.480572633088177,-0.32824546663342
healthy,0.391377992137144,-0.574171950071733,-0.624887928031148,0.66057912108885,0.668083931234814,0.0164465875546593,0.577174403826177,-0.166409926965375,-0.172679710682968,0.458490413115484,-0.397129493710582,-0.391198120041151,0.272602056867818,-0.630943594808676,-0.422763152637018,-0.358859536618211,-0.365593671540801,-0.0331564177516744,-0.527673191210292,0.0760262565157217,0.212761138107296,-0.261462087534997,-0.403505207412265,0.747665756007079,0.636291269624061,-0.0448403891322457,0.25959588844366,0.592029261727794,0.062777142676455,0.399732835316109,0.666270770969417,0.411117789113438,-0.45330381218924,-0.644844707987189,-0.189695244125102
mild,0.205279433640765,-0.495141875536926,-0.530741476944283,0.251305846935388,0.600008060624267,-0.151270596863734,0.323392480002859,-0.0266094465161355,-0.277582789144409,0.567622009977667,-0.25353417554283,-0.153770598403053,0.107471062999876,-0.414295597890172,-0.381877928245429,-0.330006489714794,-0.285462847026127,-0.175531274989999,-0.578112317852025,0.2089542502339,0.0198053607770777,-0.0361340523361349,-0.0868753271781392,0.62106629790875,0.250108482427567,0.237300435413643,0.204019141129826,0.589537947881201,0.0470791743759006,0.254636348975972,0.504843719225066,0.32453340982807,-0.265020670457587,-0.297727097397708,-0.363826692632365
mild,0.44720450558278,-0.386564413551056,-0.40474396952569,0.649109347063936,0.500402493728754,0.29232397579893,0.58301757775587,-0.0967204871091459,0.0513627422918119,0.459623977143725,-0.377241853404161,-0.417271373436275,0.115532393197291,-0.327682518663833,-0.0765324535258856,-0.137327355368561,-0.300691259393763,0.189872138512785,-0.0358428837507458,0.22208066683314,0.142132458275648,-0.282481843662062,-0.126607023452919,0.631211292884445,0.39427981693554,0.210481718758909,0.171555804527254,0.481933168064384,0.207715927849719,0.128214369268545,0.385644999503499,0.367207675846503,-0.296236306803879,-0.507360881025177,0.138837922881772
