group,CD47,CD52,CD3,CD33,CD11c,CD45RA,CD123,CD7,CD49f,CD4,CD5,CD183,CD32,CD27,CD95,HLA-DR,CD1C,CD64,CD141,CD1d,CD366,CD39,ITGB7,CD54,CD303,CD98,CD18,CD28,CD127,CD45,CD304,CD49d,CD305,CD319,CD328,CD101,CD224
healthy,0.195542073522957,0.314662398390528,0.336254535199556,-0.190677972820167,-0.185654628333345,0.157917126437321,-0.0408433239156744,0.221096252483001,-0.194052922325427,0.161257737901399,-0.0754492167401909,0.139408333738829,-0.05317141460844,-0.0229019587860755,0.0330987871644123,-0.0572334642102084,-0.29110160167043,-0.0634716350910622,0.136720048145558,0.172576585564388,-0.340264446013959,-0.374043997563419,-0.0319420392059749,-0.148293566898218,0.250339410848503,0.235495183402024,0.131468627738498,0.265662721918476,0.317542484244221,0.297126892649561,0.0569057697811413,0.0924192086982785,0.19516675304254,0.101176191068118,0.037443253728386,-0.109831234469062,-0.0759325117301224
healthy,-0.350140056022409,0.0181544277941056,0.152455358257928,0.0855039435917894,0.201121282739996,-0.231388158776105,-0.591662808187426,0.351761971266908,-0.191204062560429,-0.372763497924796,0.349259002555536,-0.0799760772168911,-0.22377402723824,0.353269283378199,0.364846001817228,-0.280952380952381,0.386735426359824,0.0996052242251546,-0.364863727126136,0.317866877326455,0.450298656040216,0.443388424953414,0.137945061585133,-0.469747899159664,-0.685385379650573,-0.532100682299665,0.232375670231996,-0.0349785444771709,0.227743918407263,-0.11933608825399,-0.638977642099471,-0.339775910364146,-0.226610644257703,-0.494509308925933,0.435608862994989,0.174418381724394,-0.0677491581436321
healthy,-0.117302943592396,0.438381108672091,0.320804978306951,-0.149691110278275,-0.0919845041979599,0.301850772058169,0.0450952655373327,0.406811673854211,-0.479688285324006,0.277636352001641,0.687378360626293,0.0993730952654584,-0.125659507614559,0.431754204840562,0.306188069501919,-0.0081152460984393,0.200555568873243,0.0346907380990085,0.181041936402782,-0.0930299773478467,0.0532147658509831,0.0796438745016183,0.443315200372909,0.107803121248499,-0.0006064835934811,0.115865739692308,0.1353031680736,0.427212413574301,0.233771963962279,0.292250493846372,0.008352263876965,0.202016806722689,0.149032853382273,-0.0882008164503967,-0.167452236916189,0.0349146653773419,-0.286900066725157
healthy,-0.719072010899403,-0.248570525643924,-0.18307011510335,0.505752023383077,0.355288013619348,-0.754342268512455,-0.801936329869277,-0.154320270854076,-0.122063994294931,-0.594642068352655,-0.167706671848407,-0.353082940290259,0.448912343930035,-0.132801895420802,0.529816240143185,-0.669758064516129,0.531495819850813,0.289466310313688,-0.321593166849832,0.503855036686541,0.204417922112024,0.304680683767171,0.170505398440103,-0.703629032258065,-0.784739784321527,-0.248726406204089,0.272940507045843,-0.179232960319308,-0.139095849514212,-0.646637769190031,-0.773070618685766,-0.637096774193548,-0.710770529793595,-0.563731808886109,0.245887951392947,0.441213021555906,-0.127401745586213
healthy,-0.0999748207223963,-0.0178249680357761,-0.0342028128116545,-0.571685971685972,-0.531925867269968,0.357259068196735,0.101005181584417,0.159985074974898,0.0256817115202459,0.24832147272864,0.128883891004547,0.005587580467413,-0.62848317267667,0.162531111369388,-0.273622502493236,-0.431660231660232,-0.165044845556667,-0.115845857630103,-0.0962944247720476,-0.310610272181432,-0.161559800797055,-0.487326037673818,-0.237014804405762,-0.0936936936936937,0.0399378755666877,0.329088434483745,0.326858146621311,-0.0952292112945822,0.0317663687816655,-0.165464054914281,-0.0500928989508612,-0.188931788931789,0.231616572348858,0.0988293191989222,-0.05826663077959,-0.488345239682183,-0.116475641137277
healthy,-0.330669822324204,0.211125603139988,-0.132910567223835,0.451236208827984,0.552011588104271,-0.614734011858548,-0.650431155920899,-0.086770134162066,-0.0171807409570968,-0.52990546015821,-0.304402297688008,-0.580681666170335,0.775505645721145,-0.0367188273518422,0.224026979232044,0.114124012191065,0.674322162618383,0.406504013740043,-0.578673806774664,0.567032091847526,0.527395456073095,0.606934931801127,0.0232736348687507,-0.0996285639405174,-0.731996134285064,-0.413705842470496,0.275157665278042,-0.282992296145902,-0.271721009645384,-0.21306836452505,-0.651352529505243,-0.309441121615538,-0.609759768523875,-0.602096065568597,0.694721083629969,0.592369467956822,0.379651679771144
healthy,-0.345268867597357,0.198112519529397,0.202945827095319,0.162582394879645,0.360337920271677,-0.607018163361305,-0.545482646119814,-0.0439334131712772,-0.0421063741698614,-0.534515080555257,0.0962546587261038,-0.355480606877613,0.226489180489957,0.070814142927143,0.377286163994953,-0.199853854585312,0.19256682912989,-0.0313550170872232,-0.169323049398168,0.250166123308529,0.491631697801534,0.412863960014692,0.0856683043840318,-0.460594103124503,-0.507101223976257,-0.442341600168161,0.189580549682728,0.060123548673638,-0.0362435970808268,-0.295934960584335,-0.53899320413344,-0.408403361344538,-0.582250106039564,-0.183928164780561,0.176394449958814,0.280169129061104,0.231866495242715
healthy,-0.412052536252099,0.0469569383261929,-0.0560421214352053,0.697045305648581,0.745558946102296,-0.652194202635149,-0.660345580193588,-0.17411821732791,0.0366138523201695,-0.603936731383865,0.105228071142017,-0.577962169051159,0.576084572355343,-0.01043117173101,0.306892820172933,-0.3230426716141,0.550457336631225,0.177069883119269,-0.448745576584646,0.667659044411697,0.429750404671457,0.548358595570031,0.217087319500837,-0.322443792344746,-0.79190184006756,-0.62833762875376,0.538039516873944,-0.071150253785207,-0.179033154384377,-0.318101976876629,-0.552034864413749,-0.337159395936686,-0.626404398512437,-0.480584505325963,0.578288840734521,0.713938778698023,0.108722762518879
mild,-0.334194595073836,0.002301052748326,-0.0065926633614029,0.326145947965545,0.393783772455837,-0.520403983849562,-0.447096279871575,-0.0195826663576324,0.0049316534391884,-0.445846768231884,-0.0303892375638001,-0.206217507642266,0.459039104629692,-0.0901186661810989,0.341106845284742,-0.14352523786486,0.396607642218438,0.323714895556906,-0.360273365370817,0.3067672115978,0.363897673723587,0.350111916955097,0.501963598005892,-0.284959783959364,-0.566794658337647,-0.177863569685895,0.190881573673373,-0.160105294407868,-0.0137988483923332,-0.0586051391361365,-0.418923194355919,0.0644250927269795,-0.304488408845051,-0.0998964147484866,0.50034398919014,0.556577968802245,0.085343347043192
mild,-0.48345439606734,-0.449688903955664,-0.388405074730508,0.487289033358973,0.576335234343865,-0.544423556330305,-0.466666042921653,-0.350163809926686,0.194144513123036,-0.572224005772471,-0.178541645570663,-0.40187026238252,0.288432641933679,-0.124491978256927,0.1619755489423,-0.139999241265064,0.48761228497605,0.122212788448708,0.0011649173691304,0.257352470260866,0.305734462318956,0.230980237356803,0.294512943805041,-0.352236656878676,-0.66834664024969,-0.393109847152349,0.243090334387086,-0.344027396489704,-0.139424145571597,-0.48711369910122,-0.512323806488464,-0.213673754564613,-0.536790763108437,-0.211316338262349,0.0646988794896585,0.572280651808756,0.124285312306833
