group,CD47,CD33,CD11c,CD10,CD45RA,CD123,CD7,CD4,CD183,CD32,CLEC15A,CD107a,CD95,CD1C,CD141,CD1d,CD366,CD272,CD58,CD39,CD244,ITGB7,CD54,FCERIA,CD41,CD2,CD303,CD98,CD38,CD304,CD49d,CD73,CD305,CD319,CD371,CD328,CD101,CD224
healthy,0.217538660536789,-0.31618369640521,-0.344192015971733,0.119012077846129,0.588330933044867,0.379749378086194,0.0055070099788201,0.392297751846678,0.407654866392144,-0.369433759302571,0.33268359162046,0.126445933506999,-0.402864159457038,-0.296154917217576,0.568974683959338,-0.537553781214807,-0.253643403359492,0.349973578995675,-0.0649642439889635,-0.27430917652042,-0.360981655824351,-0.0623409847305018,0.388553307157958,-0.334743872304871,0.235263232845475,-0.39817091112852,0.509702931078737,0.34179632496782,-0.0863900268054161,0.300234025511972,0.410752038659015,0.0413544381075476,0.487686370693307,0.245880439154,-0.243581999395953,-0.443582397171479,-0.396697069249444,-0.374876214428307
healthy,0.12156862745098,-0.0148824598041538,-0.162578876639997,0.318139923863729,0.199291440660882,0.514756649500585,-0.0724702461970394,0.638822567065093,0.478854256819932,0.204523092165352,-0.300801158872643,0.0835304230526355,-0.296704746871464,-0.262754670368332,0.334122017351253,-0.322500095944729,-0.658215726834193,0.193024968320466,-0.335835911517926,-0.0334418882355403,-0.28443225730955,0.34264695608245,0.440616246498599,0.291164381742912,0.036441986592966,-0.222144413339996,0.582958342358348,0.4703336155548,-0.17703081232493,0.572937072162857,0.46078431372549,0.133615265591445,0.438655462184874,0.418112337979721,0.212324929971989,-0.185882381226137,-0.149058681635226,0.212267332763628
healthy,0.0228682476953719,-0.336243534405245,-0.741501850097616,0.195530019929521,0.580524248728117,0.4174631506504,0.216404769800035,0.253711295193056,0.31575274860822,-0.424384453107796,0.299118097692678,0.11403823895418,-0.202961970768284,-0.52875996802166,0.377020987490342,-0.399922527361767,-0.261835911250493,0.132562173836691,-0.251122725944204,-0.299676951514564,-0.566602243900147,-0.0674831246988813,0.0157983193277311,-0.519872161929001,-0.288589992468223,-0.220209137116276,0.42265841629701,0.351049651952631,0.0860984393757503,0.540764659097971,0.0320288115246098,0.155833029172351,0.320317306608464,0.205453972836131,-0.581944777911165,-0.600773363328533,-0.738409054111424,-0.411599938246643
healthy,-0.0367305938769833,0.238143410850771,0.334043570891539,-0.0829029583839917,-0.319207604965768,0.0024203309754606,-0.215217956213532,0.0760753377681519,0.184587596130296,0.305763240581072,0.0583527323965689,0.0805780810021462,0.207481938025497,0.500327855106475,0.168516584000872,0.638645605033436,0.15205677403005,0.113977383921539,0.126682130894485,0.304888373394824,0.271448922381376,0.374950260076814,0.273790322580645,0.483955846796736,0.0410725892737629,-0.116532258064516,-0.141308477663793,-0.159306441669984,0.126612903225806,-0.0233086618699226,0.136290322580645,-0.285773803324704,-0.211375571856892,0.0626368676540121,0.0984267930020642,0.19981014108081,0.0537374833946296,0.455781372625295
healthy,-0.170241361385166,-0.0272844272844273,-0.208547895686677,-0.127846871452366,0.268011103516324,0.119977054315882,0.123525891222115,0.159293242797788,0.328177226119392,-0.27466374984477,-0.227882824865039,-0.0693166993213382,0.131734271219888,0.264704512681938,-0.0313644697828955,0.105643610015196,0.0072124911070114,0.37752845166086,0.117204071293978,-0.194231646985768,0.0629629754064131,0.115167283764243,-0.178635778635779,0.168814573160208,-0.502207209827958,0.0903707547975599,0.0409532452844849,0.163568933989804,0.173453752269955,0.305683859972068,-0.0481338481338481,0.577051558953368,0.200281748581256,0.104921537505705,0.0561277052588833,-0.0316379895635783,0.0816484393350485,-0.121923276914299
healthy,0.432663550356267,-0.540041451723798,-0.601369286426193,0.429241215141978,0.697797369844361,0.818170202660021,0.0318315524526842,0.460672712071516,0.567224028263512,-0.722581884404153,-0.363454672406109,0.129860793155748,-0.369579391611003,-0.677275587886625,0.618009212662191,-0.629569070873207,-0.494508094422677,-0.0085824046976398,-0.58137425026044,-0.630700164067593,-0.418300421539139,-0.0916379142050533,0.269460212155454,-0.564728426517233,0.0179824039411591,-0.328537554997306,0.729015975371584,0.431082519111031,0.352691491414239,0.736526110885396,0.270821274680044,0.0,0.696978631954781,0.650880628071825,-0.323632779771144,-0.542078601772636,-0.661711616911014,-0.554974083071187
healthy,0.130514633971432,-0.75109774552385,-0.74168728033881,0.559422654960066,0.639543747192503,0.564710012806905,-0.0326848581816381,0.484316348032683,0.619216651431828,-0.791701353553985,-0.0596879030518584,0.286690202567425,-0.625848485805638,-0.609871970240705,0.435602380962931,-0.610361630569598,-0.552600491058151,0.113182295474889,-0.46784382602043,-0.67629636825387,-0.586847771912453,-0.570595849165267,0.346267675338007,-0.579430269468689,0.22004562402886,-0.577584127018333,0.746834305367863,0.594873186433044,0.122371426472026,0.717667095304398,0.338472780416515,0.0645498034071557,0.485394635256047,0.437925352020532,-0.282290182511495,-0.721807937503371,-0.809104180295349,-0.314523167524191
healthy,0.357825546031208,-0.432311500677896,-0.509245387659922,0.34578788074849,0.694969991170924,0.700194942384747,0.0554905189852325,0.534219847577473,0.442612101960071,-0.447726389106183,-0.215052443903538,0.0601564539813774,-0.333881938713574,-0.473432312828416,0.432607919182591,-0.569864614796233,-0.294008802928097,0.332036924099563,-0.388474994816602,-0.341200336590399,-0.401247592512784,-0.233358923279702,0.534367762426062,-0.431722224652867,0.0524107506707404,-0.347130458586151,0.72811611670334,0.644807596368551,0.19751300544096,0.566618456804505,0.454353176944797,0.0708155947818181,0.691586288674874,0.325475385284414,-0.310046910319447,-0.389246540125736,-0.531383394147161,-0.140548865940583
mild,0.212302363537244,-0.480057518915577,-0.573667309811743,0.449689792093604,0.438739832610526,0.558757249409918,0.037515108022206,0.381831061118097,0.431294117896168,-0.31172989141413,-0.120500822945538,-0.204275694910969,-0.307457516335571,-0.330593688559887,0.179766412011852,-0.530153647909418,-0.447724536021364,0.0949612157399783,-0.311622528984171,-0.312908627230294,-0.396794890261992,-0.405051070542157,0.568710061195641,-0.170658136854855,-0.098336004563887,-0.0885059319453233,0.603771990228521,0.2587194922291,0.0357200451540074,0.592408284481712,0.077971294952427,0.0038366825276083,0.48547011951064,0.245115240350605,-0.558363288436165,-0.369666243703872,-0.529202626332053,-0.320687241934528
mild,0.110257971092725,-0.111669079380685,-0.0988506628982825,0.0596719778830621,0.153034924551684,0.385243919687364,-0.056014452895588,0.431806221894544,0.517855653682265,-0.294982847400548,-0.143695846492493,0.102913370722253,-0.0617728434202995,0.212524264750714,0.0791458565497459,-0.0498027293109936,0.0969122003571413,0.146493399613698,-0.0730890670149726,0.0341584007981105,-0.136602484894571,-0.16429397755162,0.379756924207246,-0.0853569358764339,-0.180179228399208,0.124784840418403,0.419600749283359,0.369018356687194,0.296452768720108,0.339556281963748,0.355115486517338,0.0535338067304338,0.153957718631177,0.2203557759828,-0.0409995701049802,-0.125699903290898,-0.191106861874928,-0.0793144630865329
