group,CD11b,CD47,CD52,CD33,CD11c,CD45RA,CD123,CD7,CD49f,CD4,CD5,CD183,CD32,CD95,CD1C,CD64,CD1d,CD366,CD58,CD39,ITGB7,CD54,CD62,FCERIA,CD41,CD2,CD226,CD303,CD49b,CD98,CD38,CD45,CD71,CD304,CD36,CD305,CD23,CD328,CD101
healthy,-0.226897533135357,0.309014122394309,-0.300849595035055,-0.266132618686356,-0.374869341338932,0.667679222636769,0.517556623664271,0.0128496899505803,-0.0012851186908968,0.0406557608255645,-0.151133722098075,0.270947789330647,-0.549617237997357,-0.410165362508011,-0.36567628868437,0.151491060676745,-0.206999697912048,-0.0197210780124007,-0.0155852461826254,-0.344077448867911,0.144587877951684,0.412262156448203,-0.0404811146937298,-0.0658462328870515,-0.0352665845472451,-0.333550738172309,0.183957990446347,0.64049943411748,0.121007432651527,0.266196514772446,0.342824802942865,0.480613131312441,0.0175186774264534,0.198660285902622,-0.0053095210033386,0.597486878605823,0.306774740870535,-0.168223313852169,-0.317509355999651
healthy,-0.655863199997296,0.31624649859944,0.12336434004971,-0.352124614988847,-0.348983967959993,0.296748748392558,0.624683854017649,-0.136005804506773,-0.0884887849051985,0.553459024037494,0.162963229793658,0.487473232560098,-0.0678848763096602,-0.549713532051251,-0.436186841533703,-0.449381709294883,-0.65679383928143,-0.474310817748759,-0.619241744022505,-0.494684880636743,0.269743348405333,0.411204481792717,0.142330963747515,0.0215988992237035,0.0528267557587957,-0.194393880947996,-0.0013922972597975,0.66863151481467,0.0602264146477679,0.50709255283711,-0.117366946778712,0.264304223632957,0.175839450390394,0.597526646075426,0.0672268907563025,0.27843137254902,0.22075157351368,-0.709630002492486,-0.322772627246032
healthy,-0.144143208819827,-0.241500348273417,-0.182939527140475,-0.303678638594544,0.203635324243785,-0.342746042721756,-0.58127157977238,-0.0961973342185796,-0.318061751610015,-0.383425458613099,0.221245822325765,-0.492087376726663,0.113108039316524,-0.0194077757352685,0.407116389870629,-0.154892030323164,-0.0094770662994687,0.503975135412252,0.018042023176108,0.0670609136996071,0.0150662252558163,-0.259735894357743,-0.351920565198931,0.0349027368441515,-0.400432426705949,0.0102847567313145,-0.325960902238341,-0.573551534355118,-0.313679408380324,-0.247476665681403,-0.447010804321729,-0.383179277657807,-0.369447901010358,-0.596920305589906,-0.297743533813982,-0.613192575396458,-0.0561988937619669,0.0003970414627532,0.286011307139356
healthy,0.287879967153792,0.752371725128537,0.160777531480325,-0.592331280378824,-0.500154880220403,0.839654786975173,0.799919387389727,0.227674300946148,0.213664877362011,0.541025141468187,0.191139658873801,0.338883894434082,-0.559214202601191,-0.524000930568897,-0.694717529959318,-0.334494403029151,-0.600638403172909,-0.376581377005552,-0.449589392307714,-0.435109769933349,-0.390303826760994,0.573790322580645,0.336168948188072,-0.393743893703266,0.283259236370778,0.285483870967742,0.332384584133853,0.788259924334504,0.0888539509735416,0.238091507509499,0.275403225806452,0.565581210657323,-0.341186721234274,0.762387481995385,0.0709963752801775,0.740217889995032,0.3644421769752,-0.251333510793472,-0.48525351546579
healthy,-0.230084353649668,-0.159908046581817,0.0015499972205022,-0.181724581724582,-0.0635942348575421,-0.0788267951518599,-0.536823835457921,0.271267210459139,0.0975386215314389,0.0786761101714502,-0.0122931422142891,-0.0100576448413435,-0.0140292168383692,0.169945226157908,0.0482479340844569,-0.390081461052232,0.0229603938738767,0.476548957870535,-0.502106643454248,0.235898929017358,0.367145818775104,-0.0496782496782497,-0.0835595300469388,-0.112628959497727,-0.26682588679857,-0.0728630302213944,0.129615154598319,0.186489571502076,-0.170838451609288,-0.367263807493291,0.424484888541776,-0.15000012454846,0.149645903462915,-0.175325146328014,-0.357532692195857,-0.169991418939241,0.616600332993638,-0.276041458942221,-0.121442394783834
healthy,-0.109774506295162,0.277247605792953,-0.0177088290945039,-0.624179510777678,-0.710389071659495,0.685013968880693,0.25965129386871,0.250203776605698,0.0926092682392034,0.454466525178468,0.263680621918665,0.566607647901368,-0.665401001518701,-0.557169424656905,-0.523178190374372,-0.591882704175696,-0.712230294698991,-0.659236227728758,-0.76643331680906,-0.501009896556308,-0.185509320490696,0.0731938707322845,0.0572095025339023,-0.605516248550595,0.0433631831727274,-0.208478274097928,0.105783892265734,0.71536771136202,-0.123306903839104,0.245284423676629,0.0583317255128947,0.263586082706283,0.205504475659215,0.52009506695864,-0.0805013665641267,0.448772506489259,0.200375230521896,-0.525634145063654,-0.699021146439078
healthy,-0.218122197173439,0.0376350753780175,-0.634094832915519,-0.523409239758768,-0.593246881083948,0.552972745576675,0.589363853100021,-0.407569973761602,-0.0559374943475866,0.267257540277628,-0.516271376312194,0.558510992091488,-0.600776589835178,-0.660478616800344,-0.505925928401846,-0.367464089964474,-0.511297503716438,-0.358235766652498,-0.448225189859326,-0.516450563986063,-0.335504787990878,0.552413314702472,0.387639282555907,-0.430409650875965,0.397031414123514,-0.618236183775169,0.266164427518035,0.657912156676713,0.280361662778428,0.674352208413198,0.25957796764923,-0.0272951494698726,0.0367803755652936,0.665601633788318,0.385320202678632,0.474514879271666,0.133953902695869,-0.489041194433948,-0.578092721380421
healthy,0.0487304038012157,0.39670121675972,0.0150158842828486,-0.44963621581375,-0.544208243746756,0.788296674444997,0.734916860593304,0.181831733747092,-0.0098975063927868,0.681155973250685,-0.183152518585249,0.41727366015838,-0.3855135955734,-0.266553679997779,-0.364929772926072,-0.126911340751206,-0.46566735359878,-0.309015443600093,-0.229946878052265,-0.332813931010904,-0.17063368726149,0.534404868292191,0.066400668843371,-0.2690944475559,0.0188794527278026,-0.326141987824654,0.100473916890946,0.733118918535827,-0.06682274949159,0.668911842600725,0.169475389057497,0.500210378435237,0.186934293943966,0.592284219636723,0.0081522677024181,0.768386590922073,0.230422860330255,-0.315435611165844,-0.57518894760388
mild,-0.173713652689335,0.338311485013152,-0.319218772176864,-0.0669847700812433,-0.293110545561019,0.291563977716881,0.511542961001072,-0.200777337655501,0.0195608438932516,0.26228657775788,-0.491889357608029,0.436964174890516,-0.0005857225177557,-0.371073794839476,-0.0306929956494454,0.0418023936591272,-0.223891264416277,-0.486276793464592,-0.171090104338677,-0.0568965281180528,0.0432942562552768,0.559719394554025,0.305088904363886,0.0295009893227873,0.297192359329855,-0.394577023157626,-0.300592405545081,0.539467741229662,0.263809853619394,0.399268686108353,0.335832930172553,0.0011301266500081,0.417740056025374,0.523909404252571,0.560205679589205,0.70471468961222,0.151566646547084,-0.150084400964811,-0.189683585991685
mild,-0.128450306258066,0.376352446908411,0.0862209863903459,-0.489704187039374,-0.491743706688635,0.480496017018966,0.460259733733169,0.0668739242937385,-0.0923920853716545,0.421139335028321,-0.0895348985811764,0.488333547902261,-0.487043289623886,-0.18110980148629,-0.427345742266548,-0.376905081640873,-0.408154725347133,-0.152286956765972,-0.183851333116008,-0.387948414147196,-0.225799372944867,0.269094084535837,-0.1773512025625,-0.0914803960818872,-0.18655478155748,-0.178119274749517,-0.106842198535032,0.642036461710993,-0.206905101100985,0.33930771557319,0.104678006396775,0.302339453343448,0.308118387214461,0.406830260031032,0.0436888589449534,0.334126420764851,-0.0850095602094202,-0.475011315269735,-0.509149059903959
