group,CD47,CD33,CD11c,CD45RA,CD123,CD4,CD32,CD196,CD95,HLA-DR,CD1C,CD64,CD1d,CD366,CD58,CD39,CD54,FCERIA,CD303,CD81,CD98,CD45,CD304,CD36,CD49d,CD305,CD319,CD99,CD328,CD101
healthy,0.370149464232751,-0.118323167114814,-0.28101944966002,0.202813604634704,0.500408663241659,0.501370483315263,0.0805254949561345,-0.0287649516982747,0.0635204665434678,0.429477499244941,-0.177784828795039,-0.0401444529635778,-0.383110799476419,-0.464052135691797,0.11974406968037,-0.0914363921734734,0.363334340078526,-0.275941655028993,0.483373764882627,-0.30320787853477,0.324493551507611,0.32800996738747,0.523165947987912,0.364991643829508,0.342343702808819,0.415536141911045,-0.0401307452505234,0.307870297411935,-0.359470740245395,-0.109376132668776
healthy,0.285434173669468,-0.0709022849160158,-0.156271937459997,0.247144729487214,0.539200800309971,0.449562606536797,0.238393158383817,0.420750469174379,-0.310760790492564,0.298039215686275,-0.412517788117146,-0.0539390416900339,-0.336118950671172,-0.520640165045243,-0.435311358727033,-0.330451200700339,0.491316526610644,0.221879601116227,0.71127771621515,-0.630688565955409,0.512214699835465,0.101407661849635,0.646705793900564,0.435294117647059,0.319607843137255,0.255742296918768,0.451248373570849,-0.176544347944644,-0.325152919135689,-0.171318862824607
healthy,0.15167814394977,0.402984482790894,-0.172957794877189,0.412327559069265,0.413922410062954,0.675138199459953,-0.126045706639114,0.0849446815294866,-0.0712323539929336,0.377863145258103,-0.300361866572845,0.227922379888303,-0.0858254728650873,-0.222249904436459,0.0152119018935813,0.201472004565534,0.31563025210084,-0.380840513089228,0.413803755832185,0.222602427784618,0.254067673898663,0.564556249171737,0.58448076364549,0.194579992760579,0.397647058823529,0.441667824115797,0.302121139846526,0.290210979231692,-0.0041689353589092,-0.192584478405504
healthy,0.728759200493333,-0.532997244116005,-0.450179857803558,0.872310296434586,0.85357005734577,0.587762915469365,-0.517851005599507,-0.0408248290463863,-0.580077130035247,0.618548387096774,-0.634842229266248,-0.338629636033632,-0.565331166471874,-0.292384650889739,-0.565291049577316,-0.357433849191071,0.60241935483871,-0.286579358820419,0.783734030032105,0.238033241474633,0.167119836629275,0.60913398837639,0.779383381275537,0.0669624903210765,0.597983870967742,0.747075494425504,0.558066162565645,0.466924232329935,-0.29029020496646,-0.398384651331615
healthy,0.209766290507974,-0.522779922779923,-0.320030906590789,0.594006663127406,0.0555795708189385,0.603657983470091,-0.434390888344002,0.620965648053684,-0.0438223539149323,-0.326898326898327,0.0413930363456816,-0.183398653022346,-0.420768566385313,-0.16837888329823,-0.278841141447058,-0.0833345640631808,0.225740025740026,-0.279381675275826,0.200704747551236,0.174677581860348,-0.0989215869955374,0.174484680961009,0.112928728336591,-0.254457877032456,0.0561132561132561,0.0302903296420153,0.0247073297997305,-0.0100749819332647,-0.0007909497390894,-0.470444398881596
healthy,0.210111269723816,-0.594438284088395,-0.678797560560778,0.663337767246647,0.415133229597551,0.248569039809634,-0.659273326533796,-0.0580778558945001,-0.569445321629358,-0.078301484836642,-0.571666293129913,-0.576155511504193,-0.710485978135258,-0.607671693172542,-0.662161948888141,-0.555863932665232,0.0365004583836305,-0.56069960174112,0.734112479020724,-0.166128991409651,0.325670889203613,0.164930220592964,0.566062378442545,0.117804520818332,0.145411280468197,0.450284879328681,0.617981980622864,-0.0202985708333052,-0.432852101047567,-0.726148014577778
healthy,0.341571258051462,-0.535333167932168,-0.646391301423986,0.716092330534763,0.746618927323058,0.640120641257097,-0.688414800004928,-0.210809050172944,-0.510528630727873,-0.108220679576178,-0.662258927055586,-0.161231164844515,-0.643897983897597,-0.452391045912642,-0.263783055979667,-0.594020067425089,0.485001279142841,-0.450680294980872,0.787319884907284,-0.10473342996603,0.666299779493631,0.363734357962312,0.720023094582133,0.503497268165248,0.520935330654001,0.704546622382518,0.231317141707608,0.47982050300677,-0.453924028233896,-0.673042111346736
healthy,0.452689172701716,-0.582800191659263,-0.68124670779661,0.613089992028343,0.594261320569981,0.527416390144273,-0.253436066970379,0.0853893446664817,-0.298069454496185,0.370513296227582,-0.518639523060345,-0.116952969122918,-0.49625725960171,-0.55373815988598,-0.18758370929635,-0.523556790332652,0.268491862994057,-0.335347681485746,0.75382992255068,-0.316287886320925,0.615791254531966,0.384756274960351,0.557202011368049,0.0927980858398306,0.370245766828158,0.654553373478182,0.348937138160317,0.294621829516615,-0.382029094815374,-0.716834601009451
mild,0.154262287726111,-0.288136778173898,-0.677499230068507,0.445217210068241,0.415962816173407,0.267863703756429,-0.0077817420216116,-0.255398541262577,-0.280961315175595,0.130865989356555,-0.268116196704472,-0.172739260205495,-0.616479253806111,-0.615864213441832,-0.276376322393247,-0.269601324700343,0.512467998572082,-0.3437984259148,0.485960490948292,-0.23518235029082,0.277644253883315,0.190184170529942,0.580148541713428,0.175664929712663,0.334704079987099,0.571279021579116,0.2113313331776,0.401353285595593,-0.313043919607881,-0.512842214559927
mild,0.451818128008088,-0.271679366374888,-0.296602687842378,0.613192847656239,0.690912696410506,0.691219336335929,-0.362983976444149,-0.0195343458355743,-0.203417408633498,0.411879259980526,-0.243119545376662,-0.229284599396482,-0.0978788616890174,-0.11920493969446,-0.046587744164316,-0.0784314763030931,0.579961810149921,-0.0473094948509186,0.644778598847519,-0.0797980519907688,0.393241674733553,0.636132534114575,0.534234531710785,0.30073747855067,0.339030204170993,0.561894777890198,0.280397903255277,0.296979640007052,-0.0828074963167704,-0.353501404731685
