group,CD86,CD47,CD33,CD11c,HLA-ABC,CD45RA,CD123,CD7,CD4,CD183,CD32,HLA-DR,CD1C,CD141,CD1d,CD366,CD39,CD244,CD54,CD41,CD303,CD98,CD38,CD45,CD304,CD36,CD49d,CD305,CD319,CD371,CD328,CD101
healthy,0.442398719370894,-0.288686241981527,0.579065263215568,0.553782532739732,-0.164319229285163,-0.697921989200283,-0.366498681395994,-0.0377332165215453,-0.210560432932401,-0.424214744283614,0.598024739736255,-0.117940199335548,0.60180394243282,-0.695727292385899,0.61569731973617,0.263048840565406,0.497214196432392,0.295362597911623,-0.348988221081244,-0.16801245149023,-0.540278736983898,-0.263712013967903,0.0124608306034197,-0.520330728652636,-0.33919102202881,0.012439449207822,-0.364693446088795,-0.396711002345918,-0.381666743850877,0.242373905164603,0.548702587762973,0.5527969867476
healthy,0.0930804825341456,-0.170868347338936,-0.327975717948144,0.0029432382839999,-0.202242516371996,0.19316388538434,-0.465725399631465,0.572812767886188,-0.203440417511499,-0.148527000545655,-0.436258032403659,-0.3,0.14525472662185,-0.409889463665106,0.0223236897062307,0.165825163799001,0.122431319641978,0.0555400265752376,-0.435014005602241,-0.499452963537705,-0.339265762927034,-0.465814074085664,0.2,-0.0121857273217103,-0.361466736514764,-0.508683473389356,-0.308403361344538,-0.0495798319327731,-0.0577579509262025,-0.330532212885154,0.301988245487447,-0.0111300905946908
healthy,0.0771331414439245,-0.10565033330176,0.0344689901684482,0.240371425240774,-0.15412921718019,0.0222343219141828,-0.452083725283205,0.309201980731933,0.0177276023340726,-0.0741174259478491,0.110887394925333,-0.274909963985594,0.16149661497489,0.249824526360176,0.365398928699417,0.288419215096414,0.339306046454231,0.146707354452803,-0.172533013205282,-0.360269078328484,-0.430300109574872,-0.207198282131481,-0.183097238895558,0.0218671229567669,-0.347300163905291,-0.086948541656688,0.0982953181272509,-0.355545001393761,-0.149088954039428,-0.0752460984393758,0.135540029347396,0.26501434975381
healthy,0.0698394907423502,-0.747124497431825,0.302522858360428,0.271524210863989,-0.18891902227976,-0.630659526434926,-0.774505912147391,0.067125857725764,-0.712396979472507,-0.226238130641747,0.296030723639499,-0.831048387096774,0.279076315901603,-0.125725723665572,0.278304101055221,0.251752399978128,0.23801231329051,-0.004898326418912,-0.786693548387097,-0.272131194941926,-0.739983718442247,-0.211829818896327,-0.466935483870968,-0.720637164666408,-0.751704345305004,-0.214199291328263,-0.824596774193548,-0.715611191744516,-0.469304370211719,0.32593790469536,0.0728867181301068,0.394344239046304
healthy,-0.0503617809051413,0.466549163371183,0.253281853281853,0.230690017944768,0.309871502929909,0.233006662279396,0.248772021309768,0.235080110167197,0.428577758039216,-0.151982188713634,0.278267585362883,0.166537966537967,0.405493566239862,-0.554105632831154,0.0841021168863347,-0.225685403548484,0.2144182805166,0.449847043296232,0.079021879021879,0.123578429627854,-0.302580175903549,-0.132081217565872,-0.433247782415741,0.296391998678228,-0.0231423334334388,0.17049969425525,0.0962676962676963,-0.0806871712015752,-0.389901971634104,-0.0780123609790901,0.246249018769851,0.373728345347493
healthy,0.318769086525544,-0.390006353626788,0.46469057328266,0.585250509290958,-0.141817514884557,-0.65933217384124,-0.782331825585341,-0.0524335205937024,-0.504887774133385,-0.580630301140156,0.642373843943848,0.0665482229443247,0.751403316597237,-0.525208035054167,0.541997918942101,0.585789944672854,0.644328797265301,0.357917331392711,-0.281407278489831,-0.140760617878231,-0.730354887347205,-0.4645639890376,-0.430284905781722,-0.303588655218985,-0.736254114959455,-0.209773869173907,-0.338028169014085,-0.73020256720378,-0.65633795911272,0.231253577514749,0.50454731687818,0.591159167474727
healthy,0.299063331741363,-0.183159807506052,0.551207354518842,0.651152423827331,-0.0948965902769077,-0.679935983857292,-0.703488789354065,0.12373410488603,-0.451715496623774,-0.527708666112874,0.712636039637491,0.13569601753745,0.66655230866886,-0.570659756342383,0.648984958840609,0.390642268094106,0.580270289223522,0.38372115782949,-0.584676093780604,-0.376488759662838,-0.709744013284508,-0.673616650002276,-0.309710424239144,-0.174897232848119,-0.684789231509695,-0.463885253030019,-0.481256850566314,-0.600621141817905,-0.263972542729711,0.0256859951210952,0.475044385318028,0.668067162787924
healthy,-0.308746245516393,0.367598233659019,-0.708849434865742,-0.709811946215722,0.20195268580239,0.503349195660055,0.390585404627991,0.150292393588919,0.408516694057148,0.489285979751114,-0.33933851885313,0.114965986394558,-0.532552454292696,0.174037993488365,-0.508256266818351,-0.646586666553109,-0.588146154460876,-0.492260556798523,0.0674770175544894,0.0583564269899257,0.620451652266673,0.459820813297158,-0.0791017129476951,0.35796834933361,0.430181981139466,0.0341873605371299,0.185766057726736,0.445026014326568,0.300425643826334,-0.58369305484015,-0.46146011217412,-0.681629140537966
mild,0.0134000091413901,-0.312964358720112,0.315663598449014,0.398886277117441,-0.150477593594061,-0.559924185553594,-0.691516589988103,0.0799808901235887,-0.245716855588276,-0.53255394008871,0.296793967211359,-0.434446057087566,0.381894214716499,-0.24354553553202,0.354557605505521,0.458334506032,0.256858641034123,0.390316262918868,-0.529118874459917,-0.167668753153974,-0.596892486620917,-0.370711269421914,-0.307208514755685,0.0229254263287366,-0.626803673914953,-0.233854951443427,-0.174810514433156,-0.616080470918724,-0.411747865576228,0.299322115587871,0.380567803197872,0.402287946891844
mild,0.088465272614992,-0.468396749250677,0.504551026506266,0.525053046616406,-0.278957534897561,-0.716784457143633,-0.482836807244199,-0.35463444701225,-0.588617059935051,-0.469517785934542,0.528343781925029,-0.17641851819067,0.482876689946279,-0.050468331903799,0.394009420103693,0.230451830563698,0.327181447767808,0.242120779159724,-0.415953158166054,0.127079252792167,-0.693007952013482,-0.468020870171907,-0.265590717534978,-0.522932371365,-0.540024856280875,-0.203165269862435,-0.189558476707318,-0.572290104842402,-0.331166814245568,0.336456990327883,0.179549926753503,0.57346008894157
