group,CD47,CD52,CD33,CD11c,HLA-ABC,CD45RA,CD123,CD4,CD183,CD32,CD95,HLA-DR,CD1C,CD141,CD1d,CD366,CD58,CD39,CD244,ITGB7,CD54,FCERIA,CD41,CD2,CD303,CD98,CD38,CD45,CD304,CD36,CD49d,CD305,CD319,CD371,CD328,CD101
healthy,-0.381678709840001,-0.09012011945339,0.4252829488951,0.492882360899663,-0.188862673489833,-0.677656217791743,-0.442885050551263,-0.297181475586869,-0.368662813484569,0.573513639649416,0.29845695582812,-0.218061008758683,0.619567112234908,-0.676789156919808,0.470935838345562,0.360440625826646,0.338246134973416,0.343923774259216,0.287371518259488,0.213872784248702,-0.472666868015705,0.376395442875285,0.0346559077585482,0.316492856607174,-0.642622753972005,-0.344547022287136,-0.116250431848977,-0.564578850404261,-0.365298328595069,0.0584047310367251,-0.431742675928722,-0.454800004432596,-0.335484537014957,0.19420114768952,0.385595743364372,0.599672472177076
healthy,-0.342857142857143,-0.0946317417299048,0.239102160815792,0.179397381119997,-0.388927916099993,-0.436515366367028,-0.465010658379728,-0.549949009932741,-0.497495297374245,-0.0558711348731958,0.365762700314256,-0.20952380952381,0.394484223609292,-0.323408997278188,0.457144237003064,0.727427251758818,0.522458652222191,0.211845859797173,0.186816453025799,-0.125508563804919,-0.310924369747899,-0.06311366656277,-0.291818388763829,0.148563456239997,-0.603519903747865,-0.500011937868796,0.188515406162465,-0.396386302533794,-0.545888540859031,-0.383473389355742,-0.270588235294118,-0.360224089635854,-0.388197861404397,-0.167226890756303,0.313005590271367,0.3505274101214
healthy,0.139442903144603,-0.105311064863092,0.274336056312338,0.485406988958915,-0.0223214975146787,-0.503597465319672,-0.639693799465238,-0.293009882481054,-0.334523854182118,0.239877869126679,0.396193612557579,-0.312364945978391,0.258871033715128,-0.270356642765368,0.422406383633466,0.110811924183812,0.263453968675213,0.0914554660590617,0.577898565368379,0.0051835565992679,-0.420408163265306,0.416081174079865,0.117175127622773,0.434458882481698,-0.558632037955482,-0.361930046470012,-0.339831932773109,-0.170707737895464,-0.509961983807036,0.454823202892375,-0.231596638655462,-0.424558602637535,-0.323518971056386,0.444897959183673,0.53699857837379,0.56571389543122
healthy,-0.62522736170821,-0.074253833617887,0.486377644195218,0.440670440582539,-0.207350146404614,-0.651885607583544,-0.707140033330404,-0.567327784845473,-0.396626680915867,0.477298851676288,0.490978279772046,-0.639516129032258,0.479822615143095,-0.291154307436062,0.464601697060096,0.293641318443706,0.460366523828433,0.256289000523987,0.242058963867903,0.120808327330784,-0.608870967741936,0.275075821177628,-0.298029182267255,-0.203225806451613,-0.773173609993174,-0.139989993020626,-0.337903225806452,-0.529287229224768,-0.798807266167139,0.0036304964631908,-0.643145161290323,-0.745461940441863,-0.571600762108974,0.438079906558368,0.24756350813157,0.552324359401945
healthy,0.412815926393771,0.351849369054015,0.527927927927928,0.416838324835468,0.291528983235066,-0.0382109549380202,0.0863086604544093,0.251685911650445,-0.194820305630468,0.545723664171427,0.402417469487122,0.330759330759331,0.4076027655441,-0.393018816533914,0.271397015228295,0.0390785881798072,0.289571091635943,0.348348829903855,0.457001926865143,0.19826943051756,0.17992277992278,0.479639573513203,0.0520194017909918,0.532955733421507,-0.268396062071046,-0.277537748302972,-0.0724227405465932,0.338144610665944,-0.0733817028490686,0.214157949299397,0.220592020592021,-0.092437730114426,-0.250796320295895,0.100154483237182,0.353290883459958,0.618029748215927
healthy,-0.370974185384433,0.229827608010705,0.610886083696862,0.683384467080224,0.0224514913561853,-0.750023408264144,-0.607225643882035,-0.433532703067721,-0.585047693735525,0.734063212270606,0.456487532246224,0.195866260427099,0.6397248951904,-0.498254362227779,0.681091013820501,0.647291900515171,0.769598928350649,0.605205081561323,0.463050192228647,0.162624119027265,-0.115482948066623,0.626659520975633,-0.137226805680695,0.215591706022529,-0.728195351902654,-0.32940060120262,-0.281497202392437,-0.192263168049392,-0.655315898711802,-0.0159456488392328,-0.165894912856132,-0.594233813310662,-0.628145431144369,0.313950976192044,0.560876936976741,0.70589565317738
healthy,-0.0689732315293628,0.604932011163176,0.561009847618447,0.610820753738765,0.02449536598866,-0.617002761188556,-0.637657590521114,-0.343789135401232,-0.548574757904838,0.672878765310163,0.704070053622627,0.147862623310194,0.513569302843414,-0.595463431740022,0.56823394178229,0.342376080560158,0.490542915356976,0.510854293073835,0.385110635500237,0.323823590623101,-0.558843947904908,0.468661722447338,-0.341137167605743,0.600439370553739,-0.664573796622159,-0.665912643487882,-0.259541427957838,-0.021905544989543,-0.675365234398753,-0.338020088487583,-0.418962367555718,-0.464367766787916,-0.285613991927792,0.05838722646303,0.543834755292143,0.620943858223419
healthy,-0.414203334079403,-0.0224664043046444,0.656254998905517,0.70599080103286,-0.093361839582708,-0.65888943297621,-0.715608731044099,-0.656533642303804,-0.490355676502636,0.43718301720089,0.292235389923622,-0.3913048855906,0.412767744378794,-0.391359388572609,0.623759315277703,0.523374577634263,0.382488738845333,0.444351848748536,0.551688942575456,0.242546989766821,-0.444602487950449,0.417374904169791,-0.0359636200735136,0.382385847028523,-0.789549332062997,-0.630314633176588,-0.0178544926925581,-0.467656552881446,-0.589037755596356,-0.0684014717476065,-0.45790300440119,-0.696176736900057,-0.427822806257328,0.564610960377575,0.470796500326277,0.695596490393521
mild,-0.26808218604836,0.17709738697571,0.630474973360099,0.547263872991381,-0.0789478974928906,-0.547789351835344,-0.752467439658757,-0.571291689242741,-0.576003833360616,0.593587934422719,0.49276161965566,-0.347363328495404,0.298765532331657,-0.409982203295825,0.422709399634489,0.174619048419331,0.520467613078354,0.38753798086987,0.556320571334244,0.180337228940249,-0.516177152522883,0.0952576772477864,0.23627338653133,0.0392042442196605,-0.717188251092781,-0.347456677980487,-0.303660699887115,-0.108169265072208,-0.711211029879129,-0.0155714065119258,-0.123205934526689,-0.412011887260111,-0.38524049225587,0.579512801457746,0.258583111618458,0.596102131895303
mild,-0.360204768419835,-0.355650446441912,0.54911696757726,0.533874698286775,-0.242585843682965,-0.663607248576563,-0.423139305088602,-0.484950628549895,-0.449809828649132,0.465235577447041,0.274952351384041,-0.185852122560983,0.494529590453141,-0.0076404874504733,0.490468635425601,0.345881798379527,0.238715958189889,0.383555304456565,0.275444354787414,0.354563598331327,-0.410995462948775,0.271187299349877,0.197311939973926,0.100625988572931,-0.68542674934191,-0.444341340898017,-0.207572590983262,-0.502056069974948,-0.476434072836577,-0.121507652794533,-0.158816871845711,-0.357321868786722,-0.31581535535825,0.397943699103458,0.325955102888013,0.628830223585271
