group,CD47,CD52,CD3,CD33,CD11c,CD10,CD45RA,CD123,CD49f,CD4,CD5,CD183,CD32,CD69,CD95,HLA-DR,CD1C,CD141,CD1d,CD366,CD39,ITGB7,CD54,CD62,CD41,CD2,CD226,CD29,CD303,CD49b,CD98,CD28,CD127,CD304,CD36,CD305,CD319,CD371,IgLambdaLight,CD328,CD101
healthy,0.411715428658888,0.192368554048171,0.0275699179665814,-0.390428648550097,-0.413651540321663,0.439845707864863,0.42183982639624,0.430102025508953,0.172366544416542,0.359530422226074,-0.187760316918937,0.127546293547067,-0.18187389939043,0.177038258942548,-0.332448112254318,0.228631833282996,-0.500737631489903,0.303010167457469,-0.310730058781115,-0.449640578682735,-0.256098735390073,-0.383458779839844,0.430232558139535,0.165737309257094,0.232057179704816,-0.427138574867511,0.363689618355232,0.29340490626305,0.588584263674343,0.31853427124446,0.316951316922392,0.0846785245372331,0.344296314411236,0.414453491739352,0.162016240901876,0.416996050693647,0.079093664581058,-0.20024161884627,0.123145821928813,-0.186751135055242,-0.469209956095041
healthy,-0.549579831932773,0.119790633791028,0.440153373034985,-0.391296372397893,-0.0877365317039983,-0.342505125910186,-0.237807502399149,-0.314343202513687,-0.483131693791084,-0.106985229912879,0.498003963977935,-0.245340146650313,-0.357517365639362,-0.250165663572459,0.199229140020798,-0.424929971988796,0.152017313312295,-0.432402331934591,-0.151492208761151,0.179102476743725,0.210853939383407,-0.0697587461694766,-0.402521008403361,-0.542870423344058,-0.631378604924644,-0.0672740179199987,-0.210933034859322,-0.247686078110782,-0.388004278813296,-0.233956456900944,-0.512516002600074,0.157149982433666,0.33607155000922,-0.439802093407662,-0.759383753501401,-0.342296918767507,-0.125640801616361,-0.532212885154062,0.112754565553144,0.216391951396992,0.120740349868987
healthy,-0.273253711315399,0.1994905011732,0.0942604765938451,-0.217799100766923,-0.466846602853106,0.194326295297403,0.303786349189092,0.148661927720127,-0.290553129646773,0.117175127622773,0.0560502335079725,0.44168980236765,-0.42177760969205,-0.0184800786527838,-0.117768709979408,-0.0273229291716687,-0.306913050708274,0.294995182451599,-0.304619988197211,-0.221383057571918,-0.255564272840847,-0.110598688935783,0.0250180072028812,-0.263540581479557,-0.170790315169724,-0.163258498206895,-0.0464101658250853,-0.321622731425609,0.260181461603411,-0.40350741765304,0.071402589020316,0.221740347880674,0.183883259057315,0.368269677468735,-0.363808361077378,0.0461852860691274,0.24239277630681,-0.308043217286915,-0.0257342959232791,-0.572633049655896,-0.508598318689803
healthy,-0.652674398891011,0.0042309876705348,-0.264164834525789,0.461150587961026,0.616493495158401,-0.375224290316171,-0.685765698647686,-0.576038772159622,-0.496294853753741,-0.553164823026934,0.0468659740507876,-0.353082940290259,0.585573102651283,-0.34881484403041,0.377787432701079,-0.502016129032258,0.616182460899572,-0.168957726890927,0.576754095992797,0.444860314104445,0.319218957702891,0.349091621450827,-0.402016129032258,-0.638927240175857,-0.492871071285154,-0.148387096774194,-0.465212514535828,-0.49167286655237,-0.778202381440284,-0.264808156519831,-0.0957140882513119,-0.050517398082276,-0.2249062243389,-0.778897784153247,-0.191609535557297,-0.89189196445723,-0.524072284642865,0.386042790585965,0.122474487139159,0.182216795325267,0.576970874342339
healthy,0.325499416305476,0.128133103561521,0.265606218240504,-0.214414414414414,-0.0476313095086854,-0.0535789793223609,0.493803109968262,0.251444116060679,0.433994983569408,0.255567956560221,0.231758081113598,-0.308061936436705,-0.006950254213504,0.234263859784672,-0.222318283275754,0.110682110682111,-0.265231812507998,-0.124907625275742,0.0033537653973078,-0.318660970727958,-0.0832051625661883,-0.262132495064321,0.250707850707851,0.263212519647857,0.493796112523444,0.221163756043031,0.012731638650858,0.327578232460263,-0.0761527288347859,0.225673822117947,0.132917174639074,-0.0579537771592743,0.0033438282928069,-0.05126466266901,0.33970772416008,0.273396337372328,-0.182089636058288,0.0157054588109719,0.134705715894421,-0.216720228510511,-0.301094717926409
healthy,-0.479462378955589,0.309298503595451,-0.122304532639673,0.252317614737326,0.472774393088777,-0.285368467426072,-0.469957683703303,-0.679706670407398,-0.158432528952469,-0.493247154157824,-0.0798113759830442,-0.571744150919239,0.588224547629875,-0.0765338949662803,0.185343250841394,0.0074925034771817,0.798528299998204,-0.569807002214476,0.423190579656741,0.475118793607125,0.599983197192569,0.0069918012957582,-0.257046840405602,-0.140559528968547,-0.296561697523318,0.195538909239604,-0.0948247181767465,-0.144573882809044,-0.661681660210478,-0.194835780092573,-0.555022395723193,-0.0665805944892941,-0.101856854844385,-0.655238185590104,-0.409142799812314,-0.661807918901846,-0.627460502957051,0.0801080791154435,-0.082801622423599,0.450146569435344,0.4597850844782
healthy,-0.109024566610638,0.649743176294825,0.322828306419702,0.604645572498406,0.681226540629926,-0.568561562482945,-0.627819408834745,-0.680412193984499,0.004022901990751,-0.359742354728574,0.423393377095672,-0.57549722101057,0.753179474756602,-0.204169618161343,0.60917893810095,0.163865546218487,0.656021009375313,-0.533162206251447,0.583607910498946,0.408117636493276,0.628598350611239,0.398906390238241,-0.459644123219598,-0.299991690854462,-0.348541636403953,0.566987269353291,-0.269059700235248,-0.0739769302425518,-0.734542505210459,-0.221318610617143,-0.667925750717774,0.317537154934688,0.319378955999453,-0.697375786209668,-0.392825251756933,-0.565344357262487,-0.356576690302748,0.0481932113296224,-0.132623701878776,0.528567259241353,0.662870283438385
healthy,-0.282655161966949,0.136391889647557,0.231986329640688,0.17595161816815,0.236400685531234,-0.245689191669937,-0.610599925336032,-0.537670696492072,0.0424710304914253,-0.403080113071891,0.188395679186649,-0.131714769537086,0.360205739750758,-0.0894968312479078,0.246752023892255,-0.411972789115646,0.314434863523993,-0.248084687697445,0.411218077153516,0.0542653638305831,0.229624124763362,0.066254172168991,-0.371751304118364,-0.0266738928500412,-0.054328295630824,0.197833343642193,-0.0647353119251762,0.0155016540732406,-0.410095746643493,0.0276324387406051,-0.488821947407414,0.229122174157809,0.0207078923304375,-0.476703300922101,-0.0146928073356953,-0.504033689760254,-0.27895666093591,0.0895509575735569,0.273252215240341,0.102393837939678,0.257222665011924
mild,-0.111236751693659,0.184669942383837,0.0276804541134401,0.365433453064086,0.528473697094681,-0.453224108536318,-0.5581203589198,-0.675764784708845,0.0986745112496444,-0.425397306237202,0.0156525387999847,-0.559918128191868,0.258345467652966,0.000794074615786,0.489375523660775,-0.22907595549105,0.382549115050413,-0.349813218842836,0.535706757060667,0.211146502425415,0.165966771526818,0.0428779653297453,-0.653375531811751,0.13865317015346,0.0524242953166588,0.106125357658226,0.182481440694361,-0.102164452090615,-0.518064841117114,0.0559915154730042,-0.436874960552334,-0.0811941294641266,-0.0152700491400452,-0.689513231170182,-0.0369820904658237,-0.582983904739914,-0.413930825732023,0.463109756506908,0.0992191885815001,0.301719454788682,0.525395995870222
mild,-0.0137267941939787,0.0072581723763655,0.115422401769168,-0.0933901794205914,-0.0201909355041626,-0.0561652994570252,-0.0002872225771369,-0.0970375018812206,0.176222210507736,0.0032304704879891,0.219579024244944,-0.0534042625874647,-0.101843857289091,0.220394739076422,-0.0593390417966438,-0.0945257274371198,-0.207185490950213,-0.15890843405962,0.192138264622254,-0.0996414029991242,-0.219379271048011,-0.0947678487297193,-0.0735939501769063,-0.0299500841005443,0.137277597784383,0.300370412824399,0.215648314302625,0.0189594491124559,-0.0058964909667787,0.371658368581726,-0.0048611420569224,0.163489560467858,0.104671099476514,0.136363856739389,0.0250794642706992,0.0256765848097285,0.0576069339210626,0.0897513723118582,0.244003788013245,-0.0581460616888568,-0.0607219891603396
