group,CD47,CD3,CD33,CD11c,HLA-ABC,CD45RA,CD123,CD4,CD183,CD195,CD32,HLA-DR,CD1C,CD64,CD141,CD1d,CD366,CD39,CD244,ITGB7,CD54,CD41,CD2,CD29,CD303,CD98,IgD,CD38,CD45,CD71,CD304,CD36,CD49d,CD305,CD319,CD371,CD85j,IgLambdaLight,CD328,CD101
healthy,0.225123690541559,-0.0797558341176106,-0.443503960572205,-0.49220064255817,0.362581519704444,0.468918772283773,0.452862045706237,0.31720595479946,0.215513304474095,-0.0059933097391016,-0.455798889389113,0.0675022651766838,-0.347913118882282,-0.0830013689652351,0.681939000774622,-0.636520229214331,-0.167022360705024,-0.180106641390438,-0.662952261909856,-0.242574326723636,0.553458169737239,0.228316784374048,-0.595335434084094,-0.0294110772116129,0.552169328169238,0.319080889040572,-0.325572212737602,-0.133953928986762,0.20983878898936,-0.117577277342927,0.238229172417108,0.0110741438069635,0.376472364844458,0.319720023389767,0.0842957982246443,-0.330413772274237,-0.116463062885418,-0.0740502409395725,-0.550563122109725,-0.588294927169922
healthy,0.0641456582633053,0.0987095752775984,-0.25819663754565,-0.428731710035992,0.115487064095998,0.119049645372826,0.276318967921308,0.415726070566976,0.132692138139303,-0.0330914366196527,-0.112321245237306,-0.0098039215686274,-0.639487103915207,0.150235122253223,0.2897173254542,-0.457846239824015,-0.507080356080419,-0.47286263153389,-0.533240356159225,-0.133656614074714,0.172268907563025,-0.200007182231162,-0.233637058067996,0.121739250169965,0.565062168556361,0.203981971640359,0.102399554430917,-0.0826330532212885,-0.0973457527423982,0.0119502539100268,0.50057346893444,0.057703081232493,0.0899159663865546,0.197478991596639,0.471037950382217,0.0313725490196078,0.159583201777517,-0.18155786167639,-0.436738847075391,-0.333198281727135
healthy,-0.197754507140657,-0.197951990814073,-0.214235026712678,-0.0506323486254322,-0.412104018910311,-0.553178017980986,-0.12436851313404,-0.466250354070935,-0.237141633750255,-0.120525061776406,-0.0169444822023474,-0.27750300120048,0.176137518913917,-0.156901554786217,-0.559140860004397,-0.204337153987526,-0.142114727625567,-0.247802369817384,-0.327545047700648,-0.355146293731155,-0.178967587034814,-0.0620225870278801,-0.277255895247446,0.0670955690652912,-0.2058405316275,-0.20175808487279,-0.586797804877602,-0.462280912364946,-0.57229384652567,-0.413265779077758,-0.252878116955771,-0.161597780365403,-0.488019207683073,-0.302198833301429,-0.110758421709571,-0.22516206482593,-0.376771126983027,0.0182792352658389,-0.128691064114902,-0.0459910419798089
healthy,0.68234141702242,0.106831366903812,-0.548335294306393,-0.510878265597297,-0.0046077810312136,0.622903842938315,0.591770923500116,0.510473609545338,0.395680077858789,0.24242473711863,-0.597333227289017,0.508064516129032,-0.605929840917882,-0.368035737398832,0.243510875310161,-0.544769893334212,-0.354380250218795,-0.311742131107378,-0.244099933209117,-0.283232901200266,0.546370967741935,0.238544742629391,0.106451612903226,0.423201645203634,0.77619087286144,0.255671646167903,0.094806623798244,0.224193548387097,0.467990727249785,-0.118969870537911,0.757045913650195,-0.0032271079672807,0.490725806451613,0.741024666986852,0.576636892171609,-0.465510324280255,0.0822491230592996,-0.102062072615966,-0.304532437244757,-0.540607163774544
healthy,-0.228366257154001,-0.314505552182167,-0.574259974259974,-0.527806402663811,-0.342653878554736,0.0817660993778615,0.0085507032029136,0.0089287032924836,0.239148444005278,0.157717234477392,-0.694510587704958,-0.512483912483913,-0.181127490251486,-0.0477181448302657,0.28365586268566,-0.458949895523894,0.0103597599537073,-0.371382296368523,-0.311172390851529,-0.249573649735041,-0.185070785070785,-0.167316135611324,-0.449536575146836,-0.311710752024838,0.215258380172995,0.256081516757461,-0.283288151265404,-0.135567122873694,-0.401546725165809,0.368945172901296,0.0766040530739778,-0.285199488572417,-0.33024453024453,-0.0054835941593303,0.26670377920805,-0.321318239280213,0.0813508131744891,-0.0382455927036925,0.0237284921726837,-0.565228707005564
healthy,-0.462073971221888,-0.111994205339455,0.411227177686449,0.557050724843943,-0.146272431149359,-0.630775550998863,-0.781238015153978,-0.524117306579201,-0.547551221705066,0.0124020255428722,0.654693695755604,0.0894437700505625,0.723394459383026,0.320559628919795,-0.567228210449959,0.535020652687169,0.466314303086541,0.670793889251834,0.352404444179878,0.106560230859426,-0.277242688744739,-0.0595699770441884,0.203521402983048,0.0853655947958926,-0.700898823883527,-0.489365714450352,0.0052522256027441,-0.450318348446845,-0.352980899093189,-0.500760487447041,-0.732407315435443,-0.157942457088401,-0.32436169528587,-0.72106397387621,-0.652891223718471,0.18998529182709,-0.175895790417981,-0.0085656850783033,0.495262573925196,0.53480757702836
healthy,0.216255243441585,0.136050713991973,-0.602524137424611,-0.660619520498074,-0.0451346398801546,0.705653887351727,0.554495474254388,0.617241568407347,0.455599995158331,0.143339491535162,-0.554505411804503,-0.237522835221045,-0.353790047199647,-0.375471107651441,0.0141540596656857,-0.334233094403774,-0.767801945903623,-0.679854262343763,-0.524452713805808,-0.290209970216619,0.0422375680796387,0.114142734397024,-0.389572979874093,-0.307633064413652,0.663069555344155,0.454149248343488,-0.0113033159376146,0.0935416099636866,0.355311959096441,0.200014246103596,0.696632903554526,0.0937948084810124,0.192985020094995,0.481181935127415,0.334717860476561,-0.298439840894887,0.131040513406492,0.0231305792850188,-0.591543273846819,-0.612103615059434
healthy,0.399268731666064,0.000291923132873,-0.619949392858201,-0.65680133600788,0.151551925741928,0.470546378315425,0.596815605547816,0.587255890749919,0.45780513863404,0.125629827045232,-0.342173500471924,0.373704390847248,-0.241820618484403,-0.315078246518276,0.300383698244736,-0.533590305164412,-0.427367107424258,-0.439067264410772,-0.465327003865629,-0.262270534725903,0.402413118162462,0.100368678816723,-0.367182779893522,0.0324790450822615,0.734265393955773,0.605130638375024,-0.170202810125999,-0.07397921816272,0.3008290234471,0.21584546493493,0.58997260126243,0.15996233894515,0.373078207551204,0.489037400679603,0.395486999539844,-0.600832290138896,-0.118902460533852,-0.0689203212381435,-0.453988393722743,-0.689548964919869
mild,0.270584609344807,-0.0091249446525378,-0.521049471089977,-0.553095306890357,0.154000203193481,0.630765376989867,0.710270697579073,0.49466682769745,0.571134980071991,-0.0889721373598194,-0.487279297450057,0.211014352523786,-0.455679652337498,-0.36181392181662,0.337409151278682,-0.437097000617271,-0.311981713595205,-0.409859954704752,-0.469826689402664,-0.217886670423191,0.424859394929793,-0.141011646198976,-0.0692921730472623,0.14394709339434,0.642851392666164,0.377960085582526,0.109142068361431,0.324463796161909,0.10211501516145,0.385746472369462,0.672485810658677,0.0536483614981193,0.141751330430576,0.503552145910771,0.304055164557048,-0.494995472703566,0.424833433657758,-0.0331219152428641,-0.357495968234278,-0.589703753033927
mild,0.0438927869748368,0.0748168185069995,-0.316855451533562,-0.224483150479739,0.0998829569346355,0.0473917252275972,-0.137645235930809,-0.115194777048176,-0.0675837953150433,0.0336323960561794,-0.0663570011653706,-0.179883407731509,-0.345595768446376,0.0203229163247818,-0.172459164044652,-0.474954842242696,-0.374959284471682,-0.254445230434905,-0.175969855261915,-0.294670213087956,-0.0180222338893438,0.237292500416635,-0.268040370921073,-0.214752738847541,0.15440203549787,-0.0634090665594499,-0.0158388649535103,-0.352788660514602,0.0486101514791399,0.0941049892471982,0.0407549767817848,-0.0529172882711205,-0.18802835157846,-0.0948684917449631,0.111843560243767,-0.303664922073036,-0.154786140754834,0.126684591547942,-0.208983226626399,-0.304814747173927
mild,0.57998851646027,-0.212640255915474,-0.639041977543474,-0.647646222289447,0.0985282973649259,0.616698159425754,0.62777772084743,0.465487602682441,0.538077150876109,-0.0231892159108218,-0.440298647951218,0.183887532922205,-0.465555752198118,-0.183407458262476,-0.0453109615867575,-0.530686732169106,-0.637405301247878,-0.59380272005059,-0.391449775403702,-0.37469514978357,0.0171288601172251,0.30859275064453,-0.141068372082692,-0.0486809564894837,0.72122503479095,0.696462012832083,0.0170497667668514,0.156706625901009,0.251588069299699,0.171622784638696,0.649836231006795,0.488040873043907,0.165866204767127,0.547938999986433,0.266232361448088,-0.0076108826874289,-0.110842793242253,-0.112999023939418,-0.523094300576857,-0.677075478291865
mild,0.188852678857739,0.115086114834004,-0.448170871019502,-0.449682405607686,-0.164595158526791,0.425679004405223,0.654304384619789,0.377705357715478,0.424389046110999,-0.0383403612905948,-0.356117950350399,0.105614973262032,-0.32941935546991,-0.450991103836145,0.321455529154015,-0.46997684090791,-0.359305515140473,-0.44683041501905,-0.0200870719988128,-0.122566834603993,0.261697860962567,-0.308935872853176,-0.0511363636363636,0.329989988353001,0.489815690719778,0.37077041271055,-0.0247560276898083,0.0681818181818182,0.0260695187165775,-0.114761432645342,0.37333466074782,-0.432174016809148,0.244318181818182,0.361567295978631,0.098634062273593,0.0447860962566845,0.150953371874163,-0.282782330466026,0.161076935266936,-0.26046236691794
mild,-0.825667876599325,-0.262636220930887,0.667996601453026,0.695943957215212,-0.650051103096966,-0.795456458814188,-0.803823510177035,-0.751119894598155,-0.762534968641199,-0.593190030790291,0.490496200748301,-0.531357048748353,0.652622804916028,0.452507175769039,-0.106679401684265,0.630331441902668,0.739460585653232,0.617755305406353,0.352847862276901,0.665942999169408,-0.496574440052701,-0.273452828027893,0.102192503432912,-0.0650740287449073,-0.804567798204383,-0.798501528476398,-0.127561948506729,-0.639525691699605,-0.623583662714097,-0.555757358216563,-0.796001906357026,-0.728302446417929,-0.586429512516469,-0.780603511850037,-0.563455970545503,0.097033640067295,-0.604116074065711,0.151262288412929,0.554353373155801,0.729782177182172
moderate,-0.0184778786787974,0.143166713201891,-0.316714921206655,-0.388029816618488,-0.0666942900310297,0.336839315262325,0.220582787748099,-0.120409537858609,-0.135891573582504,0.206000992884943,-0.379287540294727,-0.326362625139043,-0.3057758298333,0.216938721594063,0.0595410025764228,-0.404772105821731,-0.0920053022735728,-0.26376877158744,-0.0089662386919083,-0.170727082202983,-0.134831461508488,0.320485557346671,0.179933557625583,0.04763657264474,0.396381792194948,0.0269137273588152,0.0848635310699915,-0.207958947019556,-0.0806259647838052,0.117455517376917,0.367020177958285,0.0336892098570289,0.0763070077864294,0.278729097091936,0.299119542927568,-0.308565072302558,0.172162414692103,-0.13329902061683,-0.282485081714438,-0.183618981022832
moderate,0.621807549085063,-0.0408607087349945,-0.737613259564314,-0.797772481445086,0.0459705731172918,0.600018311385108,0.685713230912416,0.405433366057905,0.0785848626074214,-0.235130393312971,-0.673069708494567,-0.637094657718995,-0.773630655398206,0.122359964297946,0.0300556967942175,-0.718804139257735,-0.678556731582857,-0.552323162005654,-0.651456010347993,-0.287636032445816,-0.197250629102554,0.229317514738634,-0.144520087684973,0.182778324388671,0.61042406751238,0.161803266642167,0.211235840678713,0.130429308061618,-0.0941886922216884,0.186331915421418,0.625309932031371,0.435105808949277,-0.106275767358696,0.745196950551371,0.203359840396891,-0.67313011394337,-0.150615973457645,-0.569400672241715,-0.535589597572543,-0.682897068740194
