group,CD47,CD33,CD11c,CD45RA,CD123,CD4,CD44,CD5,CD32,CD27,HLA-DR,CD1C,CD1d,CD314,CD366,CD278,CD39,CD11a,CD244,ITGB7,CD54,CD62,FCERIA,CD2,CD226,CD303,CD49b,CD98,CD28,CD38,CD45,CD304,CD36,CD49d,CD305,CD319,CD371,CD328,CD101
healthy,0.0354979404223212,-0.370015067003132,-0.358583847625481,0.169608917634556,0.0288397516198464,0.168994468506264,-0.134268562023943,-0.0628220609240051,-0.0234353778259743,-0.13377092849918,-0.16626396858955,-0.363226196297875,-0.551461333301696,-0.146445672770106,-0.102397905064388,-0.0661678031197954,0.0386491640867707,-0.398595088476891,-0.496830009910655,-0.439318771108264,0.418604651162791,0.319224822284222,-0.521257155226799,-0.597717390518865,0.173725744303019,0.126231365351514,0.327431876586484,0.0957420131464896,0.122143780192403,-0.580188429803129,-0.10578774500687,0.33184834205705,0.198120983724579,0.0536091815161583,-0.116024329564659,-0.0547816522467462,-0.394291754756871,-0.270862791981326,-0.498336471313356
healthy,0.461344537815126,0.408004039536519,0.163840264475997,0.397123939589255,0.435134474057145,0.411794854769652,0.733944955928297,-0.568548449358412,0.365912510257614,-0.219471732294815,0.693557422969188,-0.0350809184566835,0.141242967575271,-0.101022413326599,-0.222889359859304,-0.0975672159072106,-0.0179962703640408,0.571428571428572,0.239831932938526,0.224428753045242,0.64733893557423,0.169071932694018,0.557924812414886,0.124597087355998,-0.195617765001549,0.581054494081541,-0.115489113802588,0.498053469898837,-0.125213050519728,0.207282913165266,0.611107221892206,0.642139158745373,0.638375350140056,0.746778711484594,0.672829131652661,0.38589674782168,0.672268907563025,0.124015752824125,0.107778725378967
healthy,0.0077684068604235,0.249241069135875,0.480790934383377,-0.670404509858887,-0.438756771127679,-0.348546761337932,-0.144041053991213,0.257676051883237,0.261311914989478,-0.149937248980677,-0.273949579831933,0.54558460000583,0.0994608437653434,-0.0073522893564838,0.238912627499301,-0.183400638668698,0.0895752535254278,-0.267226890756303,0.22838844814617,-0.0039240007901,-0.234765906362545,0.0576365443424609,0.418977666764027,0.19593903361481,0.005064092679809,-0.619704935819033,0.235657366040594,-0.379819925916861,0.0042370767110956,-0.362400960384154,-0.275910226142414,-0.520861391986905,0.151708136770503,-0.324657863145258,-0.395626716879351,-0.352397344884327,0.19500600240096,0.411632736509447,0.568314436024843
healthy,-0.25065603074293,0.465792366308118,0.544464717909832,-0.235527861976021,-0.206534909905971,-0.31522706447548,0.0014127151491147,0.0666231984055314,0.565702547228906,-0.0612931825019086,-0.255645161290323,0.443323288008278,0.345387850787188,-0.578840199074011,0.324639118108234,-0.156189504417943,0.330018818340855,0.186290322580645,0.338392716773174,0.11919216241666,-0.193145161290323,-0.308120496069312,0.560847914198552,0.191129032258065,-0.375506447795158,-0.625830606592849,-0.14672593219973,-0.254369413674688,-0.040829129956908,0.0004032258064516,-0.208892026467375,-0.613309165452338,-0.0052440504468312,-0.340322580645161,-0.52763215265041,-0.531311721607901,0.459862885337513,0.462453659859988,0.584243616455898
healthy,-0.0795665239857831,-0.093951093951094,0.289392388582499,0.174220577759365,-0.0913856404811393,0.388851498462513,-0.0185999666460272,0.512559329587359,0.149430465590337,0.0984764928923181,0.10990990990991,0.108096464342226,-0.213996030543603,-0.0328302875421077,-0.0840583054471692,0.224674719600728,0.168739552078242,-0.053024453024453,-0.108103786286631,-0.0935233162818677,0.331531531531532,-0.177564001349745,-0.267525995328697,0.105818747070647,-0.0843471060619345,-0.139105651338209,-0.29788944519569,-0.205924092365358,0.215762184447439,-0.25515485103604,0.332216770692379,-0.262035661471025,-0.191682989602114,0.292406692406692,-0.0968768301481696,-0.276857476386022,-0.137229664692591,0.125761008515224,-0.157244076385007
healthy,0.431777208905522,-0.408298117482201,-0.49125122780091,0.681909154853535,0.703287936471797,0.393497974146247,-0.0681425278482502,-0.12519583905422,-0.462026693861812,-0.106653493415487,0.0036015467358126,-0.510131190837741,-0.511084753173724,0.0521025141010331,-0.469583617581317,-0.123836054771866,-0.502723579971441,-0.0875647168989912,-0.335219109554535,-0.14485329073388,0.386390314959753,-0.145073993503441,-0.415887523988535,-0.298892890732339,-0.218161863856197,0.618404569901673,-0.0515515270275165,0.495639193158359,-0.116045418594622,0.41706862177632,0.443243938516946,0.691569069983554,0.173179410423667,0.352659335005467,0.590082832538632,0.561619019143817,-0.225930193819263,-0.292436710262121,-0.492108176020031
healthy,-0.0946734483731062,0.610461230717948,0.610765605602819,-0.541891354806279,-0.493921758499938,-0.364968724405114,0.0489393125644466,0.332581098990896,0.586288769529457,0.185760119156978,0.241578370478626,0.534497131604081,0.358952024497221,0.139088796594855,0.524892468049052,-0.0115811647124533,0.596132567040963,0.288105248733893,0.499460892457645,0.424385885927573,-0.105520844821796,0.0394491589857655,0.367677730412872,0.424391226487804,0.0154510098473043,-0.668699715556113,0.100354621676649,-0.553643201820836,0.117596536788556,-0.149319448873674,-0.250954600480703,-0.627672167938651,-0.173421548702012,-0.302484472049689,-0.5105059912402,-0.399376520636451,0.227337498781585,0.525217266413058,0.629821089852525
healthy,0.493151056827864,-0.562516690587211,-0.70716079336898,0.685085950933077,0.608272139894217,0.662897967484497,0.0895520567816594,-0.172963489993868,-0.501998725273053,0.12735512395224,0.300445269016698,-0.588256532679231,-0.527300909575017,-0.0120119578731909,-0.627094923187565,0.200067766493352,-0.458431308952771,-0.0513553321220897,-0.45502741371629,-0.279979377955267,0.399673468379982,0.115322678474987,-0.33521121756416,-0.344009960405732,0.12296872868564,0.697027276744308,-0.0995801920052187,0.665718220071541,0.165127739016552,0.113610500279327,0.510665711993942,0.517921496199007,0.0646496898107266,0.410580217473799,0.650767181680592,0.371324663465922,-0.4245023523975,-0.459432446870125,-0.671537449422491
mild,-0.0403616660717194,0.257882842577408,-0.0544267163904407,0.0756787264996291,-0.281023721862062,-0.140802224485124,0.268191964036661,0.0177339934276422,0.413227236276656,-0.0577562618120018,-0.0742622157716497,0.0572382891841008,-0.0845587075303864,0.0206350739759401,-0.21527710143719,0.285448027990993,0.0193367996892991,-0.162264610741961,0.136556002310266,-0.201651324327462,-0.117402785921006,0.101955951586002,0.0174157564553834,0.394699664171869,0.192402761741822,-0.0928732987026623,-0.0097459634441065,-0.237264942384603,0.263930550421898,0.034268666344138,0.340410291648881,-0.122792026774398,0.189776516864095,0.288743751007902,-0.0682112156612057,-0.210499729308726,0.0829028621113115,0.0302612254919657,0.0635788279263333
mild,0.507739287734619,-0.223554251459091,-0.257640392964917,0.654416126108181,0.72945387910897,0.671874518943147,0.123595969795371,0.091330613992921,-0.316290744702411,0.0359753893407936,0.477914490572718,-0.323290987520244,-0.119672351865169,-0.0325132996060091,-0.0809705961399513,0.0882965420264191,-0.020584481035442,0.331368807112068,-0.0105861836281933,-0.0694737057275953,0.710328958873679,-0.0627277712561423,0.0508452166431887,0.178524667124481,-0.280023990860853,0.696251918168458,-0.0522242272091006,0.508854463450056,0.152035840971497,0.31331306143723,0.64454631618996,0.583349503729859,0.394877626745702,0.418015010409413,0.654358475517699,0.394442878288723,-0.118888636198926,-0.0313909881785294,-0.316279383389664
