group,CD86,CD47,CD52,CD19,CD33,CD11c,CD45RA,CD123,CD7,CD4,CD32,CD95,HLA-DR,CD1C,CD1d,CD366,CD58,CD39,CD244,FCERIA,CD2,CD303,CD98,IgD,CD45,CD71,CD304,CD49d,CD305,CD319,CD328,CD101,CD224
healthy,-0.180090642717419,-0.28003930777609,0.161542419730469,0.0993592673488199,-0.300835707316196,-0.0273444801421205,-0.0229159107465807,-0.366498681395994,-0.0597612564368259,-0.515933740924421,-0.158669033477498,-0.349484252706589,-0.332678948958019,-0.304730240570308,-0.136002028694998,0.160954336701209,-0.181467816938292,-0.0951245827821513,0.0431057277389232,-0.232605645942863,-0.133466397651532,-0.207129851808918,-0.0784392396862807,0.149627876061854,-0.422169366405005,-0.257895145575963,-0.226603262461821,-0.348082150407732,-0.339620885215758,0.0641242596066564,0.0048839026602242,-0.0664448628417807,0.103677083323821
healthy,-0.152021728527554,0.271708683473389,0.218139030029962,0.621568459773382,-0.126360507771117,0.0135949577879997,0.434764636288016,0.436135111809576,0.156853409577154,0.343419780009059,0.18266676738335,-0.525573804962841,0.338375350140056,0.0205695345167702,-0.208775638950724,-0.445496223698507,-0.395917948008897,-0.112087006755561,0.0095371762805963,0.191304535981374,-0.107077811855998,0.53269674785064,0.518994012039169,0.60634342904599,0.538833252949649,-0.0145110226050325,0.492142757878702,0.425210084033613,0.211484593837535,0.253582716815439,-0.137010569748748,0.0588908590959587,-0.0196432470357276
healthy,0.252121000944102,-0.025732847725153,-0.227905447742657,-0.302009526974949,0.294255812670308,0.68255098645585,-0.646433131545159,-0.585156559028049,-0.126013799963327,-0.290127345516164,0.308717845253595,0.173083514936059,-0.0727490996398559,0.523598429005868,0.548025864480506,0.279076532223029,0.359172713480671,0.183778722518262,0.545554397061904,0.451321835070502,0.246786101940655,-0.571307545059238,-0.412984205359264,0.0659779438822097,-0.297969587542757,-0.249388986872967,-0.510672814775288,-0.0990636254501801,-0.582001887926257,-0.301483264119403,0.422898788015071,0.711729433947221,0.290916165646944
healthy,0.0317034530343563,-0.501513877935733,0.09160088306708,-0.245172730007634,0.319677256599679,0.381995313048592,-0.575961548090408,-0.736184005035931,0.15916440491676,-0.597474660716363,0.385245462270581,0.489109073123168,-0.680241935483871,0.288508726284758,0.223474039354789,0.285682423935246,0.373539445350191,0.332511093872693,0.241650769999661,0.0859738076461257,-0.372983870967742,-0.647957200960133,0.0088985887036367,-0.293416120368288,-0.42484121599108,0.530385502133771,-0.699259856097678,-0.717741935483871,-0.56918116772915,-0.340883053614548,0.225781270529469,0.351111827593482,-0.0245253786222182
healthy,-0.442988092233573,0.148541400298134,0.0516665740167423,-0.124939306447616,-0.172972972972973,0.0447991775919528,0.0994019247338708,-0.0705433014240374,0.334118489913563,0.255956161051198,0.0310187271380457,-0.187313842038826,-0.111711711711712,-0.190882537033589,-0.270107105460099,-0.177165008828589,-0.328363988472682,0.0722060353218244,-0.0926232200193515,-0.265206405773823,-0.0015447992273087,-0.0863064260127574,-0.21679153431698,0.182766549203486,0.397165278228826,-0.669053230209651,-0.142955173614154,0.0120978120978121,-0.264257013773444,0.0243688732271315,-0.141843653210043,-0.15634259519361,-0.216089552488534
healthy,-0.520885072868471,0.394905404554541,-0.253377657348358,0.141347083034732,-0.673007910006728,-0.692396769326177,0.762557657484892,0.671728288437451,0.111604791774404,0.296482088880314,-0.660208603242018,-0.512494277054235,-0.103978583662949,-0.596137531066778,-0.745889143947318,-0.504121821204345,-0.727380007076597,-0.657456258898205,-0.600743037952109,-0.653974952957675,-0.240311686647388,0.736142442338603,0.302072296693767,0.204046140889406,0.316483375136665,0.335101892741602,0.662815214955583,0.10135700045019,0.62261493765896,0.697433650351853,-0.489672112499279,-0.738121920680643,-0.653262378119666
healthy,0.123551998159438,-0.149368781655945,0.62263934709239,0.106527181016705,0.426920520367878,0.553576988626736,-0.643458163386141,-0.775910618760424,0.208158312975527,-0.443108433275346,0.571576331854655,0.485277493544233,0.0201680672268908,0.595586368639588,0.466682849401436,0.370938372375168,0.21973257557083,0.547582137272628,0.248265861656954,0.333524095081289,0.427825051445466,-0.730975304465478,-0.704858525666175,0.200370990080156,-0.192089157648086,-0.140475396864121,-0.693427895528058,-0.639532334673,-0.707898466397909,-0.204651784659973,0.32843406699928,0.519429015698077,0.246153830197618
healthy,-0.127518319693339,0.0896882693985583,0.323085556089666,-0.0493851197190746,-0.195149610773044,-0.283051018252292,0.241955715076874,0.0529856849343127,0.0745361353658568,0.248548854918706,-0.245878206681338,-0.0889497750539762,-0.0781941867656153,-0.175227021014786,-0.159427985591701,-0.374628054691619,-0.178453592275421,-0.0781837658666738,-0.252464651033479,-0.434097937469563,-0.0713408294007351,0.193114106450499,0.136428512901469,-0.209874454967554,0.440856254078895,-0.0076681131891435,0.148623463711861,0.0881767245178706,0.176602338323549,-0.0671625759168164,-0.148880183976603,-0.334642224868115,-0.175780685656113
mild,-0.151370473634221,0.0713594256147998,0.0636345678218886,-0.0874896902832759,-0.145133668509361,-0.214143211512389,0.204734322935616,-0.0459393381120918,-0.107374620028367,0.31029835809322,-0.319720820049226,-0.127190230807873,-0.0986937590711176,-0.062783112011241,0.0036179347500563,0.0387952338556862,-0.11762444673284,-0.192120461429165,0.0724428330185698,-0.0215662404704514,0.215562022701011,0.0525517636692019,0.0360008319386111,-0.0748151275058194,0.290765442380666,-0.185786574520015,0.0380441223999917,0.0151588453475246,-0.146512847840341,0.0440750050503208,0.0868365601073797,-0.174133095594416,-0.297818135540493
mild,-0.0719105641696737,-0.413641669917355,-0.290517565082022,-0.0696664550340747,0.297356263398107,0.344766877996689,-0.582801963542034,-0.641031313172748,-0.236557032222958,-0.657204382374161,0.438692776980893,0.168389490237791,-0.351205756269047,0.321250446572456,0.289620648497034,0.107726984658083,0.150539756943768,0.136015411110227,0.271270955472453,0.116563523869079,-0.161358833747127,-0.657646928677754,-0.45037245273813,0.0761846853721986,-0.574123592834183,-0.513893180228849,-0.568993610269104,-0.366445999868223,-0.657946581026293,-0.409716410988795,0.0702592580799654,0.435567401360038,-0.0151954420571026
