group,CD47,CD33,CD11c,CD45RA,CD123,CD49f,CD4,CD183,CD32,CD95,CD1C,CD64,CD141,CD1d,CD366,CD58,CD39,CD11a,CD169,ITGB7,CD54,FCERIA,CD41,CD303,CD98,CD38,CD304,CD49d,CD305,CD371,CD328,CD101,CD224
healthy,-0.0995155936625757,-0.391562736413817,-0.249054434092223,0.124712439437174,-0.0480142891833119,0.639025269048467,-0.0185074732116376,-0.0412235258149359,-0.158822708086193,-0.347780638661362,-0.28130123212445,0.045026886432121,0.337148648495029,-0.470859001041214,-0.0200244792125915,-0.0628039128349362,-0.0875176896517531,-0.672558398294151,0.0790322755241782,-0.467866004215053,0.202053760193295,-0.507322254778609,0.498846601766768,0.107439984638967,0.0420590493340464,-0.292753538505953,0.0938231329724911,0.107218363032317,0.0068385200869236,-0.270160072485654,-0.407301977409814,-0.153976109096821,0.000567871348409
healthy,0.310924369747899,0.274342702427515,0.0012613878359999,0.0440600403218056,0.474731139403344,0.34342753498577,-0.0220428885778505,0.121667866843742,0.0631083285096202,-0.29395465138038,-0.095098875334383,0.0185312045070055,0.424173490429193,-0.0276589111454557,0.245489041467345,0.0878558080764195,-0.116196391326877,0.509803921568628,0.0,0.209848031509819,0.397198879551821,0.032538601427917,0.413009181386948,0.232269489770472,0.25701125821156,0.213165266106443,0.237113748442629,0.324649859943978,0.339495798319328,0.397759103641457,-0.194922253869353,-0.142014320499345,-0.0360794333309283
healthy,0.0082539322892,-0.170489679416744,-0.507910255014663,0.652835425132055,0.497867468156986,-0.0747656515226638,0.400336342140453,0.440552159605595,-0.395322976510037,-0.348493847671442,-0.440170091644838,-0.277896080351051,0.336264736426035,-0.283731760435117,-0.0225861766372046,-0.115883358943461,0.0325421400052012,0.25234093637455,0.297258890711765,0.0135160027214558,0.394765906362545,-0.429308490670871,0.0930579016831943,0.515571702818321,0.375739777972843,0.39438175270108,0.528443588981597,0.341848739495798,0.443253791275298,-0.398703481392557,-0.396842942021888,-0.626200543312519,-0.144529359947809
healthy,0.715641131251553,-0.582442274335021,-0.573599953650826,0.824959807718436,0.757966983815077,0.279879834405882,0.472233612635283,0.38242763505969,-0.630585993506056,-0.503647347058888,-0.729576437897064,-0.432821054469039,0.244834303980325,-0.636361019129251,-0.414281403624573,-0.491681207869766,-0.432202115146205,0.206854838709677,0.244948974278318,-0.433536238213816,0.440725806451613,-0.446619803570132,0.348004204684099,0.78121964430855,0.206186811425729,0.248790322580645,0.769185841707446,0.459677419354839,0.795078725438806,-0.410246100340571,-0.332598012616694,-0.506667700577936,-0.0240913011244799
healthy,0.0645832175209278,-0.0640926640926641,-0.214212159520142,0.43234493069732,0.192390822065556,0.184960205191266,0.0547368332278346,0.0186252682247101,-0.0045047943976415,-0.0240488527581946,-0.37886492502385,-0.163276543756572,0.18282184360293,-0.0583039215224284,0.0154740718295881,-0.277327943343497,-0.167963143096287,-0.135907335907336,0.218291337778962,0.0865758699295004,0.0416988416988417,-0.0113402156016018,0.0407614715526428,0.317472265097908,0.0888901021171167,0.190464075672357,0.377454387708682,0.0924066924066924,0.195320401484719,0.194129769565129,-0.535736623276593,0.0314230586715328,-0.227503646497532
healthy,0.38675106320769,-0.561510497396689,-0.609670941183217,0.690246155482014,0.67156743396225,0.0693029044514117,0.609492571869574,0.57410694230746,-0.6769468312271,-0.444797752370599,-0.664196133127266,-0.481941506933597,0.51547574558671,-0.631151876644002,-0.57523750382833,-0.650080941576362,-0.550868383841873,-0.226420555154534,0.206366820557033,-0.0958459427626855,0.260616488758539,-0.593445889521362,0.116876921646605,0.724308188102462,0.392736954734144,0.350022509486141,0.696853562258965,0.254099942118464,0.626926809158588,-0.321670686687008,-0.527824559774393,-0.671942690319661,-0.564730641770853
healthy,0.077649800463789,-0.712765608328379,-0.720381717151641,0.560442283723956,0.510464053471937,0.0957833807321688,0.497327450164489,0.555104283227494,-0.650679081999329,-0.525375539959156,-0.615782589771087,-0.293845944738218,0.212271956719354,-0.440494348768897,-0.700556134029662,-0.314071454068776,-0.759313897018045,-0.372958164456889,0.211569374655905,-0.60810939238134,0.200518835312333,-0.54727046798349,0.206869466731532,0.725388122575749,0.497314912984439,0.0268749430188639,0.67884617026856,0.352795031055901,0.516568616207928,-0.305564690181677,-0.644065000488125,-0.733555240285143,-0.149653779697126
healthy,0.465257897505021,-0.372106099636506,-0.435398956487553,0.717139207385634,0.641144403463652,0.08342801935808,0.580464803239324,0.358064273560433,-0.273801521209814,-0.295323239415857,-0.451352242283753,-0.0680874711329462,0.273732540748872,-0.492677723835401,-0.317266281051682,-0.187698553535607,-0.219974014233533,-0.0118026949757826,0.050585795209358,-0.2885258196877,0.481541377681268,-0.22089787161405,0.114949742170916,0.655322372182407,0.629234884607197,0.232974527309894,0.584074574969199,0.484953431743115,0.693726848089851,-0.281757890902167,-0.34700459959653,-0.539509171408971,-0.206968217272725
mild,0.380368341059883,-0.26725730149463,-0.250751657655959,0.482195656061017,0.625794958561852,-0.132160023677075,0.557955083594035,0.336259032186553,-0.445651161366704,-0.402352856592227,-0.250521207733311,-0.241936426408225,0.25289487003933,-0.177783630857419,-0.194786090653289,-0.333255556600071,-0.204818590257391,0.148675352834396,-0.0764604107783963,-0.269673261559311,0.416271897195874,0.29798033767003,0.0803758293165132,0.576253975798103,0.286012014820398,0.367682631833575,0.579759343530308,0.144250927269795,0.505973845875074,-0.321278861930886,-0.175082804632087,-0.295621301823078,-0.181809395832573
mild,0.393235263036186,-0.471857472474721,-0.475976271806539,0.672552180264542,0.588592572637975,-0.294355237423638,0.590390651575516,0.394653039544775,-0.484991418031855,-0.206604209654528,-0.375600703892461,-0.238482540808814,0.0683361086097265,-0.226171408612124,-0.317901094657515,-0.117470493155629,-0.236267752613192,0.115127294803296,-0.0151005847163585,-0.196927353756432,0.433810978693601,-0.185843174059647,-0.293516751077331,0.662736908722025,0.394708256574455,0.200489497268642,0.50828085797207,0.178594687560871,0.503250883247959,-0.322710373207552,-0.206984753147731,-0.49627670840067,-0.119306787636459
