group,CD47,CD33,CD11c,CD45RA,CD123,CD49f,CD4,CD32,CD69,CLEC15A,CD95,HLA-DR,CD1C,CD1d,CD366,CD278,CD58,CD39,CD244,CD54,CD62,FCERIA,CD41,CD303,CD49b,CD81,CD98,CD18,CD38,CD45,CD304,CD49d,CD305,CD371,CD328,CD101
healthy,-0.127428504080127,-0.0108872434917146,0.0712016934448568,-0.139366151071042,-0.224794172085506,0.242244873234059,-0.106493821266964,0.0457950333910841,0.148286773063113,0.0463831179511608,-0.0544345249689232,0.0869827846572033,-0.0747278177880957,-0.164739180520947,-0.029581617018601,-0.234639694694156,-0.0316334204696853,0.216758035564175,-0.0611624942605755,0.125339776502567,0.238505966331795,-0.280841839801983,0.09457856764943,-0.022294858472513,0.187961912850258,-0.256716003826105,-0.286427449895152,-0.386645315476402,-0.223535144117444,-0.0727904255436281,0.0970865462932734,-0.0057384475989127,-0.0056091232173643,0.0274841437632135,-0.217604996305547,0.102094503864197
healthy,0.0591036414565826,0.404213224303385,0.229572586151996,-0.284201849492971,-0.175683399676817,-0.0241850376750542,-0.17185029056872,0.542644778859096,-0.359827324316551,0.197555876619327,0.123754297098809,0.108683473389356,0.49521858785238,0.544754189057706,0.325152919135689,0.236094253586788,0.470737087790106,0.121014290479455,0.172230183420181,0.0512605042016807,-0.0701591013220076,0.235063344798228,0.0288145940502522,-0.282911853933542,0.061550072112554,0.627938470464325,-0.104853362083966,0.262508824091995,-0.137535014005602,0.146648925354375,-0.152455358257928,0.230252100840336,-0.108963585434174,0.0341736694677871,0.0613016363618111,0.310656326092318
healthy,0.140705269259422,-0.255197466870366,-0.68351266449242,0.673283060463848,0.440969733994833,-0.038908109274858,0.508527562889319,-0.468893890687751,-0.0310650784521706,0.221589326048069,-0.18979429731302,0.060360144057623,-0.480221649200073,-0.434832945056749,-0.150108982042999,0.253934680590555,-0.132763010878532,-0.173413448294383,-0.369640741377135,0.129411764705882,-0.208569653268042,-0.552602529260031,-0.0453038726315189,0.461958553154588,-0.332260973727023,0.0862765293969074,0.457551975209307,-0.319011381339959,0.222472989195678,0.408266394544472,0.590167411391509,0.195390156062425,0.450703030963867,-0.391308523409364,-0.480717951028515,-0.610982565023912
healthy,0.72573195374523,-0.380222191561739,-0.374509176087365,0.596371241502541,0.755143264343706,0.264859828175483,0.510878265597297,-0.370646686858222,0.134625460718919,0.211815823896207,-0.288688582437878,0.625,-0.355355808565377,-0.241750726588266,-0.395850279499718,0.108859351564021,-0.294439366830199,-0.339780230840553,-0.075515865624894,0.691532258064516,0.479298549441153,-0.106962718432973,0.349218172839974,0.740989472731669,-0.0251363150780414,0.0710674785697645,0.227022531317171,-0.258372889175346,0.314112903225806,0.609738888066933,0.743934791348363,0.620967741935484,0.667204572235304,-0.36466320030273,-0.0519422588973175,-0.482829268094604
healthy,-0.0183416337759435,-0.556756756756757,-0.290679721271923,0.143491488123894,-0.130932642794615,0.387300962623506,0.302023093980534,-0.342364374220754,0.0655721140628409,-0.284288065014636,-0.374093265127471,-0.137451737451737,-0.329035091461214,-0.447727680540595,0.0714692300603857,0.162826060834236,-0.582581269870888,0.0341619952060244,-0.67164843393246,0.172458172458172,0.0026112353139668,-0.623969590260862,0.26734349278654,0.291072652435182,0.12624260974598,-0.227733856724472,-0.126508170411194,-0.547617101204435,-0.051030970207208,-0.0445876658881161,-0.122156367617012,0.0486486486486487,-0.173908271910191,-0.380020609917944,-0.347754235286331,-0.580425104231961
healthy,0.275442692293255,-0.526812399592526,-0.548878278721269,0.658527222056421,0.580330775628505,0.0586102492144,0.617306579201235,-0.573227869377345,0.0382669474831401,-0.295046134367134,-0.47843436131634,0.0061097667839679,-0.555698323547767,-0.576205904886417,-0.536232316044123,0.114664004072935,-0.602693674928286,-0.461158673742133,-0.401373756108534,0.231383963057464,0.0606002793898055,-0.524150103372228,0.0687613703461555,0.725215192989174,0.0118686292453509,-0.267629916750333,0.407501114214084,-0.420473598174209,0.347385683966815,0.368383818895106,0.663670059294253,0.307961926812014,0.612720157911679,-0.346293346619902,-0.644341545282968,-0.644105779231465
healthy,-0.15372537112091,-0.586101303836093,-0.523098452160537,0.174333347290588,0.0291227009098424,0.109614500909894,0.20748322135468,-0.521112296267802,-0.0603675342492031,0.141131210019815,-0.250726704997854,-0.564011691633175,-0.25773766662286,-0.287357562336322,-0.351568755754196,0.414276132499581,-0.38563423190079,-0.492249471895435,-0.491086472982603,-0.321531660121817,-0.0322871428794194,-0.389314519931043,-0.0094169654459287,0.21738435383269,0.0409170208177457,0.0941188280080089,-0.0260155395862948,-0.568704837290965,-0.319302093229561,0.0492920436878958,0.240948682890557,-0.169163317500913,-0.070828310423574,-0.496729877199557,-0.562837300818158,-0.481645298576694
healthy,-0.413222032570696,0.447651286045231,0.570732218941146,-0.726045007137216,-0.717665999979449,0.0519013468971401,-0.768722655377272,0.352961483623087,-0.0963296917186847,0.16946320809309,0.168222098401437,-0.459443413729128,0.324238048371623,0.428951903995758,0.343688978091496,-0.122402951514286,0.15282897139121,0.341736453842056,0.433605263744664,-0.514899551330697,-0.130409594993641,0.221170799457221,-0.0666958171518999,-0.757998924077754,0.0548694765966446,0.268850890806984,-0.676987145281661,0.290925509006849,-0.176540472444504,-0.481254673095667,-0.566975397877006,-0.509233262045904,-0.718460826532279,0.390180569653043,0.392147861862963,0.554943155409323
mild,-0.220616866748018,0.217061335110594,0.26128063552911,-0.383805112399528,-0.728942550312188,0.0129300493531663,-0.231087003331211,0.35352537678827,0.0927082113930248,0.014491861738096,0.305383532538704,-0.493710691823899,0.227687016090836,0.238531279451388,0.351667860963235,0.0140333152872484,0.228298357976922,0.0852779599200886,0.268484413661157,-0.49368032747346,-0.0507183256616275,-0.216028623882314,-0.114394990089129,-0.548449315384034,-0.147622681579849,0.318494699354881,-0.419604291176379,0.163618590437142,-0.392597968069666,0.0172747930786959,-0.692091669133353,-0.303660699887115,-0.448902450049663,0.26808218604836,0.24899725758063,0.21794984197422
mild,0.536713850548502,-0.604182471490422,-0.574839609491705,0.726850924609004,0.45449922184191,-0.0638568063228703,0.561063046949261,-0.495434918314373,-0.0807899746265291,0.103860529128973,-0.171347702156046,0.110787946230984,-0.571723639515674,-0.344296218041075,-0.4258703916997,0.263298515946938,-0.219432993728776,-0.390315958291848,-0.333312098947298,0.144924054833677,-0.0901034704856675,-0.272186525073779,-0.0808882431574367,0.668830546803195,-0.0627176533273943,0.0955332599388045,0.362031494883346,-0.114996356181122,0.129241163528546,0.509710713817967,0.538654365258368,0.0379116953414636,0.533775227627809,-0.363709943312532,-0.264206350914483,-0.576820850664103
