group,CD47,CD52,CD33,CD11c,CD45RA,CD123,CD4,CD183,CD32,CLEC15A,CD95,HLA-DR,CD1C,CD64,CD141,CD1d,CD366,CD58,CD39,CD244,ITGB7,CD54,FCERIA,CD41,CD2,CD303,CD98,CD38,CD45,CD304,CD49d,CD305,CD319,CD371,IgLambdaLight,CD328,CD101,CD224
healthy,-0.322060374002513,0.0867511430252259,0.61331471669992,0.674976904560765,-0.605011221819589,-0.532678006946028,-0.169752971506741,-0.17475956242913,0.583579326518933,-0.251309700478073,0.340154937697012,0.0900030202355784,0.516356970453809,-0.0044755640128313,-0.606352582905571,0.437204261737028,0.129400611881368,0.2272976992773,0.47823538225857,0.263244604694386,0.0004629281044344,-0.373603141045002,0.219742660913765,-0.282056341779374,0.394713232432885,-0.556522133871015,-0.380838480467779,-0.128407339754752,-0.353154377870901,-0.189481935937922,-0.3446088794926,-0.241730159477098,-0.21360597736522,0.284506191482936,-0.168986447272358,0.30140656417384,0.550369777146074,0.207191917690954
healthy,-0.453221288515406,-0.0062897230152806,0.380766330083633,0.286755501383995,-0.697082359793335,-0.351795644104676,-0.494490787077639,-0.406294507565509,0.298172377820682,0.332238023661313,0.36545713414858,-0.169187675070028,0.497331896193144,0.295506529013498,-0.190815966228945,0.494069585385069,0.716974899015099,0.638655043549069,0.497093830213032,0.130154405711668,0.0494600946201617,-0.210364145658263,0.123141776093582,-0.168650124000006,0.146881605791997,-0.686527688616657,-0.515227727481556,-0.0361344537815126,-0.38686182600648,-0.617900864460126,-0.213725490196078,-0.40140056022409,-0.389348418195755,-0.183193277310924,0.142669042128468,0.284473492241215,0.414349322012475,0.302866798683515
healthy,-0.175177574702551,0.0363242615939454,0.169903804229745,0.590037559337776,-0.517493916516036,-0.493195657659661,-0.138505901162958,-0.295730235996061,0.302828310129132,-0.243033454375301,0.291328164919875,-0.189627851140456,0.584891704818403,0.299419144994796,-0.412541548871324,0.545656597905639,0.241609484411206,0.332791940097118,0.142799731400601,0.462231957514178,0.075428015187479,-0.29671068427371,0.558878263409049,-0.104107626715272,0.463967483570609,-0.504109162901527,-0.42595698343768,-0.18280912364946,-0.125099167157064,-0.526666511560966,-0.238991596638655,-0.326516996413789,-0.317836078214743,0.469963985594238,-0.0607157343928061,0.492182523265516,0.733496921879026,0.141517285756469
healthy,-0.548940743656014,-0.0190394445174069,0.507568371431939,0.548106622377456,-0.520038988141162,-0.541750750007263,-0.419021341802773,-0.395680077858789,0.553131379512708,-0.082245189755794,0.398556395466394,-0.519758064516129,0.492125759121123,0.349656924045582,-0.239540589299669,0.518601000249915,0.326733564031513,0.423968287182987,0.280380997331752,0.329820645540078,0.164040738783606,-0.454032258064516,0.403229266847322,-0.299445478449109,-0.0362903225806452,-0.775185118572018,-0.215302438878234,-0.244758064516129,-0.346809155911086,-0.769671438829736,-0.56008064516129,-0.73053656609319,-0.574118827140291,0.476401813669827,0.0,0.339719128755843,0.620203285795161,0.164732410391714
healthy,0.2505828839812,-0.0206666296066969,0.157786357786358,0.152677656965678,0.330805330162721,0.0045425610765478,0.26993152272639,-0.321099624194002,0.156895553449285,0.676862881795166,0.0660007403474895,-0.0592020592020592,0.0479842841714271,0.118145527260477,-0.549841165448392,0.0972591965219269,-0.409800631080193,0.195202555359337,-0.1193081802271,0.446985089868668,-0.170746854583181,-0.0864864864864865,0.0301546642133502,0.0284683293383537,0.167353249625111,-0.46605470046889,-0.115919380817306,-0.477835448303857,0.212886774702797,-0.160238688456848,-0.061003861003861,0.0127950530384375,-0.356394770946798,-0.0424819787509897,0.145197869644992,0.164781195643637,0.131229904861852,0.0832710040201912
healthy,-0.338904740166578,0.201311679791989,0.574321112355926,0.686614682938989,-0.720067702557677,-0.498938411177032,-0.357000450189723,-0.584893598644989,0.721162843881333,0.338492327332497,0.444081387030031,0.1455893111285,0.724205839951225,0.388108667201193,-0.465489576452582,0.662355761839667,0.683027773804602,0.693947272938384,0.642598947025497,0.462775356209239,0.242058750415185,-0.0867488867751922,0.540990590936378,-0.219392291258885,0.250193241402377,-0.735537772414128,-0.306798890240896,-0.212393079940832,-0.205157887967072,-0.571813149448139,-0.140394880699723,-0.634649564083294,-0.649267732662977,0.32567528650627,-0.0085656850783033,0.592425447362761,0.722662349189343,0.400281709614207
healthy,-0.0337544158546032,0.6248855207832,0.731931676926115,0.747110180373507,-0.63924118362198,-0.621866364560329,-0.404367511197495,-0.636534088157132,0.789829542144977,0.258659201367837,0.699437514169388,0.290902447935696,0.679239925185216,0.380298527010539,-0.521344442541583,0.630897936821013,0.500954370422558,0.511181951632445,0.689934962265127,0.571488410633116,0.530500928470465,-0.413204720945185,0.569202640293718,-0.229424617839926,0.629645344118369,-0.743524974556254,-0.619843458803819,-0.169032612379693,-0.0670137940130473,-0.714589438590239,-0.314651077822433,-0.472646638345055,-0.40705730282952,0.21582812685677,-0.0628548350136379,0.699166606663864,0.762276783451814,0.397543077135029
healthy,-0.357812103544788,0.149024755965823,0.405694833063162,0.483318855360572,-0.687690357422484,-0.816691727937901,-0.59899494730284,-0.476106981492121,0.334684633098384,0.214873625678848,0.267388056349936,-0.634557823129252,0.310652326246335,0.173518835871973,-0.54567043833657,0.514608682403632,0.194160533479824,0.290986591217343,0.354373503345404,0.34696900181052,0.0702450781431448,-0.610966638737116,0.361523942808089,-0.0515999766272152,0.35383328867769,-0.796055952303465,-0.642511229692805,-0.246486035293451,-0.421071545960114,-0.582646810679195,-0.626216774528723,-0.764872608992283,-0.396078603129283,0.328887694248935,0.177394598536684,0.355082661691866,0.447329655159399,0.159083215493327
mild,-0.29649679896285,-0.0382811502676055,0.196181858431326,0.121650190503634,-0.36609481454046,-0.500890956908832,-0.228419682201469,-0.378414673318444,0.217554078023551,-0.0743452359029717,0.213831962076997,-0.533704241251411,0.0477640643534754,0.15909260499396,-0.189948855534665,0.0301214102446551,0.245811137269327,-0.0536712947504743,0.0523073798046938,0.0859890538269203,0.0425449325893201,-0.286894994716304,-0.241623275308567,-0.237325108505276,-0.147823302500826,-0.373404168034984,-0.311212597177426,-0.435333010804709,-0.286648552441351,-0.477011023186597,-0.332123850991775,-0.268405079376934,-0.247402150990008,0.098078848554278,0.177920376570076,0.042384511480983,0.0835838858853197,0.358213366517466
mild,0.500540008785238,0.289017627533141,-0.543778206810056,-0.582774026080283,0.656905388443367,0.462972082381519,0.553702641641333,0.385205328412804,-0.444611637342521,0.0900085703093005,-0.142545475206486,0.0728764905980096,-0.654705638059039,0.0211973685013062,0.0627170954174502,-0.324152587156428,-0.259338017405246,-0.168509133217385,-0.406336340337323,-0.299581362410831,-0.240189512331568,0.279869483324413,-0.238802137426475,-0.0703977911480094,0.133095384105151,0.692900417223814,0.441193957396755,0.202538535093228,0.463352672428179,0.526525519709186,0.133930208592875,0.683241452484043,0.309386444910516,-0.313554392715262,-0.0554874482853067,-0.221517869805526,-0.551786346361156,0.0073720461465151
