group,CD155,CD47,CD3,CD33,CD11c,CD45RA,CD123,CD7,CD4,CD183,CD32,CD27,CD1C,CD141,CD1d,CD366,CD39,CD370,ITGB7,FCERIA,CD2,CD303,CD98,CD18,CD28,CD127,CD45,CD26,CD304,CD305,CD319,CD99,CD371,IgLambdaLight,CD328,CD101
healthy,-0.0863227677321308,-0.454950099686074,0.168767283552573,-0.158621089205675,0.118316005490283,-0.226041296479877,-0.470477677776738,-0.184994742621847,-0.374245380435327,-0.184155237828546,0.170501978347006,-0.0178517832588896,0.199070006402714,0.0308990631288867,-0.227284746259777,0.388050135044007,0.311498431824589,0.314317024286355,-0.198287538066076,-0.218823876268829,-0.0423373546954486,-0.506305619311497,-0.276578178848571,-0.131391790434151,0.199070872525118,-0.162540134863892,-0.441424095153579,0.566288719092583,-0.41853275839033,-0.472242072519468,-0.142156264260452,-0.3664746485355,-0.344910903050438,0.163425898044295,-0.15302895002036,0.0203278804127822
healthy,0.111194150082921,-0.663865546218487,0.52235280582843,0.033415334277251,0.0640504712279988,-0.704085280109384,-0.495887480454743,-0.294513785914909,-0.308740840654097,-0.262578098130645,-0.0023159019636557,0.0397382372427489,0.293608972143488,-0.386289767272267,0.200070803970936,0.34747010472363,0.474421363612665,-0.237732463783964,0.0614677476493339,-0.123141776093582,-0.107638428671998,-0.704423862418644,-0.591156024163048,-0.200280357515996,0.1885799789204,0.338630470440762,-0.485328105399151,-0.114495050551457,-0.705369491663407,-0.566946778711485,-0.392109754495016,-0.144150889606177,-0.494397759103642,0.0819196435447334,0.280518547959808,0.190197750668766
healthy,-0.313136170255494,-0.162311150839975,0.0376742508355495,-0.1997834387667,0.322883400778516,-0.457292504726072,-0.646332688066699,-0.0916987095623546,-0.465673846677957,-0.511654832234,0.170941343243625,-0.299711817401882,0.424586214231772,-0.0936777810986895,0.0152793517889395,0.517748368926624,0.0955051545930422,-0.310603632968157,-0.0649640130805454,0.151631392015878,0.0870840149399155,-0.633532761750403,-0.379924545094912,0.157965967562457,-0.0186745232822365,-0.0626320153969919,-0.384669125595521,-0.0371730069502744,-0.598105023870327,-0.562345507070613,-0.432363765584588,-0.438169259213195,-0.0709243697478992,-0.179566605258535,0.228249210900283,0.357959596896251
healthy,0.0744216811294422,-0.711604802254083,-0.256395280569149,0.593945811977812,0.648258995237124,-0.757607819458396,-0.626058945652474,-0.163316519827632,-0.398586211178881,-0.39473347480171,0.666677410497721,-0.202346083259506,0.787811319393064,-0.178221727582074,0.607492160885463,0.527800372666291,0.547885237749009,-0.306186217847897,0.536566751489234,0.535620857964361,-0.161693548387097,-0.780213890019128,-0.312318759622762,0.510675937571318,-0.208297764695412,-0.258815162777688,-0.376247607517492,-0.196181237405182,-0.71479896401096,-0.803146495357008,-0.60527988190284,-0.444237984292703,0.378781797659583,0.285773803324704,0.293641318443706,0.556364771687255
healthy,-0.32057241303244,0.042108257823645,0.272553664592872,-0.107850707850708,0.0738928963729336,-0.101539600534599,-0.304351592128707,0.0353708499094163,0.124613641603794,-0.12590681319904,0.0653838729714823,0.005387771647604,0.0147643951296699,0.286957385820702,-0.110416276157519,0.105958051172095,0.480597159830207,-0.111006598619272,0.0459600297156607,-0.0453608624064071,-0.0404222464479114,0.229473556222155,-0.4684146133507,-0.665649209706575,0.288952635413847,-0.0019505665041373,0.181185717452865,-0.158501983557787,-0.10457991184478,-0.422758997331231,0.0473839201638668,-0.36683267551887,-0.166065916935687,-0.116767517546672,-0.181918439990575,-0.172182907556719
healthy,-0.305411230600207,0.412261581690034,0.107578309899209,-0.481943059760426,-0.584023027264627,0.654732449356562,0.758782730415982,0.0288513935392036,0.492796964435012,0.555512801382766,-0.654016426415167,-0.0088825783372429,-0.81228931443485,0.537466127414268,-0.590774178409445,-0.509365672176163,-0.583072698586635,0.226241932887908,-0.157574484758106,-0.492402964136462,-0.20439046480189,0.728540877573782,0.457104565039586,-0.301183919365489,0.156395042263915,0.216914522444699,0.398610843141038,0.394091574361678,0.722576605540745,0.805451160501391,0.656934509469417,0.100358471715215,-0.297112357674905,0.0199865985160411,-0.446386902394523,-0.632632130661199
healthy,0.329977605798546,-0.209006464331811,0.174823826512355,0.329627118707618,0.450799245935228,-0.705426964673835,-0.815829936706474,0.0513190302374281,-0.628571460713134,-0.450584562664117,0.371067893721728,0.26514440789065,0.337944966178461,-0.274728935271651,0.242403776358453,0.475214879879252,0.525567667591414,0.160217931720374,0.335281935258901,0.209684859511418,0.272195242880468,-0.696334776749158,-0.609429500249186,0.170659306471675,0.192960808674835,0.115780785974913,-0.272238970716581,-0.0664513733016964,-0.683430817511721,-0.723357244261238,-0.225133870508156,-0.461546578984683,-0.109832292082521,-0.116030025435176,0.288888749359529,0.409462308892524
healthy,0.208803217524897,-0.424002906680055,-0.107050348847454,0.67932980746455,0.753873359724939,-0.629186494575069,-0.725259650147547,-0.157420919597112,-0.589463921935057,-0.517850225819114,0.441730277540769,0.022242629822386,0.500341989793339,-0.287298347321528,0.594127313212237,0.559117780968897,0.598536617385851,-0.228559802789274,0.304861585942033,0.458190022534961,0.376013789744107,-0.770237921417947,-0.652958937681135,0.440056027270822,-0.133699927442532,-0.234536190843756,-0.370725093592811,-0.410912765421657,-0.561502301431991,-0.643194798085411,-0.423759423708814,-0.386650882274602,0.513180879582204,0.0063445850692662,0.477746632847365,0.700895096303872
mild,0.0883789318466856,0.270100269351946,-0.518593744415522,-0.0879494691143042,-0.173971111319444,0.146519917935902,0.250424914739952,-0.338406077056615,0.107743608058938,0.25909695221999,-0.208977426870699,-0.169253012631081,-0.253664729336099,0.0021290563729519,-0.126038750129869,-0.169192575207784,-0.121902036750973,-0.120773866699435,-0.130965125172212,0.0072430015164912,-0.57731213437961,0.373690814018634,0.104791610805092,-0.128013948151019,-0.174994193453857,-0.268671695168371,-0.125686228147334,0.262151636878252,0.180198758784615,0.511947372453688,0.0791063180266372,0.11674113910793,-0.116080151622265,0.0250612721527866,-0.103799762595888,-0.117924552179288
mild,-0.17434036241447,-0.317972378526633,0.19427620496914,0.215444419627005,0.239566146870168,-0.202273080632305,-0.384959768876585,0.140678109536724,-0.197755467911804,-0.392215434480371,0.0108512439963193,0.127335747128628,0.0438267128094015,0.0028780311472634,0.158322543949869,0.150705549627627,0.177894636424507,-0.26492990734843,0.1198654051282,-0.145899766275958,0.196336594599432,-0.537243809179821,-0.438606841115613,0.120314475347976,0.0970731078107418,0.0487432481504295,-0.0789124192543976,-0.104257695858896,-0.302655811182762,-0.347104674732107,-0.119363437312936,-0.222932786852173,0.0860839215621839,0.0761718800054555,0.300151683415146,0.192996497711372
