group,CD47,CD33,CD11c,CD45RA,CD123,CD7,CD4,CD32,CD95,HLA-DR,CD1C,CD141,CD1d,CD366,CD58,CD39,CD244,ITGB7,CD62,FCERIA,CD303,CD49b,CD45,CD26,CD304,CD36,CD49d,CD305,CD319,CD371,CD328,CD101
healthy,-0.297029774986773,0.593808405443931,0.585823294789918,-0.736271064327214,-0.339997288015595,-0.0444640064956588,-0.178551606312274,0.44711627399785,0.45746093338265,0.053760193295077,0.609154219592305,-0.60253173101329,0.437665285563113,0.264869247766551,0.335159947610519,0.484459203910714,0.315801320868047,0.0580203224224472,-0.0008923692617856,0.436422706344411,-0.555778971921931,-0.180398948309537,-0.382753804025572,-0.216861427367952,-0.269843488962186,-0.0069782276043879,-0.306553911205074,-0.27461652573781,-0.240253641539509,0.328450619148294,0.279545285599503,0.701615275441178
healthy,0.394677871148459,0.62436130895351,0.241906156103995,0.0802417952880566,0.214851220271974,-0.15056603661942,-0.0755355035342901,0.472154512840323,-0.113365047465822,0.434733893557423,0.0312769634433082,0.425570840873506,0.378519921056591,0.100286087135682,0.30140210286862,-0.0094940953889034,0.472370731074243,0.01686789354098,0.293000509209532,0.4754562881062,0.20790023182734,0.0602264146477679,0.24805658720401,-0.343183848889761,0.311585029434981,0.658543417366947,0.424649859943978,0.336974789915966,-0.108382449745982,0.516806722689076,-0.0223171855879404,0.0649490096728157
healthy,0.222904724351279,0.255978633786365,0.580709282383043,-0.394708844159589,-0.330567475400164,-0.0311242054703942,0.0200336319059845,0.312676385255283,0.418245499428442,-0.0129171668667467,0.476151974206853,-0.0794079601970809,0.446679277931085,0.47902920897713,0.489257216716812,0.252237742973648,0.565926395607176,0.303310727738475,-0.0499358755197272,0.554436974626667,-0.428177416997688,0.212456074502726,0.11145023766317,0.120948755591213,-0.412459669328423,0.420033745982395,0.0748619447779112,-0.228763747855407,-0.22250265136106,0.477166866746699,0.511190883294828,0.753434399763467
healthy,-0.733199162390551,0.483955846796736,0.509866625467401,-0.889454438900778,-0.866881877710803,-0.082350279065628,-0.565506832611661,0.523122785609526,0.543108376312987,-0.632258064516129,0.599368164129601,-0.0630834332778133,0.521508655037059,0.370716928420371,0.530519549765186,0.412886979774462,0.289817646452296,0.293333931913542,-0.508171956033993,0.231281651555071,-0.781722521453261,-0.242010103309515,-0.509123906206682,-0.168016604312359,-0.778897784153247,-0.197660362995949,-0.618951612903226,-0.779346574098312,-0.504872038779072,0.320693854248529,0.216565708467042,0.406465475902236
healthy,0.143633075766544,0.491119691119691,0.280381059756532,0.0146965211300078,0.31797927535835,0.137130064264198,0.0952395017864924,0.401956368680983,0.240755737057037,0.243758043758044,0.221202277032018,-0.152420318067755,0.243534964235276,-0.150150951227783,0.462763492761669,0.166022120641399,0.3222299381853,0.115968912189516,-0.183569842571869,0.451804498854726,-0.0548299647610459,0.0957934850900659,0.420103441604793,-0.178347371943935,0.283713290256778,0.288557815883506,0.26949806949807,-0.0266346002024617,-0.0199689377833439,0.173274979996461,0.11706056138524,0.555698762982231
healthy,-0.507003425125094,0.135316143941283,0.393117270011643,-0.53538876449785,-0.625305686894575,0.0732514422791757,-0.377001736446074,0.404942563739279,0.17472801897662,-0.091357091753963,0.661729536199943,-0.479213694267853,0.27573122570414,0.551996238410022,0.20563554156895,0.462274184644436,0.177333899816913,0.0474212448994712,-0.131885448639492,0.14497323074363,-0.581044606710937,-0.160045294365743,-0.362016849958197,-0.320303420035169,-0.629437429186627,-0.528976766846548,-0.546658949128561,-0.686536823733668,-0.56544136031821,-0.0164043848017973,0.297994478931161,0.343499414158465
healthy,0.206297324664522,-0.803877587101202,-0.837939160276699,0.71408784688005,0.597306407893614,0.149773909230372,0.629284147487207,-0.847705950911501,-0.680337781833492,-0.381914504932408,-0.675427864380605,0.43608910928706,-0.706222847273453,-0.650117132358943,-0.515783378563264,-0.79978494229058,-0.615501054690286,-0.507565668137866,0.22004810566741,-0.651835976371646,0.723754946331059,0.183140221935809,0.246515027976567,0.352049269804654,0.732270045782614,0.235219221112609,0.270953598830837,0.474441614921603,0.361817978780408,-0.349921444203028,-0.767976229470326,-0.854230107743306
healthy,0.391270452245779,-0.59984577604642,-0.640732611476694,0.579563022635438,0.569511179922678,0.0571284921360014,0.537151519235052,-0.277100636987437,-0.370331702507019,0.439059987631416,-0.323073183950476,0.307251387822143,-0.546761484304528,-0.510050632394016,-0.360639622326694,-0.413180459973611,-0.495303050740943,-0.366316404945965,0.0346978038204454,-0.512248344199469,0.704144357922668,-0.0192681892594093,0.467631806529828,0.371114145617494,0.600255903589246,0.0373706906653916,0.43201523831676,0.594172275529683,0.256444587506212,-0.613281438666361,-0.380868566120483,-0.689817327763385
mild,0.213513213519395,-0.200783865536144,-0.381310983283028,0.20186459874549,0.423448008238225,-0.0680992723335645,0.165858877522086,0.094510511972154,-0.402818444791524,0.410417674568618,-0.0128360465447183,-0.071647375333251,-0.2685685516786,-0.585168193334723,-0.164715352854904,0.0762778826453457,-0.297427891661608,-0.123388630327539,0.265189334176155,0.162031640666675,0.534690308168825,0.225781486455135,-0.0354375428109696,0.155421115225489,0.530769022230063,0.393664620879624,0.181986776326399,0.603326184440061,0.143347716897152,-0.358088701388294,-0.120621996642664,-0.231718505346802
mild,0.396403959756864,-0.328880374594932,-0.36588307294329,0.473903575010394,0.386303027254815,0.273002779536409,0.317852958994693,-0.132595625123509,-0.175072359889486,0.300142895079604,-0.367271703420045,-0.0963969122955455,-0.128765762378809,-0.385008871770198,0.0507453145441591,-0.360248147654774,-0.174799267649182,-0.38639752234799,0.110557872684912,-0.143850072483337,0.594237247703701,-0.0393341543847768,0.342573779658822,0.0464162860359385,0.321003259746567,0.367955018876801,0.224169654208847,0.437074511793351,0.127935317909915,-0.186002984917967,-0.225705147570353,-0.378041306366032
mild,0.507903504213163,-0.772254601502357,-0.700721240041511,0.520986150073139,0.335742050137626,0.269799026243195,0.297556868042743,-0.550377848164625,-0.49495456268212,-0.254590627169458,-0.594239460052392,0.0168850132889171,-0.703450413738652,-0.651003183793301,-0.367651182099793,-0.72241536912477,-0.374189620379169,-0.523378247326197,0.335374628517379,-0.654711643181955,0.515474061193564,0.208942569112688,0.213614492727372,0.323680197418184,0.445992655794342,0.210890067142229,-0.153583707325511,0.337263391649513,0.0498353106892195,-0.401207243460765,-0.574450513834956,-0.728669504895431
mild,0.449068272646676,-0.578063326157914,-0.444667360191986,0.492084929092437,0.513140035386874,0.630232134575988,0.570736193185113,-0.51970332262856,-0.556523076687746,0.236631016042781,-0.51478070533677,0.320745522463448,-0.538852757247863,-0.406653251247768,-0.450016741968732,-0.277354622957211,-0.286240775983083,-0.469783566057496,0.0547644790985334,-0.289964068865643,0.562904915327783,-0.172873411777166,0.315842245989305,0.295627457479849,0.447112700847985,-0.0792486930590201,0.293449197860963,0.31335832318148,0.310627177160202,-0.104612299465241,0.0510814805286267,-0.601273021831131
mild,0.66865605834822,-0.369754476481074,-0.343177089138603,0.281179568959349,0.494001425723036,0.0246209606409288,0.426745718050066,-0.252430150169324,-0.0830306432443795,0.205401844532279,-0.386835491389921,-0.0895770534510454,-0.354995478297744,-0.332902093541145,-0.14858146287684,-0.285107414575833,-0.158332879955262,-0.456791063296668,0.375451217148928,0.0601901766890015,0.373200577636756,0.509814744431233,0.2566534914361,0.227389404365304,0.380835554988345,0.65022049706047,0.263372859025033,0.357227569315572,0.408857138137265,-0.021885304689091,-0.255584692345077,-0.426608165899246
moderate,-0.303174083507676,0.19875363642835,0.284570031797618,-0.402649830250192,-0.237285570954986,0.0092511198843577,0.168929462541005,0.257461184134295,-0.489520638413079,0.0674082313681869,0.425910144000571,-0.0924669026186843,-0.287963219573454,0.405934155175527,-0.0929265160951579,0.506355773689837,-0.129205798585961,-0.0404285850767246,-0.183932830341854,0.0202447163515017,-0.499900303926772,-0.248418700041248,-0.131770967375194,-0.101762318727935,-0.230375742472277,-0.545666837027351,-0.319243604004449,0.039754630835228,-0.342291435721237,-0.186651835372636,0.244889072662198,0.0781215301078958
moderate,-0.399439755938706,0.719675268803591,0.761849126050879,-0.764938117142236,-0.645313955634592,0.105979071199953,-0.507038664895946,0.631261797110741,0.354722994665647,0.425246932260963,0.775591588291545,-0.0419988815729723,0.639567201186855,0.561902988713637,0.402582185708579,0.498775673330385,0.499526340090158,0.10108562300342,-0.150713499009754,0.480910518486399,-0.678010433464212,-0.176489853639982,-0.0657113854275271,-0.0509093307853501,-0.678433877084669,-0.161876201861343,-0.0910532436521455,-0.756576701005584,-0.34513184319079,0.581419810209601,0.551410025826349,0.567182636082456
moderate,0.279838490847126,-0.361236459293946,-0.476282061032449,0.375217671816925,0.393839410418451,-0.037210878607319,0.144847827854086,0.110038994994516,-0.160153621960072,0.0725806451612903,-0.0052192377129299,-0.100382835312768,-0.340381657320503,-0.323286978397683,-0.202755796720585,-0.213991854070597,-0.096989261138623,-0.0967788966716328,0.304981870848663,0.0394111761534058,0.240861745083917,0.145160637926689,0.140753530770847,-0.198350988967922,0.523781897879019,0.296415479598692,0.0969663646268458,0.338833906170064,-0.022636162713751,-0.490594740389417,-0.382060532677473,-0.35604843114019
moderate,0.39478072613815,-0.541312300542889,-0.580021461337148,0.708187390413363,0.828368495387113,-0.201526456157063,0.547826150177318,-0.433040129925736,-0.355025180718597,0.537478991596639,-0.569107067188102,0.312769412283884,-0.219771801184667,-0.222601119152116,-0.140691514663631,-0.21035237773882,-0.128497031085227,-0.351232803988107,0.182612209997173,-0.238474326199549,0.783032388996488,0.432247367442598,0.320365366219358,0.162883587385423,0.714160139602479,0.103366669966695,0.457636900804899,0.718732009198626,0.345641558312702,-0.181805232813636,-0.593033810786317,-0.591451208961287
