group,CD47,CD33,CD11c,CD45RA,CD123,CD7,CD49f,CD4,CD32,CD95,HLA-DR,CD1C,CD64,CD141,CD1d,CD366,CD58,CD39,CD244,ITGB7,CD54,FCERIA,CD41,CD226,CD303,CD81,CD98,CD18,CD38,CD45,CD304,CD36,CD49d,CD305,CD319,CD99,CD371,CD328,CD101
healthy,-0.539143932739015,0.3413604469798,0.360174523755632,-0.553723231101051,-0.556529260988388,-0.0312063898799807,-0.506979323558814,-0.270178768769889,0.417303399911037,0.254325239608903,-0.258381153729991,0.399824451321143,-0.0792039207119237,-0.0490896406160538,0.46555722704124,0.512444627122227,0.238099355047436,0.504283228432358,0.26946842634653,0.0800865620671545,-0.174267592872244,0.209789160593629,-0.47525921080335,-0.57011406229019,-0.469359853842761,0.32578002060347,-0.37116667376438,0.100964217912558,0.0422452549725693,-0.398610639465574,-0.368969668580949,-0.436442626474437,-0.0824524312896406,-0.471781048693384,0.0071131215126589,-0.16728303999961,0.061159770462096,0.385363176571028,0.351945392221304
healthy,-0.437254901960784,0.364901066330149,0.248913866303995,-0.726844771136542,-0.34421938683627,-0.330252537464134,-0.118364419680265,-0.468797483830845,0.25055164369301,0.349262127367749,-0.189635854341737,0.434777969306527,0.266716979154401,-0.183518691686422,0.470482290601127,0.681380400482435,0.647157218524206,0.491709119395445,0.128471374603327,0.0018583272545147,-0.217366946778712,0.128471374603327,-0.176277516542719,-0.137141280090054,-0.667108436193224,0.361484773994791,-0.495944350546573,0.130763872331998,-0.0434173669467787,-0.363750963844616,-0.555724370424059,-0.283473389355742,-0.2296918767507,-0.406162464985994,-0.4353706898501,-0.0740632252011308,-0.21624649859944,0.208764558854278,0.348977650671506
healthy,-0.182751771391464,0.184941267362722,0.583786652100068,-0.704649336021356,-0.630153470660175,-0.318408468400486,0.133743280712338,-0.439442760297459,0.179727371052249,-0.177578503866571,-0.0871548619447779,0.504738959525088,0.0230566491023898,-0.348584006269151,0.277929474945646,0.368939657180436,0.230705422405975,0.236135409993297,0.19034784422751,-0.152551586271915,-0.0459543817527011,0.337489672582937,0.169349046687279,-0.0901921316517886,-0.585256667709304,-0.24186370039723,-0.449391679321271,0.0878604498230416,-0.298919567827131,-0.487612812130454,-0.545740475875737,0.109790104274351,-0.180504201680672,-0.623813749404031,-0.240189205613112,-0.695162154017667,0.0933973589435774,0.411235695046694,0.448111670808505
healthy,-0.483754030346862,0.610292944417568,0.638547249990126,-0.504935815016183,-0.442113791517469,0.049133359778652,-0.20139501311746,-0.354074045463473,0.680465142831616,0.408317807966092,-0.369758064516129,0.596292378135094,0.415361181783451,-0.232482303058795,0.642384018331192,0.370298039235715,0.427628445057948,0.409979324987318,0.360026991790035,0.268687416973148,-0.342741935483871,0.59899122322465,-0.267275322318427,-0.355361927544621,-0.764624698533087,-0.222621017206491,-0.286274109758459,0.539811173312312,-0.122177419354839,-0.254259503258069,-0.729366877679661,0.0032271079672807,-0.418951612903226,-0.673658788169866,-0.591745282359511,-0.0750708571413854,0.538927030535893,0.506437024248846,0.661819532333859
healthy,0.0808581883362017,0.417503217503218,0.443872311313371,-0.297136936301248,-0.125855662767885,-0.0359150168310996,0.266934153074071,-0.318845288589561,0.539931785660174,0.0694744635236732,0.37966537966538,-0.0964958681689138,-0.0388069250125655,-0.113902548158936,0.303257786502719,-0.101106011700105,0.154896460419037,0.275883991588046,0.190710169309507,0.047563286566207,0.0682110682110682,0.0935567787132147,0.397521398761012,0.327662866944999,-0.215596836745594,-0.100398797050574,-0.196449912202405,-0.157722026306157,-0.0386598259145515,0.103092869105471,-0.228200984109479,0.390340966696488,0.104247104247104,-0.162941083591531,-0.297841783887163,-0.0847331813874573,0.248197742520934,-0.0044820485215069,0.249066374880101
healthy,0.0878444954183556,0.0467362133688732,0.0991030225468958,-0.232937714111576,0.0148951244035699,0.0593008433073751,0.470984278473663,0.0852787960640556,0.0679849414114686,0.253137461707836,-0.150380654553822,-0.298231041647029,0.316880559612025,-0.162622847780182,0.169231008840674,0.0069270623948715,0.211159210687437,-0.0530595185704357,0.0670438219109071,-0.0289059192458893,-0.222427683180952,0.165310738213446,0.348750707218957,0.201351605295971,-0.10426237126293,-0.169883318899134,-0.0897537145567483,0.113852797546941,-0.141359572962892,0.0374622162196926,-0.0707966538661668,0.211674461661815,-0.127114283876777,0.170801596418097,-0.108527976003558,0.0954428144262013,-0.0548903581652296,0.0452140827604822,0.0882712484941653
healthy,0.350321046976896,-0.335150165192843,-0.489788978049105,0.672598817272115,0.672300648663383,0.0704135524084524,0.0593856960539447,0.630636424955963,-0.370843276352647,-0.253916322326314,0.0755206430398246,-0.432457120167526,-0.0136699519351402,0.0128690968899838,-0.233284902756907,-0.720538595663571,-0.0640156675521781,-0.577861298433491,-0.346618348675494,-0.401153488619005,0.274434579451701,-0.259973779859112,0.174935321812072,-0.0546375227624528,0.771976623871644,-0.211242686875608,0.530221473473056,-0.252896772101038,0.357778388265405,0.479455560600982,0.736005684277041,0.482885840696547,0.574826452320059,0.741911440914737,0.365924057311294,0.585415555841716,0.0499835580734825,-0.309489279970305,-0.479869852250873
healthy,-0.343805032694473,0.666272691331011,0.627937376141249,-0.488129298224398,-0.547887836403415,0.0298679389839188,-0.181477354978231,-0.410421662138444,0.271129613754932,0.361330949731781,-0.394792826221398,0.401341602360128,0.311141215874535,-0.319347565349428,0.605647368460147,0.471135954769802,0.467258142946882,0.446062318075252,0.567637097298221,0.365995592568621,-0.339054851748225,0.526056011901729,-0.0202050039418201,-0.196322324470083,-0.735337422919877,0.462985076216067,-0.520332356362028,0.63202753873791,0.140720128477106,-0.258463269476678,-0.508692019895766,-0.070233892871858,-0.330084478497463,-0.575352675124014,-0.301141795539865,-0.155464793922937,0.58065501710308,0.454822931211204,0.679182669964518
mild,-0.0387471994288506,0.407618518191586,0.462222128631317,-0.216951148773585,-0.477160430417626,-0.0755802909420983,0.306011168024936,-0.253637991064477,0.213830556303532,0.19249955730922,-0.210369295274956,0.0347533777197134,0.371909402809541,-0.0486905935727261,0.4946474045484,0.159311534434519,0.312856351851998,0.159818203883677,0.302728586760528,0.192492923965769,-0.488116596547258,0.0504161734771496,0.26596430687271,0.190985430163613,-0.495228711086315,0.343164176658114,-0.225832245755449,0.168949114025121,-0.0865989356555394,-0.190991403851376,-0.544780156822388,0.0486200948119766,-0.261490082244799,-0.268485802709077,-0.0906448217072636,-0.150032184667815,0.557313885118301,0.173673120214759,0.288332009449359
mild,0.0308631060594073,-0.39276754510914,-0.333486317671074,0.163210810141679,-0.0075299964856584,0.226842291428032,0.2187291770792,0.0897944110543796,-0.0993184768681295,-0.130995002307479,-0.248978869232034,-0.435045896786501,-0.0552038420328136,-0.226319461229154,-0.335164438706702,-0.567929215199923,-0.2317144056177,-0.279146607677435,-0.265290779624796,-0.252613785681834,-0.0599349939660352,-0.323147036992803,0.1051458258911,0.184888779465373,0.122087831202727,-0.289817116149431,-0.137858693044792,-0.283441722981638,-0.295997426981311,0.0969039953614608,0.0379626013234279,-0.1304818554175,-0.331038145646709,0.0550557891336448,-0.209251294300349,-0.0194491823639689,-0.378695905858616,-0.248109802623717,-0.218931432513564
