group,CD11b,CD47,CD52,CD33,CD11c,HLA-ABC,CD45RA,CD123,CD4,CD5,CD183,CD32,HLA-DR,CD1C,CD64,CD1d,CD366,CD58,CD39,CD244,CD169,CD370,ITGB7,FCERIA,CD41,CD303,CD98,CD38,CD26,CD304,CD36,CD305,CD371,CD328,CD101
healthy,-0.121247097802157,0.0097088384061049,-0.123641434913623,-0.372283242730573,-0.402971286304934,-0.0410798073212908,0.0626680008171798,-0.0715537621270784,0.123029186677361,-0.256778311442188,-0.116623820895246,-0.0615466807823128,-0.12503775294473,-0.366288811780994,-0.166138361082374,-0.410157530606723,-0.0693271742435932,-0.100609708030414,-0.160743640694879,-0.290829196955123,-0.0446884071026767,0.297237834215505,-0.43468949006392,-0.682656991187153,0.586555055543358,0.10170702103175,0.049956212605629,-0.308177615411405,0.0240464185011109,0.241288622405341,0.258497822562544,-0.207768070955523,-0.237994563575959,-0.320011907641361,-0.263503942365692
healthy,0.36457098387843,-0.0378151260504202,-0.204987790998011,0.180133923855937,0.178416301691997,-0.0971268633719982,-0.149103845062534,-0.199841653985509,-0.537172558591439,0.331941880821311,-0.153738474249011,-0.229274294401923,-0.151540616246499,-0.0116936394855612,0.227007255210817,0.168901878720727,0.543804838693485,0.286381593745877,0.0955077655540431,0.287798319526231,0.0,-0.0339617805405662,-0.247014576600114,-0.2000001967078,0.0389844507738706,-0.416181233310042,-0.30537035193132,0.157703081232493,-0.318326370809511,-0.394135741855749,-0.0585434173669468,-0.0932773109243698,-0.0058823529411764,0.103958535396988,-0.0688938519089086
healthy,-0.601175071782873,-0.220137229407253,-0.0533146420169199,-0.385359404248671,-0.48136794120532,-0.123370868553052,0.397438504216018,0.27293208694896,0.0739370731494249,-0.112827133828926,0.308585599207276,-0.345406752586313,0.090516206482593,-0.299567783647338,-0.405183590418602,-0.33832159641522,0.0475321030723261,-0.188758981968525,-0.10673821921706,-0.533196028276146,0.0701164880099237,0.428594304527258,-0.0643826796301603,-0.482410856547173,-0.129473952006303,0.379961971315937,0.312340556073485,0.105210084033613,-0.0425330666974435,0.306545855058823,-0.446389395156622,0.0964556390642442,-0.581848739495798,-0.479626087005944,-0.592297199277141
healthy,0.233902473312456,0.556609768751208,-0.0528873458816859,-0.681534151222926,-0.699650313835822,-0.0917367314396172,0.73842270765099,0.602662412889688,0.286698812812423,0.144733155156844,0.395680077858789,-0.760758407599589,0.289112903225806,-0.844200729292359,-0.51414730355717,-0.778213034816352,-0.507274802618157,-0.409124313578978,-0.515277966207465,-0.471872111688527,0.285773803324704,0.285773803324704,-0.506667700577936,-0.641978127047713,0.293173309643756,0.77116210141433,0.33684413824498,0.0653225806451613,0.26756401438182,0.737622028758592,0.064945547841526,0.736990782027751,-0.492537353506231,-0.433131416934083,-0.570506214685842
healthy,-0.0406482358114414,-0.0940331647104709,-0.137174754014451,-0.537709137709138,-0.273944396309412,-0.155846373010089,0.0366076980874739,-0.340424871265998,0.219206135905323,-0.0547368332278346,-0.0298004291595361,-0.393461613531145,-0.243758043758044,-0.202746783119931,-0.442686403847043,-0.454822184265669,0.23184880503993,-0.623987872522869,-0.0071170823345884,-0.646801474629516,0.0642033346408711,-0.260381249781447,-0.13226869017007,-0.594072658220275,0.0688415964000189,0.1421517604916,-0.173043114152757,0.0010309286910547,0.144923559925159,-0.118787546927335,-0.197366312743955,-0.173386024847398,-0.380020609917944,-0.266286412160117,-0.566387754251645
healthy,-0.0063998281176955,-0.032714057182033,-0.206967731670081,-0.256244486659504,-0.371862449660973,-0.0342240498610046,0.463268917681834,0.401910991736067,0.466557334876841,-0.0290258509539114,0.415234903964705,-0.394880276395646,-0.100264488591643,-0.282912176519442,-0.313383786531217,-0.373316046797417,-0.371957355044248,-0.376578564814769,-0.250213945434075,-0.199369281843575,0.18769907486308,0.112935217730582,0.211599097548016,-0.372263409312789,-0.0910087200429622,0.551977259627279,0.361180497452223,0.385619653997042,0.131214262267895,0.515820845265293,-0.0620108565970164,0.357386573213563,-0.049309650786579,-0.452598526201096,-0.380792806346767
healthy,-0.170365047534721,-0.445873135242096,-0.161537324597382,-0.017410398191836,0.13627104392276,-0.26162666762101,-0.445127742908466,-0.492945368785359,-0.560153530402061,-0.166052197059477,-0.160115316607726,-0.0519614847140595,-0.139459261965656,0.147900258085965,-0.171744727198706,-0.0579161517585795,0.436587073003296,-0.12579800655216,0.196314218689212,0.027601786162133,0.113390122364603,0.262999246408915,0.101342279866391,-0.103605514313971,0.0626911691581791,-0.456128933813036,-0.351558206820153,-0.309545995627879,0.184137994827685,-0.358578845027579,-0.404027910381129,-0.651484916849264,-0.106397749349401,-0.0636691165699408,0.0918053704310068
healthy,0.0616415484123101,0.360487158342497,-0.0114700683957897,-0.462035823961467,-0.57930801383037,0.0991633659206029,0.625578438755598,0.753646186649995,0.639704362598588,-0.0923566523976009,0.443932508887731,-0.455836192719238,0.463030303030303,-0.263717451929109,-0.13044308882868,-0.503731431113756,-0.199039724694562,-0.356677496072329,-0.367623258279217,-0.338253004819736,0.116572227168988,0.151501009748606,0.005222825503153,-0.328629934800415,-0.048015840577663,0.771994857775785,0.633812410232361,0.251732261836517,0.446346767769268,0.587457016560995,0.0196751202465251,0.632702344999279,-0.427571327382402,-0.340784687377845,-0.539889872186982
mild,-0.289229381203459,0.379157491077732,0.0459373803211267,-0.445286798568062,-0.497372716300144,0.160548112801815,0.639620525919401,0.615759865903525,0.660606533132558,0.182418683567907,0.430739438407591,-0.396283120584437,0.244637961619094,-0.361243024187071,-0.282673467801768,-0.38770798437813,-0.293353521973477,-0.485180279058502,-0.328681039880091,-0.238194727381616,-0.181194671297869,-0.0072490209380153,-0.397724350252802,0.129519515881975,-0.0390350655714319,0.639029446217495,0.270541387041373,0.317932591517497,0.464782262982239,0.611722244319048,0.342165437884452,0.544801768636068,-0.501614785939328,-0.241854856532837,-0.516081900059358
mild,-0.0845044222138663,0.347453932815825,0.148252301971193,-0.676255741847677,-0.640368257675333,0.138675974691463,0.624955296053276,0.381601622931008,0.355440433260825,0.129317917225194,0.345741617664251,-0.59650274724494,-0.019056892474614,-0.686994952679377,-0.0875585725642192,-0.487539815443008,-0.481831799143723,-0.278442435899127,-0.470759847117894,-0.498263162115445,0.122561944985829,0.261908812160482,-0.296020107766307,-0.394476380975991,-0.0929027317784031,0.666464781430505,0.312876285541652,0.0416511207182915,0.275496900570366,0.508435038212102,0.17024291179801,0.470728905659422,-0.459202773004915,-0.38191236029071,-0.668753536425027
