group,CD86,CD47,CD3,CD33,CD11c,CD45RA,CD123,CD4,CD183,CD32,CD95,HLA-DR,CD1C,CD141,CD1d,CD366,CD58,CD39,CD370,ITGB7,CD54,CD62,TCR,FCERIA,CD41,CD303,CD98,CD38,CD127,CD45,CD26,CD304,CD36,CD305,CD319,CD371,IgLambdaLight,CD328,CD101,CD224
healthy,0.433143104053542,-0.302642697190303,-0.106833432120503,0.526443586338947,0.558403068165409,-0.595657788861801,-0.387388015001721,-0.256222313561113,-0.365844110864745,0.368665386259097,0.321983054547923,-0.0078526125037753,0.403958982223353,-0.563824840104523,0.485458088867231,0.305676709192211,0.260011285323999,0.27976462512909,-0.170791900708506,0.116503572949329,-0.319238900634249,0.183422445536118,-0.211032950827606,0.251287600389887,0.14610442169573,-0.500678821697006,-0.23514025471566,0.0681546649467531,-0.162752466849345,-0.524106165662161,-0.323073836762158,-0.244552035726124,0.209953630532019,-0.368127525128665,-0.239191981612246,0.368468740561764,-0.14213306319537,0.342493364331282,0.645637754005979,0.582311505554293
healthy,-0.011671533860081,-0.383473389355742,0.431020102724602,-0.0138996558548229,-0.182200465199997,-0.499249860864963,-0.0250159438107754,-0.002246409027042,-0.0887954942533402,-0.0827934952006943,0.170200354281571,-0.247619047619048,0.030995188997873,0.0139735044431286,-0.0745526995849592,0.335887767899509,0.104151643445433,0.0555475431708975,-0.152828012432548,0.182973760444529,-0.0857142857142857,-0.297601106017532,0.254713354054247,-0.155680377521499,-0.397754396301521,-0.279865696690651,-0.357947684355607,-0.100560224089636,0.262289344233084,-0.254779747105644,0.109222252170798,-0.261000763100554,-0.480392156862745,-0.156022408963585,-0.131393585573154,-0.301120448179272,-0.0009204454330868,-0.0884212542914602,-0.0235281661938399,0.170976425729344
healthy,-0.11307769448644,0.0467560987911743,0.126595462741443,0.135288345264547,0.370486463588751,-0.484688365656048,-0.378662535046305,-0.332981061727527,-0.55488525719207,0.272028937920877,0.0987311098031232,-0.404465786314526,0.358975112511795,-0.241303698052021,0.326571968299042,0.23929789277243,0.204830027822873,0.0684108098776007,-0.425583606954061,0.0357035627444907,-0.349627851140456,0.0057458836600397,0.152716835635859,0.507996541923937,-0.219216936179874,-0.571064951621845,-0.218601772539121,-0.45046818727491,-0.0873594604368432,-0.229917178516863,0.0675466788508991,-0.571567334388906,0.177059761214283,-0.403892969953118,-0.351063604727614,0.059015606242497,-0.0040859467064816,0.25435468707631,0.487697677622539,0.0020080494608934
healthy,0.35241374604857,-0.615943805014027,-0.26562162589266,0.633300019703151,0.697424705550052,-0.847002276603541,-0.672852011178046,-0.312192144085794,-0.338883894434082,0.726289076764853,0.523170172058284,-0.370967741935484,0.842970414894556,-0.0855817206705999,0.80708189306014,0.482979229908122,0.494731339432234,0.537085377111045,-0.204124145231932,0.51192023654884,-0.217338709677419,-0.37741667189213,-0.212168708660453,0.583451356584388,-0.307336271462294,-0.780213890019128,-0.304505364663471,-0.219354838709677,-0.172312768801188,-0.234297813470164,-0.189382877693121,-0.734222848902562,-0.183945154135005,-0.763614422757818,-0.530052689092243,0.403791884406009,0.306186217847897,0.477533670507597,0.492526257579349,0.220294330102226
healthy,0.0014668479875283,-0.191166323861946,0.242893412857765,0.20978120978121,-0.0903707547975599,-0.0029393042260015,0.211897113747203,0.0832051625661883,0.108399061067813,-0.0487804879058894,0.10928867531224,-0.0615186615186615,0.222256876684138,-0.278290887591218,0.153886235345701,-0.127333252089238,0.335379725134646,-0.185432345190277,0.168744930115873,0.176091044085002,-0.181724581724582,-0.344160814380829,-0.073369222149476,0.18994861132683,-0.256732570033153,-0.101875428352314,0.136261002931881,-0.155154768003733,0.244935422448105,0.135567122873694,-0.241539266541932,0.194219836283164,-0.0281582828391245,-0.0190620177919579,-0.0155690023395562,-0.102986615153914,-0.14587478279019,-0.0653851784313952,0.350547400425871,0.0752292559683971
healthy,0.355500450286966,-0.44267115110013,-0.0941926268459632,0.634157627956983,0.655927632280726,-0.78906356982785,-0.730214975620367,-0.475721911376937,-0.563525746090645,0.675495539783307,0.461469527569263,0.0538302610334861,0.658516469149877,-0.565090992617722,0.684547344789379,0.588703195212753,0.665262956112555,0.621145570686993,-0.217047371575961,0.216486884564958,-0.224164268866164,0.134467958919279,-0.178405129159883,0.621873277141611,-0.0199669093131748,-0.733205474134013,-0.370771185449669,-0.256254421506206,-0.292421116807405,-0.410637340021866,-0.497574505441988,-0.70174948892589,-0.0104049385354994,-0.694243489585614,-0.654990197195738,0.448418683376189,0.082801622423599,0.512033958202945,0.737008444237116,0.600077635578394
healthy,0.416990646940441,-0.13714104315764,0.0316468289939086,0.568654329177468,0.656630471997975,-0.522792029417029,-0.526931241542815,-0.554232747971295,-0.605826392980296,0.713122710603833,0.670920816387563,0.279393496529046,0.516553491857124,-0.491517730838927,0.515442446262596,0.420578818422972,0.449611393788275,0.544394857150432,-0.147600276720246,0.360260012301286,-0.445394424646017,-0.226474563362834,-0.152592167866405,0.540328972370152,-0.237284746256488,-0.593745521589286,-0.383574354495549,0.0328491825614665,0.0028389240533284,-0.141061478619067,-0.159025668102195,-0.637648020736269,-0.0827019798433283,-0.251791255079615,-0.443408174529421,0.32551426818469,0.0038969997708455,0.651246306953376,0.691351401581768,0.24038239263109
healthy,-0.475279620410294,0.412980067815124,-0.0307302497921923,-0.626059254801923,-0.632604898758751,0.605403816779117,0.546566654518327,0.454749279796394,0.417031306988113,-0.30164957073956,-0.459294617346069,0.337402597402597,-0.54396550794708,0.106435057401296,-0.671893988135218,-0.603011735781485,-0.238976506363844,-0.488824051243147,0.128137835289543,-0.464254007501405,0.13248649501144,0.0871057258229454,-0.0450963787966898,-0.486748199579527,0.143519875133234,0.654280121800639,0.554747441045566,-0.0784088151023844,0.126454234159936,0.287280395936115,0.253026150669339,0.5452359868423,0.168890376174624,0.517805034435803,0.21819274489434,-0.501096790579153,0.0515180307624419,-0.510437031028171,-0.646230209179295,-0.0873187816444862
mild,-0.0962815471640621,-0.501776232603615,-0.0780204597803113,0.173512712322406,0.359524098299355,-0.675369090116409,-0.481108663594673,-0.442209512145874,-0.354871610581043,0.350387577586007,0.368407244243504,-0.416384454120303,0.324088345243006,-0.240953640817122,0.231968514090821,0.443269968459646,0.224925908804861,0.178041132623132,0.148087142019457,0.431027624295323,-0.365150079700051,-0.111736106534405,0.0179727661575336,-0.191654703048729,-0.390674262475533,-0.592783894188597,-0.223156508246499,-0.478068053539752,0.0739658858677275,-0.336212678377422,-0.208740092217676,-0.534466404969704,-0.636237937948217,-0.49321955939641,-0.0098752959428784,0.259444789509012,0.0361996153318028,0.205907903890984,0.364869579373416,0.161850902979598
mild,0.110762080744183,-0.390015867167977,-0.14254681352013,0.445494163352861,0.398862868412111,-0.624709105272873,-0.572550967774874,-0.543225782450874,-0.352082577243551,0.49085766630138,0.177170001067886,-0.332717914996396,0.483531203080475,0.0609697193637545,0.383330098333102,0.401205541654863,0.169261576936436,0.263862794921407,-0.183924275042258,0.230347076375819,-0.448456415075257,0.0433425125005998,-0.0655943681137023,0.172955724338546,0.0858413621449387,-0.673382852899127,-0.350925021166852,-0.141548038857698,0.0172034993472104,-0.60694366908012,-0.192244914228326,-0.552444931172339,-0.299135850320509,-0.451465105162926,-0.334946234326963,0.287743127266692,0.0423154732658546,0.269209332139991,0.480804522357309,0.0057307742771611
