group,CD47,CD33,CD11c,CD45RA,CD123,CD49f,CD4,CD5,CD183,CD32,HLA-DR,CD1C,CD1d,CD366,CD39,CD244,CD54,FCERIA,CD41,CD303,CD49b,CD98,CD18,CD28,CD38,CD45,CD15,CD71,CD304,CD36,CD49d,CD305,CD371,CD101,CD224
healthy,0.227550900143085,-0.188787826380634,-0.272990322526877,0.332670432198661,0.410148035199005,0.597098271757956,0.290658349782767,-0.0625083427670812,0.176286359681535,-0.222905019911972,0.344910903050438,-0.210401683690253,-0.620922256431797,-0.293388960584484,-0.0092973138260422,-0.423143035041444,0.495620658411356,-0.371188996553984,0.445870390347313,0.328477581495025,0.50716350449537,0.223072679379309,-0.318951650346292,0.0467434851120926,-0.285763316460132,0.302034960761942,0.0880926645759661,-0.0761388672765089,0.425467511696992,0.317357655399556,0.274539414074298,0.289446125476869,-0.159166414980368,-0.191142756120191,-0.200296337031701
healthy,0.509803921568628,-0.320394087481877,-0.191310488459996,0.528136907168663,0.585516033422492,0.256930459065576,0.157950634713897,0.264131677819923,0.341551968866121,-0.251275363056653,0.150980392156863,-0.33108497338637,-0.547140998648938,-0.118365832422115,-0.370269720167233,-0.171108162681287,0.278711484593838,-0.361290677923768,0.348600088804032,0.416562002965404,0.0105892597182889,0.340020169861366,0.0763840411799986,0.0187566108065989,0.137535014005602,0.274809160979259,-0.0509426708108493,0.260913877035585,0.334418205210938,0.177591036414566,0.202801120448179,0.397478991596639,0.141176470588235,-0.47225397054941,-0.226899547392282
healthy,-0.0645748820272708,-0.320278435559519,-0.158244120917661,-0.18655985731119,-0.239934351752068,0.30403984702953,-0.336151852388906,-0.0962591304929484,-0.367515494281698,-0.0791225251556907,-0.455366146458583,-0.0452627267538722,0.0268355703888019,0.0494584294379725,-0.163771332737286,-0.189478896422261,-0.430876350540216,0.0056481607341158,-0.173192429307132,-0.284865343858093,-0.0035417900798956,-0.0956742383283209,-0.308185203240187,-0.088664753398854,-0.463529411764706,-0.397885518591369,0.0758467798790661,-0.111927227545687,-0.132036852352873,-0.034538450727368,-0.458727490996399,-0.332284149721068,-0.359039615846339,-0.141344197079308,-0.052861902058021
healthy,0.803834919846288,-0.459536056362038,-0.455642714504995,0.829449940269106,0.831787078566625,0.334459575355782,0.61447021489861,0.0105678176781188,0.324684848577905,-0.491086584010183,0.649596774193548,-0.578452819366953,-0.444871182433047,-0.392080276837816,-0.419533047859363,-0.222873852060498,0.61491935483871,-0.235923429902162,0.33849478746308,0.784739784321527,0.173615943678565,0.205969772676859,-0.206172258472731,0.227674300946148,0.378225806451613,0.645024703348584,-0.238100439718953,-0.440765026970851,0.778412187030957,0.192819701045027,0.611693548387097,0.788624509504244,-0.302541371932574,-0.408889723273422,0.134564024298897
healthy,0.349782706093345,-0.171428571428571,-0.0429969118267593,0.329736492262357,0.036874907562565,0.357209260236147,0.331914839785806,0.322339129008359,-0.134846941946901,-0.0608790785738408,-0.0108108108108108,0.0500934834756656,-0.131828778309561,-0.206277245660526,-0.0471021449052761,0.0037725749726983,0.0710424710424711,-0.211855846011742,0.148035312559439,-0.139444107910808,0.0311227778562661,-0.0682698276448075,0.261486517297049,0.0731904509664075,-0.277835282239244,-0.106958851696926,-0.233698923008187,0.142571733481032,-0.100185797901722,-0.0426249235638124,0.0337194337194337,0.0642363887235842,-0.10169928246449,-0.20515136255636,-0.0817145366553278
healthy,-0.188484538325644,0.292551958202265,0.400805183755503,-0.329972735219598,-0.0852207009612456,-0.143136595020201,-0.0776898835938002,0.015231771852655,-0.307933355921376,0.298256517159991,0.0296966822368127,0.496629818182918,0.327350075127197,0.380405781609956,0.414808387410189,0.243440045896899,0.145824959066584,0.169339562989558,-0.0898249799964968,-0.411132357933652,-0.0845753084010309,-0.165568275052692,0.160146715509657,-0.200955492221593,-0.0043089587754839,-0.161778892533282,0.0455757641012318,0.038453241200046,-0.24705001387546,-0.147086530504923,-0.0471412952601453,-0.41067358219404,0.308933164370318,0.366995380850879,0.0112019748033192
healthy,0.22848298193989,0.0177395863929422,0.0406441761922599,0.113177685598673,0.0623575046560842,0.25987946860252,0.256475868567283,0.214556917779483,0.202841123610319,0.14199561348734,0.126196565582755,0.207834325180681,0.312905480939001,-0.275464547784163,0.0036690782802023,-0.147359740000286,0.0692023823034911,-0.065870362628697,0.133812041255859,0.0473621110960111,0.12971368652886,-0.0387523141754183,-0.168487412795699,0.255558213869945,-0.107901708680768,0.215803417361536,0.0386188152043944,0.0057586432520459,0.0809742094104542,0.105400177055751,-0.0781877968578736,0.111435076446089,-0.362015419146246,-0.0106156894898062,0.167008452099975
healthy,0.452500977891827,-0.580666392158106,-0.635716580503752,0.713899579801249,0.648454943227802,0.0637022199039244,0.610461865558434,-0.17905123187771,0.526449584860651,-0.362507594295221,0.414842300556586,-0.521204842459725,-0.516461470282672,-0.467251367918068,-0.437765265371033,-0.507647595835186,0.370192857740971,-0.20718324749469,0.0194650117592375,0.759085842333026,-0.0495163569286793,0.650799440542353,-0.405231177544372,0.023133180936853,0.166889395313391,0.370428137373392,0.158731124485374,0.142233116556501,0.568250187421653,0.0441720493637994,0.405570879077146,0.696894381096986,-0.434544583043661,-0.662675234590102,-0.099901011285566
mild,-0.0749919755612546,0.43710545260394,0.511546340360154,-0.346662682167315,-0.464904456597212,0.0116038904451493,-0.357905998863449,-0.0260598119382724,-0.489720357359668,0.313570733612791,-0.159732301241735,0.21773253101534,0.416399048326251,0.233581324508975,0.134867494607162,0.350603118685692,-0.309593404219575,0.0395109801826572,0.191494300948351,-0.37818160109582,0.0689861333984796,-0.251811224478717,0.172651996822878,-0.281995747931032,-0.172552814062248,-0.189376937208507,0.145047544858779,-0.106548579765996,-0.61838726320498,0.075302348678766,-0.349943557490727,-0.177106990722704,0.513238945767983,0.388357299244291,-0.0081081377215212
mild,-0.434656466568894,0.594776083472015,0.555903477888931,-0.559167648623336,-0.389222031038278,0.172519369183991,-0.429779260019728,0.0166631827178063,-0.381222313601687,0.375637184595008,-0.0235840109257831,0.576523402499779,0.353722158334399,0.243625972288784,0.453581999046145,0.355222445350842,-0.201305190748551,0.21866389591398,0.0606566571392554,-0.686681321888033,-0.115735364918897,-0.403178178666856,0.12947133281033,-0.179762914405756,-0.149756838537677,-0.283525477484656,-0.0647858874531374,-0.361750889754218,-0.539339610769621,-0.271526830352968,-0.128138495295214,-0.567429621493881,0.313895845026438,0.556783101525979,-0.0751018652885242
mild,-0.47674485394608,0.720855495488995,0.642883987541179,-0.532894608061301,-0.320861026490951,-0.294307837655484,-0.343375266229795,-0.15725399378048,-0.336518834280541,0.57089062788777,0.323526581471408,0.658125779975421,0.753285345015562,0.486662018874348,0.61176002608696,0.300706910220202,0.0497069372758289,0.715842964456267,-0.222226868861958,-0.421756893444366,-0.0640428885531845,-0.364624619066022,0.256183621718409,-0.298762953650247,-0.0194767699193549,-0.226739000759282,0.256010543021889,0.0833080110562477,-0.333411597803916,-0.119066365792987,0.0231302872048673,-0.437663623280562,0.248569678943225,0.65642322065921,0.358939910876111
mild,0.445892873621635,-0.372581842287342,-0.411902396809419,0.46211712718231,0.701076726022292,-0.0360328395462534,0.239659063258405,-0.128639658137624,0.515161147640296,-0.273820371087003,0.130013368983957,-0.581940614708821,-0.244441977598654,-0.468776167416916,-0.613950039167418,-0.0970875146609287,0.017379679144385,0.004011030347421,-0.183762080813622,0.565262632250622,-0.111332070487829,0.511942410855572,-0.30005028053193,-0.125074311746613,0.281751336898396,0.0511363636363636,0.0742610657232506,-0.0633408314600561,0.31066777126515,0.0708537043875137,-0.0658422459893048,0.510881197836473,0.178475935828877,-0.336458455980115,-0.0772672527243641
