group,CD47,CD33,CD11c,CD45RA,CD123,CD4,CD183,CD32,HLA-DR,CD1C,CD64,CD1d,CD366,CD58,CD39,CD169,FCERIA,CD41,CD303,CD98,CD38,CD304,CD36,CD305,CD319,CD99,CD371,CD328,CD101,CD224
healthy,0.600734376377744,-0.478660684347534,-0.552343349574357,0.672979501312849,0.436181756931515,0.317509355999651,0.209875899234446,-0.357754489041758,0.0433403805496829,-0.428919298410771,-0.0865275709147386,-0.238272480781463,-0.558865010751416,-0.207237481418475,-0.510353375475807,-0.066618829106768,-0.171659597828802,0.203355370636063,0.599837858903326,0.403287719880255,-0.0272770621135834,0.350409005318999,0.287017535380478,0.460562802258655,-0.0110412632435302,0.198875682114739,-0.192086982784657,-0.269467391221262,-0.516085441524516,-0.478228799838752
healthy,0.147619047619048,-0.244016180562447,-0.270777922127995,0.208336879402445,0.318774598274453,0.448860603715847,0.21647659998557,0.131861668055651,0.120448179271709,-0.388003411364283,-0.0857068208449005,-0.348333799755713,-0.77827653537691,-0.416748276697983,-0.257899307579167,0.0,0.164376038247925,0.21497947129649,0.592096814087023,0.480427258169205,-0.195238095238095,0.547644938995643,0.328851540616247,0.101120448179272,0.502333095107172,-0.093793786189106,0.0753501400560224,-0.34210268034172,-0.214007691308041,0.0342754616643819
healthy,-0.115215184248657,-0.0892971430851158,-0.223157388386164,0.0719637651240292,0.352008626735253,-0.0655777159512443,0.17605021742793,-0.242967461323119,0.302953181272509,-0.0715170934784318,-0.0334744469766347,-0.416749155281232,-0.297665581651517,-0.285488484374886,-0.0917447295257746,0.2007989775812,-0.42332240579027,0.166370425156893,0.323680293840887,0.219543345141587,0.22093637454982,0.419686450838988,-0.347844367863274,0.23818343159063,0.250105273734754,-0.0418248079032679,-0.205666266506603,-0.246662008735466,-0.343512149153903,0.0610949048476844
healthy,0.616549254363648,-0.582845907234768,-0.630049472899003,0.871493908698101,0.779749962594222,0.453821762271183,0.295340153808474,-0.69060318131242,0.466532258064516,-0.766895974630416,-0.437875228141182,-0.724836800509493,-0.379932490482798,-0.585015233681273,-0.427217564082529,0.163299316185545,-0.462361486660267,0.327973730112165,0.777699504295573,0.118937234380315,0.335483870967742,0.771613827318896,0.134328369138063,0.792255005967435,0.50676058755256,0.44877523390015,-0.370310639245471,-0.446116981658413,-0.421415001357885,-0.136951450536458
healthy,-0.41901591527578,-0.0324324324324324,0.0298661183946352,-0.0152309400801899,-0.0935233162818677,-0.235898929017358,-0.0785986319082766,0.0166033850655929,-0.161389961389961,-0.387301722240804,-0.104060050774435,-0.0982911243364832,-0.0837960330432779,-0.0551629490479873,-0.163045886210571,0.155800092061847,-0.0791237770384488,-0.0569366586767074,0.138090281620412,0.0693844370757431,0.0391752902600789,0.013914694153017,-0.0092999833230136,-0.0326404414245855,0.160428415411949,-0.317749430202965,0.0092687953638522,-0.198792034424484,-0.0392788233394161,-0.0850868826125318
healthy,0.452888250732351,-0.609212335008721,-0.653924898448292,0.687812134608872,0.727223082381637,0.344395137950994,0.55176315417972,-0.667981075196555,-0.0894116133832785,-0.699767057237087,-0.501331196528601,-0.713393172408147,-0.581484807763892,-0.647787488316639,-0.628469142262986,0.0929672310430198,-0.582632523822276,0.178483627888388,0.728540877573782,0.442443531237038,0.201781465045984,0.708432817391851,0.0628161923969776,0.638993613728442,0.663629130139018,-0.0086453692880207,-0.433316999720416,-0.398753555625164,-0.68193170363189,-0.639530925134952
healthy,0.298444683347858,-0.587418056640518,-0.655509126567071,0.703573762804383,0.682759284644545,0.680908253557929,0.562532801167037,-0.667076149942238,-0.169199853854585,-0.480550695369133,-0.248983436944286,-0.460013260031711,-0.632326055922805,-0.359084576094939,-0.619592431196196,0.139034895050167,-0.399579071955022,0.199351083028734,0.780185483417323,0.586162626303705,0.271928383339748,0.77429597884492,0.330734699382305,0.591188356747271,0.385101859390843,0.50446430095119,-0.199422704652827,-0.564088734920682,-0.671655043904688,-0.230776783254629
healthy,-0.104448119488429,0.186695050540258,0.235118672652293,0.147180727706253,-0.0657822751927302,-0.123253908844373,-0.334539302032808,0.146446871277041,-0.0085219542362399,0.0806897658019236,0.117937226783853,0.258961767093611,0.120578576737559,0.313007974094867,0.068354949586292,-0.0780461898381493,0.119263264560354,-0.0629636826658312,-0.223503149724629,-0.0489536710544898,0.125550614935126,0.0141076709607553,-0.0545446229539967,-0.060628561464681,-0.0762390204600486,0.0783485512366632,0.242677959441199,0.189896397569632,0.188865031871669,0.0366745189788868
mild,0.36527307794906,-0.321117829091762,-0.445780724721705,0.426195038293686,0.470662296647071,0.574443977850617,0.396102785898639,-0.297881737601477,0.194646024834704,-0.203281063646967,-0.13428511652392,-0.233482998404798,-0.337737213315681,-0.494104931135784,-0.292012408211212,-0.0884520435479578,0.072836925362468,-0.0152904194673588,0.565552525741829,0.256043754720149,0.333978390582164,0.510579366480707,0.403518401562952,0.44179879682104,0.068087566764057,0.332667750527934,-0.399176877449304,-0.146278253038027,-0.424722768975403,0.22515674749763
mild,0.341395384685888,-0.439596103838616,-0.477294449642342,0.497291699148689,0.439594220221928,0.173507936484309,0.443468869069833,-0.471838395006013,0.0786428761112305,-0.493733907819413,-0.157028939921441,-0.258490745275935,-0.200596394185745,-0.0331330302050076,-0.219747555692735,0.0676994656021358,-0.300728511136018,0.0070740699385605,0.619615458065278,0.368606395495929,0.114809360085008,0.495757996253917,0.175785053927774,0.367233692159754,0.264539924150865,0.0905515903951789,-0.302248527300748,-0.154032003491875,-0.587879659049194,0.0341247776169856
mild,-0.527964073430061,0.762306963542162,0.767073863969041,-0.691223777850177,-0.590239366660331,-0.518171754726268,-0.492144552902213,0.577861342413157,0.0156943022865098,0.665042459547996,0.0885301213164616,0.693460149196959,0.712248338421482,0.431357764216961,0.718491164280972,0.0059168787266041,0.587885086894792,-0.326597364436337,-0.709270810357413,-0.603804902657522,-0.0344212097316901,-0.620932441650388,-0.362938078713288,-0.552569618636083,-0.184497694370208,-0.345396359055091,0.217531274604147,0.568954830497373,0.7588789243049,0.376432067830815
mild,0.351299407928289,-0.144306327579578,-0.22066199829076,0.113400886773551,0.257417342718845,0.160608340161316,0.46447023379926,0.0023561679134714,0.363970588235294,-0.234723883255318,0.131696982002572,-0.379830420992384,-0.0003357995468602,0.106318962812821,-0.132618593986822,0.297044262893002,0.0095261970751248,-0.386995640388953,0.500425416872553,0.336253083493773,0.283756684491979,0.423112615514196,-0.0859646839962252,0.460998302372755,0.33376644769358,0.397259130659155,0.169786096256685,-0.0691302703154082,-0.110478895993471,-0.330986164314463
mild,0.591142220525854,-0.811158301313242,-0.84390054654443,0.665160338708748,0.658141210891218,0.640447957839262,0.60190445835765,-0.735290697977493,0.23030303030303,-0.832057278182597,-0.521761267219377,-0.777122821114393,-0.615941288049712,-0.67299480191736,-0.830942512314838,-0.0088542682465031,-0.278775555191165,0.079518565123874,0.689932808486608,0.608748479374785,0.394466403162055,0.71469212545623,0.235699150006274,0.649097383418853,0.467464944095416,0.51292900391456,-0.342386363117887,-0.801433239249579,-0.721562366663882,-0.147907336444374
moderate,0.122957735899652,0.133318508645668,-0.0689731898805799,-0.0467204419379511,-0.173125673557101,-0.334520398154323,-0.213436349643434,-0.183519044746245,-0.0949944382647386,-0.138947801102901,0.069912478743315,0.494972017982563,-0.034532173819215,0.154877526825263,-0.242364036107817,-0.182360470452592,0.245383759733037,0.131045027035583,-0.0237151499603815,-0.117480555931336,0.298688336431975,-0.221341399630227,0.445336927380141,-0.498942951044379,-0.230592728969362,-0.0790323739901715,0.295216907675195,-0.10429029908327,0.21166260721541,0.291470865732814
moderate,0.296088706398576,-0.590029017983603,-0.630637548297461,0.566920710401981,0.745452584780686,0.478885530009572,0.434996869197212,-0.7424482425207,-0.374471179155176,-0.507625845519167,0.028541238785433,-0.574342690059035,-0.329999090790468,-0.273048755895759,-0.536809403604408,-0.222171137689418,-0.292960293644934,0.203563393852603,0.711396469657285,0.402191395891756,0.115826896398198,0.595779716156472,0.276423576990131,0.728162665709971,0.269146848745541,0.272687089774395,-0.405053841490814,-0.368165462807104,-0.455818370065987,-0.190901906805764
