group,CD47,CD33,CD11c,CD45RA,CD123,CD4,CD183,CD32,CLEC15A,CD95,CD1C,CD64,CD1d,CD66b,CD366,CD58,CD39,ITGB7,CD54,FCERIA,CD303,CD81,CD98,CD45,CD26,CD304,CD49d,CD305,CD319,CD99,CD371,IgLambdaLight,CD328,CD101
healthy,0.195086971722671,0.0077117974732978,-0.0830181446974076,0.047390726986126,0.572118315918034,0.377127691837139,-0.19261134568802,0.0214376079129404,-0.230152488781052,-0.0882634324384328,0.158030958928924,-0.12748576278974,-0.209842678172904,-0.603202360642481,0.0063714252040063,-0.0192886710181008,0.0091436392173473,0.0546255163232615,0.263213530655391,0.0678369329510787,0.093850737570007,-0.160700175623428,0.129371506179409,-0.0156303092194305,-0.271431712896304,0.264744405648464,0.0881908788885533,0.0730722764344312,-0.136954130616865,0.294601387723581,0.053760193295077,-0.25700587285804,-0.0202333110209291,-0.216931858136407
healthy,0.310644257703081,-0.180695526112698,-0.295585216235994,0.439433249832048,0.702590650456921,0.487611159432323,0.287633260166012,-0.143585921746659,-0.242560230422054,-0.295788048374436,-0.599475132663407,-0.0641973870421262,-0.557671040963198,0.0,-0.441258783397,-0.604362937816015,-0.363609683103375,0.0716170734239914,0.441736694677871,-0.0190743525611927,0.716227721734848,-0.603798743375915,0.44216180706385,0.263323762813969,0.358399638502521,0.623872618124607,0.274789915966387,0.482072829131653,0.37393095719155,-0.0300375704593055,0.246498599439776,0.186390200200096,-0.32035048679398,-0.425761187052601
healthy,0.421824492520999,0.0494088074369257,-0.397701952023694,0.298029247979169,0.418938459228503,0.216526568345977,0.138166713451516,-0.178375674466307,-0.0658444709534894,-0.0462190626502034,-0.406371937127966,0.102485747615668,-0.432850497514513,0.0015234473441363,-0.369228606135283,-0.198967633737639,-0.181609246517915,-0.0440360088666785,0.106554621848739,-0.240070968638957,0.36765035436827,-0.205836138671049,0.359314567018719,0.307773748165132,0.0438234514513916,0.510554342947246,-0.0379831932773109,0.497272793920147,0.239087420266263,0.22479021033791,-0.0254021608643457,-0.138563771642614,-0.0008437131083506,-0.397064022118874
healthy,-0.732795529490804,0.630474589404922,0.546892654221581,-0.849043245944754,-0.85195650336213,-0.45220313806335,-0.295340153808474,0.598549791906713,-0.0546769697259189,0.547054479238396,0.69533268715822,0.404333893771501,0.596692300247499,0.273854796178399,0.449049205951003,0.401803997829056,0.514654897324505,0.414546300472857,-0.520564516129032,0.410898291942516,-0.788762801479215,-0.0680706571842925,-0.230061073801339,-0.474644623845754,-0.262222446036629,-0.758502705017065,-0.470161290322581,-0.685760443047169,-0.548308660569292,-0.465686800618814,0.466317101272075,0.224536559755125,0.293641318443706,0.507475783034998
healthy,-0.0025833287008371,0.0288288288288288,-0.0674562329258139,0.608168765307231,0.268812731941597,0.389369104450483,-0.0596008583190723,-0.047107278558194,0.124261168149113,0.0681384161482179,0.0326925892156976,0.139992388749033,0.0441149140722799,-0.0595683567774326,-0.232504486049658,0.0994583844431292,-0.287141921826395,0.031797927535835,0.195366795366795,0.0056701078008008,0.083260316859366,0.203518428709564,0.274193920010166,0.352062147995183,0.15275726586706,0.145738112444757,0.130501930501931,0.474200333016377,-0.0094767840327733,0.344874381561755,0.115345008972384,0.154336197105166,0.0253103916508626,0.0721184953117147
healthy,0.25391265268971,-0.294225706890406,-0.463277558464009,0.542901647822824,0.801312653659005,0.317801787896328,0.566556282871189,-0.422100053697012,-0.278666883017513,-0.317675466480788,-0.705868639109939,-0.201122455491425,-0.428778853092404,0.062687853968237,-0.494216769368687,-0.373316046797417,-0.513797854871121,-0.136016430762852,0.370921838763695,-0.354552695596999,0.727331537724834,-0.373957834577495,0.523465938441273,0.240690719660428,0.197560022924371,0.749387632526285,0.438452633609878,0.75757007996821,0.666744448668436,0.0448596696654755,-0.112032298558157,0.0542493388292545,-0.449427328784056,-0.445051693276158
healthy,-0.437269786298678,0.323153084085864,0.351275243264538,-0.43079379375495,-0.320593807436911,-0.561542355910512,-0.288292737615506,0.407268726371941,-0.132589424828398,0.205768289320516,0.263494263494469,0.0429825992935139,0.510732284278326,0.13808995424947,0.256020646919199,0.162955972980943,0.335442702162745,0.332607702475181,-0.341298549681579,0.304133507271624,-0.403351554116211,-0.0194937366757583,-0.351829202024177,-0.400255779508681,-0.498318562372033,-0.454240905791122,-0.342893679210815,-0.343481589183678,-0.20530392654429,-0.47657056733211,0.0091344221625516,0.080202769477402,0.305195898357031,0.433911684337687
healthy,0.439730615792212,-0.452421320395203,-0.517472674193705,0.699835784758451,0.759906072248385,0.690124167139903,0.448152796852723,-0.254470960702904,-0.141793440693685,-0.187728109342811,-0.257029297780726,-0.237167497945798,-0.510033430702329,-0.0393012833905731,-0.376285728629959,-0.20409256868954,-0.277083266231492,-0.202342782638127,0.563669028045453,-0.273411669802429,0.77306688673989,-0.368028586065551,0.666509021840672,0.498267789833205,0.35143534774719,0.573128382079167,0.572870412788567,0.815689242040333,0.384308805402553,0.440134324436157,-0.373858077697053,-0.0888604457415517,-0.433816057868852,-0.506188491838459
mild,-0.151194801104661,-0.177262495889295,-0.102860014606934,0.0706772071968367,0.184004117021932,-0.328969606001409,0.131459038792873,-0.187347531036435,-0.35564616854519,-0.313002248527195,-0.169400886372472,-0.0582392571852888,-0.0619255808381735,-0.0565682526770128,-0.0397671395055155,-0.0465151221170777,-0.101050372569886,-0.104988571419046,0.17021791282915,-0.229090441223852,0.1736119174308,-0.0518763865576554,-0.153538683240887,-0.356312788081138,-0.23641782506605,0.124689367917108,-0.167069827447186,0.199467353726437,0.277443840753081,-0.156463869046942,-0.0025024232964466,0.154910904476581,-0.126683639637173,-0.0664945448758212
mild,-0.40296949936211,0.651188988912138,0.639962664495087,-0.677202450561045,-0.387284639146599,-0.520523809452928,-0.391753404762282,0.480650920433327,-0.0716364986116302,0.208392583223292,0.6445799348653,0.048920741208897,0.387665775075893,-0.144579264196478,0.346175123897124,0.256328242529041,0.471969925236272,0.259992336205251,-0.247644464412099,0.300139224170639,-0.68845564591755,-0.0829613154442399,-0.401019502024629,-0.450232233312127,-0.464713468734663,-0.552856078479091,-0.0836004729494382,-0.515363920284065,-0.35236273717628,-0.250845598472967,0.437792448455954,-0.0598176847213651,0.368548418593224,0.649020158159887
