group,CD86,CD47,CD33,CD11c,CD45RA,CD123,CD49f,CD4,CD183,CD32,CD95,CD1C,CD141,CD1d,CD366,CD58,CD39,CD244,CD370,ITGB7,CD303,CD98,CD45,CD304,CD36,CD49d,CD305,CD319,CD99,CD328,CD101
healthy,0.216916176001353,-0.48635212390582,0.436699433389884,0.459402415684103,-0.612493968185819,-0.399859258945438,-0.344572448996722,-0.303552900790875,-0.264723154378534,0.369356921998224,0.324741286811624,0.628754958684264,-0.356585155947071,0.482538271302028,0.564781334155136,0.345498675276222,0.383725497911198,0.29213543112903,0.0868941249218714,0.375743311432604,-0.649523543499211,-0.294058416651962,-0.460150262720819,-0.455654084914228,-0.27048216997008,-0.248716399879191,-0.465326715128197,-0.092152081686387,-0.0240104080074983,0.38567326562882,0.592997645772879
healthy,0.0096290154345667,-0.317366946778712,-0.354090222887509,-0.248913866303995,0.12546898899587,0.064469660906627,-0.616007136076382,0.438611362529967,0.290840320906539,-0.081201312600681,-0.0800583354071305,-0.161597644457092,-0.0144392879245662,-0.373325100181557,-0.499735459557806,-0.37692975723109,0.139719075424757,-0.314726817259679,0.0509426708108493,0.272316416911584,0.25054643322782,-0.0155170923773685,0.226346383354986,0.216036970803285,-0.397198879551821,0.0977591036414566,0.122689075630252,0.299374877111512,0.162703506654572,-0.0426568990351773,-0.0173291283942653
healthy,-0.307005176836214,0.0479213598202378,-0.255099821005867,-0.60388572306439,0.659783650730237,0.603892977969951,0.058174848393082,0.32635122670828,0.207562921936839,-0.299449068664277,-0.376098367927055,-0.451386512967618,0.324150787746972,-0.516693522837365,-0.270022798304491,-0.297819727105895,-0.0527905826751041,-0.472562781421023,0.179566605258535,-0.0688395694164467,0.520484219925518,0.393838895775794,0.218334812291411,0.556758355883649,-0.285795639521666,0.175414165666267,0.49140952139108,0.241175013555029,0.24142342874106,-0.535708193619842,-0.690732476561675
healthy,0.095110359103069,-0.691423157266729,0.547326212057026,0.588774555599261,-0.905782193630485,-0.752722933368245,-0.337209717341629,-0.492264087207217,-0.222451718413434,0.591250404200534,0.47872459174051,0.78330016660112,-0.0004411428900546,0.678314323915187,0.481303673169499,0.43901560289116,0.549962134025541,0.331045227144806,-0.102062072615966,0.448889804897996,-0.770156347124908,-0.201846036448345,-0.42242161722891,-0.704115827320579,-0.335215840101292,-0.427016129032258,-0.757563595319167,-0.485671792915279,-0.626552923064639,0.268089078179703,0.432728155756754
healthy,0.277560235862316,-0.415399255094608,0.10965250965251,-0.073377963297164,-0.296869726826157,0.089515174155502,-0.257335937657413,-0.555132422097897,0.154589726265094,-0.0032177102840296,0.0197735011567377,-0.356191032503286,0.484085829675479,0.18174828633872,0.176378191616915,0.278978704911018,-0.257120774524131,0.061922265069117,0.392248148812395,0.208156181095928,0.388209688771109,0.331596305703351,-0.252577529308403,0.17781514422908,-0.0036166601811719,-0.0007722007722007,0.319876325960937,0.3557178578016,-0.115733125797503,0.0142370953036102,0.0406954366401819
healthy,0.19637086790176,-0.446506592286989,0.440421217304609,0.559376480262254,-0.65833556686956,-0.638913975496541,-0.151183271164664,-0.400701009711236,-0.548321697157746,0.465606546089835,0.430437883498312,0.836403544921709,-0.430004695254538,0.525168494317937,0.656322977188859,0.445091443179165,0.520296918388889,0.366000743728243,-0.222712707333828,0.261609898482953,-0.73095955727168,-0.434159101819889,-0.513055501961541,-0.673034490458768,-0.289888674554052,-0.342755161103608,-0.798725928087792,-0.625891796463514,-0.106872577003803,0.362987679602049,0.634132903258998
healthy,-0.400965606808097,-0.197327875766064,-0.527761839306727,-0.410577872118554,0.152756782667683,0.0832935533436885,0.0371639517240815,-0.0461601741361565,0.424419145972606,-0.611108988812902,-0.618557931912016,-0.303328373619418,0.594762542953275,-0.381259351654722,0.0050327575304731,-0.496203248066853,-0.313872969242768,-0.327991837197374,0.490511338129971,-0.146785666128634,0.0885353437910915,0.108165800006113,-0.328564904997449,0.168889065341805,-0.243126980141453,-0.122725611983924,-0.22189940025384,0.370513203904637,-0.301649743791422,-0.600207048402753,-0.509867497464227
healthy,0.262807515225952,-0.400747405172335,0.314425281144451,0.409932953086463,-0.568243382722942,-0.666322355388031,-0.0945108040514016,-0.663770047028208,-0.341249977747437,0.194409491717125,0.150503098230038,0.164599269217355,-0.262851633393721,0.404084213619252,0.450230497026654,0.0502156436151093,0.256174693416861,0.299149476117163,-0.0328498137696699,0.147702018528973,-0.627881408559565,-0.632991193010571,-0.441437793341924,-0.548720411597668,-0.226832334643656,-0.605474402945546,-0.662756789039628,-0.297483194394652,-0.44603939688066,0.250556841262136,0.342761761133564
mild,-0.0017866678855186,0.200274587047871,-0.446735578582541,-0.432174045624095,0.62945350307438,0.73938891725979,-0.290553128253363,0.239331450459501,0.515851924377098,-0.47916285684687,-0.474772984682833,-0.41149570980942,0.386655150861743,-0.333102411057512,-0.212523368762673,-0.31096449012133,-0.30413132414552,-0.337225173912228,0.019417020369684,-0.324790180099682,0.641609260070347,0.221064568012228,0.055941269175403,0.614933129329789,0.113825359580666,0.0644250927269795,0.550048785225391,0.391269620305207,0.171956542740059,-0.300685686215976,-0.40447473460396
mild,0.0208360985604868,-0.597096535257749,0.344566162182384,0.344386634390208,-0.646319184886034,-0.581049660206372,-0.0445579827693751,-0.576733995943938,-0.31915101078523,0.393893580554876,0.173526021841307,0.537265448038883,0.0397271085149049,0.0956406804796122,0.212176375489112,0.0001147795503637,0.317421904682634,0.13680606534896,-0.365592799010848,0.0790540262118195,-0.667504284397293,-0.436283379996881,-0.528322252814796,-0.592548924718433,-0.502847707594825,-0.210777897915782,-0.663176053948393,-0.348154723065035,-0.212475385336719,0.137160536913462,0.427666440782158
mild,-0.266949714586615,0.375146648243746,-0.529028602615639,-0.604255005308023,0.443385661153266,0.444009450208327,-0.118109798767424,0.161012436748304,0.607735633601112,-0.591439713415734,-0.394993721549415,-0.627000721898835,0.121757811875749,-0.598038573894849,-0.283732760994723,-0.248994683498659,-0.523890388593787,-0.180695188915494,0.167267397185938,-0.500433442698358,0.504408993949299,0.28943657245687,0.149181907962714,0.483000684431621,-0.0960404528784284,-0.114024267559849,0.310426851748132,0.295776731794633,0.28780339289809,-0.416591747620949,-0.603730669713481
mild,-0.174839147552018,0.0670176320548259,-0.0030168570225695,0.0899364811215371,0.0548274557673927,-0.0996454229879399,0.387131148031422,-0.0382719145649754,-0.0029471461535486,0.0984541592414855,-0.241318167236099,-0.0604439184348459,-0.385178629632364,0.136063697475494,-0.0359305515140473,-0.0320962906604742,-0.110908189641263,-0.0977570837275558,0.111391598584876,-0.208867318147078,-0.180365344597175,0.0007756703194781,0.0023395721925133,-0.214667429929997,0.639698136768785,-0.40942513368984,-0.0411784975975663,-0.0899860520742495,-0.210746219504078,-0.442706164581432,-0.0267827626650838
mild,-0.465301836431598,0.751460943120917,-0.696217950899155,-0.679778329862575,0.654324902525344,0.738167596109762,0.287285892789027,0.651383399209486,0.643371189206178,-0.508337924449996,-0.589081316454741,-0.698392613917227,0.200532042193616,-0.63965909447781,-0.6209758546187,-0.409189734994777,-0.642541365675891,-0.334467354274781,0.0939867391246498,-0.623681231914427,0.696725993062476,0.684459060860609,0.464822134387352,0.74582612703192,0.680013186705321,0.466403162055336,0.656608254481556,0.537252778611903,0.378024863376711,-0.552887023802129,-0.754852599262956
