group,CD86,CD47,CD33,CD11c,CD45RA,CD123,CD4,CD32,CD95,HLA-DR,CD1C,CD64,CD141,CD1d,CD366,CD58,CD39,CD244,CD370,ITGB7,CD54,FCERIA,CD303,CD98,CD71,CD304,CD36,CD305,CD319,CD371,CD328,CD101
healthy,0.0572075797806565,0.513354830722799,-0.191282819680818,-0.274050773280311,0.452238483509051,0.495576056213469,0.347849476018729,-0.261400509390047,-0.235017613762996,0.424494110540622,-0.496296839039381,-0.096428061003729,0.0464316566909883,-0.374197672172114,-0.564174531754755,-0.21510725919386,-0.323638725911487,-0.153213584868828,-0.408102752219272,-0.252604435653048,0.304439746300211,-0.210401683690253,0.541128064925708,0.392462394946176,-0.13240077362685,0.529284847964379,0.515175237923944,0.47762068382379,0.0667784094248127,-0.0264270613107822,-0.212798615909771,-0.32115017040194
healthy,0.646311187501983,-0.591316526610644,0.372482696796416,0.235178754311996,-0.575698407648493,-0.516329080254405,-0.406459633330427,0.348398501657467,0.374929685284538,-0.14733893557423,0.535089671881462,0.335878081689475,-0.297946166959598,0.628011723622453,0.474310817748759,0.657501531410623,0.648574247686729,0.276858617322018,-0.22075157351368,-0.0530338008788439,-0.226610644257703,0.164095533063202,-0.58600449960124,-0.553041224439997,-0.326924803395733,-0.488629961605478,-0.300840336134454,-0.342296918767507,-0.269690511894459,-0.228571428571429,0.569229480502532,0.489160437275523
healthy,0.160477664575083,-0.0053407797165412,0.350988059944722,0.529163339622869,-0.617250584032794,-0.472246275850606,-0.278405028525612,0.278111572557617,0.0202538912986589,-0.153805522208884,0.430839617270136,0.173030632713347,-0.453297799935631,0.314725635424706,0.0894297015251363,0.245058180338789,0.131325613887656,0.312772935011422,-0.36379262342797,-0.0793035715233802,-0.183193277310924,0.517748067293949,-0.457834464718916,-0.299681635529224,-0.422795908586507,-0.449422879677545,0.240263117995906,-0.359245591432598,-0.21119485438024,0.281728691476591,0.525782157051011,0.517844685244906
healthy,-0.0997050624413815,0.796165894751094,-0.52129189002334,-0.527266835701606,0.890679020505506,0.806776991820199,0.576230217988555,-0.545426470267296,-0.493470555303884,0.591129032258065,-0.687950800771403,-0.247195039601213,0.146018296608085,-0.576338716737491,-0.414700292809229,-0.516285602473671,-0.46356324892183,-0.310635533732672,0.142886901662352,-0.397172527646022,0.544354838709677,-0.31059551635537,0.790774310058059,0.193598563991316,-0.423993943899428,0.760445093506225,0.206131521410061,0.803953272348828,0.53666260979945,-0.343283610019494,-0.210282370697205,-0.43515240312794
healthy,-0.215626654166673,0.268149519146892,-0.12972972972973,-0.0965499517067947,-0.0237816432831035,-0.0408830496889307,0.0187632170639149,-0.0531565738921697,-0.265339008765413,-0.138223938223938,-0.178490991121188,-0.272798309903145,-0.252016265974845,-0.118284725743511,-0.183984091329764,-0.208546211363463,0.0075052868255659,-0.037465572142659,-0.394110675634866,-0.530678017530827,-0.0491634491634492,-0.239690920670219,-0.186151114929477,-0.111460943093563,-0.713130750866,-0.178986907947229,0.396282622708413,-0.381240355839158,-0.0307995481065134,-0.334963965788106,-0.229902724162002,-0.128783027342348
healthy,-0.407886411930974,0.40724972366855,-0.573580800436171,-0.676116481398004,0.644689717565014,0.425427916010386,0.331950607756126,-0.551716505088232,-0.569152263080944,-0.127710204118572,-0.70554408688266,-0.422993536087931,0.380495425967273,-0.663906265451874,-0.61505192787362,-0.629278351445918,-0.594260141259012,-0.620224061680743,0.190206682493611,-0.383189554348082,0.169108070846098,-0.556654661665903,0.733205474134013,0.340572549586742,0.0637501327266208,0.579429035374467,0.105273495770935,0.631496105822372,0.662701162917489,-0.467717959613597,-0.451454279710412,-0.698762949002898
healthy,0.146814837874734,-0.0051253993705471,0.167703100230185,0.152631657586763,-0.0598886767403505,-0.145237970043605,0.108602499956919,0.290505130678027,0.403638478589609,-0.0325538911216661,0.228261580300338,0.133194998566672,-0.59151119774809,0.359404200047711,-0.17155946150004,0.1938952745618,0.0309833276994868,0.110932892956382,-0.297172062034262,0.138372975496514,-0.602360335087304,0.184983473525657,-0.17913364704916,-0.329685022495367,0.056501756565451,-0.182558106196413,-0.202197005168084,-0.0497648097804113,-0.162914704063675,-0.0846578246025284,0.167499641414722,0.232546480217461
healthy,0.408102443747102,-0.315575811211114,0.555544624775288,0.641267820736834,-0.487011309097238,-0.702774392731822,-0.411819463392901,0.477663042350661,0.39745878879093,-0.36152133580705,0.510721062669402,0.122144445805107,-0.281575272673689,0.585745653759436,0.467714265546133,0.305356476654371,0.529964667959602,0.461187217025943,-0.297086820868245,0.240878765404635,-0.388096438147923,0.472890908633055,-0.748588892059503,-0.615106906847141,-0.263600043461903,-0.520505069676157,-0.179115821061414,-0.511074026795643,-0.390380526452056,0.437174249109353,0.368493939924399,0.632294064305544
mild,0.0911200621614526,-0.268970142701938,0.306715251300757,0.536329934430801,-0.60124821389142,-0.310141941542779,-0.401714727721622,0.444437879008496,0.230423832451934,0.0294307369779068,0.470436739861698,0.172384142783634,-0.2093880658964,0.422877675669375,0.329233038879675,0.388078419360517,0.504761759631496,0.18283191190401,0.0546265506400444,0.570401826163272,-0.110548914490178,0.244675101790235,-0.519784717019015,-0.0619311608889891,-0.138417836024281,-0.365359794404012,-0.241275699859267,-0.266225549409061,-0.0310811945991649,0.427995107024512,0.303552044531208,0.596264116170275
mild,-0.109553217652842,0.537651784777823,-0.334727588768536,-0.408749202180627,0.606025960493393,0.62736624236344,0.559834201312654,-0.163110638543461,-0.0308057432032882,0.214658758962556,-0.354014604054858,-0.0496656449148253,0.0926965865347782,-0.218855753459097,-0.16155859377869,-0.0642255350702149,-0.27688428771699,-0.176262502165098,0.283741260052051,0.018518458063213,0.404115396116633,0.0342426969229638,0.693097564338205,0.433926961982847,0.491447740002451,0.514002657991034,0.245544861285908,0.610219688250628,0.24759097842502,-0.249032552284784,-0.217412162386766,-0.437862865027127
