group,CD47,CD33,CD11c,CD45RA,CD123,CD49f,CD4,CD146,CD5,CD183,CD32,CD69,CD95,HLA-DR,CD1C,CD141,CD1d,CD366,CD272,CD58,CD39,CD244,CD54,CD62,FCERIA,CD41,CD2,CD226,CD303,CD49b,CD98,CD18,CD38,CD45,CD71,CD26,CD304,CD49d,CD305,CD158e1,CD319,CD371,CD328,CD101
healthy,-0.340871248414341,0.481609312793206,0.510304051848937,-0.637904127721143,-0.293697794874544,-0.14553969174407,-0.2138978461345,0.13873096496147,0.0973310581856309,-0.314167896167959,0.511813284258409,-0.250590861517678,0.46411314060687,-0.0365448504983389,0.624926689330366,-0.631354244200719,0.403395847824147,0.267903259768458,-0.302930897572455,0.205540078368882,0.396249978519834,0.284067514172547,-0.327846572032619,0.0882634324384328,0.278085485867176,0.0416023562299753,0.422835685824054,-0.417965010941579,-0.637845284299324,-0.0805233283453174,-0.316330191721256,0.156671263564464,-0.138208846753784,-0.480386605091869,0.0052219134636543,-0.164953106987326,-0.169289566015582,-0.385684083358502,-0.581427881997204,-0.564378417332757,-0.274545257190088,0.25611597704621,0.350323113040531,0.694940449036981
healthy,-0.0910364145658263,0.290067565616809,0.210651768611996,-0.137140522855951,0.0587517308927354,-0.398910856710895,0.173675497903191,0.254713354054247,-0.304963628014307,-0.227099988688565,0.503274445476948,-0.459969743676607,0.008861418804606,0.276470588235294,0.431255788738587,-0.0937777409294409,0.33373214107994,0.0282496020100512,0.0416917896268505,0.284964564583354,0.290207572484689,0.0953717628059635,0.33109243697479,-0.308239986136033,0.468443658488115,-0.279106067859306,0.0636300086159988,-0.236690534165575,0.0715846952079487,-0.187959359999627,0.0572475252757284,0.0871759148879983,0.0532212885154062,0.26962672522175,-0.0540606724501212,-0.0982247012625656,0.196716591300552,0.458263305322129,0.0915966386554622,0.0651760879992693,0.213773451834431,0.142857142857143,0.296903317125638,0.508461986787834
healthy,0.187412815507718,0.0218726736479671,-0.538299280970288,0.697403329326109,0.512768084795821,-0.0747656515226638,0.649291451341441,0.411661967122047,0.164565810913209,0.532928751884419,-0.383061157480418,-0.0863066038873737,0.01528296236374,0.16436974789916,-0.552582455786856,0.312036839067909,-0.0937069106549516,-0.256345881108401,0.360283808419668,-0.074644448826643,-0.105629375927994,-0.215161131555164,0.145258103241297,-0.13819738741106,-0.311807437450034,0.017247179506591,0.0725219528390356,-0.0306409658347939,0.504230459620223,-0.234836081384386,0.39059570125619,-0.117403886948643,0.404657863145258,0.576715330727917,0.637793558536598,0.214551280435295,0.615046495280341,0.247731092436975,0.548504339133143,0.0930345832400075,0.417924578670617,-0.134981992797119,-0.29063435073539,-0.476332352065225
healthy,0.783451458409061,-0.515439212977007,-0.489836150895467,0.873943071907557,0.81403798474658,0.314362383920741,0.61447021489861,0.0,0.118543346128463,0.296286756865552,-0.530016651776473,0.318806305751551,-0.531893136419716,0.623790322580645,-0.658628307623769,0.183956585152784,-0.590253921790252,-0.354799139403451,0.292927382832168,-0.513032128807039,-0.394610292540985,-0.297573329948907,0.563709677419355,0.472286436411463,-0.303128307710049,0.338697115489059,0.386693548387097,0.37361789902167,0.792282941492192,0.19582943142195,0.188606672767324,-0.270310242708114,0.370967741935484,0.571630207562749,-0.468018036961915,0.195210043160602,0.772585021563476,0.58508064516129,0.804356660844738,0.244948974278318,0.526905107803096,-0.370714027741381,-0.240861281177077,-0.451718093497713
healthy,0.238441239087266,0.0934362934362934,0.0005149330757695,-0.0058786084520031,0.0884463362551378,0.379518625799189,-0.217006310456451,-0.0687066842376069,-0.154893591900043,-0.0789711372727708,0.0135143831929245,0.564845264707293,-0.0486321244665712,0.0262548262548263,-0.165572145382726,-0.180620828179569,0.127056112167239,-0.273418981056705,0.0845239343765297,0.211710171034545,-0.11361451435943,0.281382057446429,-0.16036036036036,0.488039880180402,-0.0085051617012013,0.347313617927915,0.0471163764329158,0.0040670512356907,-0.21695066303599,0.271482239741888,0.0944631492717948,0.269528265348843,-0.329381716791979,-0.254897118863276,0.144476317706923,0.0203676354489413,-0.0443805508248858,-0.214157014157014,-0.015667411883801,-0.123198192426054,-0.136059542184818,0.118949540502771,0.0914865198213473,-0.0470058049799569
healthy,-0.461300436864874,0.135670206163774,0.361105830851287,-0.492994637164066,-0.615107513166861,0.0835114497155087,-0.289407678950415,-0.0770911657047301,0.209980854825886,-0.432442189074573,0.411586253459755,0.17381926212476,0.174500084550076,-0.227878222708363,0.536809383920106,-0.467520816541071,0.318693096625709,0.439285811966365,-0.0261787316475494,0.173559498091418,0.368441934253574,0.280235738848243,-0.421556175085304,-0.016007620970892,0.133450791883948,-0.125946459355553,0.354416284713955,0.199029746378813,-0.547355853775939,0.0712570755837288,-0.578638175845938,-0.0442993224702284,-0.430059810920316,-0.425525757283427,-0.377733053202838,-0.289150083717894,-0.610825136540143,-0.556048620490064,-0.681517033032608,-0.193602319449126,-0.555741893407468,0.0735302424645268,0.331079548890386,0.310724477103319
healthy,-0.31447986137857,0.532480203522582,0.654148805880401,-0.751681370517504,-0.765038894823093,0.025746572740807,-0.664790568051955,0.0449495312328868,-0.058515523030768,-0.405918824225083,0.702266204431587,-0.137059898080791,0.58392780091731,0.178151260504202,0.524273877628079,-0.546849006725968,0.584813711966919,0.391013689314067,-0.190248403191473,0.453153914940035,0.561146608490346,0.353208979248901,-0.353721363822649,-0.222061212897302,0.423394309564612,-0.253992265596039,0.27485368800898,-0.232166472640664,-0.68842676545908,-0.184184615547152,-0.635135331030882,0.262651887764324,-0.285612497766077,-0.298401389753299,-0.218276244909742,-0.325564059613534,-0.695359390431426,-0.415272195834856,-0.561681139759328,-0.0295417724564098,-0.18197173912761,0.0961306588386933,0.496395776390318,0.623570039247029
healthy,0.296890755086415,-0.623224526976257,-0.566599905583785,0.42131674345468,0.447207485417449,0.0958518123476271,0.296575079435796,-0.0330368813947568,-0.251914948276549,0.520332256562882,-0.248405856221988,0.0954740340553751,-0.459721660360952,0.34547928262214,-0.409875215872351,0.168216001500933,-0.586816993689493,-0.44081616013155,0.174165958275296,-0.428986300214498,-0.463652069808195,-0.545766054777713,0.240037847984598,-0.0385273976926837,-0.367373282719694,0.0120908287919363,-0.463443907763082,0.168831089881029,0.682167764158525,0.0738183036031355,0.483377581381472,-0.55332816787582,-0.148465736533614,0.156533047161159,0.230297204837037,0.15590961032949,0.505122609170755,0.272940914565276,0.399752564041003,0.0780277143978101,0.317753401590687,-0.564431524340151,-0.397454998703644,-0.657382869676112
mild,0.291814845698531,-0.245014267154675,-0.488706557589166,0.226708211020016,0.251370845605286,0.0498552864482663,0.496525869696966,-0.027552743653356,-0.186748109193434,0.379092614915595,-0.0234289007102285,0.104619330629816,-0.243968216431475,0.206660216094178,0.0247988926442176,-0.0330466576149491,-0.444585284169713,-0.428286423024778,0.14114260299661,-0.328238010270908,-0.164496461873024,-0.445931492448804,0.452113613090027,0.0986670499219375,-0.212162977005535,0.0889918593338344,-0.227826124125306,-0.12803228589818,0.515771673247912,0.0959308558615976,0.306639518525764,-0.200647418414709,0.116835994194485,0.158944240990431,0.259885703505468,0.34472199708143,0.460080902220872,0.318335752298016,0.449951853367527,-0.230156414781988,0.0317048975008204,-0.451081980017535,-0.164886087346751,-0.434360833336211
mild,-0.413007930573219,0.422206997339723,0.474886240134626,-0.385712566563772,-0.326476365639773,0.165265103839703,-0.473409614375157,-0.018391361393298,-0.106897882157971,-0.449762032471398,0.335730912734605,-0.0833225757120003,0.176107734060876,0.0285916615030539,0.356953496363307,-0.100953794945379,0.470529638251529,0.0534872704695158,-0.237273167720769,0.332886202621674,0.426881362303687,0.302825925902645,-0.299902619100357,0.167757046922964,0.244003235425249,0.0623711983272369,0.0090199803429343,-0.0045654699302388,-0.637304930965614,0.0100562000300315,-0.392813235094638,0.167718429648212,0.0187828467253759,-0.292103739510386,-0.303917514391956,-0.28392120871212,-0.454814576956538,-0.027908976523886,-0.409998311359703,-0.0229534262035278,-0.233213596878269,0.412777905066796,0.292660806634562,0.550036213841497
